"","accepted_name","phylo.tip","input_name","name_class","ncbi_id","GenBank_taxonomy","ITS","trnTLF","rbcL","matK","atpB"
"635","Knautia_dipsacifolia","Knautia_dipsacifolia","Knautia_dipsacifolia","scientific name",596799,"Knautia_dipsacifolia","223587169","225055686","557836316","NA","NA"
"636","Kobresia_myosuroides","Kobresia_myosuroides","Kobresia_myosuroides","scientific name",140873,"Kobresia_myosuroides","300411428","59860301","459993725","675440365","NA"
"637","Koeleria_pyramidata","Koeleria_pyramidata","Koeleria_pyramidata","scientific name",49772,"Koeleria_pyramidata","85002205","119553731","57283803","119553597","NA"
"638","Koeleria_vallesiana","Koeleria_vallesiana","Koeleria_vallesiana","scientific name",366483,"Koeleria_vallesiana_subsp__castellana","107857684","NA","NA","NA","NA"
"639","Koeleria_vallesiana","Koeleria_vallesiana","Koeleria_vallesiana","scientific name",366483,"Koeleria_vallesiana","NA","108863233","733451900","471184575","NA"
"640","Laburnum_anagyroides","Laburnum_anagyroides","Laburnum_anagyroides","scientific name",49828,"Laburnum_anagyroides_subsp__anagyroides","NA","NA","NA","406034374","NA"
"641","Laburnum_anagyroides","Laburnum_anagyroides","Laburnum_anagyroides","scientific name",49828,"Laburnum_anagyroides","33112941","90903842","817992054","NA","NA"
"642","Lactuca_muralis","Lactuca_muralis","Lactuca_muralis","scientific name",75960,"Lactuca_muralis","3901076","NA","817992156","379041854","NA"
"643","Lactuca_perennis","Lactuca_perennis","Lactuca_perennis","scientific name",43195,"Lactuca_perennis","3901054","571054390","NA","111379033","NA"
"644","Lactuca_serriola","Lactuca_serriola","Lactuca_serriola","scientific name",75943,"Lactuca_serriola","571053894","262475097","817992056","264667048","NA"
"645","Lamium_amplexicaule","Lamium_amplexicaule","Lamium_amplexicaule","scientific name",53160,"Lamium_amplexicaule","449076117","NA","3355769","NA","6688489"
"646","Lamium_amplexicaule","Lamium_amplexicaule","Lamium_amplexicaule","scientific name",53160,"Lamium_amplexicaule_var__amplexicaule","NA","351862658","NA","352005250","NA"
"647","Lamium_garganicum","Lamium_garganicum","Lamium_garganicum","scientific name",53162,"Lamium_garganicum_subsp__garganicum","449076121","351862688","NA","NA","NA"
"648","Lamium_garganicum","Lamium_garganicum","Lamium_garganicum","scientific name",53162,"Lamium_garganicum","NA","NA","3355773","NA","NA"
"649","Lamium_garganicum","Lamium_garganicum","Lamium_garganicum","scientific name",53162,"Lamium_garganicum_subsp__corsicum","NA","NA","NA","352005262","NA"
"650","Lamium_maculatum","Lamium_maculatum","Lamium_maculatum","scientific name",53163,"Lamium_maculatum","550600349","351862702","3355775","32811727","NA"
"651","Lamium_purpureum","Lamium_purpureum","Lamium_purpureum","scientific name",53164,"Lamium_purpureum","449076114","NA","3355777","335059914","335060108"
"652","Lamium_purpureum","Lamium_purpureum","Lamium_purpureum","scientific name",53164,"Lamium_purpureum_var__hybridum","NA","351862696","NA","NA","NA"
"653","Lappula_squarrosa","Lappula_squarrosa","Lappula_squarrosa","scientific name",203740,"Lappula_squarrosa","399606288","296144066","578897926","402173121","24940189"
"654","Lapsana_communis","Lapsana_communis","Lapsana_communis","scientific name",268080,"Lapsana_communis","307149596","NA","817992064","607345076","NA"
"655","Larix_decidua","Larix_decidua","Larix_decidua","scientific name",71402,"Larix_decidua","NA","27462494","6683221","NA","NA"
"656","Laserpitium_gallicum","Laserpitium_gallicum","Laserpitium_gallicum","scientific name",571622,"Laserpitium_gallicum_subsp__orospedanum","211907711","NA","NA","NA","NA"
"657","Laserpitium_halleri","Laserpitium_halleri","Laserpitium_halleri","scientific name",571627,"Laserpitium_halleri","211907715","NA","NA","NA","NA"
"658","Laserpitium_latifolium","Laserpitium_latifolium","Laserpitium_latifolium","scientific name",48039,"Laserpitium_latifolium","211907716","667668297","557836311","667667948","NA"
"659","Laserpitium_siler","Laserpitium_siler","Laserpitium_siler","scientific name",40869,"Laserpitium_siler","674781504","NA","NA","NA","NA"
"660","Lathyrus_latifolius","Lathyrus_latifolius","Lathyrus_latifolius","scientific name",154494,"Lathyrus_latifolius","807268747","807268865","685847204","21929960","NA"
"661","Lathyrus_linifolius","Lathyrus_linifolius","Lathyrus_linifolius","scientific name",313096,"Lathyrus_linifolius","59799666","59859829","379037282","379038106","NA"
"662","Lathyrus_pratensis","Lathyrus_pratensis","Lathyrus_pratensis","scientific name",254779,"Lathyrus_pratensis","440234439","440233740","41056410","440233892","NA"
"663","Lathyrus_sphaericus","Lathyrus_sphaericus","Lathyrus_sphaericus","scientific name",3861,"Lathyrus_sphaericus","440234456","440233752","399659499","440233908","NA"
"664","Lathyrus_sylvestris","Lathyrus_sylvestris","Lathyrus_sylvestris","scientific name",313117,"Lathyrus_sylvestris","440234460","440233754","484849399","379039590","NA"
"665","Lathyrus_vernus","Lathyrus_vernus","Lathyrus_vernus","scientific name",313120,"Lathyrus_vernus","440234470","440233762","NA","701462325","NA"
"666","Lavandula_angustifolia","Lavandula_angustifolia","Lavandula_angustifolia","scientific name",39329,"Lavandula_angustifolia","258588981","294999931","671544","294335279","NA"
"667","Leontodon_crispus","Leontodon_crispus","Leontodon_crispus","scientific name",212687,"Leontodon_crispus","91983009","93278217","NA","29243716","NA"
"668","Leontodon_hispidus","Leontodon_hispidus","Leontodon_hispidus","scientific name",58660,"Leontodon_hispidus","337730110","29423251","379033074","379037922","NA"
"669","Leontopodium_brachyactis","Leontopodium_brachyactis","Leontopodium_brachyactis","scientific name",487752,"Leontopodium_brachyactis","NA","166407464","NA","NA","NA"
"670","Leopoldia_comosa","Leopoldia_comosa","Muscari_comosum","synonym",81770,"Leopoldia_comosa","NA","239583999","440577096","NA","37721022"
"671","Leucanthemopsis_alpina","Leucanthemopsis_alpina","Leucanthemopsis_alpina","scientific name",133253,"Leucanthemopsis_alpina","695133261","NA","NA","NA","NA"
"672","Leucanthemum_vulgare","Leucanthemum_vulgare","Leucanthemum_vulgare","scientific name",99072,"Leucanthemum_vulgare","156616958","261863616","41056413","315140637","NA"
"673","Ligustrum_vulgare","Ligustrum_vulgare","Ligustrum_vulgare","scientific name",13597,"Ligustrum_vulgare","164460239","15637301","108773701","335058825","335059314"
"674","Lilium_bulbiferum","Lilium_bulbiferum","Lilium_bulbiferum","scientific name",84044,"Lilium_bulbiferum","3851562","NA","7768629","NA","NA"
"675","Lilium_martagon","Lilium_martagon","Lilium_martagon","scientific name",82322,"Lilium_martagon","NA","NA","733452237","677282112","NA"
"676","Lilium_martagon","Lilium_martagon","Lilium_martagon","scientific name",82322,"Lilium_martagon_var__pilosiusculum","300836789","NA","NA","NA","NA"
"677","Linaria_alpina","Linaria_alpina","Linaria_alpina","scientific name",299780,"Linaria_alpina","393193072","379061173","557836597","156712581","NA"
"678","Linaria_angustissima","Linaria_angustissima","Linaria_angustissima","scientific name",1315780,"Linaria_angustissima","476006019","NA","NA","NA","NA"
"679","Linaria_repens","Linaria_repens","Linaria_repens","scientific name",299782,"Linaria_repens","476006030","562744936","379033506","379039482","NA"
"680","Linaria_simplex","Linaria_simplex","Linaria_simplex","scientific name",1138105,"Linaria_simplex","393193111","379061251","NA","NA","NA"
"681","Linum_alpinum","Linum_alpinum","Linum_alpinum","scientific name",1000420,"Linum_alpinum","NA","NA","557836417","NA","NA"
"682","Linum_catharticum","Linum_catharticum","Linum_catharticum","scientific name",524254,"Linum_catharticum","224472418","674277786","237636962","379040786","NA"
"683","Linum_suffruticosum","Linum_suffruticosum","Linum_suffruticosum","scientific name",586395,"Linum_suffruticosum","224472417","219552022","237637001","315064759","NA"
"684","Linum_tenuifolium","Linum_tenuifolium","Linum_tenuifolium","scientific name",586397,"Linum_tenuifolium","224472414","219552024","237637007","406034036","NA"
"685","Listera_ovata","Listera_ovata","Listera_ovata","scientific name",29712,"Listera_ovata","258618046","725541588","379037592","379042430","NA"
"686","Lithospermum_officinale","Lithospermum_officinale","Lithospermum_officinale","scientific name",475907,"Lithospermum_officinale","601105919","239836073","578898062","601101235","NA"
"687","Lloydia_serotina","Lloydia_serotina","Lloydia_serotina","scientific name",59080,"Lloydia_serotina","195970603","260079993","817992100","54398558","8439433"
"688","Lolium_perenne","Lolium_perenne","Lolium_perenne","scientific name",4522,"Lolium_perenne","240017971","NA","NA","119553598","110915663"
"689","Lolium_perenne","Lolium_perenne","Lolium_perenne","scientific name",4522,"Lolium_perenne_subsp__perenne","NA","74133838","57283865","NA","NA"
"690","Lomelosia_graminifolia","Lomelosia_graminifolia","Lomelosia_graminifolia","scientific name",596804,"Lomelosia_graminifolia","223587194","225055710","NA","NA","NA"
"691","Lonicera_caerulea","Lonicera_caerulea","Lonicera_caerulea","scientific name",134520,"Lonicera_caerulea_var__edulis","149207759","28172943","NA","NA","NA"
"692","Lonicera_etrusca","Lonicera_etrusca","Lonicera_etrusca","scientific name",245821,"Lonicera_etrusca","209902252","NA","NA","34863530","NA"
"693","Lonicera_nigra","Lonicera_nigra","Lonicera_nigra","scientific name",486680,"Lonicera_nigra","163644808","308051850","NA","NA","NA"
"694","Lonicera_webbiana","Lonicera_webbiana","Lonicera_webbiana","scientific name",1043444,"Lonicera_webbiana","NA","NA","343188002","351585101","NA"
"695","Lonicera_xylosteum","Lonicera_xylosteum","Lonicera_xylosteum","scientific name",439142,"Lonicera_xylosteum","163644830","308051852","733452056","315259906","NA"
"696","Lotus_alpinus","Lotus_alpinus","Lotus_alpinus","scientific name",347376,"Lotus_alpinus","76365351","NA","NA","NA","NA"
"697","Lotus_corniculatus","Lotus_corniculatus","Lotus_corniculatus","scientific name",47247,"Lotus_corniculatus","391225683","302584569","817992108","379038808","11120585"
"698","Lotus_delortii","Lotus_delortii","Lotus_delortii","scientific name",347998,"Lotus_delortii","77176604","NA","NA","NA","NA"
"699","Lotus_maritimus","Lotus_maritimus","Tetragonolobus_maritimus","synonym",118937,"Lotus_maritimus","7341121","NA","817992396","NA","NA"
"700","Lunaria_annua","Lunaria_annua","Lunaria_annua","scientific name",153659,"Lunaria_annua","525672696","NA","404243881","406034394","NA"
"701","Lunaria_rediviva","Lunaria_rediviva","Lunaria_rediviva","scientific name",283746,"Lunaria_rediviva","255761665","NA","NA","NA","NA"
"702","Luzula_alpinopilosa","Luzula_alpinopilosa","Luzula_alpinopilosa","scientific name",630085,"Luzula_alpinopilosa","226358797","259585068","NA","NA","NA"
"703","Luzula_campestris","Luzula_campestris","Luzula_campestris","scientific name",218141,"Luzula_campestris","226358826","38565330","379037548","379040486","NA"
"704","Luzula_lutea","Luzula_lutea","Luzula_lutea","scientific name",630107,"Luzula_lutea","226358791","259585064","NA","NA","NA"
"705","Luzula_luzulina","Luzula_luzulina","Luzula_luzulina","scientific name",223695,"Luzula_luzulina","226358854","259585108","30421691","NA","NA"
"706","Luzula_multiflora","Luzula_multiflora","Luzula_multiflora","scientific name",178423,"Luzula_multiflora","NA","33637495","379037078","379040958","21684900"
"707","Luzula_multiflora","Luzula_multiflora","Luzula_multiflora","scientific name",178423,"Luzula_multiflora_subsp__snogerupii","259585115","NA","NA","NA","NA"
"708","Luzula_nivea","Luzula_nivea","Luzula_nivea","scientific name",223697,"Luzula_nivea","NA","38565317","30421727","NA","NA"
"709","Luzula_spicata","Luzula_spicata","Luzula_spicata","scientific name",223703,"Luzula_spicata","226358809","38565326","459993906","675272435","NA"
"710","Luzula_sudetica","Luzula_sudetica","Luzula_sudetica","scientific name",223705,"Luzula_sudetica","62526599","38565333","30421721","NA","NA"
"711","Luzula_sylvatica","Luzula_sylvatica","Luzula_sylvatica","scientific name",59018,"Luzula_sylvatica","226358795","33637496","557836370","379042286","NA"
"712","Lycopus_europaeus","Lycopus_europaeus","Lycopus_europaeus","scientific name",260603,"Lycopus_europaeus","NA","294999937","379036300","58045265","NA"
"713","Lycopus_europaeus","Lycopus_europaeus","Lycopus_europaeus","scientific name",260603,"Lycopus_europaeus_var__exaltatus","42556306","NA","NA","NA","NA"
"714","Lysimachia_vulgaris","Lysimachia_vulgaris","Lysimachia_vulgaris","scientific name",191068,"Lysimachia_vulgaris","33334275","33334321","379036296","607345092","NA"
"715","Lythrum_salicaria","Lythrum_salicaria","Lythrum_salicaria","scientific name",13129,"Lythrum_salicaria","21303299","NA","817992120","315140657","14718116"
"716","Macrosyringion_glutinosum","Macrosyringion_glutinosum","Macrosyringion_glutinosum","scientific name",1005690,"Macrosyringion_glutinosum","402536078","NA","NA","402536056","NA"
"717","Maianthemum_bifolium","Maianthemum_bifolium","Maianthemum_bifolium","scientific name",191662,"Maianthemum_bifolium","343405414","22796684","519671008","313756552","499069367"
"718","Malus_sylvestris","Malus_sylvestris","Malus_sylvestris","scientific name",3752,"Malus_sylvestris","380855488","255683077","379062250","384598856","NA"
"719","Malus_x","Malus_x","Malus_domestica","synonym",3750,"Malus_x_domestica","6630880","400530342","817992124","69608714","NA"
"720","Malva_alcea","Malva_alcea","Malva_alcea","scientific name",446150,"Malva_alcea","148576533","NA","240253204","169798620","NA"
"721","Malva_moschata","Malva_moschata","Malva_moschata","scientific name",446345,"Malva_moschata","148576534","726966081","379036290","169798624","NA"
"722","Matricaria_matricarioides","Matricaria_matricarioides","Matricaria_matricarioides","scientific name",56017,"Matricaria_matricarioides","11558324","4154140","342196459","21629807","NA"
"723","Medicago_lupulina","Medicago_lupulina","Medicago_lupulina","scientific name",47085,"Medicago_lupulina","298570049","298570122","41056421","469476534","NA"
"724","Medicago_minima","Medicago_minima","Medicago_minima","scientific name",70957,"Medicago_minima","298570050","298570123","667668084","300390523","NA"
"725","Medicago_monspeliaca","Medicago_monspeliaca","Trigonella_monspeliaca","synonym",70959,"Medicago_monspeliaca","30230676","NA","NA","295694653","NA"
"726","Medicago_sativa","Medicago_sativa","Medicago_sativa","scientific name",3879,"Medicago_sativa_subsp__caerulea","NA","NA","NA","300390541","NA"
"727","Medicago_sativa","Medicago_sativa","Medicago_sativa","scientific name",3879,"Medicago_sativa","410934465","298570124","11737","NA","5679308"
"728","Melampyrum_sylvaticum","Melampyrum_sylvaticum","Melampyrum_sylvaticum","scientific name",86092,"Melampyrum_sylvaticum","194307487","260080019","379035786","6650054","NA"
"729","Melica_ciliata","Melica_ciliata","Melica_ciliata","scientific name",52156,"Melica_ciliata","346642370","346642418","685212182","685212410","NA"
"730","Melica_nutans","Melica_nutans","Melica_nutans","scientific name",860324,"Melica_nutans","341872788","NA","379037422","379041096","NA"
"731","Melica_uniflora","Melica_uniflora","Melica_uniflora","scientific name",29686,"Melica_uniflora","NA","119553735","57283805","379041226","NA"
"732","Melilotus_albus","Melilotus_albus","Melilotus_albus","scientific name",47082,"Melilotus_albus","85724127","297306051","313664306","295694667","NA"
"733","Melilotus_officinalis","Melilotus_officinalis","Melilotus_officinalis","scientific name",47083,"Melilotus_officinalis_subsp__suaveolens","300089245","787750933","NA","302585168","NA"
"734","Melilotus_officinalis","Melilotus_officinalis","Melilotus_officinalis","scientific name",47083,"Melilotus_officinalis","NA","NA","817992136","NA","NA"
"735","Melittis_melissophyllum","Melittis_melissophyllum","Melittis_melissophyllum","scientific name",457147,"Melittis_melissophyllum","537368602","357241246","379037218","379038716","NA"
"736","Mentha_aquatica","Mentha_aquatica","Mentha_aquatica","scientific name",190902,"Mentha_aquatica","685979060","53654114","316994990","340512891","NA"
"737","Mentha_arvensis","Mentha_arvensis","Mentha_arvensis","scientific name",292239,"Mentha_arvensis","530692908","53654115","379037216","379042154","NA"
"738","Mentha_longifolia","Mentha_longifolia","Mentha_longifolia","scientific name",38859,"Mentha_longifolia","56068933","53654123","671554","371754324","NA"
"739","Meum_athamanticum","Meum_athamanticum","Meum_athamanticum","scientific name",82093,"Meum_athamanticum","5852232","NA","379031291","379038856","NA"
"740","Micranthes_stellaris","Micranthes_stellaris","Micranthes_stellaris","scientific name",90614,"Micranthes_stellaris","495021299","14248872","495021307","379038782","NA"
"741","Milium_effusum","Milium_effusum","Milium_effusum","scientific name",376129,"Milium_effusum","544582160","119553736","440577120","NA","NA"
"742","Milium_effusum","Milium_effusum","Milium_effusum","scientific name",376129,"Milium_effusum_subsp__effusum","NA","NA","NA","133917539","NA"
"743","Minuartia_laricifolia","Minuartia_laricifolia","Minuartia_laricifolia","scientific name",258340,"Minuartia_laricifolia","NA","NA","NA","240266101","NA"
"744","Minuartia_laricifolia","Minuartia_laricifolia","Minuartia_laricifolia","scientific name",258340,"Minuartia_laricifolia_subsp__laricifolia","598699173","NA","NA","NA","NA"
"745","Minuartia_rupestris","Minuartia_rupestris","Minuartia_rupestris","scientific name",325503,"Minuartia_rupestris","62870720","239837507","NA","NA","NA"
"746","Minuartia_verna","Minuartia_verna","Minuartia_verna","scientific name",325504,"Minuartia_verna","62870722","260080042","399139725","379040436","NA"
"747","Moehringia_muscosa","Moehringia_muscosa","Moehringia_muscosa","scientific name",325507,"Moehringia_muscosa","62870760","NA","NA","62870812","NA"
"748","Moehringia_trinervia","Moehringia_trinervia","Moehringia_trinervia","scientific name",169227,"Moehringia_trinervia","62870761","NA","817992148","15341025","NA"
"749","Molinia_caerulea","Molinia_caerulea","Molinia_caerulea","scientific name",38689,"Molinia_caerulea_subsp__arundinacea","NA","NA","407724233","NA","NA"
"750","Molinia_caerulea","Molinia_caerulea","Molinia_caerulea","scientific name",38689,"Molinia_caerulea","3282480","NA","NA","7670662","NA"
"751","Moneses_uniflora","Moneses_uniflora","Moneses_uniflora","scientific name",93817,"Moneses_uniflora","234204652","226876637","359388641","698373226","NA"
"752","Monotropa_hypopitys","Monotropa_hypopitys","Monotropa_hypopitys","scientific name",176248,"Monotropa_hypopitys","21305536","NA","733452034","33312263","NA"
"753","Muscari_neglectum","Muscari_neglectum","Muscari_neglectum","scientific name",59072,"Muscari_neglectum","315667055","409053490","733452183","409053364","NA"
"754","Myosotis_alpestris","Myosotis_alpestris","Myosotis_alpestris","scientific name",192337,"Myosotis_alpestris","20562955","490262636","557836612","21629536","NA"
"755","Myosotis_arvensis","Myosotis_arvensis","Myosotis_arvensis","scientific name",192338,"Myosotis_arvensis","20562956","601106009","379037180","196051560","24940199"
"756","Myosotis_decumbens","Myosotis_decumbens","Myosotis_decumbens","scientific name",192347,"Myosotis_decumbens_subsp__decumbens","20562966","NA","NA","21629554","NA"
"757","Myosotis_ramosissima","Myosotis_ramosissima","Myosotis_ramosissima","scientific name",1060937,"Myosotis_ramosissima","NA","NA","379035466","379038788","NA"
"758","Myosotis_stricta","Myosotis_stricta","Myosotis_stricta","scientific name",192842,"Myosotis_stricta","NA","NA","340511681","21629588","NA"
"759","Myricaria_germanica","Myricaria_germanica","Myricaria_germanica","scientific name",269175,"Myricaria_germanica","46371851","332983531","NA","NA","NA"
"760","Narcissus_poeticus","Narcissus_poeticus","Narcissus_poeticus","scientific name",54855,"Narcissus_poeticus","NA","NA","NA","451768627","NA"
"761","Narcissus_poeticus","Narcissus_poeticus","Narcissus_poeticus","scientific name",54855,"Narcissus_poeticus_subsp__hellenicus","NA","39598504","NA","NA","NA"
"762","Nardus_stricta","Nardus_stricta","Nardus_stricta","scientific name",29687,"Nardus_stricta","187473731","186969894","51511888","7670628","NA"
"763","Nasturtium_officinale","Nasturtium_officinale","Nasturtium_officinale","scientific name",65948,"Nasturtium_officinale","31442768","27461492","340511693","886848545","NA"
"764","Neotinea_ustulata","Neotinea_ustulata","Neotinea_ustulata","scientific name",59351,"Neotinea_ustulata","34333980","15145778","733452020","NA","NA"
"765","Noccaea_caerulescens","Noccaea_caerulescens","Noccaea_caerulescens","scientific name",107243,"Noccaea_caerulescens","84874616","76009303","305128051","379037792","NA"
"766","Noccaea_rotundifolia","Noccaea_rotundifolia","Noccaea_rotundifolia","scientific name",1230357,"Noccaea_rotundifolia","408777460","NA","557836373","NA","NA"
"767","Onobrychis_viciifolia","Onobrychis_viciifolia","Onobrychis_viciifolia","scientific name",3882,"Onobrychis_viciifolia","302584476","807268881","817992184","378758011","NA"
"768","Ononis_arvensis","Ononis_arvensis","Ononis_arvensis","scientific name",200952,"Ononis_arvensis","NA","NA","NA","21930014","NA"
"769","Ononis_cristata","Ononis_cristata","Ononis_cristata","scientific name",797998,"Ononis_cristata_subsp__cristata","298569993","298570068","NA","NA","NA"
"770","Ononis_fruticosa","Ononis_fruticosa","Ononis_fruticosa","scientific name",798002,"Ononis_fruticosa","298569997","298570072","NA","NA","NA"
"771","Ononis_natrix","Ononis_natrix","Ononis_natrix","scientific name",200954,"Ononis_natrix","NA","NA","391225661","295694670","NA"
"772","Ononis_natrix","Ononis_natrix","Ononis_natrix","scientific name",200954,"Ononis_natrix_subsp__arganietorum","298570009","298570084","NA","NA","NA"
"773","Ononis_pusilla","Ononis_pusilla","Ononis_pusilla","scientific name",798026,"Ononis_pusilla","799310354","NA","NA","NA","NA"
"774","Ononis_pusilla","Ononis_pusilla","Ononis_pusilla","scientific name",798026,"Ononis_pusilla_subsp__saxicola","NA","298570094","NA","NA","NA"
"775","Ononis_rotundifolia","Ononis_rotundifolia","Ononis_rotundifolia","scientific name",798033,"Ononis_rotundifolia","298570025","298570098","NA","NA","NA"
"776","Ophrys_fuciflora","Ophrys_fuciflora","Ophrys_fuciflora","scientific name",145941,"Ophrys_fuciflora","14578540","15145759","240253240","246655203","NA"
"777","Ophrys_insectifera","Ophrys_insectifera","Ophrys_insectifera","scientific name",145946,"Ophrys_insectifera","51872500","15145764","379033797","440584686","NA"
"778","Ophrys_sphegodes","Ophrys_sphegodes","Ophrys_sphegodes","scientific name",145953,"Ophrys_sphegodes","51872524","15145771","NA","NA","NA"
"779","Orchis_mascula","Orchis_mascula","Orchis_mascula","scientific name",59338,"Orchis_mascula","33772624","NA","817992190","379041274","NA"
"780","Orchis_militaris","Orchis_militaris","Orchis_militaris","scientific name",59339,"Orchis_militaris","51872527","15145777","733451916","733451838","NA"
"781","Orchis_purpurea","Orchis_purpurea","Orchis_purpurea","scientific name",59346,"Orchis_purpurea","34333979","NA","733452301","NA","NA"
"782","Oreoselinum_nigrum","Oreoselinum_nigrum","Oreoselinum_nigrum","scientific name",203708,"Oreoselinum_nigrum","29423039","NA","NA","NA","NA"
"783","Origanum_vulgare","Origanum_vulgare","Origanum_vulgare","scientific name",39352,"Origanum_vulgare_subsp__hirtum","166033792","NA","NA","NA","NA"
"784","Origanum_vulgare","Origanum_vulgare","Origanum_vulgare","scientific name",39352,"Origanum_vulgare","NA","NA","671592","295000415","NA"
"785","Origanum_vulgare","Origanum_vulgare","Origanum_vulgare","scientific name",39352,"Origanum_vulgare_subsp__vulgare","NA","428673741","NA","NA","NA"
"786","Orlaya_grandiflora","Orlaya_grandiflora","Orlaya_grandiflora","scientific name",40863,"Orlaya_grandiflora","633265653","NA","NA","NA","NA"
"787","Ornithogalum_umbellatum","Ornithogalum_umbellatum","Ornithogalum_umbellatum","scientific name",81785,"Ornithogalum_umbellatum","NA","409053506","733452239","NA","NA"
"788","Orobanche_caryophyllacea","Orobanche_caryophyllacea","Orobanche_caryophyllacea","scientific name",86094,"Orobanche_caryophyllacea","29123677","NA","46410746","6650056","NA"
"789","Orobanche_purpurea","Orobanche_purpurea","Orobanche_purpurea","scientific name",223125,"Orobanche_purpurea","29123748","NA","379034761","NA","NA"
"790","Orobanche_teucrii","Orobanche_teucrii","Orobanche_teucrii","scientific name",223133,"Orobanche_teucrii","29123676","NA","46410831","NA","NA"
"791","Orthilia_secunda","Orthilia_secunda","Orthilia_secunda","scientific name",93819,"Orthilia_secunda","575669126","226876640","379032160","379038496","NA"
"792","Oxalis_acetosella","Oxalis_acetosella","Oxalis_acetosella","scientific name",341461,"Oxalis_acetosella_subsp__japonica","NA","NA","480306792","480306852","NA"
"793","Oxalis_acetosella","Oxalis_acetosella","Oxalis_acetosella","scientific name",341461,"Oxalis_acetosella","480306808","365777340","NA","NA","257853489"
"794","Oxyria_digyna","Oxyria_digyna","Oxyria_digyna","scientific name",284366,"Oxyria_digyna","392612348","392499314","176044801","218203584","NA"
"795","Oxytropis_campestris","Oxytropis_campestris","Oxytropis_campestris","scientific name",20803,"Oxytropis_campestris","306516679","678605944","817992202","378757985","NA"
"796","Oxytropis_pilosa","Oxytropis_pilosa","Oxytropis_pilosa","scientific name",83865,"Oxytropis_pilosa","4680591","667668266","667668058","60256758","NA"
"797","Paeonia_officinalis","Paeonia_officinalis","Paeonia_officinalis","scientific name",69717,"Paeonia_officinalis_subsp__banatica","NA","NA","NA","2708598","NA"
"798","Paeonia_officinalis","Paeonia_officinalis","Paeonia_officinalis","scientific name",69717,"Paeonia_officinalis_subsp__microcarpa","371538288","NA","NA","NA","NA"
"799","Paeonia_officinalis","Paeonia_officinalis","Paeonia_officinalis","scientific name",69717,"Paeonia_officinalis","NA","NA","817992206","NA","NA"
"800","Papaver_alpinum","Papaver_alpinum","Papaver_alpinum","scientific name",152832,"Papaver_alpinum","82547027","82542185","393191638","393660908","NA"
"801","Papaver_dubium","Papaver_dubium","Papaver_dubium","scientific name",357469,"Papaver_dubium","82547087","82542187","379036662","379041764","NA"
"802","Paris_quadrifolia","Paris_quadrifolia","Paris_quadrifolia","scientific name",231488,"Paris_quadrifolia","343405741","90296915","379036934","566553718","704358378"
"803","Parnassia_palustris","Parnassia_palustris","Parnassia_palustris","scientific name",38862,"Parnassia_palustris","334691587","111380100","NA","379041948","8452717"
"804","Parnassia_palustris","Parnassia_palustris","Parnassia_palustris","scientific name",38862,"Parnassia_palustris_subsp__neogaena","NA","NA","359387586","NA","NA"
"805","Paronychia_kapela","Paronychia_kapela","Paronychia_kapela","scientific name",157632,"Paronychia_kapela","13624879","NA","NA","62870768","NA"
"806","Pastinaca_sativa","Pastinaca_sativa","Pastinaca_sativa","scientific name",4041,"Pastinaca_sativa_subsp__sativa","163961879","NA","NA","NA","NA"
"807","Pastinaca_sativa","Pastinaca_sativa","Pastinaca_sativa","scientific name",4041,"Pastinaca_sativa","NA","745798185","379037398","607345112","NA"
"808","Pedicularis_foliosa","Pedicularis_foliosa","Pedicularis_foliosa","scientific name",46033,"Pedicularis_foliosa","66821837","NA","3790424","19909175","NA"
"809","Pedicularis_kerneri","Pedicularis_kerneri","Pedicularis_kerneri","scientific name",326829,"Pedicularis_kerneri","66821810","NA","NA","63253876","NA"
"810","Pedicularis_tuberosa","Pedicularis_tuberosa","Pedicularis_tuberosa","scientific name",326853,"Pedicularis_tuberosa","66821819","NA","NA","484354058","NA"
"811","Pedicularis_verticillata","Pedicularis_verticillata","Pedicularis_verticillata","scientific name",65042,"Pedicularis_verticillata","66821856","175076540","557836420","651034707","NA"
"812","Persicaria_amphibia","Persicaria_amphibia","Persicaria_amphibia","scientific name",254780,"Persicaria_amphibia","151195097","151195592","469473935","469473939","NA"
"813","Persicaria_lapathifolia","Persicaria_lapathifolia","Persicaria_lapathifolia","scientific name",430754,"Persicaria_lapathifolia_subsp__lapathifolia","NA","NA","404243955","NA","NA"
"814","Persicaria_lapathifolia","Persicaria_lapathifolia","Persicaria_lapathifolia","scientific name",430754,"Persicaria_lapathifolia","151195101","162718402","NA","300302236","NA"
"815","Persicaria_maculosa","Persicaria_maculosa","Persicaria_maculosa","scientific name",457184,"Persicaria_maculosa","385153324","156536629","379037532","340513453","NA"
"816","Persicaria_mitis","Persicaria_mitis","Persicaria_mitis","scientific name",1155347,"Persicaria_mitis","NA","NA","379037552","379042388","NA"
"817","Petasites_albus","Petasites_albus","Petasites_albus","scientific name",904458,"Petasites_albus","308229198","308228783","733451918","308320348","NA"
"818","Petasites_hybridus","Petasites_hybridus","Petasites_hybridus","scientific name",278673,"Petasites_hybridus","NA","555685514","817992226","379041272","NA"
"819","Petrorhagia_prolifera","Petrorhagia_prolifera","Petrorhagia_prolifera","scientific name",746822,"Petrorhagia_prolifera","294984975","667668359","733452281","667667990","NA"
