"","accepted_name","phylo.tip","input_name","name_class","ncbi_id","GenBank_taxonomy","ITS","trnTLF","rbcL","matK","atpB"
"322","Coronilla_vaginalis","Coronilla_vaginalis","Coronilla_vaginalis","scientific name",390707,"Coronilla_vaginalis","109629710","NA","NA","NA","NA"
"323","Corydalis_solida","Corydalis_solida","Corydalis_solida","scientific name",38914,"Corydalis_solida","NA","803360818","817991846","764121025","NA"
"324","Corylus_avellana","Corylus_avellana","Corylus_avellana","scientific name",13451,"Corylus_avellana","324035595","37720902","33113306","38565243","32815634"
"325","Cotoneaster_integerrimus","Cotoneaster_integerrimus","Cotoneaster_integerrimus","scientific name",690321,"Cotoneaster_integerrimus","262654286","410736281","379062166","384598771","NA"
"326","Crataegus_laevigata","Crataegus_laevigata","Crataegus_laevigata","scientific name",298643,"Crataegus_laevigata","193084969","54649878","379033094","635174216","NA"
"327","Crataegus_monogyna","Crataegus_monogyna","Crataegus_monogyna","scientific name",140997,"Crataegus_monogyna","121485054","19032433","817991854","17154800","NA"
"328","Crepis_aurea","Crepis_aurea","Crepis_aurea","scientific name",212669,"Crepis_aurea_subsp__aurea","NA","NA","NA","187403641","NA"
"329","Crepis_aurea","Crepis_aurea","Crepis_aurea","scientific name",212669,"Crepis_aurea","29243769","29423254","557836239","NA","NA"
"330","Crepis_biennis","Crepis_biennis","Crepis_biennis","scientific name",122532,"Crepis_biennis","91983066","NA","379035208","379039196","NA"
"331","Crepis_foetida","Crepis_foetida","Crepis_foetida","scientific name",268017,"Crepis_foetida_subsp__foetida","NA","NA","NA","187403626","NA"
"332","Crepis_foetida","Crepis_foetida","Crepis_foetida","scientific name",268017,"Crepis_foetida_subsp__afghanistanica","170284013","NA","NA","NA","NA"
"333","Crepis_nicaeensis","Crepis_nicaeensis","Crepis_nicaeensis","scientific name",268024,"Crepis_nicaeensis","170284050","NA","NA","NA","NA"
"334","Crepis_paludosa","Crepis_paludosa","Crepis_paludosa","scientific name",310247,"Crepis_paludosa","169626713","NA","379034793","379040396","NA"
"335","Crepis_pygmaea","Crepis_pygmaea","Crepis_pygmaea","scientific name",268348,"Crepis_pygmaea_subsp__anachoretica","170284047","NA","NA","NA","NA"
"336","Crepis_pygmaea","Crepis_pygmaea","Crepis_pygmaea","scientific name",268348,"Crepis_pygmaea","NA","NA","NA","54021414","NA"
"337","Crepis_pyrenaica","Crepis_pyrenaica","Crepis_pyrenaica","scientific name",122533,"Crepis_pyrenaica","NA","NA","557836242","NA","NA"
"338","Crepis_vesicaria","Crepis_vesicaria","Crepis_vesicaria","scientific name",268032,"Crepis_vesicaria_subsp__taraxacifolia","NA","NA","NA","54021426","NA"
"339","Crepis_vesicaria","Crepis_vesicaria","Crepis_vesicaria","scientific name",268032,"Crepis_vesicaria","77927635","NA","557836244","NA","NA"
"340","Crocus_vernus","Crocus_vernus","Crocus_vernus","scientific name",87752,"Crocus_vernus","77455735","669026167","817991860","NA","NA"
"341","Crocus_vernus","Crocus_vernus","Crocus_vernus","scientific name",87752,"Crocus_vernus_subsp__albiflorus","NA","NA","NA","187762002","NA"
"342","Cruciata_glabra","Cruciata_glabra","Cruciata_glabra","scientific name",29785,"Cruciata_glabra","NA","288190024","535124","NA","NA"
"343","Cruciata_laevipes","Cruciata_laevipes","Cruciata_laevipes","scientific name",29786,"Cruciata_laevipes","NA","288190020","379036736","379039182","NA"
"344","Crupina_vulgaris","Crupina_vulgaris","Crupina_vulgaris","scientific name",145813,"Crupina_vulgaris","60614794","60202400","NA","559146772","NA"
"345","Cuscuta_epilinum","Cuscuta_epilinum","Cuscuta_epilinum","scientific name",186060,"Cuscuta_epilinum","163963326","56368443","165910520","165910530","NA"
"346","Cuscuta_epithymum","Cuscuta_epithymum","Cuscuta_epithymum","scientific name",186058,"Cuscuta_epithymum","118490256","494621066","608608563","NA","NA"
"347","Cuscuta_europaea","Cuscuta_europaea","Cuscuta_europaea","scientific name",41803,"Cuscuta_europaea","45925775","21634271","165910522","165910532","21633454"
"348","Cuscuta_planiflora","Cuscuta_planiflora","Cuscuta_planiflora","scientific name",192822,"Cuscuta_planiflora","45925782","134292026","608608681","NA","NA"
"349","Cynoglossum_officinale","Cynoglossum_officinale","Cynoglossum_officinale","scientific name",181189,"Cynoglossum_officinale","17902011","471265209","578897996","196051552","24940171"
"350","Cynosurus_cristatus","Cynosurus_cristatus","Cynosurus_cristatus","scientific name",211939,"Cynosurus_cristatus","444746431","119553723","144583545","310006967","110915615"
"351","Cypripedium_calceolus","Cypripedium_calceolus","Cypripedium_calceolus","scientific name",53038,"Cypripedium_calceolus","147883899","50365511","635173969","313756725","8452635"
"352","Cytisophyllum_sessilifolium","Cytisophyllum_sessilifolium","Cytisophyllum_sessilifolium","scientific name",3834,"Cytisophyllum_sessilifolium","83031646","88193424","1223707","NA","NA"
"353","Dactylis_glomerata","Dactylis_glomerata","Dactylis_glomerata","scientific name",4509,"Dactylis_glomerata_subsp__hackelii","NA","NA","NA","NA","110915617"
"354","Dactylis_glomerata","Dactylis_glomerata","Dactylis_glomerata","scientific name",4509,"Dactylis_glomerata","564586130","119553724","424949910","119553586","NA"
"355","Dactylorhiza_fuchsii","Dactylorhiza_fuchsii","Dactylorhiza_fuchsii","scientific name",230571,"Dactylorhiza_fuchsii","56809195","30962077","379036536","379041102","NA"
"356","Dactylorhiza_incarnata","Dactylorhiza_incarnata","Dactylorhiza_incarnata","scientific name",230574,"Dactylorhiza_incarnata","NA","30962082","NA","NA","NA"
"357","Dactylorhiza_incarnata","Dactylorhiza_incarnata","Dactylorhiza_incarnata","scientific name",230574,"Dactylorhiza_incarnata_subsp__cruenta","NA","NA","817991876","NA","NA"
"358","Dactylorhiza_incarnata","Dactylorhiza_incarnata","Dactylorhiza_incarnata","scientific name",230574,"Dactylorhiza_incarnata_subsp__incarnata","66275699","NA","NA","NA","NA"
"359","Dactylorhiza_incarnata","Dactylorhiza_incarnata","Dactylorhiza_incarnata","scientific name",230574,"Dactylorhiza_incarnata_subsp__pulchella","NA","NA","NA","198034214","NA"
"360","Dactylorhiza_maculata","Dactylorhiza_maculata","Dactylorhiza_maculata","scientific name",230572,"Dactylorhiza_maculata_subsp__ericetorum","66275683","NA","NA","NA","NA"
"361","Dactylorhiza_maculata","Dactylorhiza_maculata","Dactylorhiza_maculata","scientific name",230572,"Dactylorhiza_maculata","NA","30962081","379036524","149286639","NA"
"362","Dactylorhiza_majalis","Dactylorhiza_majalis","Dactylorhiza_majalis","scientific name",231484,"Dactylorhiza_majalis_subsp__traunsteinerioides","NA","NA","379033534","NA","NA"
"363","Dactylorhiza_majalis","Dactylorhiza_majalis","Dactylorhiza_majalis","scientific name",231484,"Dactylorhiza_majalis","71088988","NA","NA","198034220","NA"
"364","Dactylorhiza_sambucina","Dactylorhiza_sambucina","Dactylorhiza_sambucina","scientific name",65785,"Dactylorhiza_sambucina","34333968","NA","NA","198034242","NA"
"365","Dactylorhiza_viridis","Dactylorhiza_viridis","Dactylorhiza_viridis","scientific name",230577,"Dactylorhiza_viridis","393192823","30962085","379031523","126789273","NA"
"366","Danthonia_decumbens","Danthonia_decumbens","Danthonia_decumbens","scientific name",500232,"Danthonia_decumbens","167594813","167594694","817991878","387912236","NA"
"367","Daphne_cneorum","Daphne_cneorum","Daphne_cneorum","scientific name",224033,"Daphne_cneorum","255592221","NA","NA","NA","NA"
"368","Daphne_laureola","Daphne_laureola","Daphne_laureola","scientific name",223749,"Daphne_laureola","327177993","28932817","379034047","379039812","NA"
"369","Daphne_mezereum","Daphne_mezereum","Daphne_mezereum","scientific name",66680,"Daphne_mezereum","255592268","14669964","817991880","379039862","NA"
"370","Daucus_carota","Daucus_carota","Daucus_carota","scientific name",4039,"Daucus_carota","NA","726966065","NA","379039814","NA"
"371","Daucus_carota","Daucus_carota","Daucus_carota","scientific name",4039,"Daucus_carota_subsp__carota","211907743","NA","404243679","NA","NA"
"372","Deschampsia_cespitosa","Deschampsia_cespitosa","Deschampsia_cespitosa","scientific name",37723,"Deschampsia_cespitosa_subsp__borealis","37359490","NA","NA","NA","NA"
"373","Deschampsia_cespitosa","Deschampsia_cespitosa","Deschampsia_cespitosa","scientific name",37723,"Deschampsia_cespitosa","NA","237626091","424949912","133917435","NA"
"374","Deschampsia_cespitosa","Deschampsia_cespitosa","Deschampsia_cespitosa","scientific name",37723,"Deschampsia_cespitosa_subsp__cespitosa","NA","NA","NA","NA","110915619"
"375","Descurainia_sophia","Descurainia_sophia","Descurainia_sophia","scientific name",89411,"Descurainia_sophia","4884587","312182208","424949800","379039818","NA"
"376","Descurainia_tanacetifolia","Descurainia_tanacetifolia","Descurainia_tanacetifolia","scientific name",376441,"Descurainia_tanacetifolia","323367158","342546854","NA","NA","NA"
"377","Dianthus_carthusianorum","Dianthus_carthusianorum","Dianthus_carthusianorum","scientific name",288951,"Dianthus_carthusianorum","51572090","374351318","667668206","374350928","NA"
"378","Dianthus_caryophyllus","Dianthus_caryophyllus","Dianthus_caryophyllus","scientific name",3570,"Dianthus_caryophyllus","374350743","374351324","167975","374350897","NA"
"379","Dianthus_deltoides","Dianthus_deltoides","Dianthus_deltoides","scientific name",202448,"Dianthus_deltoides","374350717","374351384","379035292","374350989","NA"
"380","Dianthus_hyssopifolius","Dianthus_hyssopifolius","Dianthus_hyssopifolius","scientific name",746774,"Dianthus_hyssopifolius","545397032","NA","NA","430801507","NA"
"381","Dianthus_pavonius","Dianthus_pavonius","Dianthus_pavonius","scientific name",746795,"Dianthus_pavonius","294984940","NA","NA","295646303","NA"
"382","Digitalis_grandiflora","Digitalis_grandiflora","Digitalis_grandiflora","scientific name",38791,"Digitalis_grandiflora","50511990","20386225","NA","NA","6687374"
"383","Digitalis_lutea","Digitalis_lutea","Digitalis_lutea","scientific name",285825,"Digitalis_lutea_subsp__lutea","50511995","50512029","NA","NA","NA"
"384","Digitalis_lutea","Digitalis_lutea","Digitalis_lutea","scientific name",285825,"Digitalis_lutea","NA","NA","541049667","NA","NA"
"385","Dioscorea_communis","Dioscorea_communis","Dioscorea_communis","scientific name",55634,"Dioscorea_communis","NA","1731817","17224648","66934933","17224742"
"386","Doronicum_grandiflorum","Doronicum_grandiflorum","Doronicum_grandiflorum","scientific name",118763,"Doronicum_grandiflorum","767810558","13375124","557836247","NA","NA"
"387","Doronicum_pardalianches","Doronicum_pardalianches","Doronicum_pardalianches","scientific name",118770,"Doronicum_pardalianches","27652566","28193393","308320519","295314645","NA"
"388","Dorycnium_pentaphyllum","Dorycnium_pentaphyllum","Dorycnium_pentaphyllum","scientific name",181254,"Dorycnium_pentaphyllum_subsp__fulgurans","298569970","NA","NA","NA","NA"
"389","Dorycnium_pentaphyllum","Dorycnium_pentaphyllum","Dorycnium_pentaphyllum","scientific name",181254,"Dorycnium_pentaphyllum","NA","298569966","335353454","378758095","NA"
"390","Draba_aizoides","Draba_aizoides","Draba_aizoides","scientific name",87302,"Draba_aizoides","677278014","4455089","379035372","379039808","NA"
"391","Draba_dubia","Draba_dubia","Draba_dubia","scientific name",87303,"Draba_dubia","4235122","94537617","NA","NA","NA"
"392","Draba_fladnizensis","Draba_fladnizensis","Draba_fladnizensis","scientific name",95392,"Draba_fladnizensis","49364819","94537619","459992721","NA","NA"
"393","Draba_siliquosa","Draba_siliquosa","Draba_siliquosa","scientific name",311965,"Draba_siliquosa","NA","94537784","NA","NA","NA"
"394","Dracocephalum_ruyschiana","Dracocephalum_ruyschiana","Dracocephalum_ruyschiana","scientific name",39297,"Dracocephalum_ruyschiana","NA","NA","669109","NA","NA"
"395","Drosera_rotundifolia","Drosera_rotundifolia","Drosera_rotundifolia","scientific name",173423,"Drosera_rotundifolia","332647428","260079791","133740973","379041144","NA"
"396","Dryas_octopetala","Dryas_octopetala","Dryas_octopetala","scientific name",57948,"Dryas_octopetala","3746149","113911561","557836513","336239186","336239138"
"397","Drymocallis_rupestris","Drymocallis_rupestris","Potentilla_rupestris","synonym",637895,"Drymocallis_rupestris","226858221","229270124","379035548","379040942","NA"
"398","Echinops_ritro","Echinops_ritro","Echinops_ritro","scientific name",41571,"Echinops_ritro","NA","NA","170664945","170665419","675304467"
"399","Echinops_ritro","Echinops_ritro","Echinops_ritro","scientific name",41571,"Echinops_ritro_subsp__ritro","NA","310697516","NA","NA","NA"
"400","Echinops_ritro","Echinops_ritro","Echinops_ritro","scientific name",41571,"Echinops_ritro_subsp__siculus","47059334","NA","NA","NA","NA"
"401","Echinops_sphaerocephalus","Echinops_sphaerocephalus","Echinops_sphaerocephalus","scientific name",92910,"Echinops_sphaerocephalus","NA","310697522","NA","559146776","NA"
"402","Echinops_sphaerocephalus","Echinops_sphaerocephalus","Echinops_sphaerocephalus","scientific name",92910,"Echinops_sphaerocephalus_subsp__albidus","309398746","NA","NA","NA","NA"
"403","Echium_vulgare","Echium_vulgare","Echium_vulgare","scientific name",34253,"Echium_vulgare","225200407","239836119","578897928","240252484","24940179"
"404","Eleocharis_macrostachya","Eleocharis_macrostachya","Eleocharis_macrostachya","scientific name",753700,"Eleocharis_macrostachya","304632587","NA","NA","NA","NA"
"405","Eleocharis_mamillata","Eleocharis_mamillata","Eleocharis_mamillata","scientific name",280064,"Eleocharis_mamillata_var__cyclocarpa","NA","411030367","NA","NA","NA"
"406","Eleocharis_mamillata","Eleocharis_mamillata","Eleocharis_mamillata","scientific name",280064,"Eleocharis_mamillata_subsp__austriaca","294679402","NA","733452201","NA","NA"
"407","Eleocharis_quinqueflora","Eleocharis_quinqueflora","Eleocharis_quinqueflora","scientific name",46325,"Eleocharis_quinqueflora","6707340","260079805","379034279","379037708","NA"
"408","Eleocharis_uniglumis","Eleocharis_uniglumis","Eleocharis_uniglumis","scientific name",669671,"Eleocharis_uniglumis","NA","260079806","379035011","379042194","NA"
"409","Eleocharis_uniglumis","Eleocharis_uniglumis","Eleocharis_uniglumis","scientific name",669671,"Eleocharis_uniglumis_subsp__sterneri","294679444","NA","NA","NA","NA"
"410","Elymus_caninus","Elymus_caninus","Elymus_caninus","scientific name",129741,"Elymus_caninus","601116098","261362076","817991908","379037712","NA"
"411","Elymus_repens","Elymus_repens","Elymus_repens","scientific name",52152,"Elymus_repens","225637928","114803725","568404604","564585954","NA"
"412","Empetrum_nigrum","Empetrum_nigrum","Empetrum_nigrum","scientific name",191066,"Empetrum_nigrum","290565501","45738060","545899372","22001197","NA"
"413","Epilobium_alsinifolium","Epilobium_alsinifolium","Epilobium_alsinifolium","scientific name",669676,"Epilobium_alsinifolium","NA","260079820","733452000","NA","NA"
"414","Epilobium_anagallidifolium","Epilobium_anagallidifolium","Epilobium_anagallidifolium","scientific name",669677,"Epilobium_anagallidifolium","NA","260079821","733452141","848131858","NA"
"415","Epilobium_hirsutum","Epilobium_hirsutum","Epilobium_hirsutum","scientific name",210355,"Epilobium_hirsutum","NA","726966070","379034887","848131866","NA"
"416","Epilobium_palustre","Epilobium_palustre","Epilobium_palustre","scientific name",669682,"Epilobium_palustre","343404698","260079828","359388391","459928422","NA"
"417","Epilobium_parviflorum","Epilobium_parviflorum","Epilobium_parviflorum","scientific name",644182,"Epilobium_parviflorum","NA","NA","379036210","848131856","NA"
"418","Epipactis_atrorubens","Epipactis_atrorubens","Epipactis_atrorubens","scientific name",492483,"Epipactis_atrorubens","402502868","402502780","379032028","379038396","NA"
"419","Epipactis_helleborine","Epipactis_helleborine","Epipactis_helleborine","scientific name",28472,"Epipactis_helleborine_subsp__tremolsii","33772621","NA","NA","NA","NA"
"420","Epipactis_helleborine","Epipactis_helleborine","Epipactis_helleborine","scientific name",28472,"Epipactis_helleborine","NA","33325667","1332474","18027056","NA"
"421","Epipactis_palustris","Epipactis_palustris","Epipactis_palustris","scientific name",210730,"Epipactis_palustris","402502866","402502781","379037192","379042016","NA"
"422","Epipogium_aphyllum","Epipogium_aphyllum","Epipogium_aphyllum","scientific name",449980,"Epipogium_aphyllum","203282854","NA","635717164","NA","NA"
"423","Erigeron_acris","Erigeron_acris","Erigeron_acris","scientific name",91246,"Erigeron_acris","821691032","260079840","379037198","379042152","NA"
"424","Erigeron_acris","Erigeron_acris","Erigeron_acer","misspelling",91246,"Erigeron_acris","821691032","260079840","379037198","379042152","NA"
"425","Erigeron_annuus","Erigeron_annuus","Erigeron_annuus","scientific name",91248,"Erigeron_annuus","119392321","390431503","313770824","312837793","NA"
"426","Erigeron_uniflorus","Erigeron_uniflorus","Erigeron_uniflorus","scientific name",72932,"Erigeron_uniflorus_var__eriocephalus","NA","260079843","459993121","459928454","NA"
"427","Erigeron_uniflorus","Erigeron_uniflorus","Erigeron_uniflorus","scientific name",72932,"Erigeron_uniflorus","2896098","NA","NA","NA","NA"
"428","Erinus_alpinus","Erinus_alpinus","Erinus_alpinus","scientific name",165304,"Erinus_alpinus","14994016","28625833","733452129","45644421","NA"
"429","Eriophorum_angustifolium","Eriophorum_angustifolium","Eriophorum_angustifolium","scientific name",100292,"Eriophorum_angustifolium","132694291","7769092","379035566","379040096","NA"
"430","Eriophorum_latifolium","Eriophorum_latifolium","Eriophorum_latifolium","scientific name",1155236,"Eriophorum_latifolium","NA","571025509","379034691","675440333","NA"
"431","Eriophorum_scheuchzeri","Eriophorum_scheuchzeri","Eriophorum_scheuchzeri","scientific name",395292,"Eriophorum_scheuchzeri","359389468","111380083","359388425","371533474","NA"
"432","Eritrichium_nanum","Eritrichium_nanum","Eritrichium_nanum","scientific name",184082,"Eritrichium_nanum","399606281","399606334","NA","402173114","NA"
"433","Erodium_cicutarium","Erodium_cicutarium","Erodium_cicutarium","scientific name",301481,"Erodium_cicutarium","121483663","121491136","93133003","340513105","NA"
"434","Erophila_verna","Erophila_verna","Draba_verna","synonym",161951,"Erophila_verna","NA","218136459","817991922","315259900","NA"
"435","Erophila_verna","Erophila_verna","Draba_verna","synonym",161951,"Erophila_verna_subsp__spathulata","14348874","NA","NA","NA","NA"
"436","Erucastrum_nasturtiifolium","Erucastrum_nasturtiifolium","Erucastrum_nasturtiifolium","scientific name",308294,"Erucastrum_nasturtiifolium","57638923","57639021","NA","NA","NA"
"437","Eryngium_alpinum","Eryngium_alpinum","Eryngium_alpinum","scientific name",90454,"Eryngium_alpinum","158537427","NA","NA","NA","NA"
"438","Eryngium_campestre","Eryngium_campestre","Eryngium_campestre","scientific name",82086,"Eryngium_campestre","169261243","NA","379033945","379038440","NA"
"439","Erysimum_rhaeticum","Erysimum_rhaeticum","Erysimum_rhaeticum","scientific name",761866,"Erysimum_rhaeticum","528791138","528791249","NA","NA","NA"
"440","Euonymus_europaeus","Euonymus_europaeus","Euonymus_europaeus","scientific name",123417,"Euonymus_europaeus","572169010","348651991","817991934","379040514","NA"
"441","Euonymus_latifolius","Euonymus_latifolius","Euonymus_latifolius","scientific name",1089399,"Euonymus_latifolius","348651951","348652011","NA","351289977","NA"
"442","Eupatorium_cannabinum","Eupatorium_cannabinum","Eupatorium_cannabinum","scientific name",102770,"Eupatorium_cannabinum","749635624","84579558","379034787","84579552","NA"
"443","Euphorbia_cyparissias","Euphorbia_cyparissias","Euphorbia_cyparissias","scientific name",38844,"Euphorbia_cyparissias","193299830","347449000","313664134","193299858","NA"
"444","Euphorbia_exigua","Euphorbia_exigua","Euphorbia_exigua","scientific name",756618,"Euphorbia_exigua","500868215","374280406","383512397","379038838","NA"
"445","Euphorbia_helioscopia","Euphorbia_helioscopia","Euphorbia_helioscopia","scientific name",154990,"Euphorbia_helioscopia","193299819","374280427","383512420","193299847","NA"
"446","Euphrasia_alpina","Euphrasia_alpina","Euphrasia_alpina","scientific name",474997,"Euphrasia_alpina","157885597","157931427","NA","NA","NA"
"447","Euphrasia_hirtella","Euphrasia_hirtella","Euphrasia_hirtella","scientific name",290218,"Euphrasia_hirtella","157885611","56407893","NA","NA","NA"
"448","Euphrasia_kerneri","Euphrasia_kerneri","Euphrasia_kerneri","scientific name",475012,"Euphrasia_kerneri","157885614","157931449","NA","NA","NA"
"449","Euphrasia_minima","Euphrasia_minima","Euphrasia_minima","scientific name",475014,"Euphrasia_minima","157885616","157931451","NA","NA","NA"
"450","Euphrasia_pectinata","Euphrasia_pectinata","Euphrasia_pectinata","scientific name",290215,"Euphrasia_pectinata","62421468","62530393","NA","NA","NA"
"451","Euphrasia_salisburgensis","Euphrasia_salisburgensis","Euphrasia_salisburgensis","scientific name",475020,"Euphrasia_salisburgensis","157885624","157931460","NA","451769773","NA"
"452","Euphrasia_stricta","Euphrasia_stricta","Euphrasia_stricta","scientific name",374709,"Euphrasia_stricta","157885596","256550322","342196497","316995555","NA"
"453","Fagus_sylvatica","Fagus_sylvatica","Fagus_sylvatica","scientific name",28930,"Fagus_sylvatica_subsp__sylvatica","37925669","NA","NA","NA","NA"
"454","Fagus_sylvatica","Fagus_sylvatica","Fagus_sylvatica","scientific name",28930,"Fagus_sylvatica","NA","13235693","7240231","379040976","NA"
"455","Fallopia_convolvulus","Fallopia_convolvulus","Fallopia_convolvulus","scientific name",76029,"Fallopia_convolvulus","4056595","183229557","218059595","300885286","NA"
"456","Fallopia_japonica","Fallopia_japonica","Fallopia_japonica","scientific name",488216,"Fallopia_japonica_var__compacta","NA","NA","218059599","NA","NA"
"457","Fallopia_japonica","Fallopia_japonica","Fallopia_japonica","scientific name",488216,"Fallopia_japonica","333121455","156536634","NA","300885278","NA"
"458","Festuca_altissima","Festuca_altissima","Festuca_altissima","scientific name",145835,"Festuca_altissima","21239150","28194514","379033767","133917513","NA"
"459","Festuca_arundinacea","Festuca_arundinacea","Festuca_arundinacea","scientific name",4606,"Festuca_arundinacea","7381400","159146768","379033314","NA","110915693"
"460","Festuca_arundinacea","Festuca_arundinacea","Festuca_arundinacea","scientific name",4606,"Festuca_arundinacea_subsp__fenas","NA","NA","NA","310006919","NA"
"461","Festuca_gigantea","Festuca_gigantea","Festuca_gigantea","scientific name",29677,"Festuca_gigantea","7381353","33329697","379033765","310006933","NA"
"462","Festuca_halleri","Festuca_halleri","Festuca_halleri","scientific name",464054,"Festuca_halleri","157416321","157266449","NA","NA","NA"
"463","Festuca_heterophylla","Festuca_heterophylla","Festuca_heterophylla","scientific name",89682,"Festuca_heterophylla_subsp__heterophylla","NA","87245567","NA","NA","NA"
"464","Festuca_heterophylla","Festuca_heterophylla","Festuca_heterophylla","scientific name",89682,"Festuca_heterophylla","157416323","NA","404243757","406033996","NA"
"465","Festuca_laevigata","Festuca_laevigata","Festuca_laevigata","scientific name",464060,"Festuca_laevigata","157416329","157266455","NA","NA","NA"
"466","Festuca_melanopsis","Festuca_melanopsis","Festuca_melanopsis","scientific name",464063,"Festuca_melanopsis","157416331","157266458","NA","NA","NA"
"467","Festuca_ovina","Festuca_ovina","Festuca_ovina","scientific name",98750,"Festuca_ovina","NA","444746467","379033322","310006951","NA"
"468","Festuca_ovina","Festuca_ovina","Festuca_ovina","scientific name",98750,"Festuca_ovina_var__brevifolia","5802128","NA","NA","NA","NA"
"469","Festuca_pratensis","Festuca_pratensis","Festuca_pratensis","scientific name",4608,"Festuca_pratensis_subsp__apennina","33334353","NA","NA","NA","NA"
"470","Festuca_pratensis","Festuca_pratensis","Festuca_pratensis","scientific name",4608,"Festuca_pratensis","NA","318054318","41056394","310006935","NA"
"471","Festuca_rubra","Festuca_rubra","Festuca_rubra","scientific name",52153,"Festuca_rubra_subsp__fallax","5802106","NA","NA","NA","NA"
"472","Festuca_rubra","Festuca_rubra","Festuca_rubra","scientific name",52153,"Festuca_rubra","NA","NA","57283801","119553590","110915635"
"473","Festuca_rubra","Festuca_rubra","Festuca_rubra","scientific name",52153,"Festuca_rubra_subsp__rubra","NA","159146761","NA","NA","NA"
"474","Festuca_valesiaca","Festuca_valesiaca","Festuca_valesiaca","scientific name",98753,"Festuca_valesiaca","NA","157266485","NA","310006955","NA"
"475","Filago_arvensis","Filago_arvensis","Filago_arvensis","scientific name",702219,"Filago_arvensis","NA","317438833","NA","NA","NA"
"476","Filipendula_ulmaria","Filipendula_ulmaria","Filipendula_ulmaria","scientific name",57917,"Filipendula_ulmaria","3746128","312182221","557836521","NA","NA"
"477","Filipendula_vulgaris","Filipendula_vulgaris","Filipendula_vulgaris","scientific name",32228,"Filipendula_vulgaris","23558877","23558870","379032014","379038124","336239144"
"478","Fourraea_alpina","Fourraea_alpina","Fourraea_alpina","scientific name",81980,"Fourraea_alpina","108756486","58760689","NA","12002344","NA"
"479","Fragaria_vesca","Fragaria_vesca","Fragaria_vesca","scientific name",57918,"Fragaria_vesca_subsp__americana","9392381","NA","402238931","NA","NA"
"480","Fragaria_vesca","Fragaria_vesca","Fragaria_vesca","scientific name",57918,"Fragaria_vesca","NA","19032437","NA","17154806","NA"
"481","Fraxinus_excelsior","Fraxinus_excelsior","Fraxinus_excelsior","scientific name",38873,"Fraxinus_excelsior_subsp__coriariifolia","164460187","NA","NA","NA","NA"
"482","Fraxinus_excelsior","Fraxinus_excelsior","Fraxinus_excelsior","scientific name",38873,"Fraxinus_excelsior","NA","62766763","379032284","242800979","NA"
"483","Fumana_procumbens","Fumana_procumbens","Fumana_procumbens","scientific name",1033236,"Fumana_procumbens","NA","NA","335353498","NA","NA"
"484","Gagea_liotardii","Gagea_liotardii","Gagea_liotardii","scientific name",319175,"Gagea_liotardii","NA","61673354","NA","NA","NA"
"485","Gagea_nakaiana","Gagea_nakaiana","Gagea_nakaiana","scientific name",349367,"Gagea_nakaiana","NA","77362548","NA","NA","NA"
"486","Galeopsis_ladanum","Galeopsis_ladanum","Galeopsis_ladanum","scientific name",1030043,"Galeopsis_ladanum","NA","357241216","NA","357241391","NA"
"487","Galeopsis_tetrahit","Galeopsis_tetrahit","Galeopsis_tetrahit","scientific name",1000418,"Galeopsis_tetrahit","NA","376373213","379033426","379038786","NA"
"488","Galium_aparine","Galium_aparine","Galium_aparine","scientific name",29788,"Galium_aparine","818214546","288190154","379037330","335059942","NA"
"489","Galium_boreale","Galium_boreale","Galium_boreale","scientific name",35896,"Galium_boreale","NA","288190016","424949990","315140561","NA"
"490","Galium_corrudifolium","Galium_corrudifolium","Galium_corrudifolium","scientific name",715671,"Galium_corrudifolium","NA","288190110","NA","NA","NA"
"491","Galium_lucidum","Galium_lucidum","Galium_lucidum","scientific name",29792,"Galium_lucidum","NA","288190112","534925","NA","NA"
"492","Galium_mollugo","Galium_mollugo","Galium_mollugo","scientific name",254777,"Galium_mollugo","NA","288190096","313664164","315259964","NA"
"493","Galium_odoratum","Galium_odoratum","Galium_odoratum","scientific name",35899,"Galium_odoratum","NA","288190156","379036726","379041338","NA"
"494","Galium_palustre","Galium_palustre","Galium_palustre","scientific name",29793,"Galium_palustre","NA","288190044","379037446","379037670","NA"
"495","Galium_pumilum","Galium_pumilum","Galium_pumilum","scientific name",715709,"Galium_pumilum","NA","288190124","557836380","NA","NA"
"496","Galium_rotundifolium","Galium_rotundifolium","Galium_rotundifolium","scientific name",715713,"Galium_rotundifolium","NA","288190006","NA","NA","NA"
"497","Galium_sylvaticum","Galium_sylvaticum","Galium_sylvaticum","scientific name",581248,"Galium_sylvaticum","NA","288190106","NA","NA","NA"
"498","Galium_verum","Galium_verum","Galium_verum","scientific name",462873,"Galium_verum","NA","288190104","379035690","315140567","NA"
"499","Genista_cinerea","Genista_cinerea","Genista_cinerea","scientific name",49820,"Genista_cinerea","18028582","88193438","1223723","NA","NA"
"500","Genista_pilosa","Genista_pilosa","Genista_pilosa","scientific name",238501,"Genista_pilosa","33112917","324106278","379037236","379039238","NA"
"501","Gentiana_acaulis","Gentiana_acaulis","Gentiana_acaulis","scientific name",49933,"Gentiana_acaulis","649155292","649155370","557836563","146742285","NA"
"502","Gentiana_cruciata","Gentiana_cruciata","Gentiana_cruciata","scientific name",49943,"Gentiana_cruciata","89275304","89199659","667668170","667667984","NA"
