"","pezalps.TNRS$phy$tip.label","rep(1, length(pezalps.TNRS$phy$tip.label))","Valid_LIB.C.150","endemic.TNRS","Ecrins NP","Summits","Persistent","Under Ice","Plat de la Selle","Barre des Ecrins","La Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale Ailefroide","Brevoort","Burlan","Rocher de la Selle","Choisy","Muraillette","Rateau","Lauvitel"
"120","Betula_pendula",1,"Betula_pendula","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","Betula_pubescens",1,"Betula_pubescens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","Biscutella_laevigata",1,"Biscutella_laevigata","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","Bistorta_officinalis",1,"Bistorta_officinalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","Bistorta_vivipara",1,"Bistorta_vivipara","0",1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
"125","Blackstonia_perfoliata",1,"Blackstonia_perfoliata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","Blysmus_compressus",1,"Blysmus_compressus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","Bombycilaena_erecta",1,"Bombycilaena_erecta","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","Bothriochloa_ischaemum",1,"Bothriochloa_ischaemum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","Brachypodium_pinnatum",1,"Brachypodium_pinnatum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","Brachypodium_rupestre",1,"Brachypodium_rupestre","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","Brachypodium_sylvaticum",1,"Brachypodium_sylvaticum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","Brassica_repanda",1,"Brassica_repanda","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","Briza_media",1,"Briza_media","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","Bromus_benekenii",1,"Bromopsis_benekenii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","Bromus_erectus",1,"Bromopsis_erecta","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","Bromus_hordeaceus",1,"Bromus_hordeaceus_subsp._thominei","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","Bromus_inermis",1,"Bromopsis_inermis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","Bromus_squarrosus",1,"Bromus_squarrosus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Bromus_sterilis",1,"Anisantha_sterilis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","Bromus_tectorum",1,"Anisantha_tectorum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","Bryonia_cretica",1,"Bryonia_cretica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","Buddleja_davidii",1,"Buddleja_davidii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","Buglossoides_arvensis",1,"Buglossoides_arvensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Buglossoides_incrassata",1,"Buglossoides_incrassata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","Bunias_orientalis",1,"Bunias_orientalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","Bunium_bulbocastanum",1,"Bunium_bulbocastanum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","Buphthalmum_salicifolium",1,"Buphthalmum_salicifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","Bupleurum_falcatum",1,"Bupleurum_falcatum","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","Bupleurum_ranunculoides",1,"Bupleurum_ranunculoides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","Bupleurum_rotundifolium",1,"Bupleurum_rotundifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","Bupleurum_stellatum",1,"Bupleurum_stellatum","0",1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
"152","Buxus_sempervirens",1,"Buxus_sempervirens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","Calamagrostis_epigejos",1,"Calamagrostis_epigejos","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","Calamagrostis_pseudophragmites",1,"Calamagrostis_phragmitoides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","Calamagrostis_varia",1,"Calamagrostis_varia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","Calamagrostis_villosa",1,"Calamagrostis_villosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","Callianthemum_coriandrifolium",1,"Callianthemum_coriandrifolium","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"158","Calluna_vulgaris",1,"Calluna_vulgaris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","Caltha_palustris",1,"Caltha_palustris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","Calystegia_sepium",1,"Convolvulus_sepium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","Camelina_microcarpa",1,"Camelina_microcarpa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","Campanula_alpestris",1,"Campanula_alpestris","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"163","Campanula_cenisia",1,"Campanula_alpestris","1",1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
"164","Campanula_glomerata",1,"Campanula_glomerata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","Campanula_latifolia",1,"Campanula_latifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","Campanula_patula",1,"Campanula_patula","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","Campanula_persicifolia",1,"Campanula_persicifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","Campanula_rapunculoides",1,"Campanula_rapunculoides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","Campanula_rhomboidalis",1,"Campanula_rhomboidalis","1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"170","Campanula_rotundifolia",1,"Campanula_rotundifolia","1",1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1
"171","Campanula_spicata",1,"Campanula_glomerata_subsp._glomerata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","Campanula_trachelium",1,"Campanula_trachelium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","Capsella_bursa_pastoris",1,"Capsella_bursa-pastoris","0",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"174","Cardamine_alpina",1,"Cardamine_alpina","0",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"175","Cardamine_bellidifolia",1,"Cardamine_alpina","0",1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"176","Cardamine_heptaphylla",1,"Cardamine_heptaphylla","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","Cardamine_hirsuta",1,"Cardamine_flexuosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","Cardamine_impatiens",1,"Cardamine_impatiens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","Cardamine_pentaphyllos",1,"Cardamine_pentaphyllos","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","Cardamine_resedifolia",1,"Cardamine_resedifolia","0",1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0
"181","Carduus_acanthoides",1,"Carduus_tenuiflorus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","Carduus_defloratus",1,"Carduus_defloratus","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"183","Carduus_nutans",1,"Carduus_nutans","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","Carex_acutiformis",1,"Carex_hispida","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","Carex_alba",1,"Carex_alba","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","Carex_atrata",1,"Carex_atrata","0",1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1
"187","Carex_bicolor",1,"Carex_bicolor","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"188","Carex_capillaris",1,"Carex_sylvatica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","Carex_caryophyllea",1,"Carex_montana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","Carex_cespitosa",1,"Carex_nigra","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","Carex_davalliana",1,"Carex_davalliana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","Carex_digitata",1,"Carex_digitata","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"193","Carex_echinata",1,"Carex_hispida","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","Carex_ferruginea",1,"Carex_ferruginea","0",1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1
"195","Carex_flacca",1,"Carex_flacca","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","Carex_flava",1,"Carex_flava","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","Carex_foetida",1,"Carex_foetida","0",1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"198","Carex_frigida",1,"Carex_frigida","0",1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"199","Carex_hirta",1,"Carex_hirta","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","Carex_hostiana",1,"Carex_hostiana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","Carex_humilis",1,"Carex_humilis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","Carex_liparocarpos",1,"Carex_liparocarpos","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","Carex_macloviana",1,"","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","Carex_montana",1,"Carex_montana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","Carex_muricata",1,"Carex_echinata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","Carex_pallescens",1,"Carex_pallescens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","Carex_panicea",1,"Carex_panicea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","Carex_planostachys",1,"","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","Carex_rostrata",1,"Carex_rostrata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","Carex_rupestris",1,"Carex_rupestris","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211","Carex_spicata",1,"Carex_spicata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","Carex_sylvatica",1,"Carex_sylvatica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","Carex_vesicaria",1,"Carex_vesicaria","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","Carex_viridula",1,"Carex_viridula","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","Carex_vulpina",1,"Carex_vulpina","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","Carlina_acanthifolia",1,"Carlina_acanthifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","Carlina_acaulis",1,"Carlina_acaulis","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"218","Carlina_biebersteinii",1,"Carlina_biebersteinii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","Carlina_vulgaris",1,"Carlina_vulgaris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","Carum_carvi",1,"Carum_carvi","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221","Catananche_caerulea",1,"Catananche_caerulea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","Caucalis_platycarpos",1,"Caucalis_platycarpos","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223","Cedrus_atlantica",1,"Cedrus_atlantica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","Centaurea_jacea",1,"Centaurea_jacea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225","Centaurea_scabiosa",1,"Centaurea_scabiosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","Centaurea_solstitialis",1,"Centaurea_solstitialis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","Centaurea_stoebe",1,"Centaurea_stoebe","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","Centaurium_erythraea",1,"Centaurium_erythraea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","Centranthus_angustifolius",1,"Centranthus_angustifolius","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","Centranthus_calcitrapae",1,"Centranthus_calcitrapae","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231","Cephalanthera_damasonium",1,"Cephalanthera_damasonium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","Cephalanthera_longifolia",1,"Cephalanthera_longifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","Cerastium_alpinum",1,"Cerastium_alpinum","0",1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"234","Cerastium_arvense",1,"Cerastium_arvense","1",1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
"235","Cerastium_cerastoides",1,"Cerastium_cerastoides","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"236","Cerastium_fontanum",1,"Cerastium_fontanum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","Cerastium_latifolium",1,"Cerastium_latifolium","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"238","Cerastium_pumilum",1,"Cerastium_pumilum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","Cerastium_semidecandrum",1,"Cerastium_semidecandrum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240","Cerastium_uniflorum",1,"Cerastium_uniflorum","0",1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1
"241","Cerasus_avium",1,"Prunus_avium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","Cerinthe_minor",1,"Cerinthe_minor","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243","Chaenorrhinum_minus",1,"Chaenorrhinum_minus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","Chaerophyllum_aureum",1,"Chaerophyllum_aureum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","Chaerophyllum_temulum",1,"Chaerophyllum_temulum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","Chaerophyllum_villarsii",1,"Chaerophyllum_villarsii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247","Chamorchis_alpina",1,"Chamorchis_alpina","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248","Chelidonium_majus",1,"Chelidonium_majus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249","Chenopodium_album",1,"Chenopodium_album","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250","Chenopodium_bonus_henricus",1,"Blitum_bonus-henricus","0",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"251","Chondrilla_juncea",1,"Chondrilla_juncea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","Chrysosplenium_alternifolium",1,"Chrysosplenium_alternifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","Cichorium_intybus",1,"Cichorium_intybus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254","Cirsium_acaule",1,"Cirsium_acaulon","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"255","Cirsium_arvense",1,"Cirsium_arvense","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","Cirsium_eriophorum",1,"Cirsium_eriophorum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257","Cirsium_monspessulanum",1,"Cirsium_monspessulanum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","Cirsium_palustre",1,"Cirsium_palustre","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","Cirsium_spinosissimum",1,"Cirsium_spinosissimum","1",1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
"260","Cirsium_vulgare",1,"Cirsium_vulgare","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261","Cladium_mariscus",1,"Cladium_mariscus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","Clematis_vitalba",1,"Clematis_vitalba","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","Clinopodium_acinos",1,"Clinopodium_acinos","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","Clinopodium_alpinum",1,"Clinopodium_alpinum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","Clinopodium_grandiflorum",1,"Clinopodium_grandiflorum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","Clinopodium_nepeta",1,"Clinopodium_nepeta","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","Clinopodium_vulgare",1,"Clinopodium_vulgare","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","Coincya_monensis",1,"Coincya_monensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","Colchicum_alpinum",1,"Colchicum_alpinum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","Colchicum_autumnale",1,"Colchicum_autumnale","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","Colutea_arborescens",1,"Colutea_arborescens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","Consolida_regalis",1,"Delphinium_consolida","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","Convallaria_majalis",1,"Convallaria_majalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274","Convolvulus_arvensis",1,"Convolvulus_arvensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","Conyza_canadensis",1,"Erigeron_canadensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","Corallorhiza_trifida",1,"Corallorhiza_trifida","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","Cormus_domestica",1,"Sorbus_domestica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","Coronilla_minima",1,"Coronilla_minima","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","Coronilla_vaginalis",1,"Coronilla_vaginalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","Corydalis_solida",1,"Corydalis_solida","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","Corylus_avellana",1,"Corylus_avellana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","Cotoneaster_integerrimus",1,"Cotoneaster_integerrimus","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"283","Crataegus_laevigata",1,"Crataegus_laevigata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","Crataegus_monogyna",1,"Crataegus_monogyna","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","Crepis_aurea",1,"Crepis_aurea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","Crepis_biennis",1,"Crepis_biennis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","Crepis_foetida",1,"Crepis_foetida","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","Crepis_nicaeensis",1,"Crepis_nicaeensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","Crepis_paludosa",1,"Crepis_paludosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","Crepis_pygmaea",1,"Crepis_pygmaea","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"291","Crepis_pyrenaica",1,"Crepis_pyrenaica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292","Crepis_vesicaria",1,"Crepis_vesicaria","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","Crocus_vernus",1,"Crocus_flavus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","Cruciata_glabra",1,"Cruciata_glabra","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","Cruciata_laevipes",1,"Cruciata_laevipes","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","Crupina_vulgaris",1,"Crupina_vulgaris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","Cucubalus_baccifer",1,"Silene_baccifera","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","Cuscuta_epilinum",1,"Cuscuta_epilinum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","Cuscuta_epithymum",1,"Cuscuta_epithymum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","Cuscuta_europaea",1,"Cuscuta_europaea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","Cuscuta_planiflora",1,"Cuscuta_planiflora","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","Cyanus_montanus",1,"Cyanus_montanus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303","Cyanus_segetum",1,"Cyanus_segetum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","Cynoglossum_officinale",1,"Cynoglossum_officinale","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305","Cynosurus_cristatus",1,"Cynosurus_cristatus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","Cypripedium_calceolus",1,"Cypripedium_calceolus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","Cytisophyllum_sessilifolium",1,"Cytisophyllum_sessilifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","Dactylis_glomerata",1,"Dactylis_glomerata","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","Dactylorhiza_fuchsii",1,"Dactylorhiza_fuchsii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","Dactylorhiza_incarnata",1,"Dactylorhiza_incarnata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","Dactylorhiza_maculata",1,"Dactylorhiza_maculata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","Dactylorhiza_majalis",1,"Dactylorhiza_majalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","Dactylorhiza_sambucina",1,"Dactylorhiza_sambucina","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","Dactylorhiza_viridis",1,"Dactylorhiza_viridis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Danthonia_decumbens",1,"Danthonia_decumbens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","Daphne_cneorum",1,"Daphne_cneorum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","Daphne_laureola",1,"Daphne_laureola","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","Daphne_mezereum",1,"Daphne_mezereum","0",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"319","Daucus_carota",1,"Daucus_carota","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","Deschampsia_cespitosa",1,"Deschampsia_cespitosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","Deschampsia_flexuosa",1,"Avenella_flexuosa","0",1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"322","Descurainia_sophia",1,"Descurainia_sophia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
