"","desc","value"
"1","Root_state","0,1"
"2","mu","0.290033527100431"
"3","gamma_0","0.0373527120912856"
"4","loglik.obs","-5.75824323390039"
"5","df","2"
"6","conv","0"
"7","n.obs","2"
"8","mntd.obs","81.03732"
"9","mpd.obs","81.03732"
"10","runs","1000"
"11","mntd.mean.RD","67.954229392"
"12","mntd.sd.RD","22.2468089315129"
"13","mntd.obs.z.RD","-0.58808841520941"
"14","mntd.obs.rank.RD","890"
"15","mntd.obs.q.RD","0.889110889110889"
"16","mpd.mean.RD","67.954229392"
"17","mpd.sd.RD","22.2468089315129"
"18","mpd.obs.z.RD","-0.58808841520941"
"19","mpd.obs.rank.RD","890"
"20","mpd.obs.q.RD","0.889110889110889"
"21","n.mean.DAMOCLES","2.023"
"22","mntd.mean.DAMOCLES",NA
"23","mntd.sd.DAMOCLES",NA
"24","mntd.obs.z.DAMOCLES",NA
"25","mntd.obs.rank.DAMOCLES","584.5"
"26","mntd.obs.q.DAMOCLES","0.583916083916084"
"27","mpd.mean.DAMOCLES",NA
"28","mpd.sd.DAMOCLES",NA
"29","mpd.obs.z.DAMOCLES",NA
"30","mpd.obs.rank.DAMOCLES","584.5"
"31","mpd.obs.q.DAMOCLES","0.583916083916084"
"32","loglik.mean.DAMOCLES",NA
"33","loglik.sd.DAMOCLES",NA
"34","loglik.obs.z.DAMOCLES",NA
"35","loglik.obs.rank.DAMOCLES",NA
"36","loglik.obs.q.DAMOCLES",NA
