"","iter1","iter2","iter3","iter4","iter5","iter6","iter7","iter8","iter9","iter10"
"236",NA,-0.0804317694414356,-0.0804317694414356,0.00212098084386603,-0.147043796485901,-0.121038540661095,0.033932445334535,0.144872830772307,NA,0.0910000908325576
"237",NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"239",-0.0577140094446891,-0.385726995371712,0.0620423525972108,0.0400135080093716,-0.0987582974194492,-0.0402993747898166,-0.00188226692379523,0.138772248355805,-0.147824636007089,0.0315234586189322
"240",-0.107446606527047,NA,0.0240785437913672,-0.00413089074032413,0.000216959871740419,NA,-0.0367153344224322,0.245171204878524,NA,-0.0111908316243909
"241",-0.412599712410945,NA,-0.0935048482752252,-0.0570062061249921,0,NA,-0.0367153344224322,0.195378062710079,NA,-0.0349396105393016
"242",NA,NA,NA,NA,NA,NA,NA,0,NA,0
"244",-0.00166727938919853,0.0202719715060495,0.115557637154284,-0.0378351321194557,-0.0539736546478493,-0.100887513545218,0.0356440510445235,0.072452860972072,-0.0427560248230157,0.0722052800724847
"245",-0.00199804831667438,0.0858068521606903,-0.0236466917926859,0.00586634115878881,0.0286883070193376,-0.0335556968838993,-0.00428436580891201,-0.0390657869417601,0.000997031880738186,NA
"247",0.00432509419783378,0.0941423830358205,-0.0146558353545114,0.0148271510386346,0.0905346786526304,NA,-0.18725327083605,NA,0.0324597403653848,NA
"250",0.0563152191864419,-0.0660627347311467,0.0464413181098603,-0.0353934181825188,-0.053864126067374,-0.0261109726878619,-0.00912719909925608,0.265130855497578,0.0590862809299838,-0.0156416287432866
"251",0.124537647580004,-0.027959748655829,NA,NA,-0.106859451445855,NA,-0.0453321118304431,NA,-0.299111574541132,0
"254",0.0600380457747587,-0.0482328998786508,0.0417867185525573,-0.0112483655186775,0.0838412795378392,0.0389047001067454,-0.00524533128629012,0.0519171163498078,0.000548498328532876,0.0341958151941024
"255",0.0466588568910427,-0.0586734632351524,0.033449651575401,-0.0223750463682206,0.0721869868334225,-0.0186486444944516,0.0498077222978632,0.040959310726818,0.0625843493280704,0.0207584576622919
"256",0.0886443542442727,-0.0645270016354802,0.074494113993124,-0.137595207524852,0.0271893484877928,-0.0497295770028978,0.0357428957046718,0.0670672247230448,0.0593721623333646,0.0749122284897952
"259",NA,0.141393401494452,0.198086069852037,0.150765679884469,0.0217031708786628,0.051320318316333,-0.421122598352023,-0.0609605543348395,-0.201655175248963,NA
"260",NA,0,NA,0.0203269499681633,0.147705430280491,0.10175350627694,NA,0,NA,NA
"262",-0.0496147628580785,0.0406588535135428,0.0750280525556213,0.0928185573992086,-0.0029731680699896,0.0289500837669447,-0.0214125871309561,-0.00813668816628588,0.0447221147591134,0.00544333553858656
"263",-0.0128999712134708,-0.00213729751447644,0.0380089260909962,-0.0100222015877618,-0.0125121868550209,0.0433177996614252,NA,-0.0287774723245988,0.00806609589904028,-0.0157507774583079
"264",NA,0.0184558819277931,0.0262314505703444,NA,0.0156786933951882,NA,NA,-0.0173359794094676,0.0269380753626808,NA
"268",0.013495075132696,0.0369829161894542,-0.0226416733520987,0.0166952405910656,-0.0154737449556688,0.00164535750464068,-0.0268464644887718,0.00596172867778944,-0.0447368439957172,-0.00840478681328616
"269",-0.0180579925878266,0.0229437832852033,-0.0307056025829928,-0.0236017591803244,-0.00523121765889134,0.00442833309656976,-0.0165545596098355,-0.0177126719405376,-0.00538121450151041,0.00381843752930544
"270",-0.0214839261115896,0.0155505957409501,-0.0269217046363854,-0.013063440262546,-0.00868158937222829,-0.00242850008990381,-0.0173986695337705,0.0781778350265329,-0.0140882974147813,-0.00371561626676309
"271",0.066642201671821,0.0179245920395145,-0.0172129353815063,0.0611267235508103,-0.016182791903846,0.0549277863239515,-0.159906188480076,0.160924631462132,0.182227788767329,-0.0210496852251745
"274",0.0438589085310082,-0.0133583730194211,-0.0286365877918737,0.0779396756242837,-0.0512484796258634,-0.0100009918776285,-0.12532930040124,0.168255750101902,0.403163149129307,0.0393951117272046
"275",0.163575143119523,-0.0153468852811653,-0.178630172605802,-0.0653303854962173,-0.0693497680543309,-0.220831019762132,0.0387642475448146,0.0593508515399165,0.153614802431867,0.0463537437708915
"276",0.0551249740931833,-0.0153468852811653,-0.0212498214108756,-0.0246122109110831,-0.0693497680543309,0.145692414925407,0.05211007703279,-0.018455708418222,0.0216743678922322,-0.0130491346640376
"281",-0.0260093849285565,0.00235942925221877,0.00515498983424889,0.0180083504818844,-0.049666002179831,0.0785951972550112,0.00663921211329366,0.0561714541861571,-0.0399962063669375,0.0407227869300176
"282",-0.0310966016521903,0.00470356573726571,-0.00190450835741607,0.0310378324941243,-0.0515898789485847,0.0840068109489153,-0.00240483361274935,0.0545587231939817,-0.0664251978728716,0.0523269751407331
"283",-0.0396975166608169,-0.0024503306185153,-0.00746657076278812,0.0649342216359793,-0.0536355809757032,0.09465339198721,-0.00858562965215537,0.11619656985593,-0.0394475871361581,0.133167814138653
"284",-0.0928135696785128,-0.0333186804983709,0.0126918432277523,0.0627666256057827,0.0641310195620202,0.058255591531021,-0.0528538731816588,0.10611801833183,0.0468896562368003,0.0662181548979429
"285",0.0428432476820589,0.0559823531250421,0.0466277598973837,0.102167852462278,0.0626479755669936,0.0419520853741032,0.000835823537175262,0.058416453456745,0.0882771211690089,0.037210661362858
"286",0.00371676470876259,0.00158120845976606,-0.00914268901728033,0.000352703594093451,-0.00636262846440783,0.00143941946651793,0.000835823537175262,0.00366972927259201,0.00706991624322828,0.00794809701496757
"287",-0.0128596774805108,-0.00364075150150578,0.00432354601987517,-0.0032045278306494,0.00377297211317784,-0.000795396855743036,-0.0032045278306494,0.00218731488544721,0.00647144872738725,0.0043235859827736
"290",NA,0,0.0591421285031517,0.0463749907375912,-0.110626933123684,NA,0.110530603450454,-0.124448521050268,0,-0.0862290505856182
"292",0.0241582019866423,-0.00568093888289911,-0.022962216096762,-0.0584478980181404,0.0124467323500798,0.00635291675267946,0.0266870006095949,-0.00341229705454316,-0.0937464567214592,-0.0255387464540335
"293",0.0287485473337417,0.192083601294815,0.0435718103278301,-0.0693274726155864,-0.0631808875443265,-0.0268132723004162,0.169146562919611,0.118992186626436,-0.00654805043838658,-0.0969868313157416
"294",-0.0730720869566512,0.106645096209233,NA,-0.0611832448827883,-0.113485557722159,-0.152644926922837,-0.187345298448143,0.154869591506497,0.0280919547537883,NA
"296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",-0.0507268940590466,0.148632147863209,0.0724586416018413,-0.102190263261636,0.134377011183659,-0.0865684809762934,0.154715676915345,-0.0826473185256407,0.0141742521606227,-0.0270430724591386
"298",-0.103072291546783,-0.459668512440469,-0.459668512440469,-0.459668512440469,NA,-0.0492220563120962,0.129248749562631,0.229834256220235,-0.103072421208881,0.229834256220235
"301",-0.0811867289474415,-0.0511387244730213,-0.0227721410836517,0.087967833437681,-0.0982589938536511,0.0587267386664858,-0.00620946863859095,0.0962880876341584,0.00410559362175744,0.0953797015023682
"302",-0.244122806699021,-0.143249246995661,0.142820275222871,0.113682494055728,0.0385716026994762,0.0677350515792909,-0.0848174557058503,0.0591579214549542,-0.0842463776012621,0.0451800586783445
"303",NA,0.100707434684342,0.0775516682523969,0.0629143249757571,-0.030497786556694,-0.0162394993611954,-0.0909397813692021,-0.0223618493619728,0.100707434684342,-0.0745590826166531
"305",-0.0132429341553695,-0.0291253304291712,-0.0165421167334396,-0.0266714396623968,0.0148406933391303,0.0392728368172384,0.00919677608464975,-0.0190626379295264,0.022708822020177,-0.00372163675078041
"306",-0.0159239551410633,-0.037917395892237,-0.0283449986931172,-0.0241120975756521,0.0340999940811979,0.0464747996173442,0.0269094790304653,-0.0245748447021064,0.012965704774799,0.0066012892204127
"307",0.0187645637267051,-0.0378120256126531,-0.0148641615464788,-0.0237121631220563,-0.0269326835750161,0.0260407080242412,0.0542946715115534,-0.00933658633360612,0.00930651186329134,0.0167422404546443
"308",0.00659030728175047,-0.0198410237255342,-0.000117757892140302,0.0980722657952764,-0.0187707036263902,0.00673828424117817,0.0402678896910341,0.0184707154231158,0.036668174109555,-0.00798723304187532
"309",0.00478294220455822,-0.024309385837213,0.0180451156448858,0.113182961136413,-0.0229354190800621,-0.0176757515951322,0.0454652588228288,0.0101429720701672,0.09310879821915,-0.00913446983397281
"310",0.00569472181881758,-0.0316497430976805,0.0246962262886667,0.11506366106692,-0.0287550920765276,-0.0235243621839796,0.0450618516802773,0.0106371701102855,0.0917174252775136,-0.00920543521853423
"311",0.00701598554940286,-0.0401395143949137,-0.00410965463536361,0.145619232242243,-0.0530665916059743,-0.0356467218759253,0.0552119030569345,0.00873816797407356,0.0811323830022072,0.015850065276272
"312",0.0166319252563882,-0.0457248465900213,0.0420983651010878,0.132507402910529,-0.0290047275664858,-0.0323318422538186,0.102126196199502,-0.0435294936175015,0.108486629720891,0.0147556239687164
"313",0.011644743246694,-0.0904020756539448,0.0612681363543369,0.176604175107978,0.136917377003724,0.0861506971425905,-0.0757092974543474,0.153762781741649,NA,0.306470476481222
"314",-0.00587462237479408,0.00787598038795467,-0.000502549184207002,0.0269403372457862,0.000658923965232039,-0.0125425891500368,-0.00714108588397089,-0.00524133111279834,NA,-0.0223303760134252
"315",6.38355190929474e-09,0.00590448174940683,-0.002449354093772,0.015027391821138,-0.00446128841901383,-0.0148049435783155,-0.0104407384415199,-0.0119263453835003,NA,NA
"316",0,NA,NA,NA,0,NA,0,0,NA,NA
"317",NA,NA,NA,NA,0,NA,NA,NA,NA,0
"318",0.0180307707254334,0.0235292025655385,-0.185932689408786,0.00208339282020853,0.0990702637251974,-0.0146387613257071,0.0537092023582714,-0.0833375157569154,0.0693988578771095,-0.0251135620210039
"319",0.0733426378701744,-0.0675477424038706,0.471801525993705,-0.0538205439128678,0.149828269480938,-0.035695774997756,-0.0106872257468311,0.0795482265058999,0.0463265927723829,0.0605348445976566
"320",0.106105711211827,0.209391841849137,0.644336749602919,0.123394857115624,0.479239402331553,0.075427153145757,-0.0206163588097601,-0.360909402010726,0.159498368697389,-0.0424840275151006
"321",0.00762445286421365,-0.00709865636069207,NA,-0.0244125717728421,NA,-0.00921091057213297,0.0242983833229367,NA,0.0454988611350806,-0.058879190763899
"322",0,NA,NA,NA,NA,0,0,NA,NA,NA
"324",NA,0.0420773069418814,NA,0.0382155078199745,-0.0631955523270349,-0.0165367638676308,0.0884069096378294,-0.00852192328778423,0.0814236287496897,0.0273130108557695
"325",NA,0.068335817148798,NA,0,NA,0.0929735916209588,NA,-0.107332919054881,0.085064744102969,0.020444921506193
"329",0.0126197560611482,0.0483486076616764,-0.0353572154212729,0.086235737391322,0.0153780917855736,-0.0518100270768926,0.0517362948423095,-0.0236612171595747,0.0230508924948428,-0.00892379619927919
"330",0.00151997637811785,0.0420747763654774,-0.0399820470621179,0.125054873688001,0.0109443534819454,-0.0618543920008077,0.0445077353521179,-0.0436596883364315,-0.0228355967936471,-0.00272267380430846
"331",0.00882122224803528,0.00670159983973884,-0.00852837011001184,-0.0336451855589217,0.0166304255568032,0.00764718658027919,-0.0434017987991373,-0.0150315161091059,0.00327621652606025,0.00864523828743724
"332",0.0096080409340743,0.029157966184534,-0.0384863850284685,0.0301725579127844,0.0102277920099363,-0.0032389057874247,-0.0148914887699341,-0.0282192388214337,-0.00403608409705924,0.0237568080739992
"333",-0.0126663287861539,0.0192396583461978,-0.00380911955445318,0.0162660225910267,0.0129279918263144,-0.0355881362562134,0.0129603350319324,0.0143513719304755,-0.0143994845145454,0.0075633603027242
"334",0.00284623740666068,0.00188849306665362,NA,-0.000707001603292401,0.00188849306665362,NA,0.00189925328465479,-0.000943335753707197,0.00283809933088919,-0.00377698613330724
"336",NA,-0.0667454794925106,0.01696951139823,-0.0667454794925106,NA,0,-0.103574793879168,0.0195029503389953,0,NA
"337",NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"338",-0.0318352187493769,0.166441279009701,-0.045013174542694,-0.0606305754653909,-0.0569330672920105,0.13309906615655,0.0724942476793483,-0.0713744319139917,0.114078788860305,-0.0740242864313621
"339",-0.0320408689713736,0.198056599682787,-0.0482841819590716,-0.0702933330304676,-0.0225966717756965,0.103807723789142,0.0794757278325272,-0.0751970845218459,0.0943856044085939,-0.0992910375429865
"340",0.126545946382425,0.237688430020446,-0.131200655552103,-0.101511880128985,-0.034100625882618,0.139326190913287,0.177047350668433,-0.0133393364654735,0.0606632406167193,-0.162469145346545
"341",0.00377307773260116,-0.00957041995223173,-0.0458143868409933,0.0495079528684685,0.0484566882585475,-0.0508855953322092,NA,0.0337228140262764,-0.0730561520290069,-0.0872612816795406
"343",NA,NA,NA,0,0,NA,NA,0,NA,NA
"347",0.0375272364124611,0.0163637206908471,-0.0503287891411006,0.0250748142147025,-0.0387528389092719,0.0973789496727673,-0.025870509055433,-0.0131279255531032,-0.056586977107502,-0.108222952685757
"348",0.0163662863112222,0.015516061651517,0.0277469045670204,-0.00247392103155786,0.0301345322251946,0.0976214044449486,-0.0262512450481149,-0.0153272147632533,-0.066845155460894,-0.122081900519325
"349",0.0254463135569247,0.0936330063001813,0.0354315134078597,-0.0118674753314587,0.0658827561448401,-0.00987104532648142,0.00430916363149714,0.00354333798363127,-0.0665327984757946,-0.0236532125271744
"350",0.00549713322033707,0.0794632632066178,0.0165781000283955,-0.0223987229307341,0.136666512484663,0.0480476509552523,-0.060813771024226,-0.0128764284028595,-0.0304893011628284,0.0509621062674773
"351",0.00212702473391135,0.0692536143199064,0.0295126638045118,-0.0280793652920794,0.133877997584978,0.0498842018195133,-0.0617442245450162,-0.00190547268144203,-0.0319323485612795,0.0452379844841222
"352",0.239364340769843,-0.30593022343598,0.118999617174682,0.103465615767584,0.0865676348773602,-0.000481740498681216,0.00981449762870557,-0.0195534197493947,0.190613274204133,0.286816645360569
"353",0,NA,NA,-0.0621061281463753,0.0234773561869984,-0.0122965423863213,0.0672732395558878,-0.0155137519246116,0.0237944365259991,-0.0325420497031976
"356",-0.0539217929260849,0.0572442394130772,-0.0146396616620159,0.0170531112796081,-0.102050004537414,0.0147968679477773,0.0746569629812113,0.0907065503037225,0.0252112554796041,0.114632918642674
"357",0.0105141942683644,0.0430344333050641,-0.174650535593295,-0.0383129146930123,NA,-0.00654744411845209,0.119199791745547,0.0500815985027669,0.0105357359922188,0.0829267049255128
"358",-0.0489685022888742,-0.0228088763721803,NA,-0.205959464520119,NA,-0.128485382800027,0.0864605538240905,0.114802059286574,-0.02827349305271,0.0331873996229701
"359",NA,NA,NA,NA,NA,NA,0,0,0,0
"360",NA,0,NA,0,NA,NA,0,NA,NA,0
"361",0.0150334458180309,0.00486465445125728,0.000821377464629847,-0.0441680101444837,-0.00798126476026439,-0.0810541043007995,0.028286803925565,-0.0451076308407006,-0.050523087744176,0.0521480099358921
"362",0.0130860707945266,0.00646105256536611,-0.000428142952188182,-0.0646272209941465,0.00638395281355497,0.0463771552685729,0.0187746901474474,-0.0187212642420249,0.0435216239693107,0.0487434705058539
"363",-0.0156555600590058,0.00416596528730639,-0.014367504539301,-0.0959056445876696,0.00661278014510447,0.0515095084843858,-0.0186762110676697,-0.0273159199126853,0.0281438000961443,0.0445836520197959
"364",-0.0223774550000377,0.00276280159038556,-0.0222677137788723,-0.101076532145497,0.00959867287537797,0.050150207262885,-0.0288196203888325,-0.0293067301683814,0.0281438000961443,0.0587029808766669
"365",-0.00677436257607811,-0.0321178695796236,-0.0254226508679758,-0.107215908438191,-0.0624605477507532,0.0725238002613247,0.0626335370899286,-0.0293256134332045,0.0627882135396642,0.114574899787277
"366",-0.0542002636820051,0.0523763616535786,-0.0326802846330303,-0.0542002636820051,0.0361655288715358,0.0460510887722758,NA,0.0531246768068887,-0.286899910312523,-0.0394621500289849
"367",NA,0.0451119016538095,-0.0247418077761856,NA,0.0291965278112426,0.0305337458836767,NA,-0.0342361472671309,NA,NA
"368",NA,NA,0,NA,NA,0,NA,NA,NA,NA
"369",0.0297222453906532,-0.0182786215267219,0.103494394582909,0.0197756302555749,-0.0250844104180687,-0.0371342692085044,-0.139075245921305,0.0290245136095312,0.0100555237809401,-0.000619657300181986
"370",0.0187875102215154,-0.0910931232315653,0.163841280766431,0.0197756302555749,-0.0663536718943125,0,-0.183569337765689,0.021611524776009,-0.00919879294840609,-0.0826928074026354
"371",0,NA,NA,0,0,NA,NA,NA,0,NA
"372",NA,NA,0,NA,0,0,NA,NA,NA,NA
"376",0.0366574707141665,NA,-0.0435129748790273,0.0349933850090886,-0.0457620286918237,-0.0164274785900831,0.00754622312670394,-0.00888196610648939,0.00119026403449862,0.0647360578302106
"377",0.0366574707141665,NA,0.0366574707141665,0.0221270528939262,NA,0.0250505059345584,-0.0179988393931123,-1.00057513385821e-08,0.0212934254146787,0
"378",NA,NA,NA,0,NA,0,NA,0,0,0
"379",0.0474014984100067,0.132590173567269,0.0937183653262685,0.0258609113470416,0.0387974850460351,0.0415114106409871,-0.0586759368161556,0.0541317550060031,0.0820310125455221,0.0137150356642616
"380",-0.0476711524833295,0.0871366178479223,0.0593757369611734,-0.0811657705311624,-0.0419827275548403,0.163832275672148,0.0431035262806714,0.00051823517712557,0.0724750274409212,0.0212416550659933
"381",-0.0892331036311753,0.0369535913171947,-0.0108295091410902,0.0772032187987108,-0.108901737320987,0.395930389899619,-0.0292939798191647,-0.0112711395511436,0.083026805506392,-0.010562122750907
"382",0.0998057140251565,0.031302940142894,-0.0294382923793142,0.0441878278733455,-0.310366896728441,NA,0.0189835219029673,-0.310366896728441,-0.0649742125452155,0.047891638567753
"383",0.130499224224248,-0.0566280744386094,NA,0.227390117386587,NA,NA,0.227390117386587,NA,-0.102088199628899,-0.0344962871147403
"386",-0.108476721111955,-0.0409575421149222,-0.0742381847273736,-0.0201323229316455,NA,-0.117729403527458,0.0237719923425161,-0.0635416023616002,-0.0995237928173167,-0.00602781989406331
"387",0.0196452995364383,-0.0774118222000344,-0.0859472840880504,-0.178185388898132,NA,-0.144076846271652,0.0919884163107273,-0.0635416023616002,-0.103954726487615,0.0465272283046597
"388",-0.059959528051196,-0.0774118222000344,-0.00345922624252037,NA,NA,-0.00689213037036085,0.0593884398821951,-0.230042154318754,-0.0198394386382224,-0.0774118222000344
"389",-0.00493542728429275,NA,-0.0198394386382224,NA,NA,NA,0.0050602682225046,NA,-0.0198394386382224,NA
"391",-0.0271919762354402,-0.0280448336336316,0.0849600542302855,0.00303395721220778,0.0226198730557999,-0.00689034235167973,0.0285505369136274,0.087119076262548,-0.0475085199504084,-0.019426126467063
"392",-0.0427064449750834,-0.0228296834439046,0.087847744454592,0.00222578461148804,0.0181637791893301,-0.00852057641844461,0.0316753469556743,0.0916499256533956,-0.048286923143638,-0.0198166301831555
"393",0.0151917372183303,-0.000257596369480861,-0.00510839667559759,0.00855465123448362,-0.0318444521395191,0.0263781423280017,0.0940878352225196,0.0476766917177518,-0.00357531774439224,-0.0436428573301626
"394",0.0138349520333136,-0.00632610423759217,-0.00817641005918635,0.0019825705197567,-0.0338081635036056,0.0259053047745424,0.0951082265383908,0.0561566653689687,-0.00384338816895524,0.0306608704413162
"395",0.0340129036524045,-0.00229285553703429,-0.0158305475719338,0.0248179834661245,-0.0376327085487331,0.0335940000826408,0.0425380483680811,0.105306677188638,0.0177670991280797,0.0139967566151036
"396",0.0259138673705189,-0.0191931410778099,-0.0462814875505584,-0.102685941648524,-0.0601335250137347,-0.00322146735058793,0.00987170967938333,-0.0518832795360196,-0.0230121641211376,0.0345070589726006
"397",-0.0136237809165702,-0.0043984557867669,-0.00983448043811697,-0.00878018107628331,-0.0109212223200823,0.00983238649646057,-0.00369558163281614,-0.108235934643335,-0.0247491200180314,0.090013415308603
"398",-0.01207782674822,-0.0153392648435218,-0.0513184102420217,-0.0850837688246364,-0.0886803859324063,-0.0459433603318617,-0.0270659244715501,-0.148671822714566,-0.0565482709362206,0.110083450043908
"399",0.222404904333677,-0.0191279909017215,-0.733117601016327,-0.349589809873434,-0.00426343966570086,-0.0711307572468658,-0.020485327113454,-0.264468465138993,0.0088741565774485,0.115263744249028
"400",NA,0.0468374424844153,NA,NA,0.248052087302587,-0.135878627248139,-0.15322911968808,-0.426656898665212,0,NA
"403",-0.0201334422992234,0.0276798572813295,-0.0608960428030934,0.0903668850921614,0.0683498022875398,0.0865569880813347,0.0797227559075941,0.0759024055521511,-0.110881790679943,-0.0556764964635392
"404",0.02930497571792,0.0303081605791207,0.0362066333609591,0.0483981214346322,0.0879874554133285,0.0443272837451867,0.0323635530062129,0.0356338467235705,-0.0757941251036043,-0.0463207587585717
"405",-0.0337576131908432,0.0175027085334386,0.114855209656279,0.0223896069782348,-0.0212513430622827,-0.00476480980077421,-0.037841305179912,-0.0186464787053962,-0.0594731331949363,0.0740932983910757
"406",0.0859193110830578,-0.0107141591798234,0.0857398613104796,0.00627519136594801,-0.0427879115456409,-0.0312220592979258,0.1294422826296,0.0972401705977314,-0.0267655569338336,0.146367529687159
"407",-0.0574179531567585,0.0261162406369164,0.0148887901429575,-0.038723961796032,0,-0.0216874101759081,0,NA,-0.043690635862927,0.0443362689957224
"408",NA,0,0,NA,0,NA,NA,NA,NA,NA
"409",0.118521479125205,0.045757635384795,0.000156901662385911,-0.0851543793574294,0.010372838301243,0.00915932157608668,0.0322738149392433,-0.117292541074262,-0.0508925894681771,0.0368123734094
"413",0.0496214822474979,0.144282246955842,0.0550855855680065,0.0509929707201942,-0.146089167754508,-0.01718007956211,-0.0510582839774592,0.0999985620874528,-0.0912193669150385,-0.0515913937465569
"414",0.0186672444963483,0.00316837818013227,-0.129183195604542,-0.0303573988918955,-0.0198780554475075,0.0411117147630011,0.00610230081356133,0.0334209457120123,0.0107043958199448,0.00677991796823296
"415",0.0232268973559622,-0.0350145722297317,-0.0939953601201102,0.0129101071603861,0.0168946158307659,0.0228199074209496,-0.0123312887916287,0.042570738039672,-0.0377349051762812,-0.00431234889551835
"416",-0.00139301926636937,0.00155614044582142,0.0533563984448073,-0.000904787322695944,0.0464767737969267,0.016792553690255,-0.00315418671767898,0.0324246492063782,0.0435591029601748,-0.000514220379021157
"417",-0.00812084668863844,-0.0655795742680976,NA,-0.00430287764052872,0.0294220214982068,-0.00688870435370292,-0.0242533432105727,0.0190413175560572,0.0330319496928195,-0.015449549484515
"418",0.0254093937834108,-0.0655795742680976,NA,0.00235286873382734,0.0178887178427301,-0.0111361952661502,-0.0727230812098476,0.0179167896826623,0.0329452074505989,-0.0608962802457083
"419",NA,NA,NA,0.00224842635186662,-0.00597338653405788,NA,NA,0.0022671791327763,0.00449353408523256,NA
"422",-0.0160753941617882,0.0615628678376917,0.0465070211944717,0.132344187898005,0.159545472384419,0.0243237075980587,-0.119417108841567,0.112189039211315,0.00693504826038016,0.0279885598475234
"424",-0.0151512093075337,-0.0811565745955232,-0.127516304366451,0.0337310031876025,-0.126690242100853,-0.178841290171063,0.0345525260490505,0.123601790064466,-0.0329637459706764,-0.014563598464068
"425",NA,-0.256149519294747,0.245263157259197,0.158530335932043,NA,0.207989254421008,-0.0992333676136432,NA,0.114365190252443,-0.256149519294747
"426",NA,NA,0,0,NA,0,NA,NA,0,NA
