"","desc","value"
"1","Root_state","0,1"
"2","mu","10.9231641870603"
"3","gamma_0","32.7694950076626"
"4","loglik.obs","-15.0522368687706"
"5","df","2"
"6","conv","0"
"7","n.obs","21"
"8","mntd.obs","39.0266836190476"
"9","mpd.obs","93.6333640666667"
"10","runs","1000"
"11","mntd.mean.RD","26.4955238362381"
"12","mntd.sd.RD","4.09011298597813"
"13","mntd.obs.z.RD","-3.06376861122646"
"14","mntd.obs.rank.RD","999"
"15","mntd.obs.q.RD","0.998001998001998"
"16","mpd.mean.RD","104.148527322829"
"17","mpd.sd.RD","4.70371169420228"
"18","mpd.obs.z.RD","2.23550335134756"
"19","mpd.obs.rank.RD","26"
"20","mpd.obs.q.RD","0.025974025974026"
"21","n.mean.DAMOCLES","21.106"
"22","mntd.mean.DAMOCLES","26.8174002730276"
"23","mntd.sd.DAMOCLES","4.9753226710815"
"24","mntd.obs.z.DAMOCLES","-2.45396814501802"
"25","mntd.obs.rank.DAMOCLES","970"
"26","mntd.obs.q.DAMOCLES","0.969030969030969"
"27","mpd.mean.DAMOCLES","104.038543581415"
"28","mpd.sd.DAMOCLES","5.01286400995211"
"29","mpd.obs.z.DAMOCLES","2.07569554930898"
"30","mpd.obs.rank.DAMOCLES","24"
"31","mpd.obs.q.DAMOCLES","0.023976023976024"
"32","loglik.mean.DAMOCLES",NA
"33","loglik.sd.DAMOCLES",NA
"34","loglik.obs.z.DAMOCLES",NA
"35","loglik.obs.rank.DAMOCLES",NA
"36","loglik.obs.q.DAMOCLES",NA
