"","desc","value"
"1","Root_state","0,1"
"2","mu","5.31860717165128e-16"
"3","gamma_0","0.040392671525962"
"4","loglik.obs","-16.4865657901614"
"5","df","2"
"6","conv","0"
"7","n.obs","14"
"8","mntd.obs","24.4135252142857"
"9","mpd.obs","98.8813477582418"
"10","runs","1000"
"11","mntd.mean.RD","37.8445600011429"
"12","mntd.sd.RD","7.97621370158234"
"13","mntd.obs.z.RD","1.68388602529452"
"14","mntd.obs.rank.RD","46"
"15","mntd.obs.q.RD","0.045954045954046"
"16","mpd.mean.RD","125.073226650538"
"17","mpd.sd.RD","8.82815923407966"
"18","mpd.obs.z.RD","2.96685619253301"
"19","mpd.obs.rank.RD","13"
"20","mpd.obs.q.RD","0.012987012987013"
"21","n.mean.DAMOCLES","14.076"
"22","mntd.mean.DAMOCLES","53.4882299907594"
"23","mntd.sd.DAMOCLES","8.69916714267248"
"24","mntd.obs.z.DAMOCLES","3.34224004432011"
"25","mntd.obs.rank.DAMOCLES","1"
"26","mntd.obs.q.DAMOCLES","0.000999000999000999"
"27","mpd.mean.DAMOCLES","130.592424962277"
"28","mpd.sd.DAMOCLES","6.75211237615548"
"29","mpd.obs.z.DAMOCLES","4.69646762930372"
"30","mpd.obs.rank.DAMOCLES","2"
"31","mpd.obs.q.DAMOCLES","0.001998001998002"
"32","loglik.mean.DAMOCLES",NA
"33","loglik.sd.DAMOCLES",NA
"34","loglik.obs.z.DAMOCLES",NA
"35","loglik.obs.rank.DAMOCLES",NA
"36","loglik.obs.q.DAMOCLES",NA
