"","desc","value"
"1","Root_state","0,1"
"2","mu","27.7415200854812"
"3","gamma_0","13.1407190273525"
"4","loglik.obs","-16.8892173041601"
"5","df","2"
"6","conv","0"
"7","n.obs","9"
"8","mntd.obs","53.019507"
"9","mpd.obs","128.790192944444"
"10","runs","1000"
"11","mntd.mean.RD","50.4039281344444"
"12","mntd.sd.RD","13.6865724718777"
"13","mntd.obs.z.RD","-0.191105470045906"
"14","mntd.obs.rank.RD","589"
"15","mntd.obs.q.RD","0.588411588411588"
"16","mpd.mean.RD","124.715721536278"
"17","mpd.sd.RD","13.6036755732717"
"18","mpd.obs.z.RD","-0.299512538815034"
"19","mpd.obs.rank.RD","540"
"20","mpd.obs.q.RD","0.53946053946054"
"21","n.mean.DAMOCLES","8.841"
"22","mntd.mean.DAMOCLES","51.2637212814365"
"23","mntd.sd.DAMOCLES","18.6936550828622"
"24","mntd.obs.z.DAMOCLES","-0.0939241529160962"
"25","mntd.obs.rank.DAMOCLES","599"
"26","mntd.obs.q.DAMOCLES","0.598401598401598"
"27","mpd.mean.DAMOCLES","124.352325506242"
"28","mpd.sd.DAMOCLES","16.3076318166435"
"29","mpd.obs.z.DAMOCLES","-0.272134390088049"
"30","mpd.obs.rank.DAMOCLES","542"
"31","mpd.obs.q.DAMOCLES","0.541458541458541"
"32","loglik.mean.DAMOCLES",NA
"33","loglik.sd.DAMOCLES",NA
"34","loglik.obs.z.DAMOCLES",NA
"35","loglik.obs.rank.DAMOCLES",NA
"36","loglik.obs.q.DAMOCLES",NA
