"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"EcrinsNP",109,14.2095880917431,14.2095880917431,0,501,NA,0.500499500499501,1000
"Summits",21,24.5402206666667,32.507045505,5.04954263488139,59,-1.57773196790138,0.0589410589410589,1000
