"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"EcrinsNP",74,119.46248288967,119.46248288967,0,501,NA,0.500499500499501,1000
"Summits",19,124.752208877193,119.456749271041,10.8310798228278,650,0.488913357926807,0.649350649350649,1000
