"","Ecrins NP","Summits","Persistent","Under Ice","Plat de la Selle","Barre des Ecrins","La Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale Ailefroide","Brevoort","Burlan","Rocher de la Selle","Choisy","Muraillette","Rateau","Lauvitel"
"Ecrins NP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Summits",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persistent",NA,NA,0,3.08177960055327,NA,-0.549683620217539,0.185120321068717,-0.922105150578176,NA,5.71561246856902,6.88397444748777,1.2517255554841,-0.64401992564191,-0.862201928865123,1.09100748399819,-0.61459854710368,NA,3.13352418818788,-0.288562016661889
"Under Ice",NA,NA,3.08177960055327,0,-0.513008220032845,-1.36545405215352,-1.14603305461066,-0.595165451978346,-0.558454842078084,0.359409700266648,1.37454102701254,NA,-0.532255493895302,NA,-0.411999556667908,-0.933527643248893,-0.278727367119632,-0.638176398998175,-0.309319875715786
"Plat de la Selle",NA,NA,NA,-0.513008220032845,0,-0.633480243722599,-0.507195863648477,-1.07601886700465,-1.72857707895097,-1.4704881711014,2.49018632759939,-1.35818863722073,0.644039555261126,-0.73251703402186,-0.0794540605065996,-0.0305758386863936,-1.03926522080983,-0.322920423693325,-0.413134394292837
"Barre des Ecrins",NA,NA,-0.549683620217539,-1.36545405215352,-0.633480243722599,0,-2.71801246002304,-1.15757761443601,-3.05990957508282,-2.16802747641256,2.89871813446797,-0.644927819176137,-1.66992208569972,-0.891592545377588,-1.44147508523983,-1.95970164830377,-2.35114828535201,-1.41701279701736,-1.75357348189602
"La Meije",NA,NA,0.185120321068717,-1.14603305461066,-0.507195863648477,-2.71801246002304,0,-0.518824644671876,-3.57639210645587,-1.28112271949751,1.81761146187148,-1.66832962240956,-0.303806293597335,-1.41505067050259,-0.651465001142912,-1.179115817264,-4.0241821351624,-1.33724057287963,-1.79848891734229
"Sirac",NA,NA,-0.922105150578176,-0.595165451978346,-1.07601886700465,-1.15757761443601,-0.518824644671876,0,-0.0524752318641613,-1.55970672199051,4.22342364125998,-0.726493421607645,0.259550967555723,0.0813281942702487,-1.03903575017693,-0.34935928426202,-0.726341831487419,-0.10018302404861,-1.02758850458699
"Rouies",NA,NA,NA,-0.558454842078084,-1.72857707895097,-3.05990957508282,-3.57639210645587,-0.0524752318641613,0,-1.22208836037983,2.49030583072146,-1.21587226770288,-1.33729149765707,0.0915535569100723,-1.420282201774,-1.46523898501462,-2.14994753005652,-1.56777998636886,-1.5450932114635
"Olan",NA,NA,5.71561246856902,0.359409700266648,-1.4704881711014,-2.16802747641256,-1.28112271949751,-1.55970672199051,-1.22208836037983,0,1.03411445989122,-1.83500596438863,-1.18313863526382,-1.11873251234684,-1.00939604277965,-1.16041053607921,-2.62073164608253,0.526120218024998,1.25396747182295
"Pelvoux",NA,NA,6.88397444748777,1.37454102701254,2.49018632759939,2.89871813446797,1.81761146187148,4.22342364125998,2.49030583072146,1.03411445989122,0,0.891936233112328,-0.94164025068501,1.75075607426977,3.65774552217472,-0.678061709267734,2.33882070541732,1.61376865980775,3.71874086613849
"Occidentale Ailefroide",NA,NA,1.2517255554841,NA,-1.35818863722073,-0.644927819176137,-1.66832962240956,-0.726493421607645,-1.21587226770288,-1.83500596438863,0.891936233112328,0,-0.751867910778667,-0.266661083478774,-0.617167056548467,-1.83318674117321,0.387964375254009,0.337268764122949,-0.43656572558901
"Brevoort",NA,NA,-0.64401992564191,-0.532255493895302,0.644039555261126,-1.66992208569972,-0.303806293597335,0.259550967555723,-1.33729149765707,-1.18313863526382,-0.94164025068501,-0.751867910778667,0,-0.948555341701344,NA,NA,-1.35843392808195,-0.732377439382607,-0.785489187504558
