"","X","ntaxa","obs","rand.mean","rand.sd","obs.rank","obs.z","obs.p","runs","summits","metric","clade","sig","pool"
"395",179,3,74.79305,122.783737181181,37.3187133088598,146,-1.28596843047608,0.146,999,"Burlan","mpd","Caryophyllales",0,"Summits"
"396",180,2,75.163557,124.45085050951,56.3696150065389,169.5,-0.874359235978322,0.1695,999,"Choisy","mpd","Caryophyllales",0,"Summits"
"397",181,5,111.226956,124.656669277477,24.9651474066469,234,-0.537938473133224,0.234,999,"La Meije","mpd","Caryophyllales",0,"Summits"
"398",182,14,119.996458131868,124.696592052547,8.03565023218294,237.5,-0.584910216954787,0.2375,999,"Lauvitel","mpd","Caryophyllales",0,"Summits"
"399",183,7,125.123518095238,124.777566208208,19.3069593279251,442,0.0179185070602758,0.442,999,"Muraillette","mpd","Caryophyllales",0,"Summits"
"400",184,4,148.035163166667,124.935573585419,29.7494524089552,766.5,0.776471084701191,0.7665,999,"Occidentale Ailefroide","mpd","Caryophyllales",0,"Summits"
"401",185,4,158.821235666667,124.170164135469,30.3012498016979,875.5,1.14355255172532,0.8755,999,"Olan","mpd","Caryophyllales",0,"Summits"
"402",186,1,NA,NA,NA,NA,NA,NA,999,"Pelvoux","mpd","Caryophyllales",NA,"Summits"
"403",187,2,76.088446,122.827197567568,56.1444191661604,277.5,-0.832473685928488,0.2775,999,"Plat de la Selle","mpd","Caryophyllales",0,"Summits"
"404",188,6,138.825629866667,123.987900755556,21.5867388459918,714.5,0.687353898936252,0.7145,999,"Rateau","mpd","Caryophyllales",0,"Summits"
"405",189,15,121.964814361905,124.550957915172,6.93496323937337,378,-0.372913808480583,0.378,999,"Rocher de la Selle","mpd","Caryophyllales",0,"Summits"
"406",190,4,127.351012666667,126.607805379713,29.2257963065108,486,0.0254298387342161,0.486,999,"Rouies","mpd","Caryophyllales",0,"Summits"
"407",191,7,107.648644285714,124.554168584775,19.032479695653,188,-0.88824601782826,0.188,999,"Sirac","mpd","Caryophyllales",0,"Summits"
"408",192,19,124.752208877193,124.752208877193,0,500.5,NA,0.5005,999,"Summits","mpd","Caryophyllales",0,"Summits"
"409",1,39,60.8163753589744,80.016186975899,10.5392346668771,32,-1.82174628649897,0.032,999,"Barre des Ecrins","mntd","Spermatophyta",1,"Persistent LGM"
"410",2,10,164.0896962,154.231427231732,30.804334505249,619,0.320028629951036,0.619,999,"Brevoort","mntd","Spermatophyta",0,"Persistent LGM"
"411",3,31,91.5740416129032,89.1482854027576,13.219661709298,567,0.18349608813662,0.567,999,"Burlan","mntd","Spermatophyta",0,"Persistent LGM"
"412",4,16,114.1362109375,124.131685934747,21.3686247091129,325,-0.467764076224548,0.325,999,"Choisy","mntd","Spermatophyta",0,"Persistent LGM"
"413",5,33,73.338696030303,87.4435971077138,11.9563494236269,121,-1.17969963721017,0.121,999,"La Meije","mntd","Spermatophyta",0,"Persistent LGM"
"414",6,95,44.4948648421053,49.9652003323429,4.21615889072243,96,-1.29746900722242,0.096,999,"Lauvitel","mntd","Spermatophyta",0,"Persistent LGM"
"415",7,62,54.293200016129,62.3708187734509,6.97786149553664,119,-1.15760663385031,0.119,999,"Muraillette","mntd","Spermatophyta",0,"Persistent LGM"
"416",8,28,78.658892,94.2046517951523,14.1247131855942,133,-1.10060711257538,0.133,999,"Occidentale Ailefroide","mntd","Spermatophyta",0,"Persistent LGM"
"417",9,59,65.4489276101695,64.1404039390747,7.13739644033548,565,0.183333472090744,0.565,999,"Olan","mntd","Spermatophyta",0,"Persistent LGM"
"418",10,13,141.391363846154,137.482554803034,24.6311690893649,567,0.158693606013519,0.567,999,"Pelvoux","mntd","Spermatophyta",0,"Persistent LGM"
"419",11,164,39.5226386463415,39.5226386463415,0,500.5,NA,0.5005,999,"Persistent","mntd","Spermatophyta",0,"Persistent LGM"
"420",12,31,71.590894483871,89.3358750714586,12.8485042932184,82,-1.38109309711276,0.082,999,"Plat de la Selle","mntd","Spermatophyta",0,"Persistent LGM"
"421",13,81,52.440235617284,54.3018697034071,5.07636974994434,359,-0.366725470725132,0.359,999,"Rateau","mntd","Spermatophyta",0,"Persistent LGM"
"422",14,118,46.2046453135593,44.9454852036274,3.03701780987794,671,0.414604124426444,0.671,999,"Rocher de la Selle","mntd","Spermatophyta",0,"Persistent LGM"
"423",15,40,75.866448975,78.6184322156406,10.2296526943767,401,-0.269020202626568,0.401,999,"Rouies","mntd","Spermatophyta",0,"Persistent LGM"
"424",16,72,50.6984904444444,57.9591772959487,5.7122392918991,98,-1.27107540151568,0.098,999,"Sirac","mntd","Spermatophyta",0,"Persistent LGM"
"425",17,164,39.5226386463415,39.5226386463415,0,500.5,NA,0.5005,999,"Summits","mntd","Spermatophyta",0,"Persistent LGM"
"426",18,7,46.9496258571429,57.6746572795653,16.7676082795094,284,-0.639627980546803,0.284,999,"Barre des Ecrins","mntd","Asterales",0,"Persistent LGM"
"427",19,2,33.908879,105.704196830831,44.6373724267967,56.5,-1.60841272520178,0.0565,999,"Brevoort","mntd","Asterales",0,"Persistent LGM"
"428",20,5,33.410541,68.1277948612613,21.8264049920352,46,-1.59060797570329,0.046,999,"Burlan","mntd","Asterales",1,"Persistent LGM"
"429",21,3,49.7552243333333,85.16016135669,29.0988909508219,135.5,-1.21671087338663,0.1355,999,"Choisy","mntd","Asterales",0,"Persistent LGM"
"430",22,4,84.09802675,75.2025182642643,26.3166668381342,602.5,0.338018052987078,0.6025,999,"La Meije","mntd","Asterales",0,"Persistent LGM"
"431",23,11,45.8913970909091,43.5545980515971,10.860144745896,586,0.215171997610355,0.586,999,"Lauvitel","mntd","Asterales",0,"Persistent LGM"
"432",24,11,26.7429084545455,43.2980172755483,10.9784498638892,63,-1.5079641503357,0.063,999,"Muraillette","mntd","Asterales",0,"Persistent LGM"
"433",25,5,47.3549076,70.0580239097097,21.6050339073262,160,-1.05082530335725,0.16,999,"Occidentale Ailefroide","mntd","Asterales",0,"Persistent LGM"
"434",26,10,53.1066916,46.022090187988,12.0772881223223,695,0.586605315717989,0.695,999,"Olan","mntd","Asterales",0,"Persistent LGM"
"435",27,2,88.063174,104.790212792793,43.9756624751425,188,-0.380370365136576,0.188,999,"Pelvoux","mntd","Asterales",0,"Persistent LGM"
"436",28,28,22.0372388928571,22.0372388928571,0,500.5,NA,0.5005,999,"Persistent","mntd","Asterales",0,"Persistent LGM"
"437",29,5,78.4294584,69.5170017013013,21.8479702214796,649,0.407930650232054,0.649,999,"Plat de la Selle","mntd","Asterales",0,"Persistent LGM"
"438",30,14,51.4096712142857,36.162302994709,8.18603241429896,966,1.86260784808809,0.966,999,"Rateau","mntd","Asterales",1,"Persistent LGM"
"439",31,21,27.5087310952381,26.7960244938272,4.25305910926005,635,0.167575052004139,0.635,999,"Rocher de la Selle","mntd","Asterales",0,"Persistent LGM"
"440",32,10,52.50592,46.7706885937938,12.232890112118,664,0.468836992210437,0.664,999,"Rouies","mntd","Asterales",0,"Persistent LGM"
"441",33,11,32.9889818181818,42.76971395086,11.0285777035428,198,-0.886853445257602,0.198,999,"Sirac","mntd","Asterales",0,"Persistent LGM"
"442",34,28,22.0372388928571,22.0372388928571,0,500.5,NA,0.5005,999,"Summits","mntd","Asterales",0,"Persistent LGM"
"443",35,10,35.4883147,46.749551407007,12.0876262112103,182,-0.931633433251197,0.182,999,"Barre des Ecrins","mntd","Poales",0,"Persistent LGM"
"444",36,1,NA,NA,NA,NA,NA,NA,999,"Brevoort","mntd","Poales",NA,"Persistent LGM"
"445",37,6,94.0187416666667,63.4852646559893,19.2157612178905,957,1.58898087171533,0.957,999,"Burlan","mntd","Poales",1,"Persistent LGM"
"446",38,2,176.543151,128.833982285285,58.0376548652085,882.5,0.822038189267268,0.8825,999,"Choisy","mntd","Poales",0,"Persistent LGM"
"447",39,6,60.8996243333333,63.2972650106773,18.7641142462475,451,-0.127777983329189,0.451,999,"La Meije","mntd","Poales",0,"Persistent LGM"
"448",40,18,31.1863521111111,33.7021991353576,5.67471433079613,342,-0.443343378642553,0.342,999,"Lauvitel","mntd","Poales",0,"Persistent LGM"
"449",41,11,46.6299019090909,43.7341112635363,10.5399826030389,603,0.274743398980539,0.603,999,"Muraillette","mntd","Poales",0,"Persistent LGM"
"450",42,6,55.5208781666667,64.1612694564565,18.5048810323985,302,-0.466924984530412,0.302,999,"Occidentale Ailefroide","mntd","Poales",0,"Persistent LGM"
"451",43,9,51.1409335555556,50.2295667835613,13.3141562037526,528,0.0684509598691165,0.528,999,"Olan","mntd","Poales",0,"Persistent LGM"
"452",44,3,134.804278,95.6357175235235,38.1024951452541,832.5,1.02797888503517,0.8325,999,"Pelvoux","mntd","Poales",0,"Persistent LGM"
"453",45,28,29.2269466785714,29.2269466785714,0,500.5,NA,0.5005,999,"Persistent","mntd","Poales",0,"Persistent LGM"
"454",46,11,32.0028913636364,43.8450647961598,11.0927663392941,145,-1.06755817893457,0.145,999,"Plat de la Selle","mntd","Poales",0,"Persistent LGM"
"455",47,18,33.3111640555556,33.5746158061951,5.68739200981215,483,-0.0463220664559444,0.483,999,"Rateau","mntd","Poales",0,"Persistent LGM"
"456",48,23,31.7563825652174,30.4765611625974,3.24522565004304,649,0.394370543263466,0.649,999,"Rocher de la Selle","mntd","Poales",0,"Persistent LGM"
"457",49,5,82.468806,69.7453208634635,21.7899807023784,707,0.583914474745164,0.707,999,"Rouies","mntd","Poales",0,"Persistent LGM"
"458",50,14,44.2163880714286,37.6142646110396,7.96379280556298,791,0.829017482194811,0.791,999,"Sirac","mntd","Poales",0,"Persistent LGM"
"459",51,28,29.2269466785714,29.2269466785714,0,500.5,NA,0.5005,999,"Summits","mntd","Poales",0,"Persistent LGM"
"460",52,3,43.716027,55.8423150677344,35.419634522484,406.5,-0.342360620915972,0.4065,999,"Barre des Ecrins","mntd","Rosales",0,"Persistent LGM"
"461",53,0,NA,NA,NA,NA,NA,NA,999,"Brevoort","mntd","Rosales",NA,"Persistent LGM"
"462",54,2,141.87263,79.070590956957,56.581290846407,793.5,1.10994355384225,0.7935,999,"Burlan","mntd","Rosales",0,"Persistent LGM"
"463",55,1,NA,NA,NA,NA,NA,NA,999,"Choisy","mntd","Rosales",NA,"Persistent LGM"
"464",56,2,60.973601,77.5805451971972,55.4338742827281,430.5,-0.299581157046631,0.4305,999,"La Meije","mntd","Rosales",0,"Persistent LGM"
"465",57,8,9.514003125,39.2769025489239,14.9625218542118,25,-1.98916330508456,0.025,999,"Lauvitel","mntd","Rosales",1,"Persistent LGM"
"466",58,6,44.02024,41.7810910615616,19.9722654937458,550,0.112112916741449,0.55,999,"Muraillette","mntd","Rosales",0,"Persistent LGM"
"467",59,1,NA,NA,NA,NA,NA,NA,999,"Occidentale Ailefroide","mntd","Rosales",NA,"Persistent LGM"
"468",60,5,10.6526784,44.5364818086086,23.2623013117342,54,-1.45659721944693,0.054,999,"Olan","mntd","Rosales",0,"Persistent LGM"
"469",61,0,NA,NA,NA,NA,NA,NA,999,"Pelvoux","mntd","Rosales",NA,"Persistent LGM"
"470",62,17,37.1380242941176,37.1380242941176,0,500.5,NA,0.5005,999,"Persistent","mntd","Rosales",0,"Persistent LGM"
"471",63,4,24.6977485,48.8885079542042,26.7514680214151,247.5,-0.904277830092875,0.2475,999,"Plat de la Selle","mntd","Rosales",0,"Persistent LGM"
"472",64,12,38.8656085833333,37.8866327181348,9.19938761919657,533,0.106417503612489,0.533,999,"Rateau","mntd","Rosales",0,"Persistent LGM"
"473",65,7,14.2737242857143,40.1749213635064,17.5786826652626,69,-1.47344357771335,0.069,999,"Rocher de la Selle","mntd","Rosales",0,"Persistent LGM"
"474",66,3,43.716027,56.3813213229897,37.1400248665016,416.5,-0.34101469690757,0.4165,999,"Rouies","mntd","Rosales",0,"Persistent LGM"
"475",67,11,10.1878607272727,37.9019638036218,10.6409712459277,6,-2.60447119307416,0.006,999,"Sirac","mntd","Rosales",1,"Persistent LGM"
"476",68,17,37.1380242941176,37.1380242941176,0,500.5,NA,0.5005,999,"Summits","mntd","Rosales",0,"Persistent LGM"
"477",69,5,43.6545774,48.8570374296296,15.2165566749168,355.5,-0.341894696728954,0.3555,999,"Barre des Ecrins","mntd","Lamiales",0,"Persistent LGM"
"478",70,1,NA,NA,NA,NA,NA,NA,999,"Brevoort","mntd","Lamiales",NA,"Persistent LGM"
"479",71,4,68.584557,53.8190035467968,16.8491426202837,673.5,0.876338564279691,0.6735,999,"Burlan","mntd","Lamiales",0,"Persistent LGM"
"480",72,2,73.188451,69.372895985986,21.0717325184275,288,0.181074575176829,0.288,999,"Choisy","mntd","Lamiales",0,"Persistent LGM"
"481",73,3,75.80474,60.4001877290624,19.2777540665039,666,0.799084385960905,0.666,999,"La Meije","mntd","Lamiales",0,"Persistent LGM"
"482",74,8,34.60029875,36.6971834017768,10.9660600003032,433.5,-0.191215865289702,0.4335,999,"Lauvitel","mntd","Lamiales",0,"Persistent LGM"
"483",75,5,62.0815022,49.0184325585586,15.0470025190106,800,0.868150957304445,0.8,999,"Muraillette","mntd","Lamiales",0,"Persistent LGM"
"484",76,4,60.25545,54.1233330282783,16.78487247502,614.5,0.365335928577819,0.6145,999,"Occidentale Ailefroide","mntd","Lamiales",0,"Persistent LGM"
"485",77,6,48.8386598333333,43.1358036081081,13.0354924939911,681.5,0.437486825131772,0.6815,999,"Olan","mntd","Lamiales",0,"Persistent LGM"
"486",78,1,NA,NA,NA,NA,NA,NA,999,"Pelvoux","mntd","Lamiales",NA,"Persistent LGM"
"487",79,16,23.4475326875,23.4475326875,0,500.5,NA,0.5005,999,"Persistent","mntd","Lamiales",0,"Persistent LGM"
"488",80,2,81.03732,69.6310392982983,20.8122700875936,802.5,0.548055577488451,0.8025,999,"Plat de la Selle","mntd","Lamiales",0,"Persistent LGM"
"489",81,7,62.1062537142857,39.6854121387101,11.7016797748646,967,1.91603615950385,0.967,999,"Rateau","mntd","Lamiales",1,"Persistent LGM"
"490",82,9,39.3896066666667,33.9672357352908,9.58035547958936,732.5,0.565988489981192,0.7325,999,"Rocher de la Selle","mntd","Lamiales",0,"Persistent LGM"
"491",83,5,69.9099484,49.0924974056056,15.474859784485,885.5,1.34524327097721,0.8855,999,"Rouies","mntd","Lamiales",0,"Persistent LGM"
"492",84,6,70.5804816666667,43.9806784210878,13.6039244200384,985.5,1.95530366269881,0.9855,999,"Sirac","mntd","Lamiales",1,"Persistent LGM"
"493",85,16,23.4475326875,23.4475326875,0,500.5,NA,0.5005,999,"Summits","mntd","Lamiales",0,"Persistent LGM"
"494",86,5,74.5181156,78.7824816158158,21.027186515186,412.5,-0.202802501073363,0.4125,999,"Barre des Ecrins","mntd","Caryophyllales",0,"Persistent LGM"
"495",87,2,75.163557,121.774221017017,55.8383753078546,191,-0.83474248238846,0.191,999,"Brevoort","mntd","Caryophyllales",0,"Persistent LGM"
"496",88,3,73.497654,98.3289631761762,36.2452114064863,228,-0.685092132521882,0.228,999,"Burlan","mntd","Caryophyllales",0,"Persistent LGM"
"497",89,2,75.163557,124.546910075075,54.8206878335595,174.5,-0.900816006267695,0.1745,999,"Choisy","mntd","Caryophyllales",0,"Persistent LGM"
"498",90,5,75.007397,77.7264794604605,21.6686296150578,447.5,-0.12548474494072,0.4475,999,"La Meije","mntd","Caryophyllales",0,"Persistent LGM"
"499",91,14,52.3477052142857,56.6722526487202,5.49941012385117,217.5,-0.786365689599816,0.2175,999,"Lauvitel","mntd","Caryophyllales",0,"Persistent LGM"
"500",92,7,88.3753592857143,68.937265995567,15.466841448239,886.5,1.25675907102289,0.8865,999,"Muraillette","mntd","Caryophyllales",0,"Persistent LGM"
"501",93,4,86.2617385,85.5200007647648,27.4360206120215,557,0.0270351792530084,0.557,999,"Occidentale Ailefroide","mntd","Caryophyllales",0,"Persistent LGM"
"502",94,4,124.93702575,85.4018799471972,25.9157780354432,923.5,1.52552417097929,0.9235,999,"Olan","mntd","Caryophyllales",0,"Persistent LGM"
"503",95,1,NA,NA,NA,NA,NA,NA,999,"Pelvoux","mntd","Caryophyllales",NA,"Persistent LGM"
"504",96,17,55.1041172352941,55.1041172352941,0,500.5,NA,0.5005,999,"Persistent","mntd","Caryophyllales",0,"Persistent LGM"
"505",97,2,76.088446,124.830278544545,56.6455444217567,289.5,-0.860470722668587,0.2895,999,"Plat de la Selle","mntd","Caryophyllales",0,"Persistent LGM"
"506",98,5,85.590145,77.8984008860861,21.1219330722096,661.5,0.364159098867425,0.6615,999,"Rateau","mntd","Caryophyllales",0,"Persistent LGM"
"507",99,14,49.3662325714286,56.7636690049335,5.34038024330067,104.5,-1.38518908701019,0.1045,999,"Rocher de la Selle","mntd","Caryophyllales",0,"Persistent LGM"
"508",100,4,101.33435875,85.8587863628629,27.2759245201574,692,0.567371139911331,0.692,999,"Rouies","mntd","Caryophyllales",0,"Persistent LGM"
"509",101,7,74.8215394285714,68.989508005148,15.6154292943845,647,0.373478776246049,0.647,999,"Sirac","mntd","Caryophyllales",0,"Persistent LGM"
"510",102,17,55.1041172352941,55.1041172352941,0,500.5,NA,0.5005,999,"Summits","mntd","Caryophyllales",0,"Persistent LGM"
"511",103,39,275.852530153846,263.586294413528,10.5861666803238,891,1.15870419489207,0.891,999,"Barre des Ecrins","mpd","Spermatophyta",0,"Persistent LGM"
"512",104,10,259.7384382,262.394338853187,24.9135388707456,441,-0.10660471268115,0.441,999,"Brevoort","mpd","Spermatophyta",0,"Persistent LGM"
"513",105,31,271.365998735484,263.503698316781,12.1591818514887,717,0.646614263585502,0.717,999,"Burlan","mpd","Spermatophyta",0,"Persistent LGM"
"514",106,16,258.37413085,263.332958573148,19.0846161977287,363,-0.259833767248529,0.363,999,"Choisy","mpd","Spermatophyta",0,"Persistent LGM"
"515",107,33,265.048338602273,263.354629055131,11.8183499919757,526,0.143311845417662,0.526,999,"La Meije","mpd","Spermatophyta",0,"Persistent LGM"
"516",108,95,269.742664958119,263.568420815177,5.01528778715895,893,1.23108471636473,0.893,999,"Lauvitel","mpd","Spermatophyta",0,"Persistent LGM"
"517",109,62,265.980170028027,263.265760516733,7.65436435865974,623,0.354622459045015,0.623,999,"Muraillette","mpd","Spermatophyta",0,"Persistent LGM"
"518",110,28,271.749104621693,264.187084294263,13.1816471668057,683,0.573677950239282,0.683,999,"Occidentale Ailefroide","mpd","Spermatophyta",0,"Persistent LGM"
"519",111,59,264.123776065459,263.413603857948,7.94243184118965,534,0.0894149577498232,0.534,999,"Olan","mpd","Spermatophyta",0,"Persistent LGM"
"520",112,13,281.49496774359,263.306480523164,21.1549095793762,789,0.859776174045073,0.789,999,"Pelvoux","mpd","Spermatophyta",0,"Persistent LGM"
"521",113,164,263.341607466183,263.341607466183,0,500.5,NA,0.5005,999,"Persistent","mpd","Spermatophyta",0,"Persistent LGM"
"522",114,31,283.098430636559,262.94498840003,12.8651931673839,970,1.56650910517398,0.97,999,"Plat de la Selle","mpd","Spermatophyta",1,"Persistent LGM"
"523",115,81,269.380212546296,263.143640546637,6.14306862605461,836,1.01522095540456,0.836,999,"Rateau","mpd","Spermatophyta",0,"Persistent LGM"
"524",116,118,268.23889696842,263.489507990293,3.58992468134859,927,1.32297733231046,0.927,999,"Rocher de la Selle","mpd","Spermatophyta",0,"Persistent LGM"
"525",117,40,251.872930391026,263.327978085235,10.7183024751146,143,-1.06873711772975,0.143,999,"Rouies","mpd","Spermatophyta",0,"Persistent LGM"
"526",118,72,264.689016605634,263.332878399197,6.82400686708911,549,0.1987304867727,0.549,999,"Sirac","mpd","Spermatophyta",0,"Persistent LGM"
"527",119,164,263.341607466183,263.341607466183,0,500.5,NA,0.5005,999,"Summits","mpd","Spermatophyta",0,"Persistent LGM"
"528",120,7,85.787811047619,103.633680345012,15.894115104364,153,-1.12279728567542,0.153,999,"Barre des Ecrins","mpd","Asterales",0,"Persistent LGM"
"529",121,2,33.908879,106.010924231231,43.7620068372262,56,-1.64759457900129,0.056,999,"Brevoort","mpd","Asterales",0,"Persistent LGM"
"530",122,5,126.4086008,104.787383843844,20.5455559496151,817,1.0523549233313,0.817,999,"Burlan","mpd","Asterales",0,"Persistent LGM"
"531",123,3,65.60157,102.755416084751,30.4378160455116,59.5,-1.22064756647447,0.0595,999,"Choisy","mpd","Asterales",0,"Persistent LGM"
"532",124,4,124.575924,103.914947873707,24.049364581669,662,0.859106944640078,0.662,999,"La Meije","mpd","Asterales",0,"Persistent LGM"
"533",125,11,119.008210218182,104.105231318482,11.1527757833253,950,1.33625737567337,0.95,999,"Lauvitel","mpd","Asterales",0,"Persistent LGM"
"534",126,11,109.027919054545,103.685895259478,11.0005421788305,683,0.485614591374234,0.683,999,"Muraillette","mpd","Asterales",0,"Persistent LGM"
"535",127,5,75.7731916,104.283883257257,20.3658471675408,55,-1.39992662336668,0.055,999,"Occidentale Ailefroide","mpd","Asterales",0,"Persistent LGM"
"536",128,10,92.5989947111111,104.277103680992,12.0724265909534,240,-0.967337335364884,0.24,999,"Olan","mpd","Asterales",0,"Persistent LGM"
"537",129,2,88.063174,102.383914826827,44.8586316319343,210,-0.31924158864962,0.21,999,"Pelvoux","mpd","Asterales",0,"Persistent LGM"
"538",130,28,103.931927362434,103.931927362434,0,500.5,NA,0.5005,999,"Persistent","mpd","Asterales",0,"Persistent LGM"
"539",131,5,95.7930482,104.098093993594,20.3093316314326,471,-0.408927577938603,0.471,999,"Plat de la Selle","mpd","Asterales",0,"Persistent LGM"
"540",132,14,98.2216037802198,104.234437596718,8.37718884494608,191,-0.717762715845344,0.191,999,"Rateau","mpd","Asterales",0,"Persistent LGM"
"541",133,21,109.4098398,103.799965500358,5.04706079477377,872,1.11151312174633,0.872,999,"Rocher de la Selle","mpd","Asterales",0,"Persistent LGM"
"542",134,10,118.279432911111,104.080848977933,11.8268544670519,875,1.20053763853551,0.875,999,"Rouies","mpd","Asterales",0,"Persistent LGM"
"543",135,11,116.632989381818,104.403100755556,11.0727712540257,848,1.10450115383863,0.848,999,"Sirac","mpd","Asterales",0,"Persistent LGM"
"544",136,28,103.931927362434,103.931927362434,0,500.5,NA,0.5005,999,"Summits","mpd","Asterales",0,"Persistent LGM"
"545",137,10,137.2279188,124.531348999466,12.9910066915248,859,0.977335329125572,0.859,999,"Barre des Ecrins","mpd","Poales",0,"Persistent LGM"
"546",138,1,NA,NA,NA,NA,NA,NA,999,"Brevoort","mpd","Poales",NA,"Persistent LGM"
"547",139,6,146.846813533333,123.824896764898,21.1678988715029,939,1.08758629792152,0.939,999,"Burlan","mpd","Poales",0,"Persistent LGM"
"548",140,2,176.543151,127.328263856857,59.8706216633236,898.5,0.822020646785632,0.8985,999,"Choisy","mpd","Poales",0,"Persistent LGM"
"549",141,6,93.1422179333333,123.140320075542,20.2467528497446,78,-1.48162534332449,0.078,999,"La Meije","mpd","Poales",0,"Persistent LGM"
"550",142,18,127.77365945098,124.53311601406,6.82672031023703,659,0.474685249967134,0.659,999,"Lauvitel","mpd","Poales",0,"Persistent LGM"
"551",143,11,125.113190909091,124.869132598235,11.516663654114,421,0.0211917546770705,0.421,999,"Muraillette","mpd","Poales",0,"Persistent LGM"
"552",144,6,138.0647374,123.705934388055,20.1640290236287,721,0.712099898047125,0.721,999,"Occidentale Ailefroide","mpd","Poales",0,"Persistent LGM"
"553",145,9,135.0451655,125.416501462407,13.1203146174344,758,0.733874477735348,0.758,999,"Olan","mpd","Poales",0,"Persistent LGM"
"554",146,3,155.673714,127.216082081415,35.5766533211476,815.5,0.799896259541349,0.8155,999,"Pelvoux","mpd","Poales",0,"Persistent LGM"
"555",147,28,124.622877915344,124.622877915344,0,500.5,NA,0.5005,999,"Persistent","mpd","Poales",0,"Persistent LGM"
"556",148,11,127.717447709091,124.631492114515,11.182278646945,545,0.275968404294725,0.545,999,"Plat de la Selle","mpd","Poales",0,"Persistent LGM"
"557",149,18,126.929435228758,124.583754730829,6.7773563127133,579,0.346105529899493,0.579,999,"Rateau","mpd","Poales",0,"Persistent LGM"
"558",150,23,124.81647458498,124.577017694675,4.05809994652397,439.5,0.0590071445900268,0.4395,999,"Rocher de la Selle","mpd","Poales",0,"Persistent LGM"
"559",151,5,135.173418,125.109601966967,23.0198744132856,555,0.437179449911544,0.555,999,"Rouies","mpd","Poales",0,"Persistent LGM"
"560",152,14,139.243593373626,124.900542158521,8.79789744654095,995,1.63028170108353,0.995,999,"Sirac","mpd","Poales",1,"Persistent LGM"
"561",153,28,124.622877915344,124.622877915344,0,500.5,NA,0.5005,999,"Summits","mpd","Poales",0,"Persistent LGM"
"562",154,3,52.344814,78.6565270256924,41.8003490761154,377.5,-0.629461562097977,0.3775,999,"Barre des Ecrins","mpd","Rosales",0,"Persistent LGM"
"563",155,0,NA,NA,NA,NA,NA,NA,999,"Brevoort","mpd","Rosales",NA,"Persistent LGM"
"564",156,2,141.87263,78.7797898448448,56.0774432338404,791,1.12510193968831,0.791,999,"Burlan","mpd","Rosales",0,"Persistent LGM"
"565",157,1,NA,NA,NA,NA,NA,NA,999,"Choisy","mpd","Rosales",NA,"Persistent LGM"
"566",158,2,60.973601,77.5818625955956,55.9013385042104,418,-0.297099533571002,0.418,999,"La Meije","mpd","Rosales",0,"Persistent LGM"
"567",159,8,37.7627818214286,78.5560285959888,19.7125437809058,23,-2.06940551295434,0.023,999,"Lauvitel","mpd","Rosales",1,"Persistent LGM"
"568",160,6,79.2640018666667,78.054260701368,26.1125742070752,525,0.0463279167999783,0.525,999,"Muraillette","mpd","Rosales",0,"Persistent LGM"
"569",161,1,NA,NA,NA,NA,NA,NA,999,"Occidentale Ailefroide","mpd","Rosales",NA,"Persistent LGM"
"570",162,5,44.5104162,77.9056447653654,29.5774579868236,161,-1.12907703495826,0.161,999,"Olan","mpd","Rosales",0,"Persistent LGM"
"571",163,0,NA,NA,NA,NA,NA,NA,999,"Pelvoux","mpd","Rosales",NA,"Persistent LGM"
"572",164,17,77.6366795,77.6366795,0,500.5,NA,0.5005,999,"Persistent","mpd","Rosales",0,"Persistent LGM"
"573",165,4,42.4100603333333,77.7631577676009,34.482927290303,153,-1.02523481074095,0.153,999,"Plat de la Selle","mpd","Rosales",0,"Persistent LGM"
"574",166,12,78.6340239090909,77.9364967132435,12.0279482256512,472,0.0579922013930688,0.472,999,"Rateau","mpd","Rosales",0,"Persistent LGM"
"575",167,7,44.8307164761905,77.146357629153,22.9792169543841,102,-1.406298622669,0.102,999,"Rocher de la Selle","mpd","Rosales",0,"Persistent LGM"
"576",168,3,52.344814,76.3659924244244,41.3397670120248,389,-0.581067097389233,0.389,999,"Rouies","mpd","Rosales",0,"Persistent LGM"
"577",169,11,38.9268438545455,76.8768848512877,14.5901285528397,8,-2.60107653330826,0.008,999,"Sirac","mpd","Rosales",1,"Persistent LGM"
"578",170,17,77.6366795,77.6366795,0,500.5,NA,0.5005,999,"Summits","mpd","Rosales",0,"Persistent LGM"
"579",171,5,70.5143042,69.8445273321321,5.84289014584882,521.5,0.114631090290774,0.5215,999,"Barre des Ecrins","mpd","Lamiales",0,"Persistent LGM"
"580",172,1,NA,NA,NA,NA,NA,NA,999,"Brevoort","mpd","Lamiales",NA,"Persistent LGM"
"581",173,4,76.886399,69.7639827370704,8.10771768015599,820,0.878473640043243,0.82,999,"Burlan","mpd","Lamiales",0,"Persistent LGM"
"582",174,2,73.188451,69.3528346976977,21.4170960529278,282,0.179091333989603,0.282,999,"Choisy","mpd","Lamiales",0,"Persistent LGM"
"583",175,3,78.4210293333333,69.6372750383717,11.9944609829328,642,0.732317551198026,0.642,999,"La Meije","mpd","Lamiales",0,"Persistent LGM"
"584",176,8,69.9712355357143,69.7410663126698,3.05607077025597,468,0.0753154099979142,0.468,999,"Lauvitel","mpd","Lamiales",0,"Persistent LGM"
