"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"Persistent",163,39.2903360490798,44.6274541951779,3.16680610528491,54,-1.68533151972624,0.0539460539460539,1000
"Summits",214,38.8259072056075,38.8259072056075,0,501,NA,0.500499500499501,1000
