"","desc","value"
"1","Root_state","0,1"
"2","mu","1.53091378069626"
"3","gamma_0","4.89895756385344"
"4","loglik.obs","-10.8332135675216"
"5","df","2"
"6","conv","0"
"7","n.obs","16"
"8","mntd.obs","23.4475326875"
"9","mpd.obs","69.6565185083333"
"10","runs","1000"
"11","mntd.mean.RD","27.599575453625"
"12","mntd.sd.RD","4.36330964660555"
"13","mntd.obs.z.RD","0.951581047967818"
"14","mntd.obs.rank.RD","182"
"15","mntd.obs.q.RD","0.181818181818182"
"16","mpd.mean.RD","69.2488157663333"
"17","mpd.sd.RD","1.40923163890607"
"18","mpd.obs.z.RD","-0.289308535761007"
"19","mpd.obs.rank.RD","604"
"20","mpd.obs.q.RD","0.603396603396603"
"21","n.mean.DAMOCLES","16.13"
"22","mntd.mean.DAMOCLES","27.5047594805318"
"23","mntd.sd.DAMOCLES","4.86220305099955"
"24","mntd.obs.z.DAMOCLES","0.834442072960683"
"25","mntd.obs.rank.DAMOCLES","188"
"26","mntd.obs.q.DAMOCLES","0.187812187812188"
"27","mpd.mean.DAMOCLES","69.2314684636576"
"28","mpd.sd.DAMOCLES","1.46246738171506"
"29","mpd.obs.z.DAMOCLES","-0.2906389913307"
"30","mpd.obs.rank.DAMOCLES","595"
"31","mpd.obs.q.DAMOCLES","0.594405594405594"
"32","loglik.mean.DAMOCLES",NA
"33","loglik.sd.DAMOCLES",NA
"34","loglik.obs.z.DAMOCLES",NA
"35","loglik.obs.rank.DAMOCLES",NA
"36","loglik.obs.q.DAMOCLES",NA
