"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"Persistent",28,103.931927362434,104.841775098542,4.3490509070932,338,-0.209206044156558,0.337662337662338,1000
"Summits",39,105.047997673414,105.047997673414,0,501,NA,0.500499500499501,1000
