"","desc","value"
"1","Root_state","0,1"
"2","mu","0.0430398217781545"
"3","gamma_0","0.66474442743979"
"4","loglik.obs","-4.7437429524396"
"5","df","2"
"6","conv","0"
"7","n.obs","17"
"8","mntd.obs","55.1041172352941"
"9","mpd.obs","121.797618117647"
"10","runs","1000"
"11","mntd.mean.RD","46.9055962913529"
"12","mntd.sd.RD","5.56045509863458"
"13","mntd.obs.z.RD","-1.47443344088048"
"14","mntd.obs.rank.RD","856.5"
"15","mntd.obs.q.RD","0.855644355644356"
"16","mpd.mean.RD","125.012613161221"
"17","mpd.sd.RD","4.55099511259659"
"18","mpd.obs.z.RD","0.706437815034082"
"19","mpd.obs.rank.RD","144.5"
"20","mpd.obs.q.RD","0.144355644355644"
"21","n.mean.DAMOCLES","17.066"
"22","mntd.mean.DAMOCLES","52.598170748338"
"23","mntd.sd.DAMOCLES","6.94251663146685"
"24","mntd.obs.z.DAMOCLES","-0.360956497474988"
"25","mntd.obs.rank.DAMOCLES","493"
"26","mntd.obs.q.DAMOCLES","0.492507492507492"
"27","mpd.mean.DAMOCLES","123.29030597375"
"28","mpd.sd.DAMOCLES","4.50805873177685"
"29","mpd.obs.z.DAMOCLES","0.331115441238756"
"30","mpd.obs.rank.DAMOCLES","338"
"31","mpd.obs.q.DAMOCLES","0.337662337662338"
"32","loglik.mean.DAMOCLES",NA
"33","loglik.sd.DAMOCLES",NA
"34","loglik.obs.z.DAMOCLES",NA
"35","loglik.obs.rank.DAMOCLES",NA
"36","loglik.obs.q.DAMOCLES",NA
