"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"Persistent",16,69.6565185083333,69.1868061833333,1.44827884567944,599,0.324324508640906,0.598401598401598,1000
"Summits",21,69.2579570857143,69.2579570857143,0,501,NA,0.500499500499501,1000
