"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"Persistent",28,124.622877915344,125.906363857735,3.62292397006255,338,-0.35426797608711,0.337662337662338,1000
"Summits",37,125.793363153153,125.793363153153,0,501,NA,0.500499500499501,1000
