"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"Persistent",28,29.2269466785714,25.8993679457143,2.95882177059627,863,1.12462966371461,0.862137862137862,1000
"Summits",37,24.4117922432432,24.4117922432432,0,501,NA,0.500499500499501,1000
