"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"Persistent",16,23.4475326875,27.7853756641875,4.42957480201028,179,-0.979291054012419,0.178821178821179,1000
"Summits",21,24.5402206666667,24.5402206666667,0,501,NA,0.500499500499501,1000
