"","PIst","tips","node.time","node.ID"
"20",0.00425190892925786,19,89.460939,20
"21",-0.0106682943881973,15,85.249557,21
"22",-0.0302531523910265,13,56.971438,22
"23",-0.0394735828565775,12,38.044223,23
"24",-0.0953383462260191,9,37.581779,24
"25",0.0290800329828451,4,36.101129,25
"26",0.0230764289376197,3,15.904808,26
"27",0,2,11.956102,27
"28",-0.0436900625547152,5,12.178391,28
"29",0,4,10.604175,29
"30",0,2,8.641302,30
"31",0,2,1.801823,31
"32",NA,3,37.301558,32
"33",NA,2,31.486985,33
"34",NA,2,0.921966,34
"35",-0.00375866723454799,4,48.217516,35
"36",0.0256941575815383,3,40.920184,36
"37",0,2,32.534776,37
