"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"EcrinsNP",144,13.0157219236111,13.0157219236111,0,501,NA,0.500499500499501,1000
"Summits",39,21.0016260769231,23.7053673014615,2.8254992499611,166,-0.956907429572203,0.165834165834166,1000
