"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"EcrinsNP",144,104.40539214258,104.40539214258,0,501,NA,0.500499500499501,1000
"Summits",39,105.047997673414,104.389438266775,5.86499345248757,530,0.112286469196374,0.529470529470529,1000
