"","ntaxa","obs","rand.mean","rand.sd","obs.rank","obs.z","obs.p","runs","summits","metric","clade","sig","pool"
"1",39,60.8163753589744,80.016186975899,10.5392346668771,32,-1.82174628649897,0.032,999,"Barre des Ecrins","mntd","Spermatophyta",1,"Persistent LGM"
"2",10,164.0896962,154.231427231732,30.804334505249,619,0.320028629951036,0.619,999,"Brevoort","mntd","Spermatophyta",0,"Persistent LGM"
"3",31,91.5740416129032,89.1482854027576,13.219661709298,567,0.18349608813662,0.567,999,"Burlan","mntd","Spermatophyta",0,"Persistent LGM"
"4",16,114.1362109375,124.131685934747,21.3686247091129,325,-0.467764076224548,0.325,999,"Choisy","mntd","Spermatophyta",0,"Persistent LGM"
"5",33,73.338696030303,87.4435971077138,11.9563494236269,121,-1.17969963721017,0.121,999,"La Meije","mntd","Spermatophyta",0,"Persistent LGM"
"6",95,44.4948648421053,49.9652003323429,4.21615889072243,96,-1.29746900722242,0.096,999,"Lauvitel","mntd","Spermatophyta",0,"Persistent LGM"
"7",62,54.293200016129,62.3708187734509,6.97786149553664,119,-1.15760663385031,0.119,999,"Muraillette","mntd","Spermatophyta",0,"Persistent LGM"
"8",28,78.658892,94.2046517951523,14.1247131855942,133,-1.10060711257538,0.133,999,"Occidentale Ailefroide","mntd","Spermatophyta",0,"Persistent LGM"
"9",59,65.4489276101695,64.1404039390747,7.13739644033548,565,0.183333472090744,0.565,999,"Olan","mntd","Spermatophyta",0,"Persistent LGM"
"10",13,141.391363846154,137.482554803034,24.6311690893649,567,0.158693606013519,0.567,999,"Pelvoux","mntd","Spermatophyta",0,"Persistent LGM"
"11",164,39.5226386463415,39.5226386463415,0,500.5,NA,0.5005,999,"Persistent","mntd","Spermatophyta",0,"Persistent LGM"
"12",31,71.590894483871,89.3358750714586,12.8485042932184,82,-1.38109309711276,0.082,999,"Plat de la Selle","mntd","Spermatophyta",0,"Persistent LGM"
"13",81,52.440235617284,54.3018697034071,5.07636974994434,359,-0.366725470725132,0.359,999,"Rateau","mntd","Spermatophyta",0,"Persistent LGM"
"14",118,46.2046453135593,44.9454852036274,3.03701780987794,671,0.414604124426444,0.671,999,"Rocher de la Selle","mntd","Spermatophyta",0,"Persistent LGM"
