"","summit","ntaxa","obs","rand.mean","rand.sd","obs.rank","obs.z","obs.p","runs","slice","metric"
"264","Summits",6,210.760189733333,164.605737389923,73.8001826703859,703,0.625397535254756,0.703,999,90,"mpd"
"265","Brevoort",1,NA,NA,NA,NA,NA,NA,999,80,"mpd"
"266","Burlan",1,NA,NA,NA,NA,NA,NA,999,80,"mpd"
"267","Choisy",2,74.891912,171.310914348348,127.377484238102,266,-0.756954833305672,0.266,999,80,"mpd"
"268","Lauvitel",3,54.9681253333334,177.715683993327,106.921070315734,8,-1.14802029476065,0.008,999,80,"mpd"
"269","Muraillette",3,53.4276480000001,178.011011452786,109.620919534497,11,-1.13649259632036,0.011,999,80,"mpd"
"270","Olan",4,298.948504,179.16332256957,90.0533211028828,807,1.33015839908425,0.807,999,80,"mpd"
"271","Pelvoux",2,544.46936,174.249860860861,140.98620845483,949.5,2.62592705482786,0.9495,999,80,"mpd"
"272","Persistent",5,68.8411726,175.695747528729,78.3483968406258,37,-1.36383869022986,0.037,999,80,"mpd"
"273","Rateau",3,72.09491,178.807106802136,107.809832233165,103,-0.989818781754006,0.103,999,80,"mpd"
"274","Rouies",2,74.891912,180.012424004004,139.358108920169,270.5,-0.754319305984714,0.2705,999,80,"mpd"
"275","Sirac",1,NA,NA,NA,NA,NA,NA,999,80,"mpd"
"276","Summits",7,205.630937619048,172.626148969732,61.9348390766178,729,0.532895364569959,0.729,999,80,"mpd"
"277","Brevoort",1,NA,NA,NA,NA,NA,NA,999,70,"mpd"
"278","Burlan",2,94.8919120000001,181.902194142142,124.39022085196,303,-0.699494554686057,0.303,999,70,"mpd"
"279","Choisy",2,94.891912,186.524844292292,130.405640251331,304,-0.702676142808608,0.304,999,70,"mpd"
"280","Lauvitel",4,85.3151380000001,183.513305168502,84.438577669115,37,-1.16295382844209,0.037,999,70,"mpd"
"281","Muraillette",4,68.6565670000001,184.034883068402,84.5324931147218,4,-1.3648990088559,0.004,999,70,"mpd"
"282","Olan",5,276.1764158,182.328213764965,72.1562592584356,841,1.30062454733008,0.841,999,70,"mpd"
"283","Pelvoux",3,407.943544,180.898328303637,98.5284789046352,936,2.30436131989938,0.936,999,70,"mpd"
"284","Persistent",8,85.0964554285715,182.777246037323,53.9124795987036,6,-1.81184006626734,0.006,999,70,"mpd"
"285","Rateau",5,92.6597296000001,186.515058705506,74.1316449263224,82,-1.26606295056296,0.082,999,70,"mpd"
"286","Rouies",2,94.891912,179.801561467468,125.462274001888,340,-0.676774354226912,0.34,999,70,"mpd"
"287","Sirac",2,94.8919120000001,181.261715725726,119.196558528632,324,-0.724599810530425,0.324,999,70,"mpd"
"288","Summits",10,182.196347511111,186.05861403221,50.7657996947626,606,-0.0760800882547183,0.606,999,70,"mpd"
"289","Brevoort",1,NA,NA,NA,NA,NA,NA,999,60,"mpd"
"290","Burlan",2,114.891912,209.492628512513,122.585087131444,258.5,-0.771714722616098,0.2585,999,60,"mpd"
"291","Choisy",2,114.891912,197.385603445446,115.901288886342,286,-0.711758188697476,0.286,999,60,"mpd"
"292","Lauvitel",4,105.315138,204.81433241675,77.9601592246487,47,-1.27628259621732,0.047,999,60,"mpd"
"293","Muraillette",4,88.6565670000001,205.381933116784,78.7047113697369,2,-1.48307978118913,0.002,999,60,"mpd"
"294","Olan",6,261.312424666667,200.794919401401,60.8665263844243,844,0.994265795341192,0.844,999,60,"mpd"
"295","Pelvoux",3,427.943544,198.709948679346,89.6560218478803,948.5,2.55681203109363,0.9485,999,60,"mpd"
"296","Persistent",9,104.856002277778,203.152286226838,50.3136418392909,2,-1.95367062203593,0.002,999,60,"mpd"
"297","Rateau",5,112.6597296,200.624504047848,66.3088134009878,69,-1.32659249858538,0.069,999,60,"mpd"
"298","Rouies",2,114.891912,198.169370588589,116.613566163639,300.5,-0.714131822979574,0.3005,999,60,"mpd"
"299","Sirac",3,86.5443006666667,209.23856907374,100.233109177208,6,-1.22408921976225,0.006,999,60,"mpd"
"300","Summits",12,186.595390363636,205.100087319441,42.892035437703,400,-0.431425013221412,0.4,999,60,"mpd"
"301","Brevoort",1,NA,NA,NA,NA,NA,NA,999,50,"mpd"
"302","Burlan",3,233.526210666667,220.630751740407,82.7066233673019,589,0.155918092182177,0.589,999,50,"mpd"
"303","Choisy",2,134.891912,217.760354736737,110.360015094784,289.5,-0.750891911944416,0.2895,999,50,"mpd"
"304","Lauvitel",9,187.548584,222.031876720498,45.4661209122413,174,-0.758439295647366,0.174,999,50,"mpd"
"305","Muraillette",7,167.710588857143,220.611555622575,51.9182001011163,81,-1.01892913587917,0.081,999,50,"mpd"
"306","Olan",8,295.392626357143,219.52796005577,49.5181866952969,868,1.53205663139879,0.868,999,50,"mpd"
"307","Pelvoux",4,418.997785333333,219.220751920587,70.968435760476,965.5,2.81501249494929,0.9655,999,50,"mpd"
"308","Persistent",15,167.596377066667,220.323706191353,34.0626813433811,24,-1.54795004518728,0.024,999,50,"mpd"
"309","Rateau",8,188.862964071429,216.326944519448,46.8146807821058,252,-0.58665316070076,0.252,999,50,"mpd"
"310","Rouies",2,134.891912,218.646824842843,115.615840550917,275.5,-0.724424200384182,0.2755,999,50,"mpd"
"311","Sirac",5,173.4733048,216.316766484084,61.6351683136639,181,-0.695113891245529,0.181,999,50,"mpd"
"312","Summits",18,213.116434,219.335117756999,29.8144964233253,511,-0.208579198142473,0.511,999,50,"mpd"
"313","Brevoort",1,NA,NA,NA,NA,NA,NA,999,40,"mpd"
"314","Burlan",3,253.526210666667,239.822352939606,93.0313862489071,644,0.14730359591112,0.644,999,40,"mpd"
"315","Choisy",2,154.891912,239.832965221221,122.873653689725,286,-0.691287763247529,0.286,999,40,"mpd"
"316","Lauvitel",11,215.415846945455,241.917966434799,45.2356927707738,281,-0.585867439317002,0.281,999,40,"mpd"
"317","Muraillette",8,180.792040642857,236.918650654655,54.5569144050127,96,-1.0287717079293,0.096,999,40,"mpd"
"318","Olan",10,301.229656844444,239.065677095585,48.6007661756012,858,1.27907406900239,0.858,999,40,"mpd"
"319","Pelvoux",4,438.997785333333,241.508094667334,80.0118915292389,959.5,2.46825424185641,0.9595,999,40,"mpd"
"320","Persistent",18,193.673355607843,239.632652688087,35.1712350422459,68,-1.3067296904712,0.068,999,40,"mpd"
"321","Rateau",10,199.4970276,240.280614306974,47.9233630418955,171,-0.851016792609481,0.171,999,40,"mpd"
"322","Rouies",2,154.891912,242.670923551552,127.674409649808,278.5,-0.687522360920377,0.2785,999,40,"mpd"
"323","Sirac",6,183.013599733333,237.021708608742,63.4241399355876,151,-0.851538687481744,0.151,999,40,"mpd"
"324","Summits",22,228.68612004329,239.885447149357,31.7836850612393,416,-0.352360875854664,0.416,999,40,"mpd"
"325","Brevoort",1,NA,NA,NA,NA,NA,NA,999,30,"mpd"
"326","Burlan",4,248.688975666667,254.750766177177,83.4402763816364,523.5,-0.0726482554154702,0.5235,999,30,"mpd"
"327","Choisy",2,174.891912,251.699259153153,129.537671980592,310.5,-0.5929344412231,0.3105,999,30,"mpd"
"328","Lauvitel",15,213.101748133333,252.862848505324,41.2165052053945,159,-0.964688786054257,0.159,999,30,"mpd"
"329","Muraillette",8,200.792040642857,248.744607514658,55.9737783595393,144,-0.856696979856963,0.144,999,30,"mpd"
"330","Olan",12,296.89307530303,248.892051498377,44.8876293625064,821,1.06935974312663,0.821,999,30,"mpd"
"331","Pelvoux",5,517.4437552,251.228293135736,73.445990110553,1000,3.62464256610264,1,999,30,"mpd"
"332","Persistent",25,207.375788086667,253.294173010584,30.7280645180247,53,-1.49434680134123,0.053,999,30,"mpd"
"333","Rateau",15,213.860224342857,251.175988144182,39.8995476564649,167,-0.935242778254376,0.167,999,30,"mpd"
"334","Rouies",3,156.235235333333,249.218263399399,97.7920044225184,76,-0.950824442296174,0.076,999,30,"mpd"
"335","Sirac",11,201.913131090909,251.419587309018,46.1314325038657,118,-1.07316104293879,0.118,999,30,"mpd"
"336","Summits",34,253.636655825312,252.350388497003,24.1829225743415,535,0.0531890768931894,0.535,999,30,"mpd"
"337","Brevoort",1,NA,NA,NA,NA,NA,NA,999,20,"mpd"
"338","Burlan",5,237.6963304,260.352697091892,64.4276750444947,304,-0.351655816793716,0.304,999,20,"mpd"
"339","Choisy",2,194.891912,260.44138586987,116.102523546163,351,-0.564582679753788,0.351,999,20,"mpd"
"340","Lauvitel",19,250.401443309942,259.339125777965,31.4226346574621,427,-0.284434534705737,0.427,999,20,"mpd"
"341","Muraillette",14,242.302949714286,258.093050623547,36.9458212651797,359,-0.427385300110857,0.359,999,20,"mpd"
"342","Olan",17,280.821531426471,257.742668380631,32.6342709028532,772,0.70719713991901,0.772,999,20,"mpd"
"343","Pelvoux",7,460.389304666667,257.93100516936,53.9185754776068,998,3.75488962206338,0.998,999,20,"mpd"
"344","Persistent",40,238.983198520513,259.776685662573,20.9800468336331,157,-0.991107756190798,0.157,999,20,"mpd"
"345","Rateau",22,236.89230169697,259.923792997465,29.0407626420546,214,-0.793074602908081,0.214,999,20,"mpd"
"346","Rouies",3,176.235235333333,258.838962345012,85.9022750852043,83,-0.961601155845359,0.083,999,20,"mpd"
"347","Sirac",18,235.253098078431,258.095288919037,32.309229347622,233,-0.70698655776779,0.233,999,20,"mpd"
"348","Summits",53,266.960636956459,259.189164944021,17.3850912736639,665,0.44701933916277,0.665,999,20,"mpd"
"349","Brevoort",6,215.5939732,266.396148014281,54.5331715788355,201,-0.931582985978345,0.201,999,10,"mpd"
"350","Burlan",12,236.365528484849,265.686595594746,37.2565062725109,202,-0.78700527890163,0.202,999,10,"mpd"
"351","Choisy",8,198.0765125,263.206693326541,44.7681182189667,56,-1.45483400727233,0.056,999,10,"mpd"
"352","Lauvitel",42,247.3748531777,264.995994946601,19.0807899239117,179,-0.923501691448195,0.179,999,10,"mpd"
"353","Muraillette",28,235.105624285714,265.049744885918,22.7974178066143,73,-1.31348738064166,0.073,999,10,"mpd"
"354","Olan",31,269.83092499785,265.820269932673,20.6962403197229,625,0.193786649324658,0.625,999,10,"mpd"
"355","Pelvoux",10,429.624281111111,267.930918832566,40.9307723345161,998,3.95041073149241,0.998,999,10,"mpd"
"356","Persistent",73,242.745432299087,264.817793024586,13.8407511963081,43,-1.59473719398889,0.043,999,10,"mpd"
"357","Rateau",41,250.718079941463,264.831492586928,18.072619158154,214,-0.780927906572815,0.214,999,10,"mpd"
"358","Rouies",15,199.698573447619,263.264782699347,32.3828195889969,12,-1.96296091750228,0.012,999,10,"mpd"
"359","Sirac",33,239.165489882576,264.006475113955,20.560190973491,104,-1.20820790348725,0.104,999,10,"mpd"
"360","Summits",92,261.042238336359,265.860364776916,11.5542041292679,357,-0.417002018196256,0.357,999,10,"mpd"
"361","Brevoort",8,220.535352357143,274.167656664379,42.2324214141633,109,-1.26993202168724,0.109,999,5,"mpd"
"362","Burlan",17,249.199015088235,272.320034835232,27.2080479061268,182,-0.849786056933197,0.182,999,5,"mpd"
"363","Choisy",11,240.867297709091,273.921586649049,35.4956352835939,156,-0.931221224127121,0.156,999,5,"mpd"
"364","Lauvitel",58,259.485930653358,272.967382092296,13.9029448633033,162,-0.969683155007123,0.162,999,5,"mpd"
"365","Muraillette",36,257.105734076191,272.399018877687,17.7112113833285,192,-0.863480451477884,0.192,999,5,"mpd"
"366","Olan",39,270.881588170041,272.155629528773,17.6174550365175,512,-0.0723169922154865,0.512,999,5,"mpd"
"367","Pelvoux",13,401.490602564103,273.446092170658,30.4213097500886,1000,4.20904002639374,1,999,5,"mpd"
"368","Persistent",97,258.233437428265,273.156806539315,10.5769220359974,72,-1.41093685481092,0.072,999,5,"mpd"
"369","Rateau",56,264.960656172727,272.386325979632,14.5103143292753,314,-0.511751133600368,0.314,999,5,"mpd"
"370","Rouies",22,236.267765497836,272.781428437182,24.011499828405,44,-1.52067397706459,0.044,999,5,"mpd"
"371","Sirac",43,251.380400155039,273.337363436568,16.9934022470346,93,-1.29208753858346,0.093,999,5,"mpd"
"372","Summits",123,273.298009262162,272.831009031103,9.2456471903735,522,0.0505102802911099,0.522,999,5,"mpd"
"373","Brevoort",8,222.535352357143,272.541655286072,40.8005094975618,116,-1.22562937435665,0.116,999,4,"mpd"
"374","Burlan",20,257.356821410526,274.686938793351,25.7579169910045,238,-0.67280740864555,0.238,999,4,"mpd"
"375","Choisy",12,241.027795848485,274.591493751418,31.3113552216403,124,-1.07193373347623,0.124,999,4,"mpd"
"376","Lauvitel",64,260.468296555556,273.696276240481,13.4932771754239,163,-0.980338542886963,0.163,999,4,"mpd"
"377","Muraillette",42,257.701923363531,273.518140832254,17.1242429314215,175,-0.923615574251267,0.175,999,4,"mpd"
"378","Olan",42,273.448599962834,274.586547059136,16.2212683024298,504,-0.0701515488854461,0.504,999,4,"mpd"
"379","Pelvoux",14,391.845936395604,275.825792744811,29.1880895391704,999,3.97491392833692,0.999,999,4,"mpd"
"380","Persistent",109,258.974793265376,274.248129629731,9.58655797875898,55,-1.5932033580975,0.055,999,4,"mpd"
"381","Rateau",63,268.696551823861,274.686677421142,13.1451021481507,350,-0.455692586468303,0.35,999,4,"mpd"
"382","Rouies",23,237.466676505929,273.664650157541,23.3144277807142,43,-1.552599703157,0.043,999,4,"mpd"
"383","Sirac",44,257.131035295983,274.014501471677,15.8185080340418,132,-1.06732355158654,0.132,999,4,"mpd"
"384","Summits",137,273.26974656097,273.76941331861,8.53120104706022,484,-0.0585693333076151,0.484,999,4,"mpd"
"385","Brevoort",8,224.535352357143,273.756687328829,40.9898659530476,125,-1.20081717339762,0.125,999,3,"mpd"
"386","Burlan",22,255.587849030303,274.237109118357,24.34177108102,217,-0.76614228381249,0.217,999,3,"mpd"
"387","Choisy",14,239.172030021978,275.310185764754,31.8753696549686,100,-1.13373291459673,0.1,999,3,"mpd"
"388","Lauvitel",72,261.496295453052,274.952182444237,12.4096570724084,118,-1.08430772201619,0.118,999,3,"mpd"
"389","Muraillette",45,261.07428910303,274.11877983,16.120565020214,198,-0.809183220973492,0.198,999,3,"mpd"
"390","Olan",46,269.403679269565,275.389252717732,16.0199134909254,376,-0.373633319028691,0.376,999,3,"mpd"
"391","Pelvoux",14,393.845936395604,276.87536408404,31.8332091129035,997,3.67448257876555,0.997,999,3,"mpd"
"392","Persistent",123,257.400017799547,274.676481817056,9.40127040800776,28,-1.83767334282751,0.028,999,3,"mpd"
"393","Rateau",69,280.002886558397,274.379628541566,12.9494360815975,670,0.434247327945208,0.67,999,3,"mpd"
"394","Rouies",24,236.924801362319,274.10229521153,23.2541251643079,36,-1.59874833331826,0.036,999,3,"mpd"
"395","Sirac",50,258.524458488163,274.197291149875,15.6500753573608,140,-1.00145413385118,0.14,999,3,"mpd"
"396","Summits",155,275.290527449686,275.15375485334,7.71845446993361,495,0.0177202051108993,0.495,999,3,"mpd"
"397","Brevoort",9,224.9622155,278.35749810277,39.2302260215202,78,-1.36107506934777,0.078,999,2,"mpd"
"398","Burlan",24,254.530562536232,278.273738212386,23.9933213388006,153,-0.989574362835642,0.153,999,2,"mpd"
"399","Choisy",15,238.557583371429,276.365786910511,30.256697927521,80,-1.24958128708065,0.08,999,2,"mpd"
"400","Lauvitel",78,262.432930178488,278.560345938009,12.8015828714173,103,-1.25979856721694,0.103,999,2,"mpd"
"401","Muraillette",49,259.545219421769,277.632146599406,17.0407423699793,135,-1.06139314737254,0.135,999,2,"mpd"
"402","Olan",51,265.281858875294,278.16366643649,15.5766697353076,194,-0.82699368864428,0.194,999,2,"mpd"
"403","Pelvoux",14,395.845936395604,279.389897218405,31.3127913855247,995,3.71912033467048,0.995,999,2,"mpd"
"404","Persistent",138,257.155696042315,277.736382884937,9.23307361129065,12,-2.2290179531825,0.012,999,2,"mpd"
"405","Rateau",76,277.382214837193,278.270563472454,12.8495325381663,510,-0.0691347045211626,0.51,999,2,"mpd"
"406","Rouies",30,231.787860533333,277.530938475054,19.9106851840631,6,-2.29741355050576,0.006,999,2,"mpd"
"407","Sirac",57,258.363354279449,277.958918715476,15.3110992512641,91,-1.27982740588725,0.091,999,2,"mpd"
"408","Summits",173,273.259063228794,277.916626691566,7.87471725494174,281,-0.591457865975946,0.281,999,2,"mpd"
"409","Brevoort",9,226.9622155,279.849803645701,41.380414808533,100,-1.27808259995488,0.1,999,1,"mpd"
"410","Burlan",29,264.332244330049,278.623215483064,20.3449191718314,253,-0.702434403022927,0.253,999,1,"mpd"
"411","Choisy",15,240.557583371429,277.853431104304,29.9104084089254,94,-1.2469187054546,0.094,999,1,"mpd"
"412","Lauvitel",87,264.38086079444,279.762843052156,11.7649875866763,87,-1.30743718549568,0.087,999,1,"mpd"
"413","Muraillette",55,264.855785340067,280.042003596654,15.5117293408694,171,-0.979015164774359,0.171,999,1,"mpd"
"414","Olan",57,266.969309699248,279.248948498698,14.7982602156257,215,-0.829802870102503,0.215,999,1,"mpd"
"415","Pelvoux",14,397.845936395604,279.585349450132,31.7461747774042,999,3.72519170497501,0.999,999,1,"mpd"
"416","Persistent",151,260.117420517086,278.989327489982,8.51411915453697,13,-2.21654250197321,0.013,999,1,"mpd"
"417","Rateau",86,276.718855540356,278.666213726551,11.5733899411674,437,-0.168261693081649,0.437,999,1,"mpd"
"418","Rouies",35,237.183840662185,280.219974407349,19.5251150241456,7,-2.20414239260273,0.007,999,1,"mpd"
"419","Sirac",63,262.373140551971,278.456582639138,14.0998182306203,128,-1.14068435664216,0.128,999,1,"mpd"
"420","Summits",192,275.505516271161,279.118326550243,7.63704178767858,333,-0.473064097267455,0.333,999,1,"mpd"
"421","Brevoort",11,255.276635890909,280.764084967185,34.1953339769818,218,-0.745348739492728,0.218,999,0,"mpd"
"422","Burlan",31,264.159589836559,281.855423232915,20.2956209292108,188,-0.871904016047445,0.188,999,0,"mpd"
"423","Choisy",17,256.806892838235,279.140376529176,27.6191664483505,194,-0.808622654586839,0.194,999,0,"mpd"
"424","Lauvitel",96,267.206932119079,280.518008698123,10.7295700244102,111,-1.24059739101946,0.111,999,0,"mpd"
"425","Muraillette",61,263.143415598907,280.335960133666,14.3305230501671,110,-1.19971507491894,0.11,999,0,"mpd"
"426","Olan",64,272.323023855159,280.219456896332,13.8186953015041,295,-0.571431156768731,0.295,999,0,"mpd"
"427","Pelvoux",16,378.247871733333,280.038136712813,27.3006462781694,997,3.59734103067929,0.997,999,0,"mpd"
"428","Persistent",165,261.398635820695,280.074912299781,7.96210162784251,6,-2.34564658328119,0.006,999,0,"mpd"
"429","Rateau",102,275.353195236071,280.315459582189,9.95421024006431,337,-0.498509095794061,0.337,999,0,"mpd"
"430","Rouies",39,245.721391452092,280.074993979434,17.6289075659301,17,-1.94870852881065,0.017,999,0,"mpd"
"431","Sirac",73,261.476592761035,279.869014529805,12.0804754507256,60,-1.5224915479353,0.06,999,0,"mpd"
"432","Summits",214,276.011561570006,280.000699161545,6.78683041172057,273,-0.587776229777347,0.273,999,0,"mpd"
