"","desc","value"
"1","Root_state","0,1"
"2","mu","2.59984830335004"
"3","gamma_0","12.1326268847395"
"4","loglik.obs","-7.22884018778074"
"5","df","2"
"6","conv","0"
"7","n.obs","14"
"8","mntd.obs","47.7223321428571"
"9","mpd.obs","110.043002714286"
"10","runs","1000"
"11","mntd.mean.RD","56.6072504459286"
"12","mntd.sd.RD","5.44482300788442"
"13","mntd.obs.z.RD","1.63181030681907"
"14","mntd.obs.rank.RD","76.5"
"15","mntd.obs.q.RD","0.0764235764235764"
"16","mpd.mean.RD","121.67033445811"
"17","mpd.sd.RD","7.02876249726785"
"18","mpd.obs.z.RD","1.65425019672294"
"19","mpd.obs.rank.RD","39.5"
"20","mpd.obs.q.RD","0.0394605394605395"
"21","n.mean.DAMOCLES","13.936"
"22","mntd.mean.DAMOCLES","56.883212377467"
"23","mntd.sd.DAMOCLES","5.64906809312228"
"24","mntd.obs.z.DAMOCLES","1.62166220757069"
"25","mntd.obs.rank.DAMOCLES","51.5"
"26","mntd.obs.q.DAMOCLES","0.0514485514485514"
"27","mpd.mean.DAMOCLES","121.739871117866"
"28","mpd.sd.DAMOCLES","7.310583554631"
"29","mpd.obs.z.DAMOCLES","1.59999106995643"
"30","mpd.obs.rank.DAMOCLES","69.5"
"31","mpd.obs.q.DAMOCLES","0.0694305694305694"
"32","loglik.mean.DAMOCLES",NA
"33","loglik.sd.DAMOCLES",NA
"34","loglik.obs.z.DAMOCLES",NA
"35","loglik.obs.rank.DAMOCLES",NA
"36","loglik.obs.q.DAMOCLES",NA
