"","desc","value"
"1","Root_state","0,1"
"2","mu","3.65826581250461e-17"
"3","gamma_0","0.00368047380873667"
"4","loglik.obs","-7.71077367109281"
"5","df","2"
"6","conv","0"
"7","n.obs","3"
"8","mntd.obs","104.421407666667"
"9","mpd.obs","140.482278666667"
"10","runs","1000"
"11","mntd.mean.RD","96.7145617746667"
"12","mntd.sd.RD","39.3372026646571"
"13","mntd.obs.z.RD","-0.195917487008406"
"14","mntd.obs.rank.RD","670"
"15","mntd.obs.q.RD","0.669330669330669"
"16","mpd.mean.RD","125.541466854667"
"17","mpd.sd.RD","37.5045167821574"
"18","mpd.obs.z.RD","-0.398373665198322"
"19","mpd.obs.rank.RD","672.5"
"20","mpd.obs.q.RD","0.671828171828172"
"21","n.mean.DAMOCLES","3.04"
"22","mntd.mean.DAMOCLES",NA
"23","mntd.sd.DAMOCLES",NA
"24","mntd.obs.z.DAMOCLES",NA
"25","mntd.obs.rank.DAMOCLES","384"
"26","mntd.obs.q.DAMOCLES","0.383616383616384"
"27","mpd.mean.DAMOCLES",NA
"28","mpd.sd.DAMOCLES",NA
"29","mpd.obs.z.DAMOCLES",NA
"30","mpd.obs.rank.DAMOCLES","337"
"31","mpd.obs.q.DAMOCLES","0.336663336663337"
"32","loglik.mean.DAMOCLES",NA
"33","loglik.sd.DAMOCLES",NA
"34","loglik.obs.z.DAMOCLES",NA
"35","loglik.obs.rank.DAMOCLES",NA
"36","loglik.obs.q.DAMOCLES",NA
