"","desc","value"
"1","Root_state","0,1"
"2","mu","5.05714829731539"
"3","gamma_0","0.790888114503172"
"4","loglik.obs","-13.9588268273602"
"5","df","2"
"6","conv","0"
"7","n.obs","5"
"8","mntd.obs","35.4570098"
"9","mpd.obs","119.0120632"
"10","runs","1000"
"11","mntd.mean.RD","67.2861939612"
"12","mntd.sd.RD","22.7128058994093"
"13","mntd.obs.z.RD","1.40137613565516"
"14","mntd.obs.rank.RD","99.5"
"15","mntd.obs.q.RD","0.0994005994005994"
"16","mpd.mean.RD","125.8290208198"
"17","mpd.sd.RD","22.0460337656298"
"18","mpd.obs.z.RD","0.309214695589723"
"19","mpd.obs.rank.RD","283.5"
"20","mpd.obs.q.RD","0.283216783216783"
"21","n.mean.DAMOCLES","5.06"
"22","mntd.mean.DAMOCLES",NA
"23","mntd.sd.DAMOCLES",NA
"24","mntd.obs.z.DAMOCLES",NA
"25","mntd.obs.rank.DAMOCLES","110"
"26","mntd.obs.q.DAMOCLES","0.10989010989011"
"27","mpd.mean.DAMOCLES",NA
"28","mpd.sd.DAMOCLES",NA
"29","mpd.obs.z.DAMOCLES",NA
"30","mpd.obs.rank.DAMOCLES","291"
"31","mpd.obs.q.DAMOCLES","0.290709290709291"
"32","loglik.mean.DAMOCLES",NA
"33","loglik.sd.DAMOCLES",NA
"34","loglik.obs.z.DAMOCLES",NA
"35","loglik.obs.rank.DAMOCLES",NA
"36","loglik.obs.q.DAMOCLES",NA
