"","aiguille.du.plat.de.la.selle","barre.des.Ecrins","brèche.de.valsenestre","brèche.du.râteau","EcrinsNP","la.meije","le.râteau","le.sirac","les.rouies","l.olan","mont.pelvoux","occidentale.l.ailefroide","persistant","pic.du.clapier.du.peyron","pic.ouest..le.rateau.","pointe.brevoort","pointes.de.burlan","rocher.de.la.selle","signal.du.lauvitel","Summits","tête.de.la.muraillette","tour.choisy","underIce"
"aiguille.du.plat.de.la.selle",0,0.540837233287944,0.691180915069251,0.48704828064551,1.11093705858693,0.581119651678168,0.818128356370597,0.710016229418784,0.518087177906708,0.69949883027982,0.897660499907951,0.700666956552075,0.812282410489868,0.614731501144193,0.548337310463317,0.784470453587063,0.667989350461973,0.835581463815965,0.754551699546834,0.891215599473495,0.643543489043912,0.587195499633463,0.804657010334629
"barre.des.Ecrins",0.540837233287944,0,0.808846358733709,0.370240069295276,1.01610316070715,0.408030980146172,0.592183705997013,0.49886120213138,0.314044694086841,0.47870529379769,0.848447021272428,0.507009585768471,0.567982976892353,0.33221606095292,0.401213089734187,0.578367004414986,0.408194264945144,0.61145386325288,0.439368180279381,0.692480740256833,0.325498441980082,0.456389548320444,0.519789198260145
"brèche.de.valsenestre",0.691180915069251,0.808846358733709,0,0.84084668513292,1.04951689681603,0.925948962496013,0.909841049923347,0.894297138271658,0.852435751656376,0.937158178505259,0.844839478185109,0.760425107554058,0.914202047751947,0.80462882696313,0.769375648072134,0.860416173600124,0.833368303486955,0.894929643692777,0.837018988064049,0.945288799391514,0.879684474069218,0.953302544632874,0.905753516745302
"brèche.du.râteau",0.48704828064551,0.370240069295276,0.84084668513292,0,1.059523235753,0.276774118040516,0.893636242968302,0.743498496274047,0.342390845930401,0.763749088971938,0.973332975671305,0.491014200458628,0.780395010907495,0.378332183380654,0.418083791582599,0.692893056096888,0.414960551794496,0.791842215674386,0.715676119196756,0.838086090792911,0.544506315861153,0.501144788818653,0.701885119293928
"EcrinsNP",1.11093705858693,1.01610316070715,1.04951689681603,1.059523235753,0,1.16081019874056,1.03097772911397,1.13023315158212,0.885710352857009,0.934127200724883,1.00728870833283,1.19577861503873,1.36710887908271,1.06126967299486,1.0361295259495,1.02374698711573,0.924041712879452,1.38667020877969,1.19963748611384,1.34329814144577,1.13673022686778,1.05625687493152,1.16598871572557
"la.meije",0.581119651678168,0.408030980146172,0.925948962496013,0.276774118040516,1.16081019874056,0,0.879631256377156,0.742175284446872,0.289457950813176,0.758452911219137,0.969667625689275,0.589764761061053,0.794986001949844,0.307190821223427,0.414470826317169,0.418260174105751,0.42826646701415,0.829487732044625,0.715822922248249,0.895520323397919,0.568012218144309,0.324266962257418,0.773519494944727
"le.râteau",0.818128356370597,0.592183705997013,0.909841049923347,0.893636242968302,1.03097772911397,0.879631256377156,0,0.391363657805215,0.552787095350045,0.429811765218281,0.88097681153406,0.968967401440833,0.407111540233414,0.833155379677022,0.784183956358444,0.920567969743201,0.764741613334447,0.450463909882862,0.400207277679516,0.458647641308517,0.61376717388246,0.91104098878413,0.284464659569046
"le.sirac",0.710016229418784,0.49886120213138,0.894297138271658,0.743498496274047,1.13023315158212,0.742175284446872,0.391363657805215,0,0.461483470311229,0.366009655758986,0.944674424110198,0.814338450940885,0.301260288760618,0.692392339770067,0.732316163751267,0.87058943114831,0.611248641928221,0.411388754035298,0.255223151637377,0.504877711477668,0.499756197617415,0.827213039602555,0.478615328083418
"les.rouies",0.518087177906708,0.314044694086841,0.852435751656376,0.342390845930401,0.885710352857009,0.289457950813176,0.552787095350045,0.461483470311229,0,0.555514908636329,0.948405274439686,0.553349983761233,0.487800138073375,0.320113482851003,0.444389793905187,0.587588506067609,0.464113203425472,0.517903339199058,0.394952954234066,0.589124947367872,0.397257478820327,0.485319505796672,0.45338867100458
"l.olan",0.69949883027982,0.47870529379769,0.937158178505259,0.763749088971938,0.934127200724883,0.758452911219137,0.429811765218281,0.366009655758986,0.555514908636329,0,0.807613281634042,0.841355409721444,0.364733781004183,0.645988077250999,0.636739171933418,0.84407012928992,0.649593003434646,0.335941769051298,0.329848109807512,0.42276248603087,0.517771838914274,0.758346863553667,0.450415515265421
"mont.pelvoux",0.897660499907951,0.848447021272428,0.844839478185109,0.973332975671305,1.00728870833283,0.969667625689275,0.88097681153406,0.944674424110198,0.948405274439686,0.807613281634042,0,0.673110893123522,0.959700216354351,0.937068477782681,0.890515113295295,0.921579292161369,0.794202476045997,0.878673279213992,0.93890667155239,0.845182007971149,1.01021184569139,0.897293813532882,0.797084255944893
"occidentale.l.ailefroide",0.700666956552075,0.507009585768471,0.760425107554058,0.491014200458628,1.19577861503873,0.589764761061053,0.968967401440833,0.814338450940885,0.553349983761233,0.841355409721444,0.673110893123522,0,0.898323378957137,0.558896490575177,0.587914303228915,0.672872474096863,0.542416805119413,0.920971868367885,0.816809814712944,0.905495848151285,0.707909655599278,0.680635924773185,0.718170201502914
"persistant",0.812282410489868,0.567982976892353,0.914202047751947,0.780395010907495,1.36710887908271,0.794986001949844,0.407111540233414,0.301260288760618,0.487800138073375,0.364733781004183,0.959700216354351,0.898323378957137,0,0.681511415732395,0.71185180947759,0.877200903334174,0.652167247805093,0.24315738225682,0.250009763823661,0.262975435957108,0.47266481183793,0.838086949300247,0.405851541265564
"pic.du.clapier.du.peyron",0.614731501144193,0.33221606095292,0.80462882696313,0.378332183380654,1.06126967299486,0.307190821223427,0.833155379677022,0.692392339770067,0.320113482851003,0.645988077250999,0.937068477782681,0.558896490575177,0.681511415732395,0,0.556768311922037,0.49895310757884,0.373951298824025,0.675409842026889,0.590626655784539,0.793738902948664,0.36489506147461,0.403411967429237,0.698062224177019
"pic.ouest..le.rateau.",0.548337310463317,0.401213089734187,0.769375648072134,0.418083791582599,1.0361295259495,0.414470826317169,0.784183956358444,0.732316163751267,0.444389793905187,0.636739171933418,0.890515113295295,0.587914303228915,0.71185180947759,0.556768311922037,0,0.69508323886024,0.548555977480478,0.730614204247267,0.573777640747257,0.793565032600621,0.61907346899228,0.572658348192018,0.64415551947708
"pointe.brevoort",0.784470453587063,0.578367004414986,0.860416173600124,0.692893056096888,1.02374698711573,0.418260174105751,0.920567969743201,0.87058943114831,0.587588506067609,0.84407012928992,0.921579292161369,0.672872474096863,0.877200903334174,0.49895310757884,0.69508323886024,0,0.606456636064566,0.880279337429211,0.816898907242546,0.921541994496206,0.784126549028454,0.24315562138659,0.890935958190372
"pointes.de.burlan",0.667989350461973,0.408194264945144,0.833368303486955,0.414960551794496,0.924041712879452,0.42826646701415,0.764741613334447,0.611248641928221,0.464113203425472,0.649593003434646,0.794202476045997,0.542416805119413,0.652167247805093,0.373951298824025,0.548555977480478,0.606456636064566,0,0.661233295053802,0.621569436212494,0.735514217717623,0.408963035908915,0.545222807543072,0.595661701678017
"rocher.de.la.selle",0.835581463815965,0.61145386325288,0.894929643692777,0.791842215674386,1.38667020877969,0.829487732044625,0.450463909882862,0.411388754035298,0.517903339199058,0.335941769051298,0.878673279213992,0.920971868367885,0.24315738225682,0.675409842026889,0.730614204247267,0.880279337429211,0.661233295053802,0,0.341983590837305,0.22743885062062,0.548367364160569,0.840910407397275,0.424322949675398
"signal.du.lauvitel",0.754551699546834,0.439368180279381,0.837018988064049,0.715676119196756,1.19963748611384,0.715822922248249,0.400207277679516,0.255223151637377,0.394952954234066,0.329848109807512,0.93890667155239,0.816809814712944,0.250009763823661,0.590626655784539,0.573777640747257,0.816898907242546,0.621569436212494,0.341983590837305,0,0.466091475418094,0.384354071767975,0.77488392529396,0.415328223619332
"Summits",0.891215599473495,0.692480740256833,0.945288799391514,0.838086090792911,1.34329814144577,0.895520323397919,0.458647641308517,0.504877711477668,0.589124947367872,0.42276248603087,0.845182007971149,0.905495848151285,0.262975435957108,0.793738902948664,0.793565032600621,0.921541994496206,0.735514217717623,0.22743885062062,0.466091475418094,0,0.654481593844992,0.901607523420377,0.339959072090054
"tête.de.la.muraillette",0.643543489043912,0.325498441980082,0.879684474069218,0.544506315861153,1.13673022686778,0.568012218144309,0.61376717388246,0.499756197617415,0.397257478820327,0.517771838914274,1.01021184569139,0.707909655599278,0.47266481183793,0.36489506147461,0.61907346899228,0.784126549028454,0.408963035908915,0.548367364160569,0.384354071767975,0.654481593844992,0,0.712840021937568,0.49917456413393
"tour.choisy",0.587195499633463,0.456389548320444,0.953302544632874,0.501144788818653,1.05625687493152,0.324266962257418,0.91104098878413,0.827213039602555,0.485319505796672,0.758346863553667,0.897293813532882,0.680635924773185,0.838086949300247,0.403411967429237,0.572658348192018,0.24315562138659,0.545222807543072,0.840910407397275,0.77488392529396,0.901607523420377,0.712840021937568,0,0.847254276871281
"underIce",0.804657010334629,0.519789198260145,0.905753516745302,0.701885119293928,1.16598871572557,0.773519494944727,0.284464659569046,0.478615328083418,0.45338867100458,0.450415515265421,0.797084255944893,0.718170201502914,0.405851541265564,0.698062224177019,0.64415551947708,0.890935958190372,0.595661701678017,0.424322949675398,0.415328223619332,0.339959072090054,0.49917456413393,0.847254276871281,0
