"","aiguille.du.plat.de.la.selle","barre.des.Ecrins","brèche.de.valsenestre","brèche.du.râteau","EcrinsNP","la.meije","le.râteau","le.sirac","les.rouies","l.olan","mont.pelvoux","occidentale.l.ailefroide","persistant","pic.du.clapier.du.peyron","pic.ouest..le.rateau.","pointe.brevoort","pointes.de.burlan","rocher.de.la.selle","signal.du.lauvitel","Summits","tête.de.la.muraillette","tour.choisy","underIce"
"aiguille.du.plat.de.la.selle",0,0.528546963097109,0.554720920779724,0.475725745263482,0.917647032541271,0.48014626523971,0.70191851142225,0.616248701666191,0.478451546257126,0.599159552717891,0.711977893858308,0.581508455132359,0.697189251225527,0.537544002438864,0.51530403109276,0.576615149635884,0.543878186832916,0.715794527194346,0.64116440921171,0.772463742937114,0.558787864869251,0.478000880490658,0.698328260952205
"barre.des.Ecrins",0.528546963097109,0,0.673356566542185,0.412915020214968,0.884748389986497,0.431427106013988,0.579787430175251,0.483964344214018,0.342331751542171,0.469861974850354,0.70816396938873,0.520878812965395,0.576980772514213,0.385521110495273,0.374532832038281,0.529209492177822,0.418595003889042,0.592735538180339,0.465552104557272,0.68131154518707,0.323923207994956,0.465553456712292,0.539670358060162
"brèche.de.valsenestre",0.554720920779724,0.673356566542185,0,0.646984440351081,0.942997786764958,0.655038669034112,0.783657300291274,0.744455548390498,0.663941244784823,0.741653628846045,0.690675027061985,0.636181431738864,0.786871754946293,0.62198092082729,0.639430576197681,0.581516731131391,0.622334567045128,0.794122292116814,0.732136667306867,0.839852438032113,0.71625318111475,0.624005799502272,0.792918247144917
"brèche.du.râteau",0.475725745263482,0.412915020214968,0.646984440351081,0,0.913717562179253,0.278326763489766,0.721952256630694,0.659963529741535,0.399096959824433,0.66007776570878,0.716181480301434,0.475864462057124,0.70912509322122,0.351192458783593,0.45780698628887,0.49910421562332,0.39267205348363,0.715371315047179,0.628285198981232,0.761186710983722,0.525048015619464,0.397072630317683,0.63810292755578
"EcrinsNP",0.917647032541271,0.884748389986497,0.942997786764958,0.913717562179253,0,0.909680131678722,0.799658977557846,0.815213362061636,0.875506937437655,0.802983924759027,0.895017933468661,0.892807983724661,0.730155890535085,0.896295292228444,0.906119745152056,0.944922858799825,0.905858031181295,0.720277585324614,0.801639079521821,0.640542593820008,0.853717802855708,0.933863583595461,0.762062907875777
"la.meije",0.48014626523971,0.431427106013988,0.655038669034112,0.278326763489766,0.909680131678722,0,0.691996588431966,0.621844128012825,0.354563523272385,0.636235644959834,0.698143409956272,0.48718686479593,0.678759270619095,0.315341829305067,0.437699597931694,0.414802365852391,0.395169471314807,0.691396104420598,0.596092219726151,0.750588608293523,0.479592386514983,0.339502155545493,0.638108864579575
"le.râteau",0.70191851142225,0.579787430175251,0.783657300291274,0.721952256630694,0.799658977557846,0.691996588431966,0,0.404583943812347,0.55404478378496,0.420920553282464,0.744499343455489,0.731919421673511,0.394764295076572,0.680545033108581,0.656828192924708,0.781165122278465,0.681365700504258,0.390599591571702,0.382788630654401,0.446370633696784,0.550643125937033,0.751072245505533,0.331897253770386
"le.sirac",0.616248701666191,0.483964344214018,0.744455548390498,0.659963529741535,0.815213362061636,0.621844128012825,0.404583943812347,0,0.482060630323697,0.372306790756336,0.765136983098945,0.656478590067215,0.328648546442332,0.616011661006259,0.612176131096565,0.739636278863523,0.591552269863982,0.390460447949404,0.272509940344944,0.48824314730428,0.467751819797161,0.71065411610248,0.488526103132786
"les.rouies",0.478451546257126,0.342331751542171,0.663941244784823,0.399096959824433,0.875506937437655,0.354563523272385,0.55404478378496,0.482060630323697,0,0.519247703610897,0.741041305846979,0.525678699332641,0.543410012356423,0.394273750196502,0.397377328834365,0.566646921343166,0.48470610311291,0.571701309166613,0.430263786651983,0.656911859234612,0.384144192388711,0.493274329149665,0.493433868222075
"l.olan",0.599159552717891,0.469861974850354,0.741653628846045,0.66007776570878,0.802983924759027,0.636235644959834,0.420920553282464,0.372306790756336,0.519247703610897,0,0.680364717762228,0.655564857214328,0.37404887273474,0.571148966980055,0.561019454994395,0.722087712776736,0.613102710267091,0.341233132840011,0.333129520225808,0.454250935413475,0.457428018182125,0.666250700395354,0.470882755719484
