"","desc","value"
"1","Root_state","0,1"
"2","mu","0.0289971364035693"
"3","gamma_0","0.0152528912434653"
"4","loglik.obs","-8.04144964463674"
"5","df","2"
"6","conv","0"
"7","n.obs","4"
"8","mntd.obs","97.8916215"
"9","mpd.obs","151.911790833333"
"10","runs","1000"
"11","mntd.mean.RD","85.2246172345"
"12","mntd.sd.RD","25.9095056027841"
"13","mntd.obs.z.RD","-0.488894093916592"
"14","mntd.obs.rank.RD","614"
"15","mntd.obs.q.RD","0.613386613386613"
"16","mpd.mean.RD","121.8792908725"
"17","mpd.sd.RD","30.0863674986856"
"18","mpd.obs.z.RD","-0.998209569903891"
"19","mpd.obs.rank.RD","864"
"20","mpd.obs.q.RD","0.863136863136863"
"21","n.mean.DAMOCLES","4.004"
"22","mntd.mean.DAMOCLES",NA
"23","mntd.sd.DAMOCLES",NA
"24","mntd.obs.z.DAMOCLES",NA
"25","mntd.obs.rank.DAMOCLES","460.5"
"26","mntd.obs.q.DAMOCLES","0.46003996003996"
"27","mpd.mean.DAMOCLES",NA
"28","mpd.sd.DAMOCLES",NA
"29","mpd.obs.z.DAMOCLES",NA
"30","mpd.obs.rank.DAMOCLES","688.5"
"31","mpd.obs.q.DAMOCLES","0.687812187812188"
"32","loglik.mean.DAMOCLES",NA
"33","loglik.sd.DAMOCLES",NA
"34","loglik.obs.z.DAMOCLES",NA
"35","loglik.obs.rank.DAMOCLES",NA
"36","loglik.obs.q.DAMOCLES",NA
