"","L_AREA","L_DRYM","PL_H_flora_MAX","PLOIDY..VALUE.","SEEDM","SLA","PLOIDY","TAPROOT","VEG_DISP","WOODY","LIFESPAN","GROWTHF"
"Abies_alba",0.42,0.005395,4000,NA,72.1566666666667,5.87,"diploid",NA,"no vegetative dispersal parts","Frutescent","pluriennial",NA
"Acer_campestre",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Acer_monspessulanum",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Acer_opalus",NA,NA,1000,NA,100,17.68,"diploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Acer_platanoides",71.4165833325,NA,2000,NA,129.0017,20.1929787825,"diploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Acer_pseudoplatanus",83.650366666,NA,2500,4,91.980756248125,18.6149178025,"tetraploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Achillea_distans",NA,NA,70,6,0.2265,NA,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Achillea_millefolium",4.565,0.0217633333333333,60,6,0.174206060606061,18.68,"hexaploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Achillea_nobilis",NA,NA,60,2,0.0645,NA,"diploid","no","root shoots","Herbaceous","pluriennial",NA
"Achillea_roseo",NA,NA,60,NA,NA,NA,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Achnatherum_calamagrostis",NA,NA,90,NA,0.29,NA,"tetraploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Acinos_alpinus",NA,NA,20,NA,1.6,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Acinos_arvensis",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Aconitum_anthora",NA,NA,70,NA,NA,NA,NA,"no","no vegetative dispersal parts","Herbaceous",NA,NA
"Aconitum_laeve",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Aconitum_variegatum",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Actaea_spicata",242.755,0.546005,50,NA,56.8200888888889,38.415,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Adenostyles_alliariae",NA,NA,150,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Adenostyles_alpina",NA,NA,50,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Adenostyles_leucophylla",NA,NA,50,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Adonis_aestivalis",1.94,0.0046,60,NA,7.8764,42.07,"tetraploid",NA,"basal lateral shoots","Herbaceous","annual",NA
"Adoxa_moschatellina",19.0366666666667,0.0498463570633333,12,4,38.5576,NA,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Aegopodium_podagraria",135.003333333333,0.7535581651,70,NA,1.7615,26.89,"tetraploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Aethionema_saxatile",NA,NA,25,NA,0.525,NA,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Aethusa_cynapium",32.165,0.118208577966,50,NA,1.646825,35.09,"diploid","yes","no vegetative dispersal parts","Herbaceous","annual",NA
"Agrestis_alpina",NA,NA,25,NA,0.1,NA,NA,"no","basal lateral shoots","Herbaceous",NA,NA
"Agrestis_rupestris",0.6,NA,15,NA,0.0997333333333333,8.1,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial","graminoids"
"Agrimonia_eupatoria",84.61,0.4945374473,90,NA,15.2899666666667,20.385,"tetraploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Agrostis_agrostiflora",NA,NA,70,NA,0.07,NA,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Agrostis_capillaris",3.08,0.01018646215775,70,5,0.0932666666666667,44.428,NA,"no","tussocks, tufts","Herbaceous","pluriennial",NA
"Agrostis_stolonifera",2.9825,0.0094082575675,50,NA,0.0545428571428571,22.76,"pentaploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Ajuga_chamaepitys",0.69,0.003065,10,NA,1.215,22.48,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Ajuga_genevensis",4.08,0.01799,30,NA,1.754,25.825,"tetraploid","no","root shoots","Herbaceous","pluriennial",NA
"Ajuga_pyramidalis",8.6,0.045475,15,NA,1.46988571428571,20.09,"tetraploid","no","root shoots","Herbaceous","pluriennial",NA
"Ajuga_reptans",5.56,0.01736967841,40,NA,1.41897333333333,37.31,"tetraploid","no","root shoots","Herbaceous","pluriennial",NA
"Alchemilla_alpina",NA,NA,NA,NA,NA,NA,NA,NA,"above-ground shoots","Herbaceous","pluriennial",NA
"Alchemilla_baltica",NA,NA,NA,NA,NA,NA,NA,NA,"above-ground shoots","Herbaceous",NA,NA
"Alchemilla_conjuncta",NA,NA,30,NA,0.7115,NA,NA,NA,"above-ground shoots","Herbaceous","pluriennial",NA
"Alchemilla_connivens",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,"pluriennial",NA
"Alchemilla_fissa",NA,NA,NA,NA,0.95,NA,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Alchemilla_flabellata",NA,NA,20,NA,0.644333333333333,NA,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Alchemilla_glabra",25.0547222222222,0.137629866216667,NA,NA,0.474058333333333,28.83222048,"duodecaploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Alchemilla_glaucescens",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Alchemilla_gracilis",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Alchemilla_incisa",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,"pluriennial",NA
"Alchemilla_monticola",28.54,0.13578,NA,NA,0.5002,17.34,NA,"no","basal lateral shoots","Herbaceous","pluriennial",NA
"Alchemilla_NA",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Alchemilla_pentaphyllea",2.181337358,0.0107375,3,NA,0.31125,23.31560511,NA,NA,"creeping shoots or espaliers","Herbaceous",NA,"forbs"
"Alchemilla_plicata",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Alchemilla_saxatilis",NA,NA,30,NA,NA,NA,NA,NA,"above-ground shoots","Herbaceous",NA,NA
"Alchemilla_subcrenata",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Alchemilla_transiens",NA,NA,NA,NA,NA,NA,NA,NA,"above-ground shoots","Herbaceous",NA,NA
"Alchemilla_xanthochlora",73.205,0.316001779533333,NA,NA,0.41432,22.2,"13-ploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Alisma_plantago-aquatica",122.16,0.516259252275,60,2,0.441272727272727,29.39,"diploid","no","parts breaking off","Herbaceous","pluriennial",NA
"Alliaria_petiolata",75.14,0.213937010866667,80,4,2.57572727272727,61.365,NA,NA,"root shoots","Herbaceous","annual",NA
"Allium_lineare",NA,NA,30,4,NA,12.02,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Allium_oleraceum",12.24,0.1456422472,50,5,11.3696666675,NA,"pentaploid","no","bulbils","Herbaceous","pluriennial",NA
"Allium_schoenoprasum",5.61,0.093455,40,3,0.908509090909091,8.75333333333333,"diploid","no","bulbs","Herbaceous","pluriennial",NA
"Allium_scorodoprasum",NA,NA,80,NA,NA,NA,"diploid","no","bulbils","Herbaceous","pluriennial",NA
"Allium_senescens",NA,NA,30,NA,2.8,NA,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Allium_tauricum",NA,NA,NA,3,NA,NA,NA,NA,"bulbs",NA,NA,NA
"Allium_ursinum",NA,NA,NA,2,NA,NA,NA,NA,"bulbs",NA,NA,NA
"Allium_victorialis",NA,NA,50,3,4.833047619,NA,"diploid","no","bulbs","Herbaceous","pluriennial",NA
"Alnus_glutinosa",34.629933334,NA,1500,2,2.37568333333333,15.3025342725,"diploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Alnus_incana",27.165,0.09147,800,NA,1.4261,20.295,"diploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Alopecurus_magellanicus",1.90935654,NA,30,NA,0.207777778,17.10972504,NA,NA,"basal lateral shoots","Herbaceous",NA,"graminoids"
"Alopecurus_myosuroides",5.47,0.02148647482,60,NA,2.162647619,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Alsinanthus_biflorus",NA,NA,3,NA,0.13,NA,"diploid",NA,"creeping shoots or espaliers","Herbaceous","pluriennial",NA
"Alyssoides_utriculata",NA,NA,45,NA,NA,NA,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Alyssum_alpestre",NA,NA,8,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Suffrutescent",NA,NA
"Alyssum_alyssoides",0.255,0.001125,15,NA,0.614083333333333,21.385,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Amelanchier_ovalis",4.435,0.03593,300,NA,133.833333333333,11.335,"tetraploid",NA,"root shoots","Frutescent","pluriennial",NA
"Amygdalus_communis",NA,NA,1000,NA,NA,NA,NA,NA,"root shoots","Frutescent",NA,NA
"Anagallis_arvensis",1.04,0.0027625,8,4,0.495322222222222,NA,"tetraploid","yes","no vegetative dispersal parts","Herbaceous","annual",NA
"Androrchis_pallens",NA,NA,45,NA,NA,NA,"diploid","no","bulbs","Herbaceous","pluriennial",NA
"Androsace_carnea",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Androsace_helvetica",NA,NA,9,NA,NA,NA,"tetraploid","yes","cushions","Suffrutescent","pluriennial",NA
"Androsace_maxima",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Androsace_obtusifolia",NA,NA,10,NA,0.631903333333333,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Androsace_vandellii",NA,NA,9,NA,0.42,NA,NA,NA,"cushions","Suffrutescent",NA,NA
"Androsace_vitaliana",0.06,NA,4,NA,4.362,12.5,NA,NA,"basal lateral shoots","Suffrutescent",NA,"forbs"
"Anemone_narcissiflora",NA,NA,50,NA,7.4167854405,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Anemonoides_baldensis",3.58125,0.0143375,15,NA,NA,24.9588769741667,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Anemonoides_ranunculoides",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Angelica_sylvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antennaria_carpatica",0.84395744,0.001247761194,30,NA,0.126,10.1,"octoploid",NA,"basal lateral shoots","Herbaceous","pluriennial","forbs"
"Antennaria_dioica",0.3752941175,0.0024,20,NA,0.0697142857142857,14.3,"tetraploid","no","above-ground runners","Herbaceous","pluriennial","forbs"
"Anthericum_liliago",33.34,0.180665,40,NA,5.64666666666667,18.05,"tetraploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Anthoxanthum_odoratum",1.755,NA,37.5,NA,0.544576086956521,24.614,"tetraploid","no","tussocks, tufts","Herbaceous","pluriennial",NA
"Anthriscus_sylvestris",NA,NA,100,NA,NA,NA,"diploid","no","bulbs","Herbaceous","pluriennial",NA
"Anthyllis_montana",NA,NA,15,NA,NA,NA,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Anthyllis_vulneraria",10.07,0.06329470563,35,2,3.1123,18.33,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Antirrhinum_majus",NA,NA,80,NA,NA,NA,NA,NA,"root shoots","Herbaceous",NA,NA
"Aquilegia_vulgaris",NA,NA,65,NA,1.50621428571429,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Arabidopsis_thaliana",2.81,0.009642721352,30,3,0.020605,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Arabis_allionii",NA,NA,25,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Arabis_alpina",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Arabis_auriculata",NA,NA,30,NA,NA,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Arabis_caerulea",NA,NA,7,NA,0.24,21.01,"diploid",NA,"root shoots","Herbaceous","pluriennial",NA
"Arabis_ciliata",NA,NA,25,NA,0.2885,NA,"diploid",NA,"basal lateral shoots","Herbaceous","biennial",NA
"Arabis_collina",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Arabis_hirsuta",3.74,0.01575671642,60,4,0.091025,20,"diploid","yes","basal lateral shoots","Herbaceous","biennial",NA
"Arabis_nova",NA,NA,50,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Arabis_sagittata",2.785,0.0158725,70,NA,0.0966666666666667,19.125,"diploid",NA,"basal lateral shoots","Herbaceous","biennial",NA
"Arabis_soyeri",NA,NA,20,NA,NA,NA,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Arctium_minus",1170,4.104936905,120,NA,10.92837,NA,"tetraploid","yes","no vegetative dispersal parts","Herbaceous","biennial",NA
"Arctium_nemorosum",NA,NA,150,NA,15.733,NA,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","biennial",NA
"Arctostaphylos_uva-ursi",NA,NA,NA,NA,NA,NA,NA,NA,"creeping shoots or espaliers",NA,NA,NA
"Arenaria_gothica",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Arenaria_leptoclados",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Arenaria_serpyllifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aretia_pubescens",NA,NA,9,NA,NA,NA,NA,NA,"cushions","Suffrutescent",NA,NA
"Armeria_alpina",1.19777083333333,0.00749875,20,NA,2.557,16.3234388633333,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Armeria_arenaria",2.417775,0.0159472220833333,50,NA,0.57,15.257586105,"diploid",NA,"basal lateral shoots","Suffrutescent","pluriennial",NA
"Arnica_montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrhenatherum_elatius",6.8445,0.02292,120,NA,NA,31.606280722,"tetraploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Arrhenatherum_parlatorei",NA,NA,90,NA,NA,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Artemisia_absinthium",24.755,0.09943251888,80,2,0.110887272727273,41.49,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Artemisia_alba",NA,NA,50,NA,0.1855,NA,NA,NA,"basal lateral shoots","Frutescent",NA,NA
"Artemisia_atrata",NA,NA,40,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Artemisia_genipi",NA,NA,15,NA,0.215,23.81,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Artemisia_umbelliformis",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Artemisia_vulgaris",39.1433333333333,0.2552913636,120,3,0.154927272727273,29.41,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Arum_maculatum",104.966666666667,0.3179066447,35,8,94.3881381818182,NA,"hexaploid","no","bulbs","Herbaceous","pluriennial",NA
"Aruncus_dioicus",950.31,-117232.43348,150,NA,0.08925,42.995,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Asarum_europaeum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asparagus_tenuifolius",NA,NA,60,NA,NA,NA,NA,"no","basal lateral shoots","Herbaceous",NA,NA
"Asperugo_procumbens",5.24,0.00707,50,NA,10.2905,70.3,"tetraploid",NA,"creeping shoots or espaliers","Herbaceous","annual",NA
"Asperula_cynanchica",0.2,0.00066,35,NA,0.848,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Asphodelus_albus",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Asphodelus_macrocarpus",NA,NA,120,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Asplenium_adiantum-nigrum",NA,NA,30,NA,NA,NA,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Asplenium_adnatum",NA,NA,30,NA,NA,NA,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Asplenium_ceterach",4.96,0.0263,11,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Asplenium_exiguum",NA,NA,15,NA,NA,NA,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Asplenium_ruta-muraria",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Asplenium_septentrionale",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Asplenium_trichomanes",NA,NA,15,NA,NA,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Asplenium_viride",NA,NA,16,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Aster_alpinus",1.830065359,NA,17.5,NA,1.0773333334,14.6,"diploid","no","basal lateral shoots","Herbaceous","pluriennial","forbs"
"Astragalus_alpinus",2.535,0.0041,12,NA,1.98333333333333,24.51,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Astragalus_australis",NA,NA,18,NA,3.11,NA,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Astragalus_austriacus",NA,NA,10,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Astragalus_cicer",23.36,0.090195,50,NA,3.50572727272727,25.99,"octoploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Astragalus_danicus",2.44,0.01126153846,27.5,NA,1.355,NA,"diploid","yes","below-ground runners","Herbaceous","pluriennial",NA
"Astragalus_depressus",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Astragalus_glycyphyllos",27.205,0.115581532135,50,NA,4.90346363636364,28.08,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Astragalus_monspessulanus",NA,NA,12,NA,NA,NA,NA,"yes","below-ground runners","Herbaceous",NA,NA
"Astragalus_onobrychis",3.92923333333333,0.0171891666666667,40,NA,NA,22.8904568808333,"novemploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Astragalus_penduliflorus",NA,NA,50,NA,5.433,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Astragalus_sempervirens",NA,NA,25,NA,NA,NA,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Astragalus_stella",NA,NA,15,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Astragalus_vesicarius",NA,NA,25,NA,NA,NA,NA,"yes","basal lateral shoots","Suffrutescent",NA,NA
"Astrantia_major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Athamanta_cretensis",NA,NA,25,NA,2.119,NA,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Athyrium_alpestre",79.545,0.40378,80,NA,NA,29.015,"diploid","no","no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Athyrium_filix-femina",677.3,5.603077432,100,NA,NA,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Atocion_rupestre",1.06,0.00391,15,NA,0.077,30.36,"diploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Atragene_alpina",NA,NA,150,NA,3.2125,NA,"diploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Atropa_belladonna",NA,NA,150,6,0.811666666666667,NA,"hexaploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Barbarea_intermedia",26.28,0.086796875,50,NA,NA,24.35,"diploid",NA,"no vegetative dispersal parts","Herbaceous","biennial",NA
"Barbarea_vulgaris",47.505,0.150325324805,70,NA,0.589733333333333,NA,"diploid","yes","below-ground runners","Herbaceous","biennial",NA
"Bartsia_alpina",1.825620915,0.01019,80,NA,0.314729166625,16.355,"octoploid","no","below-ground runners","Herbaceous","pluriennial","forbs"
"Bellardiochloa_variegata",NA,NA,45,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Bellidiastrum_michelii",7.48325384615385,0.0291023076923077,30,NA,0.21,26.10498765,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Berardia_subacaulis",NA,NA,8,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Berberis_vulgaris",3.74716666675,NA,200,2,31.4731428571429,13.8942970766667,"diploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Betonica_officinalis",23.6275,0.11503666235,55,2,5.91686363636364,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Betula_alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Betula_pendula",12.3560207406667,0.0596272727272727,2500,NA,0.248709090909091,19.88279347375,"diploid","no","root shoots","Frutescent","pluriennial",NA
"Betula_pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscutella_laevigata",NA,NA,50,NA,3.85912,NA,"diploid","yes","root shoots","Suffrutescent","pluriennial",NA
"Bistorta_officinalis",25.1142692307692,0.100408961838462,70,NA,5.1445,20.4352380015385,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Bistorta_vivipara",2.72844327410526,0.0129494736842105,35,NA,1.98394444441667,16.866895724,NA,"no","bulbils","Herbaceous",NA,"forbs"
"Bitteria_digitata",5.435,0.015652912825,25,NA,1.32666666666667,NA,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Blackstonia_perfoliata",NA,NA,50,NA,0.009,NA,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Blechnum_spicant",93.5,0.8608613805,50,NA,NA,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Blysmus_compressus",2.29,0.01571,20,NA,0.590333333333333,13.99,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Bombycilaena_erecta",NA,NA,12,NA,0.1,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Bothriochloa_ischaemum",NA,NA,NA,NA,NA,NA,NA,NA,"tussocks, tufts",NA,NA,NA
"Botrychium_lunaria",4.21,0.01989920273,22.5,NA,NA,NA,"diploid","no","no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Brachypodium_pinnatum",NA,NA,100,4,3,NA,NA,NA,"basal lateral shoots",NA,"pluriennial",NA
"Brachypodium_rupestre",NA,NA,90,NA,2.57,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Brachypodium_sylvaticum",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Brassica_repanda",NA,NA,15,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Briza_media",5.18,0.0269652498225,60,3,0.404239215705882,27.02,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Bromus_benekenii",2.48,0.01155,120,NA,5.7209,22.08,"tetraploid",NA,"tussocks, tufts","Herbaceous","pluriennial",NA
"Bromus_erectus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bromus_inermis",27.96,0.1155,100,NA,3.06842857142857,18.5,"octoploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Bromus_squarrosus",13.91,0.047715,40,2,2.257,29.06,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Bromus_sterilis",4.67333333333333,0.0152497606843333,70,2,6.58718181818182,35.7,"diploid","no","no vegetative dispersal parts","Herbaceous","annual",NA
"Bromus_tectorum",7.34,0.01981,40,2,3.18573814814815,34.77,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Bryonia_dioica",NA,NA,400,2,11.385,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Buddleja_davidii",31.6656666675,0.077285,400,NA,0.07835,16.818695795,"tetraploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Bunias_orientalis",85.975,0.42122,100,2,25.7425714285714,23.6633333333333,"diploid","yes","no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Bunium_bulbocastanum",7.44,0.03788,45,NA,1.45533333333333,17.71,"diploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Buphthalmum_salicifolium",10.01,0.03624,70,NA,0.588,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Bupleurum_falcatum",NA,NA,67.5,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Bupleurum_petraeum",NA,NA,40,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Bupleurum_ranunculoides",NA,NA,17,NA,NA,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Bupleurum_rotundifolium",29.3566666666667,0.107995,50,NA,2.9743,28.2366666666667,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Bupleurum_stellatum",NA,NA,35,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Buxus_sempervirens",1.385532,NA,600,NA,13.8234538461538,9.0016,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Cacalia_alpina",NA,NA,50,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Cacalia_leucophylla",NA,NA,50,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Calamagrostis_epigejos",35.5966666666667,0.258194429533333,130,NA,0.0739333334,6.1,"tetraploid","no","tussocks, tufts","Herbaceous","pluriennial",NA
"Calamagrostis_pseudophragmites",NA,NA,130,NA,NA,NA,"tetraploid",NA,"tussocks, tufts","Herbaceous","pluriennial",NA
"Calamagrostis_schraderiana",NA,NA,70,NA,0.07,NA,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Calamagrostis_varia",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Calamagrostis_villosa",11.22,0.044505,80,NA,0.10625,24.91,NA,NA,"tussocks, tufts","Herbaceous",NA,NA
"Calamintha_grandiflora",NA,NA,40,NA,NA,NA,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Calamintha_nepeta",NA,NA,60,NA,0.2225,NA,"octoploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Calathiana_brachyphylla",0.252961428583333,0.00206432533333333,5,NA,NA,12.3818324941667,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Calathiana_orbicularis",NA,NA,5,NA,NA,NA,"tetraploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Calathiana_verna",0.344459695,NA,12,NA,0.0798,9.6,"tetraploid","no","below-ground runners","Herbaceous","pluriennial","forbs"
"Callianthemum_coriandrifolium",NA,NA,10,NA,10.8,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
