"","ntaxa","obs","rand.mean","rand.sd","obs.rank","obs.z","obs.p","runs","summits","metric","clade","sig","pool","model"
"74","7","29.8924897142857","57.2659399324286","16.9128437458898","41",-1.61850074590769,"0.040959040959041","1000","Barre des Ecrins","MNTD","Asterales",1,"LGM","RD"
"75","4","89.342366","76.848727952","26.1063042226459","638.5",0.47856785630968,"0.637862137862138","1000","La Meije","MNTD","Asterales",0,"LGM","RD"
"76","11","44.3349607272727","43.7016330620909","10.8924211193014","511",0.0581438835540028,"0.510489510489511","1000","Sirac","MNTD","Asterales",0,"LGM","RD"
"77","10","62.9076315","46.3445999102","12.2460926925417","909",1.35251561503266,"0.908091908091908","1000","Rouies","MNTD","Asterales",0,"LGM","RD"
"78","10","36.792821","46.4746888896","12.164379278239","243",-0.795919600017736,"0.242757242757243","1000","Olan","MNTD","Asterales",0,"LGM","RD"
"79","2","105.099755","104.18186813","43.135754341608","749",0.0212790267380262,"0.748251748251748","1000","Pelvoux","MNTD","Asterales",0,"LGM","RD"
"80","5","18.6103116","69.2748637586","21.5071774693074","6",-2.35570437966129,"0.00599400599400599","1000","Occidentale Ailefroide","MNTD","Asterales",1,"LGM","RD"
"81","2","102.297246","106.048637375","44.2377838261311","438",-0.0848006172674513,"0.437562437562438","1000","Brevoort","MNTD","Asterales",0,"LGM","RD"
"82","5","52.5699146","69.773166666","22.2054501721987","234",-0.774731065238141,"0.233766233766234","1000","Burlan","MNTD","Asterales",0,"LGM","RD"
"83","21","39.0266836190476","26.4955238362381","4.09011298597813","999",3.06376861122646,"0.998001998001998","1000","Rocher de la Selle","MNTD","Asterales",1,"LGM","RD"
"84","3","95.550005","86.701165833","28.7025379650162","520.5",0.308294659440407,"0.51998001998002","1000","Choisy","MNTD","Asterales",0,"LGM","RD"
"85","11","47.3667225454545","43.5302263887273","11.2592447961419","602",0.340741872673547,"0.601398601398601","1000","Muraillette","MNTD","Asterales",0,"LGM","RD"
"86","14","23.0587087142857","36.4358988931429","8.12598418337621","45",-1.64622399908477,"0.044955044955045","1000","Rateau","MNTD","Asterales",1,"LGM","RD"
"87","11","54.8788695454545","43.5566657342727","11.1016684627767","838",1.01986506344921,"0.837162837162837","1000","Lauvitel","MNTD","Asterales",0,"LGM","RD"
"88","11","34.7791430909091","43.3140606414545","10.5585785926958","201",-0.808339633561065,"0.200799200799201","1000","Plat de la Selle","MNTD","Poales",0,"LGM","RD"
"89","10","41.7459591","45.8245790574","11.9530705827152","367",-0.341219432209988,"0.366633366633367","1000","Barre des Ecrins","MNTD","Poales",0,"LGM","RD"
"90","6","70.147173","62.955320082","18.7122724157154","630",0.384338831662154,"0.629370629370629","1000","La Meije","MNTD","Poales",0,"LGM","RD"
"91","14","24.4135252142857","37.8445600011429","7.97621370158234","46",-1.68388602529452,"0.045954045954046","1000","Sirac","MNTD","Poales",1,"LGM","RD"
"92","5","60.3900246","69.8201919116","22.2101798738694","335",-0.424587615460725,"0.334665334665335","1000","Rouies","MNTD","Poales",0,"LGM","RD"
"93","9","53.019507","50.4039281344444","13.6865724718777","589",0.191105470045906,"0.588411588411588","1000","Olan","MNTD","Poales",0,"LGM","RD"
"94","3","104.421407666667","98.3088196846667","37.2201729296802","617",0.164227823270689,"0.616383616383616","1000","Pelvoux","MNTD","Poales",0,"LGM","RD"
"95","6","71.5866155","63.3165212753333","19.1745006702299","639",0.431306888606843,"0.638361638361638","1000","Occidentale Ailefroide","MNTD","Poales",0,"LGM","RD"
"96","1",NA,NA,NA,"1",NA,"0.000999000999000999","1000","Brevoort","MNTD","Poales",0,"LGM","RD"
"97","6","42.0776765","63.4145300233333","19.0305315830845","151",-1.12119062098606,"0.150849150849151","1000","Burlan","MNTD","Poales",0,"LGM","RD"
"98","23","39.0727479565217","30.4815904638261","3.30696809123741","997.5",2.59789549087575,"0.996503496503496","1000","Rocher de la Selle","MNTD","Poales",1,"LGM","RD"
"99","2","152.811214","125.111040395","59.0072773526416","498",0.469436565246981,"0.497502497502497","1000","Choisy","MNTD","Poales",0,"LGM","RD"
"100","11","62.0758084545455","43.300532558","11.4188792664975","951",1.64423105441104,"0.95004995004995","1000","Muraillette","MNTD","Poales",1,"LGM","RD"
"101","18","43.3067933888889","33.2168581195556","5.8280803822571","961",1.73126220085278,"0.96003996003996","1000","Rateau","MNTD","Poales",1,"LGM","RD"
"102","18","44.4335796111111","33.5693974168889","5.78903976298885","971",1.8766812181323,"0.97002997002997","1000","Lauvitel","MNTD","Poales",1,"LGM","RD"
"103","5","31.794979","48.1557821824","14.5832178583391","142",-1.1218925302583,"0.141858141858142","1000","Barre des Ecrins","MNTD","Lamiales",0,"LGM","RD"
"104","3","55.94445","61.9439826036667","18.3877540170471","345",-0.326278706910292,"0.344655344655345","1000","La Meije","MNTD","Lamiales",0,"LGM","RD"
"105","6","54.1850438333333","42.976358647","13.6125378271251","801.5",0.823408928495191,"0.800699300699301","1000","Sirac","MNTD","Lamiales",0,"LGM","RD"
"106","5","19.785531","49.0081043972","15.3421174529199","45",-1.90472882813438,"0.044955044955045","1000","Rouies","MNTD","Lamiales",1,"LGM","RD"
"107","6","5.34143433333333","43.7804417398333","13.372064870364","1",-2.87457530150716,"0.000999000999000999","1000","Olan","MNTD","Lamiales",1,"LGM","RD"
"108","1",NA,NA,NA,"1",NA,"0.000999000999000999","1000","Pelvoux","MNTD","Lamiales",0,"LGM","RD"
"109","4","37.658948","54.95261692725","16.8353746503541","136.5",-1.02722210146278,"0.136363636363636","1000","Occidentale Ailefroide","MNTD","Lamiales",0,"LGM","RD"
"110","1",NA,NA,NA,"1",NA,"0.000999000999000999","1000","Brevoort","MNTD","Lamiales",0,"LGM","RD"
"111","4","40.9279285","53.191805648","17.4368916620033","276",-0.703329319566986,"0.275724275724276","1000","Burlan","MNTD","Lamiales",0,"LGM","RD"
"112","9","46.0476164444444","33.7880846948889","8.94410919349011","913.5",1.37068225402241,"0.912587412587413","1000","Rocher de la Selle","MNTD","Lamiales",0,"LGM","RD"
"113","2","81.03732","69.44662381","21.3834592816044","841.5",0.542040276896224,"0.840659340659341","1000","Choisy","MNTD","Lamiales",0,"LGM","RD"
"114","5","47.6525492","49.3859542676","15.091051431357","491",-0.114863107814889,"0.49050949050949","1000","Muraillette","MNTD","Lamiales",0,"LGM","RD"
"115","7","35.1522867142857","40.0021874152857","11.6702865775803","362.5",-0.415576829991227,"0.362137862137862","1000","Rateau","MNTD","Lamiales",0,"LGM","RD"
"116","8","46.88865675","36.25901165475","10.791516543048","837",0.985000120497214,"0.836163836163836","1000","Lauvitel","MNTD","Lamiales",0,"LGM","RD"
"117","2","178.921875","119.898797066","56.3686414644621","685",1.04709065892978,"0.684315684315684","1000","Plat de la Selle","MNTD","Caryophyllales",0,"LGM","RD"
"118","5","82.2739794","78.6273731528","21.3892428694911","580.5",0.170487860157097,"0.57992007992008","1000","Barre des Ecrins","MNTD","Caryophyllales",0,"LGM","RD"
"119","5","98.9802274","78.8657613292","20.8137231601631","822",0.966404036222534,"0.821178821178821","1000","La Meije","MNTD","Caryophyllales",0,"LGM","RD"
"120","7","54.4701865714286","68.632008573","15.3588521503769","184.5",-0.922062525435788,"0.184315684315684","1000","Sirac","MNTD","Caryophyllales",0,"LGM","RD"
"121","4","97.8916215","85.983074787","26.7840713620963","607",0.444613014653646,"0.606393606393606","1000","Rouies","MNTD","Caryophyllales",0,"LGM","RD"
"122","4","79.426166","87.24460075525","26.5709221975978","422.5",-0.294247775711633,"0.422077922077922","1000","Olan","MNTD","Caryophyllales",0,"LGM","RD"
"123","1",NA,NA,NA,"1",NA,"0.000999000999000999","1000","Pelvoux","MNTD","Caryophyllales",0,"LGM","RD"
"124","4","97.8916215","85.2246172345","25.9095056027841","614",0.488894093916592,"0.613386613386613","1000","Occidentale Ailefroide","MNTD","Caryophyllales",0,"LGM","RD"
"125","3","101.623271666667","94.1819101526667","35.0702427076147","466.5",0.212184488600197,"0.466033966033966","1000","Burlan","MNTD","Caryophyllales",0,"LGM","RD"
"126","14","49.5439544285714","56.8731491162857","5.43527578050039","108.5",-1.34844945936479,"0.108391608391608","1000","Rocher de la Selle","MNTD","Caryophyllales",0,"LGM","RD"
"127","7","58.700821","69.4023621315714","14.795096485467","239.5",-0.723316751741593,"0.239260739260739","1000","Muraillette","MNTD","Caryophyllales",0,"LGM","RD"
"128","5","102.415486","78.0666221144","21.5917800218686","838",1.12769136499812,"0.837162837162837","1000","Rateau","MNTD","Caryophyllales",0,"LGM","RD"
"129","14","47.7223321428571","56.6072504459286","5.44482300788442","76.5",-1.63181030681907,"0.0764235764235764","1000","Lauvitel","MNTD","Caryophyllales",0,"LGM","RD"
"130","39","105.047997673414","104.513618903169","6.1427609233706","517",0.086993255461488,"0.516483516483517","1000","All Summits","MPD","Asterales",0,"Regional","RD"
"131","37","125.793363153153","133.572214789471","4.17440726980715","44",-1.86346255493123,"0.043956043956044","1000","All Summits","MPD","Poales",1,"Regional","RD"
"132","21","69.2579570857143","73.269918798619","2.54424025601903","41",-1.5768800542376,"0.040959040959041","1000","All Summits","MPD","Lamiales",1,"Regional","RD"
"133","19","124.752208877193","119.684609701696","10.8271846240941","664",0.468044034662528,"0.663336663336663","1000","All Summits","MPD","Caryophyllales",0,"Regional","RD"
"134","28","103.931927362434","104.244468810148","7.3148541754598","452",-0.0427269553455774,"0.451548451548452","1000","LGM","MPD","Asterales",0,"Regional","RD"
"135","28","124.622877915344","133.677433568728","5.29668416081951","46",-1.70947622672345,"0.045954045954046","1000","LGM","MPD","Poales",1,"Regional","RD"
"136","16","69.6565185083333","73.0378452522083","3.07717940788757","94",-1.09883965010549,"0.0939060939060939","1000","LGM","MPD","Lamiales",0,"Regional","RD"
"137","17","121.797618117647","120.305895537691","11.5387047728802","508",0.129279898335031,"0.507492507492508","1000","LGM","MPD","Caryophyllales",0,"Regional","RD"
"138","163","263.51901332379","276.118218543398","4.7685367754247","9",-2.64215330885982,"0.00899100899100899","1000","LGM","MPD","Spermatophyta",1,"All Summits","RD"
"139","28","103.931927362434","104.853861061968","4.38422001171935","350",-0.210284542534357,"0.34965034965035","1000","LGM","MPD","Asterales",0,"All Summits","RD"
"140","28","124.622877915344","125.706556182664","3.71566124322776","357",-0.291651524824887,"0.356643356643357","1000","LGM","MPD","Poales",0,"All Summits","RD"
"141","16","69.6565185083333","69.2488157663333","1.40923163890607","604",0.289308535761007,"0.603396603396603","1000","LGM","MPD","Lamiales",0,"All Summits","RD"
"142","17","121.797618117647","125.012613161221","4.55099511259659","144.5",-0.706437815034082,"0.144355644355644","1000","LGM","MPD","Caryophyllales",0,"All Summits","RD"
"143","5","82.095477","105.3310285786","19.7409403595442","92",-1.17702354373237,"0.0919080919080919","1000","Plat de la Selle","MPD","Asterales",0,"All Summits","RD"
"144","7","76.7678733333333","105.521813563143","15.6492590923486","16",-1.83739946154181,"0.015984015984016","1000","Barre des Ecrins","MPD","Asterales",1,"All Summits","RD"
"145","4","96.5512798333333","105.383701993167","23.1460487394372","476.5",-0.381595245878156,"0.476023976023976","1000","La Meije","MPD","Asterales",0,"All Summits","RD"
"146","13","101.530671666667","105.117245249308","10.1787496218972","299",-0.352358955261594,"0.298701298701299","1000","Sirac","MPD","Asterales",0,"All Summits","RD"
"147","10","87.2523208666667","105.075758112911","12.4680850059714","84",-1.42952484184285,"0.0839160839160839","1000","Rouies","MPD","Asterales",0,"All Summits","RD"
"148","10","83.5392948","105.660965700911","12.1354696677899","22",-1.82289367502823,"0.021978021978022","1000","Olan","MPD","Asterales",1,"All Summits","RD"
"149","5","72.5050954","104.3275973126","19.7809221064217","22",-1.60874714239278,"0.021978021978022","1000","Occidentale Ailefroide","MPD","Asterales",1,"All Summits","RD"
"150","2","102.297246","104.182700763","42.5373213528322","379.5",-0.0443247177545767,"0.379120879120879","1000","Brevoort","MPD","Asterales",0,"All Summits","RD"
"151","5","90.8131442","104.6288289924","19.4691233646917","291.5",-0.709620280975541,"0.291208791208791","1000","Burlan","MPD","Asterales",0,"All Summits","RD"
"152","31","109.183555694624","105.15021388354","3.53131461564446","925",1.14216439204123,"0.924075924075924","1000","Rocher de la Selle","MPD","Asterales",0,"All Summits","RD"
"153","3","98.923626","104.998626006667","28.9903022622105","451",-0.209552834314031,"0.450549450549451","1000","Choisy","MPD","Asterales",0,"All Summits","RD"
"154","11","85.6547364727273","105.243005941455","11.1985119672485","36",-1.74918502797655,"0.035964035964036","1000","Muraillette","MPD","Asterales",1,"All Summits","RD"
"155","16","85.14326905","104.947829472683","8.37185870789066","11",-2.36561092508849,"0.010989010989011","1000","Rateau","MPD","Asterales",1,"All Summits","RD"
"156","12","100.627738984848","104.82195569053","10.5940776388562","277",-0.39590201701926,"0.276723276723277","1000","Lauvitel","MPD","Asterales",0,"All Summits","RD"
"157","11","115.448578181818","125.764373549964","10.6427776051665","157",-0.96927660718361,"0.156843156843157","1000","Plat de la Selle","MPD","Poales",0,"All Summits","RD"
"158","10","110.3235262","125.444657961111","11.8153469620915","104",-1.27978736550233,"0.103896103896104","1000","Barre des Ecrins","MPD","Poales",0,"All Summits","RD"
"159","6","134.818644466667","125.6312401058","19.0258497549384","605",0.482890618774172,"0.604395604395604","1000","La Meije","MPD","Poales",0,"All Summits","RD"
"160","14","99.446418032967","125.456115844506","9.08072776675799","18",-2.86427459115697,"0.017982017982018","1000","Sirac","MPD","Poales",1,"All Summits","RD"
"161","5","119.0120632","125.8290208198","22.0460337656298","283.5",-0.309214695589723,"0.283216783216783","1000","Rouies","MPD","Poales",0,"All Summits","RD"
"162","9","121.903561833333","125.439022566278","13.7043708172692","332",-0.257980521695262,"0.331668331668332","1000","Olan","MPD","Poales",0,"All Summits","RD"
"163","3","140.482278666667","125.541466854667","37.5045167821574","672.5",0.398373665198322,"0.671828171828172","1000","Pelvoux","MPD","Poales",0,"All Summits","RD"
"164","6","111.1284894","124.7464180118","19.7145986754101","184",-0.69075352919994,"0.183816183816184","1000","Occidentale Ailefroide","MPD","Poales",0,"All Summits","RD"
"165","1",NA,NA,NA,"1",NA,"0.000999000999000999","1000","Brevoort","MPD","Poales",0,"All Summits","RD"
"166","6","119.860346133333","125.9544007422","19.6277837813971","277",-0.31048103426952,"0.276723276723277","1000","Burlan","MPD","Poales",0,"All Summits","RD"
"167","29","126.334604866995","125.691793799734","3.37018860285995","540",0.190734449317046,"0.53946053946054","1000","Rocher de la Selle","MPD","Poales",0,"All Summits","RD"
"168","2","28.14614","126.273378023","59.6535721470761","78.5",-1.64495158447623,"0.0784215784215784","1000","Choisy","MPD","Poales",0,"All Summits","RD"
"169","11","103.080924472727","125.721983444727","11.255109296958","43",-2.01162497623362,"0.042957042957043","1000","Muraillette","MPD","Poales",1,"All Summits","RD"
"170","22","115.689540515152","125.723340738056","5.28079154666054","43",-1.90005610603015,"0.042957042957043","1000","Rateau","MPD","Poales",1,"All Summits","RD"
"171","18","116.91698848366","125.705632961869","6.65962315003436","115",-1.31969096151692,"0.114885114885115","1000","Lauvitel","MPD","Poales",0,"All Summits","RD"
"172","2","81.037318","68.450704332","21.6994169885123","522.5",0.580043863605338,"0.521978021978022","1000","Plat de la Selle","MPD","Lamiales",0,"All Summits","RD"
"173","5","70.7112986","69.1981465166","6.56652268385911","528",0.23043430385452,"0.527472527472527","1000","Barre des Ecrins","MPD","Lamiales",0,"All Summits","RD"
"174","3","68.4908853333333","69.6806582406667","11.3895966081387","361",-0.104461373678779,"0.360639360639361","1000","La Meije","MPD","Lamiales",0,"All Summits","RD"
"175","6","72.7130066666667","69.2344139977333","5.3442269736123","721.5",0.650906611210425,"0.720779220779221","1000","Sirac","MPD","Lamiales",0,"All Summits","RD"
