"","ntaxa","obs","rand.mean","rand.sd","obs.rank","obs.z","obs.p","runs","summits","metric","clade","sig","pool","model"
"27","12","41.1383684166667","44.75973540875","9.14228310540756","351",-0.396111884780874,"0.350649350649351","1000","Lauvitel","MNTD","Asterales",0,"All Summits","RD"
"28","11","25.9544878181818","39.1052967402727","10.3040898658238","106",-1.27627079085451,"0.105894105894106","1000","Plat de la Selle","MNTD","Poales",0,"All Summits","RD"
"29","10","29.8450685","42.2057710085","11.550613045759","167",-1.07013389328616,"0.166833166833167","1000","Barre des Ecrins","MNTD","Poales",0,"All Summits","RD"
"30","6","61.8957431666667","59.4205263365","18.7699710850026","540",0.131871105126229,"0.53946053946054","1000","La Meije","MNTD","Poales",0,"All Summits","RD"
"31","14","25.9374470714286","34.2232784272857","8.14643602127162","180",-1.0171112047307,"0.17982017982018","1000","Sirac","MNTD","Poales",0,"All Summits","RD"
"32","5","35.4570098","67.2861939612","22.7128058994093","99.5",-1.40137613565516,"0.0994005994005994","1000","Rouies","MNTD","Poales",0,"All Summits","RD"
"33","9","39.4814854444444","45.8209000457778","13.3756186771506","323",-0.473953000182555,"0.322677322677323","1000","Olan","MNTD","Poales",0,"All Summits","RD"
"34","3","104.421407666667","96.7145617746667","39.3372026646571","670",0.195917487008406,"0.669330669330669","1000","Pelvoux","MNTD","Poales",0,"All Summits","RD"
"35","6","76.9152948333333","59.1737970658333","19.4606180707709","822",0.911661577395993,"0.821178821178821","1000","Occidentale Ailefroide","MNTD","Poales",0,"All Summits","RD"
"36","1",NA,NA,NA,"1",NA,"0.000999000999000999","1000","Brevoort","MNTD","Poales",0,"All Summits","RD"
"37","6","42.7851311666667","59.827520841","19.2479446184318","208",-0.885413482435605,"0.207792207792208","1000","Burlan","MNTD","Poales",0,"All Summits","RD"
"38","29","22.9304945172414","25.7646599361034","2.63077845520585","151",-1.07731056305929,"0.150849150849151","1000","Rocher de la Selle","MNTD","Poales",0,"All Summits","RD"
"39","2","28.14614","126.273378023","59.6535721470761","78.5",-1.64495158447623,"0.0784215784215784","1000","Choisy","MNTD","Poales",0,"All Summits","RD"
"40","11","43.4835065454545","39.4399705422727","10.7370524820557","630",0.376596464433751,"0.629370629370629","1000","Muraillette","MNTD","Poales",0,"All Summits","RD"
"41","22","29.9971900454545","27.6762538263182","4.51889852049031","684",0.513606625289859,"0.683316683316683","1000","Rateau","MNTD","Poales",0,"All Summits","RD"
"42","18","30.2268322222222","30.1373647682222","6.20593694004001","516",0.0144164297614376,"0.515484515484515","1000","Lauvitel","MNTD","Poales",0,"All Summits","RD"
"43","2","81.037318","68.450704332","21.6994169885123","522.5",0.580043863605338,"0.521978021978022","1000","Plat de la Selle","MNTD","Lamiales",0,"All Summits","RD"
"44","5","43.2287206","48.6020787878","14.5272868011041","352",-0.369880367983898,"0.351648351648352","1000","Barre des Ecrins","MNTD","Lamiales",0,"All Summits","RD"
"45","3","55.94445","60.8921081393333","18.25697929398","351",-0.271000917493769,"0.350649350649351","1000","La Meije","MNTD","Lamiales",0,"All Summits","RD"
"46","6","52.7989206666667","44.4861377371667","13.1183282256695","748.5",0.633677004150103,"0.747752247752248","1000","Sirac","MNTD","Lamiales",0,"All Summits","RD"
"47","5","31.2192722","48.3777088052","14.2566968707788","110",-1.20353520599633,"0.10989010989011","1000","Rouies","MNTD","Lamiales",0,"All Summits","RD"
"48","6","38.3382516666667","44.3398766303333","13.1621756718772","313",-0.455975145240612,"0.312687312687313","1000","Olan","MNTD","Lamiales",0,"All Summits","RD"
"49","2","73.188451","70.016559458","20.4174319166287","302",0.155352130226363,"0.301698301698302","1000","Pelvoux","MNTD","Lamiales",0,"All Summits","RD"
"50","4","49.871941","53.193573464","16.3389152027987","430",-0.203295777153616,"0.42957042957043","1000","Occidentale Ailefroide","MNTD","Lamiales",0,"All Summits","RD"
"51","1",NA,NA,NA,"1",NA,"0.000999000999000999","1000","Brevoort","MNTD","Lamiales",0,"All Summits","RD"
"52","5","39.7165756","49.2671641862","14.4868840383788","224.5",-0.659257612672158,"0.224275724275724","1000","Burlan","MNTD","Lamiales",0,"All Summits","RD"
"53","11","44.028217","32.9836823466364","7.64256685282065","933",1.4451341893447,"0.932067932067932","1000","Rocher de la Selle","MNTD","Lamiales",0,"All Summits","RD"
"54","2","81.03732","67.954229392","22.2468089315129","890",0.58808841520941,"0.889110889110889","1000","Choisy","MNTD","Lamiales",0,"All Summits","RD"
"55","5","46.8208744","49.1465550212","14.9354898384582","468",-0.15571505497004,"0.467532467532468","1000","Muraillette","MNTD","Lamiales",0,"All Summits","RD"
"56","9","35.1114107777778","36.3196340581111","9.51215307379784","467",-0.127018906335886,"0.466533466533467","1000","Rateau","MNTD","Lamiales",0,"All Summits","RD"
"57","8","30.18166575","38.32556375","10.292311775585","216",-0.791260328832891,"0.215784215784216","1000","Lauvitel","MNTD","Lamiales",0,"All Summits","RD"
"58","2","178.921875","125.269077542","55.8707596143918","701",0.960301915139516,"0.7002997002997","1000","Plat de la Selle","MNTD","Caryophyllales",0,"All Summits","RD"
"59","5","82.2739794","81.669286902","23.0587509521708","530",0.0262239918915937,"0.529470529470529","1000","Barre des Ecrins","MNTD","Caryophyllales",0,"All Summits","RD"
"60","5","103.6318858","81.8217203566","21.8457004356111","852.5",0.998373364483514,"0.851648351648352","1000","La Meije","MNTD","Caryophyllales",0,"All Summits","RD"
"61","7","50.3002828571429","70.8503797984286","16.887986031512","117",-1.21684710675035,"0.116883116883117","1000","Sirac","MNTD","Caryophyllales",0,"All Summits","RD"
"62","4","89.5062135","90.46554790325","26.0186782549437","498.5",-0.0368709891351885,"0.498001998001998","1000","Rouies","MNTD","Caryophyllales",0,"All Summits","RD"
"63","4","79.426166","87.9687574195","27.8789469006018","411",-0.306417292229772,"0.410589410589411","1000","Olan","MNTD","Caryophyllales",0,"All Summits","RD"
"64","1",NA,NA,NA,"1",NA,"0.000999000999000999","1000","Pelvoux","MNTD","Caryophyllales",0,"All Summits","RD"
"65","4","89.5062135","88.96275225825","26.8589460126085","511",0.0202339005221901,"0.510489510489511","1000","Occidentale Ailefroide","MNTD","Caryophyllales",0,"All Summits","RD"
"66","2","178.921876","121.836758262","57.392145597491","864",0.994650350561132,"0.863136863136863","1000","Brevoort","MNTD","Caryophyllales",0,"All Summits","RD"
"67","3","109.376035666667","97.7705211933333","36.8438990650714","584.5",0.314991484827282,"0.583916083916084","1000","Burlan","MNTD","Caryophyllales",0,"All Summits","RD"
"68","15","59.1581844666667","49.9823640638667","7.63473920507884","842.5",1.20185119050249,"0.841658341658342","1000","Rocher de la Selle","MNTD","Caryophyllales",0,"All Summits","RD"
"69","2","178.921876","124.217199809","54.8554224492304","860",0.997251935150625,"0.859140859140859","1000","Choisy","MNTD","Caryophyllales",0,"All Summits","RD"
"70","7","62.0234341428571","70.881235872","16.8582110091745","309.5",-0.525429520624835,"0.309190809190809","1000","Muraillette","MNTD","Caryophyllales",0,"All Summits","RD"
"71","6","98.0276456666667","75.4948151146667","19.2867674659834","873.5",1.16830519120126,"0.872627372627373","1000","Rateau","MNTD","Caryophyllales",0,"All Summits","RD"
"72","14","53.0126237142857","51.7946901857143","8.59446029021285","562",0.141711461504846,"0.561438561438561","1000","Lauvitel","MNTD","Caryophyllales",0,"All Summits","RD"
"73","5","39.20418","68.660191944","21.8028426426309","81",-1.35101704061309,"0.0809190809190809","1000","Plat de la Selle","MNTD","Asterales",0,"LGM","RD"
