"","Choisy","Ecrins NP","La Meije","Lauvitel","Muraillette","Occidentale Ailefroide","Olan","Pelvoux","Persistent","Plat de la Selle","Rateau","Rocher de la Selle","Rouies","Sirac","Summits","Under Ice"
"Choisy",0,0.660452018705379,-0.0667059029195545,-4.87102086500957,0.441586146030229,-0.82347233916129,-2.86557169489789,NA,-1.04889956690921,-0.428503830088743,0.162396605119014,0.00796220037465536,-0.331951737891633,-5.89993959479512,-0.912462597590339,0.403809307916084
"Ecrins NP",0.660452018705379,0,0.777670008724986,3.41954772914133,0.858207928330687,0.693188132300183,2.31371664248763,NA,1.08057957515875,1.84271385468355,1.76101897196437,1.99191632363874,1.19310918607219,3.95137944031426,0.958006216199069,1.00456875217625
"La Meije",-0.0667059029195545,0.777670008724986,0,-3.22325170359099,0.332329240333358,-0.729065765780101,-1.41776110123894,NA,-0.0423511916385913,-1.11449933636539,-0.639351111296994,-1.07544378943032,-0.734538742816457,-3.57738390610192,0.114867074284751,-0.0824183778022036
"Lauvitel",-4.87102086500957,3.41954772914133,-3.22325170359099,0,1.23478651581166,-4.87102085891973,-1.07650809808753,NA,3.49247658398079,-1.2329421784499,2.61731026353662,2.62487442551506,-2.0421515947796,-0.475739104856284,3.35680431493955,3.58073481029572
"Muraillette",0.441586146030229,0.858207928330687,0.332329240333358,1.23478651581166,0,-0.792680785073002,2.27171469003027,NA,0.048821087927307,1.47616113230552,-0.966597465740361,-0.987431206835229,0.610396414142214,-0.438737896810073,0.218560797722964,0.153819201507681
"Occidentale Ailefroide",-0.82347233916129,0.693188132300183,-0.729065765780101,-4.87102085891973,-0.792680785073002,0,-0.934544851847065,NA,-1.04889956678269,-0.744997954742855,-1.8988704691921,-2.26304059687118,-1.22467887402746,-5.89993959365484,-0.9124625978563,-0.967358128666829
"Olan",-2.86557169489789,2.31371664248763,-1.41776110123894,-1.07650809808753,2.27171469003027,-0.934544851847065,0,NA,1.77117933884957,-1.08926258341295,1.29013166647669,0.93173648673513,-1.42711109620462,-1.6453055171406,1.83464598391169,1.44807413633405
"Pelvoux",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Persistent",-1.04889956690921,1.08057957515875,-0.0423511916385913,3.49247658398079,0.048821087927307,-1.04889956678269,1.77117933884957,NA,0,1.17822155400319,0.891788733532004,0.426291942280234,0.434942840390326,4.87118605248321,0.360101764796867,0.0658679559517913
"Plat de la Selle",-0.428503830088743,1.84271385468355,-1.11449933636539,-1.2329421784499,1.47616113230552,-0.744997954742855,-1.08926258341295,NA,1.17822155400319,0,0.876179277329346,0.378211226231578,-1.25093768180256,-1.70602509316718,1.28348999296096,1.03307627559159
"Rateau",0.162396605119014,1.76101897196437,-0.639351111296994,2.61731026353662,-0.966597465740361,-1.8988704691921,1.29013166647669,NA,0.891788733532004,0.876179277329346,0,-0.00679887037233588,-0.11612878346237,3.67735504356569,1.38056367385241,-1.185338372132
"Rocher de la Selle",0.00796220037465536,1.99191632363874,-1.07544378943032,2.62487442551506,-0.987431206835229,-2.26304059687118,0.93173648673513,NA,0.426291942280234,0.378211226231578,-0.00679887037233588,0,-0.54586152322815,2.37920071412527,1.55020962142461,0.372015092950879
"Rouies",-0.331951737891633,1.19310918607219,-0.734538742816457,-2.0421515947796,0.610396414142214,-1.22467887402746,-1.42711109620462,NA,0.434942840390326,-1.25093768180256,-0.11612878346237,-0.54586152322815,0,-2.88171675707913,0.570958513669254,0.17262656558533
"Sirac",-5.89993959479512,3.95137944031426,-3.57738390610192,-0.475739104856284,-0.438737896810073,-5.89993959365484,-1.6453055171406,NA,4.87118605248321,-1.70602509316718,3.67735504356569,2.37920071412527,-2.88171675707913,0,4.26144952019894,4.44391685221563
"Summits",-0.912462597590339,0.958006216199069,0.114867074284751,3.35680431493955,0.218560797722964,-0.9124625978563,1.83464598391169,NA,0.360101764796867,1.28348999296096,1.38056367385241,1.55020962142461,0.570958513669254,4.26144952019894,0,0.300224752667518
"Under Ice",0.403809307916084,1.00456875217625,-0.0824183778022036,3.58073481029572,0.153819201507681,-0.967358128666829,1.44807413633405,NA,0.0658679559517913,1.03307627559159,-1.185338372132,0.372015092950879,0.17262656558533,4.44391685221563,0.300224752667518,0
