"","Choisy","Ecrins NP","La Meije","Lauvitel","Muraillette","Occidentale Ailefroide","Olan","Pelvoux","Persistent","Plat de la Selle","Rateau","Rocher de la Selle","Rouies","Sirac","Summits","Under Ice"
"Choisy",0,0.660451916449732,0.092200993887629,-5.81189271462657,0.790736812992821,-0.731431809024268,-3.21026511242504,NA,-1.03183448570369,0.183123603168341,0.426344318835354,0.405085765197358,-0.181029530711018,-7.05206731026171,-0.894042077630755,0.62154558619535
"Ecrins NP",0.660451916449732,0,0.784551766821471,3.03793164230984,0.866529980217261,0.693188150714957,2.16774506689805,NA,1.08112539758869,1.76250436749997,1.67426998974196,1.87369956375555,1.17802659850548,3.40730032063477,0.968219345648463,1.00561998270739
"La Meije",0.092200993887629,0.784551766821471,0,-3.90767783763323,0.757411529584058,-0.667471647904851,-1.22620115278869,NA,0.003514172801597,-0.99005264906625,-0.601208322824793,-1.0785528220764,-0.718544744614068,-4.34792427756431,0.152882457887926,-0.0288322326424342
"Lauvitel",-5.81189271462657,3.03793164230984,-3.90767783763323,0,1.44034451895267,-5.81189270221267,-0.929289236188621,NA,2.97524486527226,-0.999827388790718,2.38980791781039,3.03032601777115,-1.87405093958021,-0.357092957619834,2.87092812305133,3.70061348366676
"Muraillette",0.790736812992821,0.866529980217261,0.757411529584058,1.44034451895267,0,-0.738463803678746,3.19531320354858,NA,0.113900721636062,1.95761557562917,-1.29425878717258,-0.952561293009513,0.923060914333839,-0.356986239485199,0.277499400396945,0.371035174928809
"Occidentale Ailefroide",-0.731431809024268,0.693188150714957,-0.667471647904851,-5.81189270221267,-0.738463803678746,0,-0.685007794004678,NA,-1.03183448535206,-0.524616105087413,-1.92834889655721,-2.35622831265659,-1.21355753415452,-7.05206730577445,-0.89404207801088,-0.943817265504433
"Olan",-3.21026511242504,2.16774506689805,-1.22620115278869,-0.929289236188621,3.19531320354858,-0.685007794004678,0,NA,1.64616953747849,-1.03969182490927,1.36450987534465,1.02030461458056,-1.39162789015174,-1.79458065585749,1.69601794954851,1.17056016702
"Pelvoux",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Persistent",-1.03183448570369,1.08112539758869,0.003514172801597,2.97524486527226,0.113900721636062,-1.03183448535206,1.64616953747849,NA,0,1.15151337807383,1.11742359940175,-0.200802637767367,0.475141916657449,3.99963375787118,0.408229697190478,0.339237715134838
"Plat de la Selle",0.183123603168341,1.76250436749997,-0.99005264906625,-0.999827388790718,1.95761557562917,-0.524616105087413,-1.03969182490927,NA,1.15151337807383,0,1.0881982488784,0.568042953280373,-1.22926665823492,-1.42027156918358,1.23822624352468,0.906248971515049
"Rateau",0.426344318835354,1.67426998974196,-0.601208322824793,2.38980791781039,-1.29425878717258,-1.92834889655721,1.36450987534465,NA,1.11742359940175,1.0881982488784,0,-0.407178905167872,-0.05588515784819,3.44820609718067,1.37227510412075,-1.28072583981818
"Rocher de la Selle",0.405085765197358,1.87369956375555,-1.0785528220764,3.03032601777115,-0.952561293009513,-2.35622831265659,1.02030461458056,NA,-0.200802637767367,0.568042953280373,-0.407178905167872,0,-0.49575491339698,2.67700235543657,1.49347612889047,-0.050496114498236
"Rouies",-0.181029530711018,1.17802659850548,-0.718544744614068,-1.87405093958021,0.923060914333839,-1.21355753415452,-1.39162789015174,NA,0.475141916657449,-1.22926665823492,-0.05588515784819,-0.49575491339698,0,-3.4575284214747,0.597272323700309,-0.0796492122891982
"Sirac",-7.05206731026171,3.40730032063477,-4.34792427756431,-0.357092957619834,-0.356986239485199,-7.05206730577445,-1.79458065585749,NA,3.99963375787118,-1.42027156918358,3.44820609718067,2.67700235543657,-3.4575284214747,0,3.51961560755996,3.80991759847718
"Summits",-0.894042077630755,0.968219345648463,0.152882457887926,2.87092812305133,0.277499400396945,-0.89404207801088,1.69601794954851,NA,0.408229697190478,1.23822624352468,1.37227510412075,1.49347612889047,0.597272323700309,3.51961560755996,0,0.354550230627777
"Under Ice",0.62154558619535,1.00561998270739,-0.0288322326424342,3.70061348366676,0.371035174928809,-0.943817265504433,1.17056016702,NA,0.339237715134838,0.906248971515049,-1.28072583981818,-0.050496114498236,-0.0796492122891982,3.80991759847718,0.354550230627777,0
