"","Ecrins NP","Summits","Persistent","Under Ice","Plat de la Selle","Barre des Ecrins","La Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale Ailefroide","Brevoort","Burlan","Rocher de la Selle","Choisy","Muraillette","Rateau","Lauvitel"
"Ecrins NP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Summits",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persistent",NA,NA,0,3.24541066245475,NA,-0.540844857956475,0.165546490310243,-0.907916412374229,NA,6.07251043960821,8.25517499488498,1.20583628546042,-0.623526772790404,-0.844022868930648,1.09131284310725,-0.598835572325196,NA,3.29493939063059,-0.28860020987472
"Under Ice",NA,NA,3.24541066245475,0,-0.526693359915619,-1.30714500430201,-1.10866591020802,-0.608890321252228,-0.562617484678868,0.330345735937169,1.37418870712092,NA,-0.524910491366503,NA,-0.42726005667682,-0.899998128248008,-0.302054644984923,-0.643385435320214,-0.329335663423582
"Plat de la Selle",NA,NA,NA,-0.526693359915619,0,-0.651458631427036,-0.532390240368044,-1.04614056487158,-1.65108951934757,-1.40072133113276,2.76768631673824,-1.33529604806925,0.608679560396473,-0.750752154775873,-0.0925360959142094,-0.074108827480876,-1.02459855552863,-0.345104608320672,-0.429631202696958
"Barre des Ecrins",NA,NA,-0.540844857956475,-1.30714500430201,-0.651458631427036,0,-2.52277244121993,-1.13257242301241,-2.82446330337243,-2.03115495357763,3.29769152781931,-0.663654234916103,-1.56438159906583,-0.895281886251224,-1.37478941993679,-1.82184693912082,-2.19176685102568,-1.35944745405792,-1.66236874224071
"La Meije",NA,NA,0.165546490310243,-1.10866591020802,-0.532390240368044,-2.52277244121993,0,-0.538736346376298,-3.24476521614473,-1.25277897899602,1.95709279684917,-1.60250291969211,-0.317794032269097,-1.3822648428847,-0.649154009862118,-1.14454478879496,-3.49184677205995,-1.28729912619467,-1.69034900762475
"Sirac",NA,NA,-0.907916412374229,-0.608890321252228,-1.04614056487158,-1.13257242301241,-0.538736346376298,0,-0.0867257644321219,-1.52087126194703,4.97410532089656,-0.73527373567518,0.209491051992586,0.0452542362822547,-1.0255632120836,-0.379251778863656,-0.738381233340678,-0.128309181809735,-1.01812325591297
"Rouies",NA,NA,NA,-0.562617484678868,-1.65108951934757,-2.82446330337243,-3.24476521614473,-0.0867257644321219,0,-1.19042981962714,2.76930920337561,-1.18761089810852,-1.26579626134467,0.054960511882157,-1.3629669507417,-1.38985274861429,-2.01675093970012,-1.49679373259672,-1.47871154342444
"Olan",NA,NA,6.07251043960821,0.330345735937169,-1.40072133113276,-2.03115495357763,-1.25277897899602,-1.52087126194703,-1.19042981962714,0,1.00025823406441,-1.72893175547113,-1.12412360261133,-1.09690354508782,-0.99192681031,-1.11447055978005,-2.47397482491732,0.497900611649988,1.25918366064667
"Pelvoux",NA,NA,8.25517499488498,1.37418870712092,2.76768631673824,3.29769152781931,1.95709279684917,4.97410532089656,2.76930920337561,1.00025823406441,0,0.882131031227892,-0.960742181985438,1.83936572486557,3.83324505955588,-0.710150820352494,2.56712175126651,1.63608349869206,4.28481897642878
"Occidentale Ailefroide",NA,NA,1.20583628546042,NA,-1.33529604806925,-0.663654234916103,-1.60250291969211,-0.73527373567518,-1.18761089810852,-1.72893175547113,0.882131031227892,0,-0.763518870470127,-0.298731322189613,-0.613243372615061,-1.73040304909801,0.352003553841107,0.298669106964022,-0.452477286710158
"Brevoort",NA,NA,-0.623526772790404,-0.524910491366503,0.608679560396473,-1.56438159906583,-0.317794032269097,0.209491051992586,-1.26579626134467,-1.12412360261133,-0.960742181985438,-0.763518870470127,0,-0.931173333986006,NA,NA,-1.27262457194573,-0.707753962522572,-0.752936304848347
