"","Valid_LIB.C.150","Alien_origin","ITS","trnTLF","rbcL","matK","atpB","Endemic","Ecrins.NP","Summits","Persistent","Plat.de.la.Selle","Barre.des.Ecrins","La.Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale.Ailefroide","Brevoort","Burlan","Rocher.de.la.Selle","Choisy","Muraillette","Rateau","Lauvitel"
"391","Dactylorhiza_majalis","",71088988,0,379033534,198034220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392","Dactylorhiza_sambucina","",34333968,0,0,198034242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393","Dactylorhiza_traunsteineri_subsp._lapponica","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","Dactylorhiza_viridis","",393192823,30962085,379031523,126789273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","Danthonia_decumbens","",167594813,167594694,817991878,387912236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","Daphne_alpina","",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"397","Daphne_cneorum","",255592221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","Daphne_laureola","",327177993,28932817,379034047,379039812,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399","Daphne_mezereum","",255592268,14669964,817991880,379039862,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"400","Daucus_carota","",211907743,726966065,404243679,379039814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","Delphinium_consolida","",324963335,324963150,324963098,406034308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402","Deschampsia_cespitosa","",37359490,237626091,424949912,133917435,110915619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403","Descurainia_sophia","",4884587,312182208,424949800,379039818,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"404","Descurainia_tanacetifolia","",323367158,342546854,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","Dianthus_carthusianorum","",51572090,374351318,667668206,374350928,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406","Dianthus_caryophyllus","",374350743,374351324,167975,374350897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407","Dianthus_deltoides","",374350717,374351384,379035292,374350989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","Dianthus_hyssopifolius","",545397032,0,0,430801507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409","Dianthus_pavonius","",294984940,0,0,295646303,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410","Digitalis_grandiflora","",50511990,20386225,0,0,6687374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411","Digitalis_lutea","",50511995,50512029,541049667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412","Dioscorea_communis","",0,1731817,17224648,66934933,17224742,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413","Dittrichia_graveolens","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","Doronicum_grandiflorum","",767810558,13375124,557836247,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
"415","Doronicum_pardalianches","",27652566,28193393,308320519,295314645,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416","Dorycnium_pentaphyllum","",298569970,298569966,335353454,378758095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","Draba_aizoides","",677278014,4455089,379035372,379039808,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"418","Draba_dubia","",4235122,94537617,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
"419","Draba_fladnizensis","",49364819,94537619,459992721,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
"420","Draba_siliquosa","",0,94537784,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"421","Draba_verna","",14348874,218136459,817991922,315259900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","Dracocephalum_austriacum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423","Dracocephalum_ruyschiana","",0,0,669109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","Drosera_rotundifolia","",332647428,260079791,133740973,379041144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","Dryas_octopetala","",3746149,113911561,557836513,336239186,336239138,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"426","Drymocallis_rupestris","",226858221,229270124,379035548,379040942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427","Drymochloa_sylvatica","",21239150,28194514,379033767,133917513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","Dryopteris_dilatata","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","Dryopteris_expansa","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","Dryopteris_filix-mas","",0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"431","Dryopteris_mindshelkensis","Caucasus, Russia",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","Echinops_ritro","",47059334,310697516,170664945,170665419,675304467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433","Echinops_sphaerocephalus","",309398746,310697522,0,559146776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434","Echium_vulgare","",225200407,239836119,578897928,240252484,24940179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435","Eleocharis_mamillata","",294679402,411030367,733452201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436","Eleocharis_palustris_subsp._palustris","",304632587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","Eleocharis_quinqueflora","",6707340,260079805,379034279,379037708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","Eleocharis_uniglumis","",294679444,260079806,379035011,379042194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","Elymus_caninus","",601116098,261362076,817991908,379037712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","Elytrigia_intermedia","",343198361,114803729,568404598,545693705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","Elytrigia_repens","",225637928,114803725,568404604,564585954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","Empetrum_nigrum","",290565501,45738060,545899372,22001197,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"443","Epilobium_alpestre","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","Epilobium_alsinifolium","",0,260079820,733452000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"445","Epilobium_anagallidifolium","",0,260079821,733452141,848131858,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1
"446","Epilobium_angustifolium","",343404690,32816068,817991910,848131862,14718041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447","Epilobium_collinum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","Epilobium_dodonaei","",0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
"449","Epilobium_hirsutum","",0,726966070,379034887,848131866,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450","Epilobium_montanum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","Epilobium_palustre","",343404698,260079828,359388391,459928422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","Epilobium_parviflorum","",0,0,379036210,848131856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453","Epipactis_atrorubens","",402502868,402502780,379032028,379038396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","Epipactis_helleborine","",33772621,33325667,1332474,18027056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","Epipactis_palustris","",402502866,402502781,379037192,379042016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456","Epipogium_aphyllum","",203282854,0,635717164,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","Equisetum_arvense","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","Equisetum_hyemale","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459","Equisetum_palustre","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","Equisetum_telmateia","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","Equisetum_variegatum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462","Erigeron_acris","",821691032,260079840,379037198,379042152,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"463","Erigeron_alpinus","",0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"464","Erigeron_annuus","",119392321,390431503,313770824,312837793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","Erigeron_atticus","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","Erigeron_canadensis","",119220519,376373238,817991840,607345002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","Erigeron_glabratus","",0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"468","Erigeron_neglectus","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","Erigeron_schleicheri","",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"470","Erigeron_uniflorus","",2896098,260079843,459993121,459928454,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1
"471","Erinus_alpinus","",14994016,28625833,733452129,45644421,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"472","Eriophorum_angustifolium","",132694291,7769092,379035566,379040096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"473","Eriophorum_latifolium","",0,571025509,379034691,675440333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","Eriophorum_scheuchzeri","",359389468,111380083,359388425,371533474,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"475","Eritrichium_nanum","",399606281,399606334,0,402173114,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1
"476","Erodium_cicutarium","",121483663,121491136,93133003,340513105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477","Erucastrum_nasturtiifolium","",57638923,57639021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","Ervilia_sylvatica","",440234610,0,440233699,379042190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479","Ervum_tetraspermum","",440234618,440233838,379037276,440234088,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480","Eryngium_alpinum","",158537427,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"481","Eryngium_campestre","",169261243,0,379033945,379038440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","Erysimum_duriaei_subsp._pyrenaicum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","Erysimum_jugicola","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484","Erysimum_nevadense","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485","Erysimum_rhaeticum","",528791138,528791249,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","Erysimum_virgatum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","Euonymus_europaeus","",572169010,348651991,817991934,379040514,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488","Euonymus_latifolius","",348651951,348652011,0,351289977,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","Eupatorium_cannabinum","",749635624,84579558,379034787,84579552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","Euphorbia_cyparissias","",193299830,347449000,313664134,193299858,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"491","Euphorbia_dulcis","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492","Euphorbia_exigua","",500868215,374280406,383512397,379038838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","Euphorbia_flavicoma_subsp._verrucosa","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","Euphorbia_helioscopia","",193299819,374280427,383512420,193299847,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","Euphrasia_alpina","",157885597,157931427,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"496","Euphrasia_hirtella","",157885611,56407893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","Euphrasia_minima","",157885616,157931451,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1
"498","Euphrasia_minima_f._drosocalyx","",0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"499","Euphrasia_pectinata","",62421468,62530393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500","Euphrasia_picta_subsp._kerneri","",157885614,157931449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501","Euphrasia_salisburgensis","",157885624,157931460,0,451769773,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"502","Euphrasia_stricta","",157885596,256550322,342196497,316995555,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"503","Fagus_sylvatica","",37925669,13235693,7240231,379040976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504","Fallopia_convolvulus","",4056595,183229557,218059595,300885286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","Festuca_acuminata","",0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
"506","Festuca_chalcophaea","Caucasus",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
"507","Festuca_flavescens","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"508","Festuca_halleri","",157416321,157266449,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1
"509","Festuca_heterophylla","",157416323,87245567,404243757,406033996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510","Festuca_laevigata_subsp._laevigata","",157416329,157266455,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"511","Festuca_melanopsis","",157416331,157266458,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"512","Festuca_ovina","",5802128,444746467,379033322,310006951,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"513","Festuca_pumila","",0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"514","Festuca_rubra","",5802106,159146761,57283801,119553590,110915635,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"515","Festuca_valesiaca","",0,157266485,0,310006955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","Filago_arvensis","",0,317438833,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517","Filipendula_ulmaria","",3746128,312182221,557836521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518","Filipendula_vulgaris","",23558877,23558870,379032014,379038124,336239144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519","Fourraea_alpina","",108756486,58760689,0,12002344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520","Fragaria_vesca","",9392381,19032437,402238931,17154806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521","Fraxinus_excelsior","",164460187,62766763,379032284,242800979,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522","Fumana_procumbens","",0,0,335353498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523","Gagea_fragifera","",0,61673354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524","Gagea_nakaiana","East asia",0,77362548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"525","Gagea_serotina","",195970603,260079993,817992100,54398558,8439433,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"526","Galeopsis_ladanum","",0,357241216,0,357241391,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"527","Galeopsis_tetrahit","",0,376373213,379033426,379038786,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"528","Galium_aparine","",818214546,288190154,379037330,335059942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529","Galium_boreale","",0,288190016,424949990,315140561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530","Galium_corrudifolium","",0,288190110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"531","Galium_glaucum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"532","Galium_lucidum","",0,288190112,534925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533","Galium_megalospermum","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"534","Galium_mollugo","",0,288190096,313664164,315259964,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535","Galium_odoratum","",0,288190156,379036726,379041338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"536","Galium_palustre","",0,288190044,379037446,379037670,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537","Galium_pseudohelveticum","",0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
"538","Galium_pumilum","",0,288190124,557836380,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"539","Galium_rotundifolium","",0,288190006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540","Galium_sylvaticum","",0,288190106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"541","Galium_verum","",0,288190104,379035690,315140567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542","Genista_cinerea","",18028582,88193438,1223723,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543","Genista_pilosa","",33112917,324106278,379037236,379039238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544","Genista_sagittalis","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545","Gentiana_acaulis","",649155292,649155370,557836563,146742285,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"546","Gentiana_asclepiadea","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547","Gentiana_bavarica","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548","Gentiana_brachyphylla","",0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"549","Gentiana_cruciata","",89275304,89199659,667668170,667667984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"550","Gentiana_lutea","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","Gentiana_nivalis","",649155303,260079906,557836403,146742283,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"552","Gentiana_orbicularis","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"553","Gentiana_pneumonanthe","",0,1070136,817991982,379038996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554","Gentiana_punctata","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"555","Gentiana_verna","",1486349,260079909,218218511,146742245,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"556","Gentianella_campestris","",15384513,49523751,379037244,379042180,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"557","Gentianopsis_ciliata","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558","Geranium_argenteum","",106073482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"559","Geranium_columbinum","",106073485,0,379037250,406034010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560","Geranium_lucidum","",0,0,379037326,379042230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"561","Geranium_nodosum","",0,0,824055395,824055425,824055535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562","Geranium_phaeum","",106073498,0,824055393,817498701,817498509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"563","Geranium_pusillum","",0,0,817991986,340513115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"564","Geranium_pyrenaicum","",106073487,392513079,733452293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565","Geranium_rivulare","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"566","Geranium_robertianum","",106073491,433660796,824055381,379041904,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"567","Geranium_rotundifolium","",0,0,379037248,340513119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568","Geranium_sanguineum","",0,0,824055379,379041188,4063547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569","Geranium_sylvaticum","",0,260079919,557836529,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"570","Geum_montanum","",0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1
"571","Geum_reptans","",21214551,21214522,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1
"572","Geum_rivale","",21214553,21214523,379036800,379041864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573","Geum_urbanum","",3746147,21214507,379036380,379038128,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"574","Glechoma_hederacea","",449076127,294999935,669129,58045243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"575","Globularia_bisnagarica","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"576","Globularia_cordifolia","",0,22796302,2597900,22795850,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"577","Glyceria_fluitans","",356650001,0,340511365,119553592,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"578","Glyceria_notata","",356650003,0,379032574,379041134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579","Gnaphalium_hoppeanum","",223414515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580","Gnaphalium_norvegicum","",0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"581","Gnaphalium_supinum","",42565337,317438827,733452024,308196096,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1
"582","Gnaphalium_sylvaticum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583","Goodyera_repens","",338857214,241913045,635173985,635173164,241912861,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"584","Gymnadenia_conopsea","",326902060,5381329,635173997,149286641,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","Gymnadenia_nigra","",0,0,0,198034226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586","Gymnocarpium_dryopteris","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587","Gymnocarpium_robertianum","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"588","Gypsophila_repens","",62870757,374351431,399139612,374350971,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
"589","Hedera_helix","",2826485,41087201,379035972,18073974,8452660,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590","Hedysarum_hedysaroides","",294799647,319996458,557836481,378757947,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"591","Helianthemum_apenninum","",0,0,733452179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592","Helianthemum_grandiflorum","",0,0,2654332,0,4063549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
