"","Valid_LIB.C.150","Alien_origin","ITS","trnTLF","rbcL","matK","atpB","Endemic","Ecrins.NP","Summits","Persistent","Plat.de.la.Selle","Barre.des.Ecrins","La.Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale.Ailefroide","Brevoort","Burlan","Rocher.de.la.Selle","Choisy","Muraillette","Rateau","Lauvitel"
"191","Brachypodium_rupestre","",3282429,346642441,607344694,406034246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","Brachypodium_sylvaticum","",341872824,119553717,57283795,7670640,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","Brassica_repanda","",388611876,57638980,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","Briza_media","",172073122,186972689,557836227,133917563,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","Bromopsis_benekenii","",0,0,379031774,379038196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","Bromopsis_erecta","",38566382,159146755,557836607,133917483,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","Bromopsis_inermis","",564586109,55975445,424949904,7670636,110915599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","Bromus_hordeaceus_subsp._thominei","",695614308,575501507,41056385,744393595,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","Bromus_squarrosus","",695614313,158634012,0,744393591,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","Bryonia_cretica","",156767447,156777538,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","Buddleja_davidii","",0,15637286,2597835,335058801,335059290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","Buglossoides_arvensis","",717696642,239836075,379035632,601101183,24940195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","Buglossoides_incrassata","",239836013,239836074,196051869,196051568,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","Bunias_orientalis","",0,313211284,817991744,257168004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","Bunium_bulbocastanum","",90654272,0,733452123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","Buphthalmum_salicifolium","",148578033,148578083,541049604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","Bupleurum_falcatum","",45359826,319770892,387392531,387392388,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","Bupleurum_longifolium","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","Bupleurum_petraeum","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","Bupleurum_ranunculoides","",33320373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","Bupleurum_rotundifolium","",33320378,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","Bupleurum_stellatum","",33320391,0,541049610,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
"213","Buxus_sempervirens","",13491864,34329990,81230666,33333425,5001578,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","Calamagrostis_epigejos","",564586125,189303942,71056569,119553581,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","Calamagrostis_phragmitoides","",195969542,189303941,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","Calamagrostis_varia","",0,0,557836442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","Calamagrostis_villosa","",0,159146751,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","Callianthemum_coriandrifolium","",38194060,38194032,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"219","Calluna_vulgaris","",326635020,815932618,817991756,2734727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","Caltha_palustris","",46309786,229464334,229464381,46360473,158602256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221","Camelina_microcarpa","",525672654,111610364,387392187,111074685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","Campanula_alpestris","",83583558,614497765,614497678,614497520,614497400,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
"223","Campanula_glomerata","",338223967,338224106,817991760,449840777,448872427,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","Campanula_glomerata_subsp._glomerata","",83583510,126508031,253992214,614497562,614497458,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225","Campanula_latifolia","",34811761,89702141,125486742,197257916,183206549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","Campanula_patula","",0,152937942,379035922,614497544,614497438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","Campanula_persicifolia","",0,152937943,253992180,542093941,183206651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","Campanula_rapunculoides","",328774610,328774668,685846752,197257944,183206577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","Campanula_rhomboidalis","",597717762,614497781,614497712,614497552,614497448,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"230","Campanula_rotundifolia","",83583551,152937947,194400753,197258046,183206673,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1
"231","Campanula_stenocodon","",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1
"232","Campanula_trachelium","",0,89702143,404243537,406034596,8452639,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","Capsella_bursa-pastoris","",747035608,85679336,817991762,684218309,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"234","Cardamine_alpina","",208293764,260079591,459991890,459927550,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
"235","Cardamine_flexuosa","",82502029,148767238,340510993,340512795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","Cardamine_heptaphylla","",0,208969208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","Cardamine_impatiens","",82502175,661903267,379033899,351583133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","Cardamine_pentaphyllos","",208293811,6561766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","Cardamine_resedifolia","",78098485,215513762,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0
"240","Carduus_defloratus","",60614755,60202365,500049521,59894613,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"241","Carduus_defloratus_subsp._carlinifolius","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"242","Carduus_defloratus_subsp._medius","",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"243","Carduus_nutans","",146260807,8452856,817991766,379038662,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","Carduus_personata","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","Carduus_tenuiflorus","",423091407,559146819,0,910279026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","Carex_alba","",33440174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247","Carex_atrata","",224714398,169955897,379034597,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1
"248","Carex_bicolor","",169956018,169955899,459991982,459927604,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"249","Carex_curvula","",0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
"250","Carex_davalliana","",300411407,300411364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","Carex_digitata","",59804020,12006528,379034199,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"252","Carex_echinata","",12006662,146230094,379037570,379042412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","Carex_ferruginea","",169956024,169955906,557836445,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1
"254","Carex_flacca","",132694256,121645890,404243551,379040432,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255","Carex_flava","",160338163,59860258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","Carex_foetida","",33521079,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"257","Carex_frigida","",33440206,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"258","Carex_hirta","",169956027,169955909,379034283,379042218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","Carex_hispida","",262181577,169955922,379035470,379040874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","Carex_hordeistichos","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261","Carex_hostiana","",169956029,169955911,379036164,379040466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","Carex_humilis","",33440175,12006532,667668232,335353338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","Carex_liparocarpos","",33440176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","Carex_macloviana","North Eurasia, America",170780144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","Carex_montana","",224714383,169955902,379036712,379040212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","Carex_myosuroides","",300411428,59860301,459993725,675440365,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"267","Carex_nigra","",0,312182191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","Carex_pallescens","",59804008,59860274,379037566,379042408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","Carex_panicea","",33440199,121645912,557836432,379042410,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","Carex_paniculata","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","Carex_planostachys","Central to North America",12006660,12006558,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","Carex_rostrata","",262181578,169955920,379037440,379042312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","Carex_rupestris","",284944769,8886542,459992205,675440303,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"274","Carex_spicata","",134019271,146230095,379037108,379038516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","Carex_sylvatica","",132694246,169955901,379037112,607344990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","Carex_tomentosa","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","Carex_vesicaria","",33440204,0,379037254,392358345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","Carex_viridula","",59803993,59860259,379037114,379042090,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","Carex_vulpina","",33521082,0,733452078,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","Carlina_acanthifolia","",667637907,60202366,500049529,17220846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","Carlina_acaulis","",910278979,667668309,557836628,910279352,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"282","Carlina_biebersteinii","",0,190148639,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","Carlina_vulgaris","",667637908,60202370,500049538,379041772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","Carum_carvi","",386778953,376373209,747154602,2281148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","Catananche_caerulea","",0,6958288,0,54021614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","Caucalis_platycarpos","",211907691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","Cedrus_atlantica","",0,118723278,9963687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","Centaurea_jacea","",910278832,559146830,557836229,607344992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","Centaurea_scabiosa","",910278823,376373210,379035376,379038176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","Centaurea_solstitialis","",313582601,559146834,0,559146706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","Centaurea_stoebe","",239586341,559146835,667668110,642988241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292","Centaurea_uniflora","",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"293","Centaurium_erythraea","",507118313,33308330,379035514,379039346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","Centranthus_angustifolius","",37655007,332077846,0,34863578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","Centranthus_calcitrapae","",85810995,85822899,0,34863576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","Cephalanthera_damasonium","",61619754,16609982,3560627,37222982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","Cephalanthera_longifolia","",34493776,0,635174179,635173356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","Cephalanthera_rubra","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","Cephalaria_alpina","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","Cerastium_alpinum","",359389367,260079679,379032194,379038526,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"301","Cerastium_arvense","",598699206,239837484,667668196,62870790,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
"302","Cerastium_cerastoides","",451768447,46578005,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"303","Cerastium_fontanum","",62870724,239837485,557836545,340512871,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","Cerastium_latifolium","",0,46577918,557836537,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"305","Cerastium_pedunculatum","",0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1
"306","Cerastium_pumilum","",0,46577989,379035089,379039772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","Cerastium_semidecandrum","",0,46577941,379035087,379040412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","Cerastium_uniflorum","",0,46577921,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1
"309","Cerinthe_glabra","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","Cerinthe_minor","",239836043,239836100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","Chaenorrhinum_minus","",33324857,0,404243589,379041702,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","Chaenorrhinum_rubrifolium","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","Chaerophyllum_aureum","",6648800,0,557836299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","Chaerophyllum_temulum","",748302453,0,379036368,379040420,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Chaerophyllum_villarsii","",6648812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","Chamorchis_alpina","",0,0,440577880,440579014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","Chelidonium_majus","",402545412,37790957,379035530,393660978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","Chenopodium_album","",806818106,371781668,404243603,440584194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","Chondrilla_juncea","",3900986,6958283,404243611,406034604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","Chrysosplenium_alternifolium","",363548357,121491130,379034427,443497693,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","Cichorium_intybus","",383929133,46102439,289848,379041370,8452630,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322","Cirsium_acaulon","",0,0,557836234,379040884,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"323","Cirsium_arvense","",21636063,559146842,424949734,315140425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","Cirsium_eriophorum","",0,0,379035718,379041058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","Cirsium_monspessulanum","",21636098,559146856,0,559146748,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","Cirsium_palustre","",21636085,114704054,500049585,379040932,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","Cirsium_spinosissimum","",21636101,559146865,557836236,559146766,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
"328","Cirsium_vulgare","",470012197,8452857,404243621,379040716,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","Cladium_mariscus","",0,70795149,379035704,379041046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330","Clematis_alpina","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","Clematis_vitalba","",293627112,0,817991828,31339224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","Clinopodium_acinos","",294999843,294999957,379035710,295000139,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333","Clinopodium_alpinum","",30013366,42556248,557836592,58045247,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"334","Clinopodium_grandiflorum","",307556922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","Clinopodium_nepeta","",0,294999993,0,58045259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336","Clinopodium_vulgare","",111119993,45433830,817991830,58045263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337","Coincya_monensis","",57638890,57638985,379035890,345424635,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338","Coincya_richeri","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","Colchicum_alpinum","",0,350641937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","Colchicum_autumnale","",593936670,40642944,379035436,379040850,5758794,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","Colchicum_bulbocodium","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","Colutea_arborescens","",0,4927062,817991832,37518643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343","Comastoma_tenellum","",0,1070142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","Convallaria_majalis","",212524911,22796127,460695,313756534,5758796,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","Convolvulus_arvensis","",570307754,508291513,21634024,607345000,6706140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","Convolvulus_sepium","",194022439,21634203,21634022,242801089,21633324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","Corallorhiza_trifida","",486175478,0,635174075,154968263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","Coristospermum_ferulaceum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349","Cornus_sanguinea","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","Coronilla_minima","",324496686,0,0,378758101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","Coronilla_vaginalis","",109629710,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","Coronilla_varia","",7341153,667668278,2342933,23477677,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","Corydalis_intermedia","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354","Corydalis_solida","",0,803360818,817991846,764121025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","Corylus_avellana","",324035595,37720902,33113306,38565243,32815634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","Cotoneaster_integerrimus","",262654286,410736281,379062166,384598771,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"357","Cotoneaster_tomentosus","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","Crataegus_laevigata","",193084969,54649878,379033094,635174216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","Crataegus_monogyna","",121485054,19032433,817991854,17154800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","Crepis_aurea","",29243769,29423254,557836239,187403641,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","Crepis_biennis","",91983066,0,379035208,379039196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362","Crepis_conyzifolia","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363","Crepis_foetida","",170284013,0,0,187403626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364","Crepis_nicaeensis","",170284050,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365","Crepis_paludosa","",169626713,0,379034793,379040396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366","Crepis_pontana","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","Crepis_pygmaea","",170284047,0,0,54021414,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"368","Crepis_pyrenaica","",0,0,557836242,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","Crepis_vesicaria","",77927635,0,557836244,54021426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","Crocus_flavus","",77455735,669026167,817991860,187762002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","Cruciata_glabra","",0,288190024,535124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372","Cruciata_laevipes","",0,288190020,379036736,379039182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373","Crupina_vulgaris","",60614794,60202400,0,559146772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374","Cryptogramma_crispa","",0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1
"375","Cuscuta_epilinum","",163963326,56368443,165910520,165910530,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","Cuscuta_epithymum","",118490256,494621066,608608563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","Cuscuta_europaea","",45925775,21634271,165910522,165910532,21633454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","Cuscuta_planiflora","",45925782,134292026,608608681,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379","Cyanus_montanus","",329025148,300392358,557836272,559146698,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","Cyanus_segetum","",329025145,300392343,379032742,379038168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381","Cynoglossum_officinale","",17902011,471265209,578897996,196051552,24940171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","Cynosurus_cristatus","",444746431,119553723,144583545,310006967,110915615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383","Cypripedium_calceolus","",147883899,50365511,635173969,313756725,8452635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384","Cystopteris_dickieana","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385","Cystopteris_fragilis","",0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
"386","Cytisophyllum_sessilifolium","",83031646,88193424,1223707,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387","Dactylis_glomerata","",564586130,119553724,424949910,119553586,110915617,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388","Dactylorhiza_fuchsii","",56809195,30962077,379036536,379041102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389","Dactylorhiza_incarnata","",66275699,30962082,817991876,198034214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390","Dactylorhiza_maculata","",66275683,30962081,379036524,149286639,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
