"","PHLAWD Input Name","TNRS iPlant Taxonomy","GenBank Taxonomy ID","GenBank Taxonomy","ITS","trnTLF","rbcL","matK","atpB","Alps Phylogeny","TaxRef v.9","Alien Origin","Endemic","Regional","All Summits","LGM","Aiguille du plat de la Selle","Barre des Ecrins","la Meije","le Sirac","les Rouies","Olan","Mont Pelvoux","Occidentale.Ailefroide","Point Brevoort","Pointes de Burlan","Rocher de la Selle","Tour Choisy","Tete de la Muraillette","le Rateau","Signal de Lauvitel"
"1279","Saxifraga_moschata","Saxifraga_moschata",134788,"Saxifraga_moschata","9971863","NA","557836467","NA","NA",1,"Saxifraga_moschata","",1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0
"1280","Saxifraga_oppositifolia","Saxifraga_oppositifolia",29771,"Saxifraga_oppositifolia","NA","14248852","459086","459930718","NA",1,"Saxifraga_oppositifolia","",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"1281","Saxifraga_oppositifolia","Saxifraga_oppositifolia",29771,"Saxifraga_oppositifolia_subsp__smalliana","30315221","NA","NA","NA","NA",1,"Saxifraga_oppositifolia","",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"1283","Saxifraga_retusa",NA,NA,NA,NA,NA,NA,NA,NA,0,"Saxifraga_retusa","",1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"1284","Saxifraga_rotundifolia","Saxifraga_rotundifolia",23265,"Saxifraga_rotundifolia","5814043","14248853","541049854","NA","NA",1,"Saxifraga_rotundifolia","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1285","Scabiosa_columbaria","Scabiosa_columbaria",180561,"Scabiosa_columbaria","33299990","225055691","379033102","20530901","305671616",1,"Scabiosa_columbaria","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1286","Scabiosa_lucida","Scabiosa_lucida",467601,"Scabiosa_lucida","380855964","NA","557836318","NA","NA",1,"Scabiosa_lucida","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1287","Scabiosa_triandra","Scabiosa_triandra",467602,"Scabiosa_triandra","380855960","380508567","404244089","406034692","NA",1,"Scabiosa_triandra","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568","Festuca_arundinacea","Festuca_arundinacea",4606,"Festuca_arundinacea","7381400","159146768","379033314","NA","110915693",1,"Schedonorus_arundinaceus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569","Festuca_arundinacea","Festuca_arundinacea",4606,"Festuca_arundinacea_subsp__fenas","NA","NA","NA","310006919","NA",1,"Schedonorus_arundinaceus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"572","Festuca_gigantea","Festuca_gigantea",29677,"Festuca_gigantea","7381353","33329697","379033765","310006933","NA",1,"Schedonorus_giganteus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580","Festuca_pratensis","Festuca_pratensis",4608,"Festuca_pratensis","NA","318054318","41056394","310006935","NA",1,"Schedonorus_pratensis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"581","Festuca_pratensis","Festuca_pratensis",4608,"Festuca_pratensis_subsp__apennina","33334353","NA","NA","NA","NA",1,"Schedonorus_pratensis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1288","Schoenus_nigricans","Schoenus_nigricans",76506,"Schoenus_nigricans","537392274","70795161","379037476","379042342","NA",1,"Schoenus_nigricans","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1289","Scirpus_sylvaticus","Scirpus_sylvaticus",434052,"Scirpus_sylvaticus","NA","NA","379037472","675440429","NA",1,"Scirpus_sylvaticus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1290","Scirpus_sylvaticus","Scirpus_sylvaticus",434052,"Scirpus_sylvaticus_var__maximowiczii","NA","343131504","NA","NA","NA",1,"Scirpus_sylvaticus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1291","Scleranthus_annuus","Scleranthus_annuus",230712,"Scleranthus_annuus","566077798","239837525","379035748","82400495","NA",1,"Scleranthus_annuus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1292","Scleranthus_perennis","Scleranthus_perennis",230711,"Scleranthus_perennis","62870764","239837527","379035744","47498919","NA",1,"Scleranthus_perennis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1293","Scorzonera_austriaca","Scorzonera_austriaca",261619,"Scorzonera_austriaca","514218638","514218782","290585973","910279378","NA",1,"Scorzonera_austriaca","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1294","Scorzonera_hispanica","Scorzonera_hispanica",114289,"Scorzonera_hispanica_subsp__crispatula","NA","NA","NA","54021660","NA",1,"Scorzonera_hispanica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1295","Scorzonera_hispanica","Scorzonera_hispanica",114289,"Scorzonera_hispanica","41323282","6958287","NA","NA","NA",1,"Scorzonera_hispanica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821","Leontodon_autumnalis","Scorzoneroides_autumnalis",212686,"Scorzoneroides_autumnalis_subsp__borealis","259122076","NA","NA","NA","NA",0,"Scorzoneroides_autumnalis","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"822","Leontodon_autumnalis","Scorzoneroides_autumnalis",212686,"Scorzoneroides_autumnalis","NA","29423249","379033681","379039172","NA",0,"Scorzoneroides_autumnalis","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1296","Scorzoneroides_autumnalis","Scorzoneroides_autumnalis",212686,"Scorzoneroides_autumnalis_subsp__borealis","259122076","NA","NA","NA","NA",1,"Scorzoneroides_autumnalis","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1297","Scorzoneroides_autumnalis","Scorzoneroides_autumnalis",212686,"Scorzoneroides_autumnalis","NA","29423249","379033681","379039172","NA",1,"Scorzoneroides_autumnalis","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"826","Leontodon_pyrenaicus","Scorzoneroides_pyrenaica",379629,"Scorzoneroides_pyrenaica","259122087","NA","NA","99078869","NA",1,"Scorzoneroides_pyrenaica","",0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0
"1298","Scrophularia_canina","Scrophularia_canina",258519,"Scrophularia_canina","NA","41323418","NA","156712573","NA",1,"Scrophularia_canina","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1299","Scrophularia_canina","Scrophularia_canina",258519,"Scrophularia_canina_subsp__canina","550849120","NA","404244093","NA","NA",1,"Scrophularia_canina","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1300","Scrophularia_lucida",NA,NA,NA,NA,NA,NA,NA,NA,0,"Scrophularia_lucida","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1301","Scrophularia_nodosa","Scrophularia_nodosa",90363,"Scrophularia_nodosa","317016105","524852715","379034003","379042394","NA",1,"Scrophularia_nodosa","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1302","Scrophularia_peregrina","Scrophularia_peregrina",160383,"Scrophularia_peregrina","20339367","524852725","NA","20339406","NA",1,"Scrophularia_peregrina","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","Cassida_alpina",NA,NA,NA,NA,NA,NA,NA,NA,0,"Scutellaria_alpina","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1305","Sedum_acre","Sedum_acre",23028,"Sedum_acre","NA","311430","379036422","NA","NA",1,"Sedum_acre","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1306","Sedum_album","Sedum_album",23029,"Sedum_album","NA","311431","379032888","607345156","NA",1,"Sedum_album","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1307","Sedum_alpestre",NA,NA,NA,NA,NA,NA,NA,NA,0,"Sedum_alpestre","",0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1
"1309","Sedum_annuum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Sedum_annuum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1304","Sedella_atrata",NA,NA,NA,NA,NA,NA,NA,NA,0,"Sedum_atratum","",0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
"1311","Sedum_dasyphyllum","Sedum_dasyphyllum",91129,"Sedum_dasyphyllum","NA","NA","NA","13568570","NA",1,"Sedum_dasyphyllum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1310","Sedum_anopetalum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Sedum_ochroleucum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1314","Sedum_ochroleucum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Sedum_ochroleucum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1315","Sedum_rupestre","Sedum_rupestre",91145,"Sedum_rupestre","697355760","667668323","607344892","607345158","NA",1,"Sedum_rupestre","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1316","Sedum_sediforme","Sedum_sediforme",28519,"Sedum_sediforme","NA","396287","NA","13568546","NA",1,"Sedum_sediforme","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1317","Sedum_sexangulare","Sedum_sexangulare",91147,"Sedum_sexangulare","255761560","667668326","607344894","607345160","NA",1,"Sedum_sexangulare","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1318","Selaginella_selaginoides",NA,NA,NA,NA,NA,NA,NA,NA,0,"Selaginella_selaginoides","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1319","Sempervivum_arachnoideum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Sempervivum_arachnoideum","",0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1
"1320","Sempervivum_montanum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Sempervivum_montanum","",1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
"1321","Sempervivum_tectorum","Sempervivum_tectorum",91155,"Sempervivum_tectorum","697355943","NA","733452187","13568589","NA",1,"Sempervivum_tectorum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1322","Senecio_doria","Senecio_doria",189237,"Senecio_doria","429489106","429842225","NA","21425815","NA",1,"Senecio_doria","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1323","Senecio_doronicum","Senecio_doronicum",462523,"Senecio_doronicum","429489295","429842246","557836266","429842071","NA",1,"Senecio_doronicum","",0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1
"1327","Senecio_ovatus",NA,NA,NA,NA,NA,NA,NA,NA,0,"Senecio_ovatus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1328","Senecio_squalidus","Senecio_squalidus",121554,"Senecio_squalidus","910278988","366985705","NA","910279370","NA",1,"Senecio_squalidus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1329","Senecio_viscosus","Senecio_viscosus",85882,"Senecio_viscosus","7636216","124001966","NA","23323481","NA",1,"Senecio_viscosus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1330","Serratula_tinctoria","Serratula_tinctoria",65004,"Serratula_tinctoria","17932613","NA","379036458","379038898","NA",1,"Serratula_tinctoria","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1331","Seseli_annuum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Seseli_annuum","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1332","Sesleria_caerulea","Sesleria_caerulea",58931,"Sesleria_caerulea","146772328","119553741","144583555","110916045","110915697",1,"Sesleria_caerulea","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"1333","Setaria_viridis","Setaria_viridis",4556,"Setaria_viridis_subsp__pachystachys","341872756","NA","NA","NA","NA",1,"Setaria_italica_subsp._viridis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1334","Setaria_viridis","Setaria_viridis",4556,"Setaria_viridis","NA","376373227","452029901","831441798","NA",1,"Setaria_italica_subsp._viridis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1335","Sibbaldia_procumbens","Sibbaldia_procumbens",57947,"Sibbaldia_procumbens","158515056","27529059","459996005","459930756","NA",1,"Sibbaldia_procumbens","",0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0
"1336","Silaum_silaus","Silaum_silaus",460609,"Silaum_silaus","155970339","NA","379037488","379038904","NA",1,"Silaum_silaus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1337","Silene_acaulis","Silene_acaulis",39862,"Silene_acaulis","22656310","239837528","379033973","156125845","NA",1,"Silene_acaulis","",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"420","Cucubalus_baccifer","Silene_baccifera",54818,"Silene_baccifera","343406952","NA","817991862","351588581","NA",1,"Silene_baccifera","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1339","Silene_dioica","Silene_dioica",39879,"Silene_dioica","703623985","157411861","379036544","533052479","NA",1,"Silene_dioica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1342","Silene_italica","Silene_italica",42037,"Silene_italica","62870741","71841818","NA","62870824","NA",1,"Silene_italica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1345","Silene_nutans","Silene_nutans",42038,"Silene_nutans","NA","71841832","NA","33332544","8517660",1,"Silene_nutans","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1346","Silene_nutans","Silene_nutans",42038,"Silene_nutans_var__brachypoda","70913014","NA","NA","NA","NA",1,"Silene_nutans","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1347","Silene_nutans","Silene_nutans",42038,"Silene_nutans_subsp__nutans","NA","NA","404244127","NA","NA",1,"Silene_nutans","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1348","Silene_otites","Silene_otites",42039,"Silene_otites","117935859","667668356","733451972","533052485","NA",1,"Silene_otites","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1349","Silene_saxifraga","Silene_saxifraga",39912,"Silene_saxifraga","117935860","NA","NA","533052489","NA",1,"Silene_saxifraga","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1350","Silene_vallesia",NA,NA,NA,NA,NA,NA,NA,NA,0,"Silene_vallesia","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1351","Silene_vulgaris","Silene_vulgaris",42043,"Silene_vulgaris_subsp__angustifolia","NA","313720600","NA","NA","NA",1,"Silene_vulgaris","",0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"1352","Silene_vulgaris","Silene_vulgaris",42043,"Silene_vulgaris_subsp__vulgaris","NA","NA","404244133","NA","NA",1,"Silene_vulgaris","",0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"1353","Silene_vulgaris","Silene_vulgaris",42043,"Silene_vulgaris","703623996","NA","NA","156125865","NA",1,"Silene_vulgaris","",0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"1343","Silene_latifolia","Silene_latifolia",37657,"Silene_latifolia","211954097","NA","NA","62149314","NA",1,"Silene_vulgaris_subsp._vulgaris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1344","Silene_latifolia","Silene_latifolia",37657,"Silene_latifolia_subsp__alba","NA","703624002","67079059","NA","NA",1,"Silene_vulgaris_subsp._vulgaris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1354","Sinapis_alba","Sinapis_alba",3728,"Sinapis_alba","223036842","21616614","340510945","886848659","NA",1,"Sinapis_alba","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1355","Sinapis_arvensis","Sinapis_arvensis",29728,"Sinapis_arvensis","82791944","58760687","379037510","379041170","NA",1,"Sinapis_arvensis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1356","Sisymbrium_austriacum","Sisymbrium_austriacum",203569,"Sisymbrium_austriacum","22266821","NA","NA","NA","NA",1,"Sisymbrium_austriacum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1357","Solanum_dulcamara","Solanum_dulcamara",45834,"Solanum_dulcamara","7533162","298362987","817992352","242801112","NA",1,"Solanum_dulcamara","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1358","Soldanella_alpina","Soldanella_alpina",66308,"Soldanella_alpina","NA","12054816","557836561","87197594","NA",1,"Soldanella_alpina","",0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"1359","Solidago_gigantea","Solidago_gigantea",330183,"Solidago_gigantea","326417521","326417376","313664506","315140851","NA",1,"Solidago_gigantea","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1360","Solidago_virgaurea","Solidago_virgaurea",462879,"Solidago_virgaurea","157410893","312182282","379036404","379041566","NA",1,"Solidago_virgaurea","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1361","Sonchus_arvensis","Sonchus_arvensis",50192,"Sonchus_arvensis","61620674","NA","379036402","109657594","NA",1,"Sonchus_arvensis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1362","Sonchus_oleraceus","Sonchus_oleraceus",50207,"Sonchus_oleraceus","910278976","574453800","817992358","111379053","NA",1,"Sonchus_oleraceus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1363","Sorbus_aria","Sorbus_aria",186520,"Sorbus_aria_var__salicifolia","269101257","NA","NA","NA","NA",1,"Sorbus_aria","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1364","Sorbus_aria","Sorbus_aria",186520,"Sorbus_aria","NA","555685544","379034671","379040298","NA",1,"Sorbus_aria","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1365","Sorbus_aucuparia","Sorbus_aucuparia",36599,"Sorbus_aucuparia","262654251","15991352","379037332","379042232","NA",1,"Sorbus_aucuparia","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1366","Sorbus_chamaemespilus","Sorbus_chamaemespilus",1000427,"Sorbus_chamaemespilus","555685600","555685558","NA","NA","NA",1,"Sorbus_chamaemespilus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390","Cormus_domestica","Cormus_domestica",36606,"Cormus_domestica","269101229","112443048","NA","114150748","NA",1,"Sorbus_domestica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1367","Sorbus_mougeotii",NA,NA,NA,NA,NA,NA,NA,NA,0,"Sorbus_mougeotii","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1368","Sparganium_angustifolium","Sparganium_angustifolium",669838,"Sparganium_angustifolium","551699663","551699694","379037088","379040216","NA",1,"Sparganium_angustifolium","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1369","Sparganium_emersum","Sparganium_emersum",361423,"Sparganium_emersum","551699684","343424219","313664512","315140861","NA",1,"Sparganium_emersum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1370","Sparganium_erectum","Sparganium_erectum",767568,"Sparganium_erectum","NA","343424216","379036310","386430658","NA",1,"Sparganium_erectum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1372","Stachys_annua",NA,NA,NA,NA,NA,NA,NA,NA,0,"Stachys_annua","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1374","Stachys_recta","Stachys_recta",53174,"Stachys_recta_subsp__recta","NA","NA","NA","357241487","NA",1,"Stachys_recta","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1375","Stachys_recta","Stachys_recta",53174,"Stachys_recta","537368688","280984886","3355849","NA","NA",1,"Stachys_recta","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
