"","Row.names","Valid_LIB.C.150","Ecrins NP","Summits","Persistent","Under Ice","Plat de la Selle","Barre des Ecrins","La Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale Ailefroide","Brevoort","Burlan","Rocher de la Selle","Choisy","Muraillette","Rateau","Lauvitel"
"255","Carex_davalliana","Carex_davalliana",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","Carex_digitata","Carex_digitata",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"257","Carex_echinata","Carex_hispida",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","Carex_ferruginea","Carex_ferruginea",1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1
"259","Carex_flacca","Carex_flacca",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","Carex_flava","Carex_flava",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261","Carex_foetida","Carex_foetida",1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"262","Carex_frigida","Carex_frigida",1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"263","Carex_hirta","Carex_hirta",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","Carex_hordeistichos","Carex_hordeistichos",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","Carex_hostiana","Carex_hostiana",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","Carex_humilis","Carex_humilis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","Carex_liparocarpos","Carex_liparocarpos",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","Carex_macloviana","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","Carex_montana","Carex_montana",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","Carex_muricata","Carex_echinata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","Carex_pallescens","Carex_pallescens",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","Carex_panicea","Carex_panicea",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","Carex_planostachys","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274","Carex_rostrata","Carex_rostrata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","Carex_rupestris","Carex_rupestris",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"276","Carex_spicata","Carex_spicata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","Carex_sylvatica","Carex_sylvatica",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","Carex_vesicaria","Carex_vesicaria",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","Carex_viridula","Carex_viridula",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","Carex_vulpina","Carex_vulpina",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","Carlina_acanthifolia","Carlina_acanthifolia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","Carlina_acaulis","Carlina_acaulis",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"283","Carlina_biebersteinii","Carlina_biebersteinii",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","Carlina_vulgaris","Carlina_vulgaris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","Carum_carvi","Carum_carvi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","Cassida_alpina","Scutellaria_alpina",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"287","Catananche_caerulea","Catananche_caerulea",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","Caucalis_platycarpos","Caucalis_platycarpos",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","Cedrus_atlantica","Cedrus_atlantica",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","Centaurea_jacea","Centaurea_jacea",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","Centaurea_scabiosa","Centaurea_scabiosa",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292","Centaurea_solstitialis","Centaurea_solstitialis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","Centaurea_stoebe","Centaurea_stoebe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","Centaurea_uniflora","Centaurea_uniflora",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"295","Centaurium_erythraea","Centaurium_erythraea",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","Centranthus_angustifolius","Centranthus_angustifolius",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","Centranthus_calcitrapae","Centranthus_calcitrapae",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","Cephalanthera_damasonium","Cephalanthera_damasonium",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","Cephalanthera_longifolia","Cephalanthera_longifolia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","Cephalaria_alpina","Cephalaria_alpina",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","Cerastium_alpinum","Cerastium_alpinum",1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"302","Cerastium_arvense","Cerastium_arvense",1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
"303","Cerastium_cerastoides","Cerastium_cerastoides",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"304","Cerastium_fontanum","Cerastium_fontanum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305","Cerastium_latifolium","Cerastium_latifolium",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"306","Cerastium_pedunculatum","Cerastium_pedunculatum",1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1
"307","Cerastium_pumilum","Cerastium_pumilum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","Cerastium_semidecandrum","Cerastium_semidecandrum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","Cerastium_uniflorum","Cerastium_uniflorum",1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1
"310","Cerasus_avium","Prunus_avium",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","Cerinthe_glabra","Cerinthe_glabra",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","Cerinthe_minor","Cerinthe_minor",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","Chaenorhinum_rubrifolium","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","Chaenorrhinum_minus","Chaenorrhinum_minus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Chaerophyllum_aureum","Chaerophyllum_aureum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","Chaerophyllum_temulum","Chaerophyllum_temulum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","Chaerophyllum_villarsii","Chaerophyllum_villarsii",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","Chamaedrys_montana","Teucrium_montanum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","Chamaenerion_montanum","Epilobium_montanum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","Chamerion_dodonaei","Epilobium_dodonaei",1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
"321","Chamorchis_alpina","Chamorchis_alpina",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322","Chara_Linnaeus","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323","Chelidonium_majus","Chelidonium_majus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","Chenopodium_album","Chenopodium_album",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","Chenopodium_bonus_henricus","Blitum_bonus-henricus",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"326","Chondrilla_juncea","Chondrilla_juncea",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","Chrysosplenium_alternifolium","Chrysosplenium_alternifolium",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","Cichorium_intybus","Cichorium_intybus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","Cirsium_acaule","Cirsium_acaulon",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"330","Cirsium_arvense","Cirsium_arvense",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","Cirsium_eriophorum","Cirsium_eriophorum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","Cirsium_monspessulanum","Cirsium_monspessulanum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333","Cirsium_palustre","Cirsium_palustre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334","Cirsium_spinosissimum","Cirsium_spinosissimum",1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
"335","Cirsium_vulgare","Cirsium_vulgare",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336","Cladium_mariscus","Cladium_mariscus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337","Clematis_vitalba","Clematis_vitalba",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338","Clinopodium_acinos","Clinopodium_acinos",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","Clinopodium_alpinum","Clinopodium_alpinum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","Clinopodium_grandiflorum","Clinopodium_grandiflorum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","Clinopodium_nepeta","Clinopodium_nepeta",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","Clinopodium_vulgare","Clinopodium_vulgare",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343","Coincya_monensis","Coincya_monensis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","Coincya_richeri","Coincya_richeri",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","Colchicum_alpinum","Colchicum_alpinum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","Colchicum_autumnale","Colchicum_autumnale",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","Colutea_arborescens","Colutea_arborescens",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","Compl_ment_flore","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349","Consolida_regalis","Delphinium_consolida",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","Convallaria_majalis","Convallaria_majalis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","Convolvulus_arvensis","Convolvulus_arvensis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","Conyza_canadensis","Erigeron_canadensis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","Corallorhiza_trifida","Corallorhiza_trifida",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354","Coristospermum_ferulaceum","Coristospermum_ferulaceum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","Cormus_domestica","Sorbus_domestica",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","Coronilla_minima","Coronilla_minima",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357","Coronilla_vaginalis","Coronilla_vaginalis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","Corydalis_intermedia","Corydalis_intermedia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","Corydalis_solida","Corydalis_solida",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","Corylus_avellana","Corylus_avellana",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","Cotoneaster_integerrimus","Cotoneaster_integerrimus",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"362","Cotoneaster_tomentosus","Cotoneaster_tomentosus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363","Crataegus_laevigata","Crataegus_laevigata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364","Crataegus_monogyna","Crataegus_monogyna",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365","Crepis_aurea","Crepis_aurea",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366","Crepis_biennis","Crepis_biennis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","Crepis_conyzifolia","Crepis_conyzifolia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368","Crepis_foetida","Crepis_foetida",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","Crepis_nicaeensis","Crepis_nicaeensis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","Crepis_paludosa","Crepis_paludosa",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","Crepis_pontana","Crepis_pontana",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372","Crepis_pygmaea","Crepis_pygmaea",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"373","Crepis_pyrenaica","Crepis_pyrenaica",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374","Crepis_vesicaria","Crepis_vesicaria",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375","Crocus_vernus","Crocus_flavus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","Cruciata_glabra","Cruciata_glabra",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","Cruciata_laevipes","Cruciata_laevipes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","Crupina_vulgaris","Crupina_vulgaris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379","Cryptogramma_crispa","Cryptogramma_crispa",1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1
"380","Cucubalus_baccifer","Silene_baccifera",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381","Cuscuta_epilinum","Cuscuta_epilinum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","Cuscuta_epithymum","Cuscuta_epithymum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383","Cuscuta_europaea","Cuscuta_europaea",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384","Cuscuta_planiflora","Cuscuta_planiflora",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385","Cyanus_montanus","Cyanus_montanus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386","Cyanus_segetum","Cyanus_segetum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387","Cynoglossum_officinale","Cynoglossum_officinale",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388","Cynosurus_cristatus","Cynosurus_cristatus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389","Cypripedium_calceolus","Cypripedium_calceolus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390","Cystopteris_dickieana","Cystopteris_dickieana",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","Cystopteris_fragilis","Cystopteris_fragilis",1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
"392","Cytisophyllum_sessilifolium","Cytisophyllum_sessilifolium",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393","Dactylis_glomerata","Dactylis_glomerata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","Dactylorhiza_fuchsii","Dactylorhiza_fuchsii",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","Dactylorhiza_incarnata","Dactylorhiza_incarnata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","Dactylorhiza_lapponica","Dactylorhiza_traunsteineri_subsp._lapponica",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397","Dactylorhiza_maculata","Dactylorhiza_maculata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","Dactylorhiza_majalis","Dactylorhiza_majalis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399","Dactylorhiza_sambucina","Dactylorhiza_sambucina",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400","Dactylorhiza_viridis","Dactylorhiza_viridis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","Danthonia_decumbens","Danthonia_decumbens",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402","Daphne_alpina","Daphne_alpina",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"403","Daphne_cneorum","Daphne_cneorum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"404","Daphne_laureola","Daphne_laureola",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","Daphne_mezereum","Daphne_mezereum",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"406","Dasistepha_asclepiadea","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407","Daucus_carota","Daucus_carota",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","Deschampsia_cespitosa","Deschampsia_cespitosa",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409","Deschampsia_flexuosa","Avenella_flexuosa",1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"410","Descurainia_sophia","Descurainia_sophia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411","Descurainia_tanacetifolia","Descurainia_tanacetifolia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412","Dianthus_carthusianorum","Dianthus_carthusianorum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413","Dianthus_caryophyllus","Dianthus_caryophyllus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","Dianthus_deltoides","Dianthus_deltoides",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415","Dianthus_hyssopifolius","Dianthus_hyssopifolius",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416","Dianthus_pavonius","Dianthus_pavonius",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","Diaphyllum_longifolium","Bupleurum_longifolium",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418","Digitalis_grandiflora","Digitalis_grandiflora",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","Digitalis_lutea","Digitalis_lutea",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420","Dioscorea_communis","Dioscorea_communis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421","Dittrichia_graveolens","Dittrichia_graveolens",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","Doronicum_grandiflorum","Doronicum_grandiflorum",1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
"423","Doronicum_pardalianches","Doronicum_pardalianches",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","Dorycnium_pentaphyllum","Dorycnium_pentaphyllum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","Draba_aizoides","Draba_aizoides",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"426","Draba_dubia","Draba_dubia",1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
"427","Draba_fladnizensis","Draba_fladnizensis",1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
"428","Draba_siliquosa","Draba_siliquosa",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"429","Draba_verna","Draba_verna",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","Dracocephalum_ruyschiana","Dracocephalum_ruyschiana",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"431","Drosera_rotundifolia","Drosera_rotundifolia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","Dryas_octopetala","Dryas_octopetala",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"433","Dryopteris_dilatata","Dryopteris_dilatata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434","Dryopteris_expansa","Dryopteris_expansa",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435","Dryopteris_filix_mas","Dryopteris_filix-mas",1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"436","Dryopteris_mindshelkensis","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","Echinops_ritro","Echinops_ritro",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","Echinops_sphaerocephalus","Echinops_sphaerocephalus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","Echium_vulgare","Echium_vulgare",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","Edritria_ferruginea","Carex_ferruginea",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","Eleocharis_macrostachya","Eleocharis_palustris_subsp._palustris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","Eleocharis_mamillata","Eleocharis_mamillata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","Eleocharis_quinqueflora","Eleocharis_quinqueflora",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","Eleocharis_uniglumis","Eleocharis_uniglumis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","Elymus_caninus","Elymus_caninus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","Elymus_repens","Elytrigia_repens",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447","Elytrigia_intermedia","Elytrigia_intermedia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","Empetrum_nigrum","Empetrum_nigrum",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"449","Epilobium_alpestre","Epilobium_alpestre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450","Epilobium_alsinifolium","Epilobium_alsinifolium",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"451","Epilobium_anagallidifolium","Epilobium_anagallidifolium",1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1
"452","Epilobium_angustifolium","Epilobium_angustifolium",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453","Epilobium_collinum","Epilobium_collinum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","Epilobium_hirsutum","Epilobium_hirsutum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","Epilobium_palustre","Epilobium_palustre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456","Epilobium_parviflorum","Epilobium_parviflorum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","Epipactis_atrorubens","Epipactis_atrorubens",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","Epipactis_helleborine","Epipactis_helleborine",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459","Epipactis_palustris","Epipactis_palustris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","Epipogium_aphyllum","Epipogium_aphyllum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","Equisetum_arvense","Equisetum_arvense",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462","Equisetum_fluviatile","Equisetum_telmateia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","Equisetum_hyemale","Equisetum_hyemale",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","Equisetum_palustre","Equisetum_palustre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","Equisetum_variegatum","Equisetum_variegatum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","Erigeron_acer","Erigeron_acris",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"467","Erigeron_acris","Erigeron_acris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","Erigeron_annuus","Erigeron_annuus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","Erigeron_gaudinii","Erigeron_schleicheri",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"470","Erigeron_glabratus","Erigeron_glabratus",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"471","Erigeron_neglectus","Erigeron_neglectus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472","Erigeron_uniflorus","Erigeron_uniflorus",1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1
"473","Erinus_alpinus","Erinus_alpinus",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"474","Eriophorum_angustifolium","Eriophorum_angustifolium",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
