"","metric","clade","pool","z","pval","rho.est","alt","hyp","measure"
"241","MPD","Lamiales","Regional",316,0.287738239069734,0.305494505494505,"two.sided","Environment","Available Energy"
"242","MPD","Lamiales","LGM",406,0.709624772741501,-0.115384615384615,"two.sided","Environment","Available Energy"
"243","MPD","Lamiales","All Summits",492,0.784860840614789,-0.0813186813186813,"two.sided","Environment","Available Energy"
"244","MPD","Poales","Regional",296,0.220959647874357,0.349450549450549,"two.sided","Environment","Available Energy"
"245","MPD","Poales","LGM",290,0.203080873140897,0.362637362637363,"two.sided","Environment","Available Energy"
"246","MPD","Poales","All Summits",306,0.252961030208455,0.327472527472527,"two.sided","Environment","Available Energy"
"247","MPD","Rosales","Regional",274,0.468183503088794,-0.245454545454545,"two.sided","Environment","Available Energy"
"248","MPD","Rosales","LGM",266,0.539113807034715,-0.209090909090909,"two.sided","Environment","Available Energy"
"249","MPD","Rosales","All Summits",314,0.19262499772471,-0.427272727272727,"two.sided","Environment","Available Energy"
"250","MPD","Spermatophyta","Regional",430,0.403947395523703,0.232142857142857,"two.sided","Environment","Available Energy"
"251","MPD","Spermatophyta","LGM",716,0.313811632786844,-0.278571428571429,"two.sided","Environment","Available Energy"
"252","MPD","Spermatophyta","All Summits",484,0.629715517337068,0.135714285714286,"two.sided","Environment","Available Energy"
"253","MNTD","Asterales","Regional",580,0.903077033938601,-0.0357142857142857,"two.sided","Environment","Stress"
"254","MNTD","Asterales","LGM",618,0.714423627861307,-0.103571428571429,"two.sided","Environment","Stress"
"255","MNTD","Asterales","All Summits",568,0.964221530060938,-0.0142857142857143,"two.sided","Environment","Stress"
"256","MNTD","Caryophyllales","Regional",824,0.000712892978214305,-0.810989010989011,"two.sided","Environment","Stress"
"257","MNTD","Caryophyllales","LGM",802,0.00230609278945144,-0.762637362637363,"two.sided","Environment","Stress"
"258","MNTD","Caryophyllales","All Summits",780,0.00556164999027656,-0.714285714285714,"two.sided","Environment","Stress"
"259","MNTD","Lamiales","Regional",534,0.55256644787295,-0.173626373626374,"two.sided","Environment","Stress"
"260","MNTD","Lamiales","LGM",362,0.992769768768747,0.00549450549450549,"two.sided","Environment","Stress"
"261","MNTD","Lamiales","All Summits",470,0.915531645846805,-0.032967032967033,"two.sided","Environment","Stress"
"262","MNTD","Poales","Regional",500,0.738503081250952,-0.0989010989010989,"two.sided","Environment","Stress"
"263","MNTD","Poales","LGM",408,0.727041064526361,0.103296703296703,"two.sided","Environment","Stress"
"264","MNTD","Poales","All Summits",378,0.562902903487392,0.169230769230769,"two.sided","Environment","Stress"
"265","MNTD","Rosales","Regional",174,0.539113807034715,0.209090909090909,"two.sided","Environment","Stress"
"266","MNTD","Rosales","LGM",182,0.614426013724972,0.172727272727273,"two.sided","Environment","Stress"
"267","MNTD","Rosales","All Summits",212,0.924426257832482,0.0363636363636364,"two.sided","Environment","Stress"
"268","MNTD","Spermatophyta","Regional",594,0.832426178918744,-0.0607142857142857,"two.sided","Environment","Stress"
"269","MNTD","Spermatophyta","LGM",430,0.403947395523703,0.232142857142857,"two.sided","Environment","Stress"
"270","MNTD","Spermatophyta","All Summits",532,0.862584774457331,0.05,"two.sided","Environment","Stress"
"271","MPD","Asterales","Regional",500,0.704828419246109,0.107142857142857,"two.sided","Environment","Stress"
"272","MPD","Asterales","LGM",404,0.313811632786844,0.278571428571429,"two.sided","Environment","Stress"
"273","MPD","Asterales","All Summits",428,0.396553278906183,0.235714285714286,"two.sided","Environment","Stress"
"274","MPD","Caryophyllales","Regional",742,0.018165559476338,-0.630769230769231,"two.sided","Environment","Stress"
"275","MPD","Caryophyllales","LGM",746,0.0162679317522819,-0.63956043956044,"two.sided","Environment","Stress"
"276","MPD","Caryophyllales","All Summits",724,0.0288937236498446,-0.591208791208791,"two.sided","Environment","Stress"
"277","MPD","Lamiales","Regional",520,0.626627046051523,-0.142857142857143,"two.sided","Environment","Stress"
"278","MPD","Lamiales","LGM",322,0.709624772741501,0.115384615384615,"two.sided","Environment","Stress"
"279","MPD","Lamiales","All Summits",430,0.855675102870577,0.0549450549450549,"two.sided","Environment","Stress"
"280","MPD","Poales","Regional",464,0.951676825142244,-0.0197802197802198,"two.sided","Environment","Stress"
"281","MPD","Poales","LGM",498,0.750018295564461,-0.0945054945054945,"two.sided","Environment","Stress"
"282","MPD","Poales","All Summits",488,0.808313874049905,-0.0725274725274725,"two.sided","Environment","Stress"
"283","MPD","Rosales","Regional",194,0.734251788754801,0.118181818181818,"two.sided","Environment","Stress"
"284","MPD","Rosales","LGM",178,0.576257826919622,0.190909090909091,"two.sided","Environment","Stress"
"285","MPD","Rosales","All Summits",162,0.434522554208937,0.263636363636364,"two.sided","Environment","Stress"
"286","MPD","Spermatophyta","Regional",668,0.490099813327133,-0.192857142857143,"two.sided","Environment","Stress"
"287","MPD","Spermatophyta","LGM",444,0.457772271288752,0.207142857142857,"two.sided","Environment","Stress"
"288","MPD","Spermatophyta","All Summits",674,0.465749711122254,-0.203571428571429,"two.sided","Environment","Stress"
"289","MNTD","Asterales","Regional",632,0.648201799187281,-0.128571428571429,"two.sided","Environment","Stability"
"290","MNTD","Asterales","LGM",510,0.753207284938775,0.0892857142857143,"two.sided","Environment","Stability"
"291","MNTD","Asterales","All Summits",542,0.913240263248664,0.0321428571428571,"two.sided","Environment","Stability"
"292","MNTD","Caryophyllales","Regional",500,0.738503081250952,-0.0989010989010989,"two.sided","Environment","Stability"
"293","MNTD","Caryophyllales","LGM",528,0.583826187585235,-0.16043956043956,"two.sided","Environment","Stability"
"294","MNTD","Caryophyllales","All Summits",430,0.855675102870577,0.0549450549450549,"two.sided","Environment","Stability"
"295","MNTD","Lamiales","Regional",456,1,-0.0021978021978022,"two.sided","Environment","Stability"
"296","MNTD","Lamiales","LGM",332,0.778501310348126,0.0879120879120879,"two.sided","Environment","Stability"
"297","MNTD","Lamiales","All Summits",276,0.165148135976131,0.393406593406593,"two.sided","Environment","Stability"
"298","MNTD","Poales","Regional",520,0.626627046051523,-0.142857142857143,"two.sided","Environment","Stability"
"299","MNTD","Poales","LGM",418,0.784860840614789,0.0813186813186813,"two.sided","Environment","Stability"
"300","MNTD","Poales","All Summits",328,0.333132291388399,0.279120879120879,"two.sided","Environment","Stability"
"301","MNTD","Rosales","Regional",288,0.356039941834193,-0.309090909090909,"two.sided","Environment","Stability"
"302","MNTD","Rosales","LGM",312,0.203068420186092,-0.418181818181818,"two.sided","Environment","Stability"
"303","MNTD","Rosales","All Summits",308,0.225014088667236,-0.4,"two.sided","Environment","Stability"
"304","MNTD","Spermatophyta","Regional",744,0.231628237981214,-0.328571428571429,"two.sided","Environment","Stability"
"305","MNTD","Spermatophyta","LGM",452,0.490099813327132,0.192857142857143,"two.sided","Environment","Stability"
"306","MNTD","Spermatophyta","All Summits",566,0.974440096881549,-0.0107142857142857,"two.sided","Environment","Stability"
"307","MPD","Asterales","Regional",452,0.490099813327132,0.192857142857143,"two.sided","Environment","Stability"
"308","MPD","Asterales","LGM",364,0.201154828000983,0.35,"two.sided","Environment","Stability"
"309","MPD","Asterales","All Summits",378,0.236982292510621,0.325,"two.sided","Environment","Stability"
"310","MPD","Caryophyllales","Regional",386,0.60507220358306,0.151648351648352,"two.sided","Environment","Stability"
"311","MPD","Caryophyllales","LGM",462,0.963748772502748,-0.0153846153846154,"two.sided","Environment","Stability"
"312","MPD","Caryophyllales","All Summits",450,0.975828301047903,0.010989010989011,"two.sided","Environment","Stability"
"313","MPD","Lamiales","Regional",452,0.987912886056802,0.00659340659340659,"two.sided","Environment","Stability"
"314","MPD","Lamiales","LGM",264,0.36326172461083,0.274725274725275,"two.sided","Environment","Stability"
"315","MPD","Lamiales","All Summits",252,0.111894050319888,0.446153846153846,"two.sided","Environment","Stability"
"316","MPD","Poales","Regional",544,0.502198266185848,-0.195604395604396,"two.sided","Environment","Stability"
"317","MPD","Poales","LGM",514,0.659506350902761,-0.12967032967033,"two.sided","Environment","Stability"
"318","MPD","Poales","All Summits",512,0.670604370794816,-0.125274725274725,"two.sided","Environment","Stability"
"319","MPD","Rosales","Regional",298,0.286102697970978,-0.354545454545455,"two.sided","Environment","Stability"
"320","MPD","Rosales","LGM",328,0.12916175578724,-0.490909090909091,"two.sided","Environment","Stability"
"321","MPD","Rosales","All Summits",242,0.775664871585324,-0.1,"two.sided","Environment","Stability"
"322","MPD","Spermatophyta","Regional",918,0.0122612366388285,-0.639285714285714,"two.sided","Environment","Stability"
"323","MPD","Spermatophyta","LGM",634,0.638932943879,-0.132142857142857,"two.sided","Environment","Stability"
"324","MPD","Spermatophyta","All Summits",860,0.0422033353703413,-0.535714285714286,"two.sided","Environment","Stability"
