"","metric","clade","pool","z","pval","rho.est","alt","hyp","measure"
"34","mpd","Spermatophyta","Ecrins NP",420,0.367734618943773,0.25,"two.sided","Geographic","Summit Area"
"35","mpd","Spermatophyta","Persistent LGM",398,0.294889364761483,0.289285714285714,"two.sided","Geographic","Summit Area"
"36","mpd","Spermatophyta","Summits",412,0.340147418837509,0.264285714285714,"two.sided","Geographic","Summit Area"
"37","mntd","Asterales","Ecrins NP",298.766651719148,0.0796275900893633,0.466488121930093,"two.sided","Geographic","Refugial Area"
"38","mntd","Asterales","Persistent LGM",342.805990126648,0.153162942313824,0.387846446202415,"two.sided","Geographic","Refugial Area"
"39","mntd","Asterales","Summits",312.77916848517,0.0994808865777583,0.441465770562195,"two.sided","Geographic","Refugial Area"
"40","mntd","Caryophyllales","Ecrins NP",351.886626272778,0.435916429763675,0.226622799400487,"two.sided","Geographic","Refugial Area"
"41","mntd","Caryophyllales","Persistent LGM",289.818381893286,0.202031069583299,0.36303652331146,"two.sided","Geographic","Refugial Area"
"42","mntd","Caryophyllales","Summits",337.871216251603,0.374267873291635,0.257425898348126,"two.sided","Geographic","Refugial Area"
"43","mntd","Lamiales","Ecrins NP",248.773252545557,0.103603474582831,0.453245598800974,"two.sided","Geographic","Refugial Area"
"44","mntd","Lamiales","Persistent LGM",285.892635874852,0.481437088676181,0.214580670673485,"two.sided","Geographic","Refugial Area"
"45","mntd","Lamiales","Summits",326.859108377822,0.329337496262726,0.281628333235557,"two.sided","Geographic","Refugial Area"
"46","mntd","Poales","Ecrins NP",600.159603790749,0.266229433319511,-0.319032096243404,"two.sided","Geographic","Refugial Area"
"47","mntd","Poales","Persistent LGM",595.154100211758,0.283980808668433,-0.30803098947639,"two.sided","Geographic","Refugial Area"
"48","mntd","Poales","Summits",619.180517390916,0.204982712491071,-0.360836301958057,"two.sided","Geographic","Refugial Area"
"49","mntd","Rosales","Ecrins NP",268.109464224258,0.518271998214228,-0.218679382837538,"two.sided","Geographic","Refugial Area"
"50","mntd","Rosales","Persistent LGM",267.107183719586,0.527239748142483,-0.214123562361756,"two.sided","Geographic","Refugial Area"
"51","mntd","Rosales","Summits",263.098061700898,0.563744232908762,-0.195900280458628,"two.sided","Geographic","Refugial Area"
"52","mntd","Spermatophyta","Ecrins NP",682.109074675341,0.43497209127043,-0.218051919063109,"two.sided","Geographic","Refugial Area"
"53","mntd","Spermatophyta","Persistent LGM",860.268216414773,0.0393570626423048,-0.536193243597808,"two.sided","Geographic","Refugial Area"
"54","mntd","Spermatophyta","Summits",649.079570869716,0.571219327633367,-0.15907066226735,"two.sided","Geographic","Refugial Area"
"55","mpd","Asterales","Ecrins NP",601.036656243352,0.795220513246448,-0.0732797432917005,"two.sided","Geographic","Refugial Area"
"56","mpd","Asterales","Persistent LGM",601.036656243352,0.795220513246448,-0.0732797432917005,"two.sided","Geographic","Refugial Area"
"57","mpd","Asterales","Summits",643.07420654142,0.597752508211293,-0.148346797395394,"two.sided","Geographic","Refugial Area"
"58","mpd","Caryophyllales","Ecrins NP",376.914144167735,0.557442205476756,0.171617265565418,"two.sided","Geographic","Refugial Area"
"59","mpd","Caryophyllales","Persistent LGM",318.850302651435,0.29866966362858,0.299230104062779,"two.sided","Geographic","Refugial Area"
"60","mpd","Caryophyllales","Summits",350.88552555698,0.43135262893802,0.22882302075389,"two.sided","Geographic","Refugial Area"
"61","mpd","Lamiales","Ecrins NP",200.72041818724,0.0377594169823758,0.558856223764308,"two.sided","Geographic","Refugial Area"
"62","mpd","Lamiales","Persistent LGM",275.878871243422,0.425519284085756,0.242091013067521,"two.sided","Geographic","Refugial Area"
"63","mpd","Lamiales","Summits",325.858007662023,0.325410585570664,0.28382855458896,"two.sided","Geographic","Refugial Area"
"64","mpd","Poales","Ecrins NP",505.055035789913,0.708117025123748,-0.110011067670139,"two.sided","Geographic","Refugial Area"
"65","mpd","Poales","Persistent LGM",459.004402863193,0.976178803409991,-0.00880088541361116,"two.sided","Geographic","Refugial Area"
"66","mpd","Poales","Summits",443.987892126219,0.934547169075721,0.0242024348874307,"two.sided","Geographic","Refugial Area"
"67","mpd","Rosales","Ecrins NP",265.102622710242,0.545367425156372,-0.205011921410192,"two.sided","Geographic","Refugial Area"
"68","mpd","Rosales","Persistent LGM",261.093500691554,0.582361374840651,-0.186788639507064,"two.sided","Geographic","Refugial Area"
"69","mpd","Rosales","Summits",299.180159869092,0.276947700273761,-0.359909817586782,"two.sided","Geographic","Refugial Area"
"70","mpd","Spermatophyta","Ecrins NP",488.93652211517,0.652227574993258,0.126899067651481,"two.sided","Geographic","Refugial Area"
"71","mpd","Spermatophyta","Persistent LGM",500.947250771761,0.70838537433908,0.105451337907569,"two.sided","Geographic","Refugial Area"
"72","mpd","Spermatophyta","Summits",492.940098334034,0.67077193565853,0.119749824403511,"two.sided","Geographic","Refugial Area"
"73","mntd","Asterales","Ecrins NP",282,0.062283635114077,0.496428571428571,"two.sided","Geographic","Maximum Slope"
"74","mntd","Asterales","Persistent LGM",328,0.126141787708305,0.414285714285714,"two.sided","Geographic","Maximum Slope"
"75","mntd","Asterales","Summits",316,0.106277009219738,0.435714285714286,"two.sided","Geographic","Maximum Slope"
"76","mntd","Caryophyllales","Ecrins NP",328,0.333132291388399,0.279120879120879,"two.sided","Geographic","Maximum Slope"
"77","mntd","Caryophyllales","Persistent LGM",264,0.136724305031458,0.41978021978022,"two.sided","Geographic","Maximum Slope"
"78","mntd","Caryophyllales","Summits",316,0.287738239069734,0.305494505494505,"two.sided","Geographic","Maximum Slope"
"79","mntd","Lamiales","Ecrins NP",288,0.197339531054968,0.367032967032967,"two.sided","Geographic","Maximum Slope"
"80","mntd","Lamiales","Persistent LGM",368,0.978311453941831,-0.010989010989011,"two.sided","Geographic","Maximum Slope"
"81","mntd","Lamiales","Summits",384,0.594409707681894,0.156043956043956,"two.sided","Geographic","Maximum Slope"
"82","mntd","Poales","Ecrins NP",578,0.349143388060547,-0.27032967032967,"two.sided","Geographic","Maximum Slope"
"83","mntd","Poales","Persistent LGM",672,0.087183720188118,-0.476923076923077,"two.sided","Geographic","Maximum Slope"
"84","mntd","Poales","Summits",694,0.0567106384811297,-0.525274725274725,"two.sided","Geographic","Maximum Slope"
"85","mntd","Rosales","Ecrins NP",176,0.557553078061045,0.2,"two.sided","Geographic","Maximum Slope"
"86","mntd","Rosales","Persistent LGM",180,0.59521871798588,0.181818181818182,"two.sided","Geographic","Maximum Slope"
"87","mntd","Rosales","Summits",162,0.434522554208937,0.263636363636364,"two.sided","Geographic","Maximum Slope"
"88","mntd","Spermatophyta","Ecrins NP",548,0.943802108646298,0.0214285714285714,"two.sided","Geographic","Maximum Slope"
"89","mntd","Spermatophyta","Persistent LGM",776,0.156527747104255,-0.385714285714286,"two.sided","Geographic","Maximum Slope"
"90","mntd","Spermatophyta","Summits",634,0.638932943879,-0.132142857142857,"two.sided","Geographic","Maximum Slope"
"91","mpd","Asterales","Ecrins NP",668,0.490099813327133,-0.192857142857143,"two.sided","Geographic","Maximum Slope"
"92","mpd","Asterales","Persistent LGM",716,0.313811632786844,-0.278571428571429,"two.sided","Geographic","Maximum Slope"
"93","mpd","Asterales","Summits",766,0.177894090353816,-0.367857142857143,"two.sided","Geographic","Maximum Slope"
"94","mpd","Caryophyllales","Ecrins NP",362,0.482691177195478,0.204395604395604,"two.sided","Geographic","Maximum Slope"
"95","mpd","Caryophyllales","Persistent LGM",298,0.227138790741402,0.345054945054945,"two.sided","Geographic","Maximum Slope"
"96","mpd","Caryophyllales","Summits",314,0.280560336708067,0.30989010989011,"two.sided","Geographic","Maximum Slope"
"97","mpd","Lamiales","Ecrins NP",210,0.0499891360155955,0.538461538461538,"two.sided","Geographic","Maximum Slope"
"98","mpd","Lamiales","Persistent LGM",358,0.963859580344439,0.0164835164835165,"two.sided","Geographic","Maximum Slope"
"99","mpd","Lamiales","Summits",346,0.40857216775622,0.23956043956044,"two.sided","Geographic","Maximum Slope"
"100","mpd","Poales","Ecrins NP",506,0.704285336616916,-0.112087912087912,"two.sided","Geographic","Maximum Slope"
"101","mpd","Poales","Persistent LGM",510,0.681768230694678,-0.120879120879121,"two.sided","Geographic","Maximum Slope"
"102","mpd","Poales","Summits",472,0.903515165297326,-0.0373626373626374,"two.sided","Geographic","Maximum Slope"
"103","mpd","Rosales","Ecrins NP",168,0.485475943733222,0.236363636363636,"two.sided","Geographic","Maximum Slope"
"104","mpd","Rosales","Persistent LGM",176,0.557553078061045,0.2,"two.sided","Geographic","Maximum Slope"
"105","mpd","Rosales","Summits",214,0.945983670156841,0.0272727272727273,"two.sided","Geographic","Maximum Slope"
"106","mpd","Spermatophyta","Ecrins NP",518,0.792571061577752,0.075,"two.sided","Geographic","Maximum Slope"
"107","mpd","Spermatophyta","Persistent LGM",682,0.434267300891017,-0.217857142857143,"two.sided","Geographic","Maximum Slope"
"108","mpd","Spermatophyta","Summits",538,0.892928362903675,0.0392857142857143,"two.sided","Geographic","Maximum Slope"
"109","mntd","Asterales","Ecrins NP",364,0.201154828000983,0.35,"two.sided","Geographic","Maximum Elevation"
"110","mntd","Asterales","Persistent LGM",524,0.822421314284505,0.0642857142857143,"two.sided","Geographic","Maximum Elevation"
"111","mntd","Asterales","Summits",472,0.575553597973425,0.157142857142857,"two.sided","Geographic","Maximum Elevation"
"112","mntd","Caryophyllales","Ecrins NP",468,0.927565750411486,-0.0285714285714286,"two.sided","Geographic","Maximum Elevation"
"113","mntd","Caryophyllales","Persistent LGM",432,0.867596308123435,0.0505494505494506,"two.sided","Geographic","Maximum Elevation"
"114","mntd","Caryophyllales","Summits",492,0.784860840614789,-0.0813186813186813,"two.sided","Geographic","Maximum Elevation"
"115","mntd","Lamiales","Ecrins NP",412,0.750018295564461,0.0945054945054945,"two.sided","Geographic","Maximum Elevation"
"116","mntd","Lamiales","Persistent LGM",442,0.481851309334422,-0.214285714285714,"two.sided","Geographic","Maximum Elevation"
"117","mntd","Lamiales","Summits",564,0.408572167756221,-0.23956043956044,"two.sided","Geographic","Maximum Elevation"
"118","mntd","Poales","Ecrins NP",518,0.637515753630442,-0.138461538461538,"two.sided","Geographic","Maximum Elevation"
"119","mntd","Poales","Persistent LGM",614,0.220959647874357,-0.349450549450549,"two.sided","Geographic","Maximum Elevation"
"120","mntd","Poales","Summits",658,0.111894050319888,-0.446153846153846,"two.sided","Geographic","Maximum Elevation"
"121","mntd","Rosales","Ecrins NP",174,0.539113807034715,0.209090909090909,"two.sided","Geographic","Maximum Elevation"
"122","mntd","Rosales","Persistent LGM",160,0.418166994020657,0.272727272727273,"two.sided","Geographic","Maximum Elevation"
"123","mntd","Rosales","Summits",170,0.503066960517545,0.227272727272727,"two.sided","Geographic","Maximum Elevation"
"124","mntd","Spermatophyta","Ecrins NP",358,0.186968371909737,0.360714285714286,"two.sided","Geographic","Maximum Elevation"
"125","mntd","Spermatophyta","Persistent LGM",704,0.353785685715614,-0.257142857142857,"two.sided","Geographic","Maximum Elevation"
"126","mntd","Spermatophyta","Summits",532,0.862584774457331,0.05,"two.sided","Geographic","Maximum Elevation"
"127","mpd","Asterales","Ecrins NP",876,0.0310229713693279,-0.564285714285714,"two.sided","Geographic","Maximum Elevation"
"128","mpd","Asterales","Persistent LGM",914,0.0135118119874372,-0.632142857142857,"two.sided","Geographic","Maximum Elevation"
"129","mpd","Asterales","Summits",932,0.00857816940555869,-0.664285714285714,"two.sided","Geographic","Maximum Elevation"
"130","mpd","Caryophyllales","Ecrins NP",450,0.975828301047903,0.010989010989011,"two.sided","Geographic","Maximum Elevation"
"131","mpd","Caryophyllales","Persistent LGM",394,0.64847616069147,0.134065934065934,"two.sided","Geographic","Maximum Elevation"
"132","mpd","Caryophyllales","Summits",420,0.796566427832341,0.0769230769230769,"two.sided","Geographic","Maximum Elevation"
"133","mpd","Lamiales","Ecrins NP",346,0.40857216775622,0.23956043956044,"two.sided","Geographic","Maximum Elevation"
"134","mpd","Lamiales","Persistent LGM",444,0.470352562207021,-0.21978021978022,"two.sided","Geographic","Maximum Elevation"
"135","mpd","Lamiales","Summits",568,0.391061789147751,-0.248351648351648,"two.sided","Geographic","Maximum Elevation"
"136","mpd","Poales","Ecrins NP",378,0.562902903487392,0.169230769230769,"two.sided","Geographic","Maximum Elevation"
"137","mpd","Poales","Persistent LGM",412,0.750018295564461,0.0945054945054945,"two.sided","Geographic","Maximum Elevation"
"138","mpd","Poales","Summits",402,0.692995905689233,0.116483516483516,"two.sided","Geographic","Maximum Elevation"
"139","mpd","Rosales","Ecrins NP",184,0.633869587610079,0.163636363636364,"two.sided","Geographic","Maximum Elevation"
"140","mpd","Rosales","Persistent LGM",148,0.327015951002671,0.327272727272727,"two.sided","Geographic","Maximum Elevation"
"141","mpd","Rosales","Summits",222,0.989189709913342,-0.00909090909090909,"two.sided","Geographic","Maximum Elevation"
"142","mpd","Spermatophyta","Ecrins NP",358,0.186968371909737,0.360714285714286,"two.sided","Geographic","Maximum Elevation"
"143","mpd","Spermatophyta","Persistent LGM",638,0.620550663675233,-0.139285714285714,"two.sided","Geographic","Maximum Elevation"
"144","mpd","Spermatophyta","Summits",378,0.236982292510621,0.325,"two.sided","Geographic","Maximum Elevation"
"145","mntd","Asterales","Ecrins NP",714,0.320277413570048,-0.275,"two.sided","Geographic","Heterogeneity Topography"
"146","mntd","Asterales","Persistent LGM",692,0.396553278906184,-0.235714285714286,"two.sided","Geographic","Heterogeneity Topography"
"147","mntd","Asterales","Summits",692,0.396553278906184,-0.235714285714286,"two.sided","Geographic","Heterogeneity Topography"
"148","mntd","Caryophyllales","Ecrins NP",574,0.365588910224659,-0.261538461538461,"two.sided","Geographic","Heterogeneity Topography"
"149","mntd","Caryophyllales","Persistent LGM",622,0.197339531054969,-0.367032967032967,"two.sided","Geographic","Heterogeneity Topography"
"150","mntd","Caryophyllales","Summits",584,0.325290827092695,-0.283516483516484,"two.sided","Geographic","Heterogeneity Topography"
"151","mntd","Lamiales","Ecrins NP",630,0.175452601385176,-0.384615384615385,"two.sided","Geographic","Heterogeneity Topography"
"152","mntd","Lamiales","Persistent LGM",338,0.820631822546563,0.0714285714285714,"two.sided","Geographic","Heterogeneity Topography"
"153","mntd","Lamiales","Summits",540,0.522076764040787,-0.186813186813187,"two.sided","Geographic","Heterogeneity Topography"
"154","mntd","Poales","Ecrins NP",314,0.280560336708067,0.30989010989011,"two.sided","Geographic","Heterogeneity Topography"
"155","mntd","Poales","Persistent LGM",250,0.108090693109141,0.450549450549451,"two.sided","Geographic","Heterogeneity Topography"
"156","mntd","Poales","Summits",242,0.0937957968109955,0.468131868131868,"two.sided","Geographic","Heterogeneity Topography"
"157","mntd","Rosales","Ecrins NP",204,0.83882493483871,0.0727272727272727,"two.sided","Geographic","Heterogeneity Topography"
"158","mntd","Rosales","Persistent LGM",170,0.503066960517545,0.227272727272727,"two.sided","Geographic","Heterogeneity Topography"
"159","mntd","Rosales","Summits",214,0.945983670156841,0.0272727272727273,"two.sided","Geographic","Heterogeneity Topography"
"160","mntd","Spermatophyta","Ecrins NP",380,0.242415461665461,0.321428571428571,"two.sided","Geographic","Heterogeneity Topography"
"161","mntd","Spermatophyta","Persistent LGM",220,0.0186902746597006,0.607142857142857,"two.sided","Geographic","Heterogeneity Topography"
"162","mntd","Spermatophyta","Summits",366,0.206038316329047,0.346428571428571,"two.sided","Geographic","Heterogeneity Topography"
"163","mpd","Asterales","Ecrins NP",524,0.822421314284505,0.0642857142857143,"two.sided","Geographic","Heterogeneity Topography"
"164","mpd","Asterales","Persistent LGM",540,0.903077033938601,0.0357142857142857,"two.sided","Geographic","Heterogeneity Topography"
"165","mpd","Asterales","Summits",488,0.648201799187281,0.128571428571429,"two.sided","Geographic","Heterogeneity Topography"
"166","mpd","Caryophyllales","Ecrins NP",584,0.325290827092695,-0.283516483516484,"two.sided","Geographic","Heterogeneity Topography"
"167","mpd","Caryophyllales","Persistent LGM",624,0.191706561952877,-0.371428571428571,"two.sided","Geographic","Heterogeneity Topography"
"168","mpd","Caryophyllales","Summits",606,0.246339176413268,-0.331868131868132,"two.sided","Geographic","Heterogeneity Topography"
"169","mpd","Lamiales","Ecrins NP",678,0.0779084713318498,-0.49010989010989,"two.sided","Geographic","Heterogeneity Topography"
"170","mpd","Lamiales","Persistent LGM",360,0.978311453941831,0.010989010989011,"two.sided","Geographic","Heterogeneity Topography"
"171","mpd","Lamiales","Summits",542,0.512091764574596,-0.191208791208791,"two.sided","Geographic","Heterogeneity Topography"
"172","mpd","Poales","Ecrins NP",432,0.867596308123435,0.0505494505494506,"two.sided","Geographic","Heterogeneity Topography"
"173","mpd","Poales","Persistent LGM",448,0.963748772502748,0.0153846153846154,"two.sided","Geographic","Heterogeneity Topography"
"174","mpd","Poales","Summits",476,0.879545024083647,-0.0461538461538462,"two.sided","Geographic","Heterogeneity Topography"
"175","mpd","Rosales","Ecrins NP",226,0.945983670156841,-0.0272727272727273,"two.sided","Geographic","Heterogeneity Topography"
"176","mpd","Rosales","Persistent LGM",164,0.451196804369117,0.254545454545455,"two.sided","Geographic","Heterogeneity Topography"
"177","mpd","Rosales","Summits",168,0.485475943733222,0.236363636363636,"two.sided","Geographic","Heterogeneity Topography"
"178","mpd","Spermatophyta","Ecrins NP",552,0.964221530060938,0.0142857142857143,"two.sided","Geographic","Heterogeneity Topography"
"179","mpd","Spermatophyta","Persistent LGM",622,0.695276098851476,-0.110714285714286,"two.sided","Geographic","Heterogeneity Topography"
"180","mpd","Spermatophyta","Summits",552,0.964221530060938,0.0142857142857143,"two.sided","Geographic","Heterogeneity Topography"
"181","mntd","Asterales","Ecrins NP",338,0.144594976338457,0.396428571428571,"two.sided","Geographic","Heterogeneity Lithology"
"182","mntd","Asterales","Persistent LGM",400,0.301117473605882,0.285714285714286,"two.sided","Geographic","Heterogeneity Lithology"
"183","mntd","Asterales","Summits",422,0.37482475819644,0.246428571428571,"two.sided","Geographic","Heterogeneity Lithology"
"184","mntd","Caryophyllales","Ecrins NP",488,0.808313874049905,-0.0725274725274725,"two.sided","Geographic","Heterogeneity Lithology"
"185","mntd","Caryophyllales","Persistent LGM",526,0.594409707681895,-0.156043956043956,"two.sided","Geographic","Heterogeneity Lithology"
"186","mntd","Caryophyllales","Summits",472,0.903515165297326,-0.0373626373626374,"two.sided","Geographic","Heterogeneity Lithology"
"187","mntd","Lamiales","Ecrins NP",444,0.939614979477402,0.0241758241758242,"two.sided","Geographic","Heterogeneity Lithology"
"188","mntd","Lamiales","Persistent LGM",478,0.297341475651677,-0.313186813186813,"two.sided","Geographic","Heterogeneity Lithology"
"189","mntd","Lamiales","Summits",604,0.252961030208455,-0.327472527472527,"two.sided","Geographic","Heterogeneity Lithology"
"190","mntd","Poales","Ecrins NP",400,0.681768230694678,0.120879120879121,"two.sided","Geographic","Heterogeneity Lithology"
"191","mntd","Poales","Persistent LGM",522,0.615811916244492,-0.147252747252747,"two.sided","Geographic","Heterogeneity Lithology"
"192","mntd","Poales","Summits",516,0.64847616069147,-0.134065934065934,"two.sided","Geographic","Heterogeneity Lithology"
"193","mntd","Rosales","Ecrins NP",258,0.614426013724972,-0.172727272727273,"two.sided","Geographic","Heterogeneity Lithology"
"194","mntd","Rosales","Persistent LGM",254,0.653538937959264,-0.154545454545455,"two.sided","Geographic","Heterogeneity Lithology"
"195","mntd","Rosales","Summits",222,0.989189709913342,-0.00909090909090909,"two.sided","Geographic","Heterogeneity Lithology"
"196","mntd","Spermatophyta","Ecrins NP",526,0.832426178918743,0.0607142857142857,"two.sided","Geographic","Heterogeneity Lithology"
"197","mntd","Spermatophyta","Persistent LGM",746,0.22635313788882,-0.332142857142857,"two.sided","Geographic","Heterogeneity Lithology"
"198","mntd","Spermatophyta","Summits",704,0.353785685715614,-0.257142857142857,"two.sided","Geographic","Heterogeneity Lithology"
"199","mpd","Asterales","Ecrins NP",378,0.236982292510621,0.325,"two.sided","Geographic","Heterogeneity Lithology"
"200","mpd","Asterales","Persistent LGM",418,0.360721478070494,0.253571428571429,"two.sided","Geographic","Heterogeneity Lithology"
"201","mpd","Asterales","Summits",476,0.59338267588306,0.15,"two.sided","Geographic","Heterogeneity Lithology"
"202","mpd","Caryophyllales","Ecrins NP",530,0.573323360987644,-0.164835164835165,"two.sided","Geographic","Heterogeneity Lithology"
"203","mpd","Caryophyllales","Persistent LGM",474,0.891518798508243,-0.0417582417582418,"two.sided","Geographic","Heterogeneity Lithology"
"204","mpd","Caryophyllales","Summits",492,0.784860840614789,-0.0813186813186813,"two.sided","Geographic","Heterogeneity Lithology"
"205","mpd","Lamiales","Ecrins NP",430,0.855675102870577,0.0549450549450549,"two.sided","Geographic","Heterogeneity Lithology"
"206","mpd","Lamiales","Persistent LGM",522,0.140406592788943,-0.434065934065934,"two.sided","Geographic","Heterogeneity Lithology"
"207","mpd","Lamiales","Summits",590,0.302427229914349,-0.296703296703297,"two.sided","Geographic","Heterogeneity Lithology"
"208","mpd","Poales","Ecrins NP",358,0.463565835143748,0.213186813186813,"two.sided","Geographic","Heterogeneity Lithology"
"209","mpd","Poales","Persistent LGM",432,0.867596308123435,0.0505494505494506,"two.sided","Geographic","Heterogeneity Lithology"
"210","mpd","Poales","Summits",418,0.784860840614789,0.0813186813186813,"two.sided","Geographic","Heterogeneity Lithology"
"211","mpd","Rosales","Ecrins NP",228,0.924426257832482,-0.0363636363636364,"two.sided","Geographic","Heterogeneity Lithology"
"212","mpd","Rosales","Persistent LGM",250,0.693511174791049,-0.136363636363636,"two.sided","Geographic","Heterogeneity Lithology"
"213","mpd","Rosales","Summits",260,0.59521871798588,-0.181818181818182,"two.sided","Geographic","Heterogeneity Lithology"
"214","mpd","Spermatophyta","Ecrins NP",648,0.575553597973424,-0.157142857142857,"two.sided","Geographic","Heterogeneity Lithology"
"215","mpd","Spermatophyta","Persistent LGM",594,0.832426178918744,-0.0607142857142857,"two.sided","Geographic","Heterogeneity Lithology"
"216","mpd","Spermatophyta","Summits",622,0.695276098851476,-0.110714285714286,"two.sided","Geographic","Heterogeneity Lithology"
"217","mntd","Asterales","Ecrins NP",522,0.812442880003941,0.0678571428571429,"two.sided","Environment","Available Energy"
"218","mntd","Asterales","Persistent LGM",594,0.832426178918744,-0.0607142857142857,"two.sided","Environment","Available Energy"
"219","mntd","Asterales","Summits",566,0.974440096881549,-0.0107142857142857,"two.sided","Environment","Available Energy"
"220","mntd","Caryophyllales","Ecrins NP",334,0.357312105525854,0.265934065934066,"two.sided","Environment","Available Energy"
"221","mntd","Caryophyllales","Persistent LGM",316,0.287738239069734,0.305494505494505,"two.sided","Environment","Available Energy"
"222","mntd","Caryophyllales","Summits",372,0.532151855360508,0.182417582417582,"two.sided","Environment","Available Energy"
"223","mntd","Lamiales","Ecrins NP",362,0.482691177195478,0.204395604395604,"two.sided","Environment","Available Energy"
"224","mntd","Lamiales","Persistent LGM",422,0.603931204034312,-0.159340659340659,"two.sided","Environment","Available Energy"
"225","mntd","Lamiales","Summits",474,0.891518798508243,-0.0417582417582418,"two.sided","Environment","Available Energy"
"226","mntd","Poales","Ecrins NP",380,0.573323360987644,0.164835164835165,"two.sided","Environment","Available Energy"
"227","mntd","Poales","Persistent LGM",462,0.963748772502748,-0.0153846153846154,"two.sided","Environment","Available Energy"
"228","mntd","Poales","Summits",478,0.867596308123435,-0.0505494505494506,"two.sided","Environment","Available Energy"
"229","mntd","Rosales","Ecrins NP",270,0.503066960517545,-0.227272727272727,"two.sided","Environment","Available Energy"
"230","mntd","Rosales","Persistent LGM",274,0.468183503088794,-0.245454545454545,"two.sided","Environment","Available Energy"
"231","mntd","Rosales","Summits",270,0.503066960517545,-0.227272727272727,"two.sided","Environment","Available Energy"
"232","mntd","Spermatophyta","Ecrins NP",384,0.253519673210499,0.314285714285714,"two.sided","Environment","Available Energy"
"233","mntd","Spermatophyta","Persistent LGM",646,0.584439145350384,-0.153571428571429,"two.sided","Environment","Available Energy"
"234","mntd","Spermatophyta","Summits",510,0.753207284938775,0.0892857142857143,"two.sided","Environment","Available Energy"
