"","desc","value"
"1","Root_state","0,1"
"2","mu","9.73765429998437"
"3","gamma_0","4.4262061009963"
"4","loglik.obs","-9.24423481232672"
"5","df","2"
"6","conv","0"
"7","n.obs","5"
"8","mntd.obs","19.785531"
"9","mpd.obs","64.8505018"
"10","runs","1000"
"11","mntd.mean.RD","49.0081043972"
"12","mntd.sd.RD","15.3421174529199"
"13","mntd.obs.z.RD","1.90472882813438"
"14","mntd.obs.rank.RD","45"
"15","mntd.obs.q.RD","0.044955044955045"
"16","mpd.mean.RD","69.9246361736"
"17","mpd.sd.RD","6.15396171684194"
"18","mpd.obs.z.RD","0.824531351846615"
"19","mpd.obs.rank.RD","179"
"20","mpd.obs.q.RD","0.178821178821179"
"21","n.mean.DAMOCLES","4.975"
"22","mntd.mean.DAMOCLES",NA
"23","mntd.sd.DAMOCLES",NA
"24","mntd.obs.z.DAMOCLES",NA
"25","mntd.obs.rank.DAMOCLES","31"
"26","mntd.obs.q.DAMOCLES","0.030969030969031"
"27","mpd.mean.DAMOCLES",NA
"28","mpd.sd.DAMOCLES",NA
"29","mpd.obs.z.DAMOCLES",NA
"30","mpd.obs.rank.DAMOCLES","178"
"31","mpd.obs.q.DAMOCLES","0.177822177822178"
"32","loglik.mean.DAMOCLES",NA
"33","loglik.sd.DAMOCLES",NA
"34","loglik.obs.z.DAMOCLES",NA
"35","loglik.obs.rank.DAMOCLES",NA
"36","loglik.obs.q.DAMOCLES",NA
