"","metric","clade","pool","z","pval","tau.est","alt","hyp","measure"
"244","mpd","Poales","Ecrins NP",600,0.266538195204492,-0.318681318681319,"two.sided","Environment","Present Stability"
"245","mpd","Poales","Persistent LGM",548,0.482691177195478,-0.204395604395604,"two.sided","Environment","Present Stability"
"246","mpd","Poales","Summits",564,0.408572167756221,-0.23956043956044,"two.sided","Environment","Present Stability"
"247","mpd","Rosales","Ecrins NP",292,0.327015951002671,-0.327272727272727,"two.sided","Environment","Present Stability"
"248","mpd","Rosales","Persistent LGM",318,0.172786506584626,-0.445454545454545,"two.sided","Environment","Present Stability"
"249","mpd","Rosales","Summits",246,0.734251788754801,-0.118181818181818,"two.sided","Environment","Present Stability"
"250","mpd","Spermatophyta","Ecrins NP",894,0.0213320067793222,-0.596428571428571,"two.sided","Environment","Present Stability"
"251","mpd","Spermatophyta","Persistent LGM",638,0.620550663675233,-0.139285714285714,"two.sided","Environment","Present Stability"
"252","mpd","Spermatophyta","Summits",878,0.0298044733892531,-0.567857142857143,"two.sided","Environment","Present Stability"
"253","mntd","Asterales","Ecrins NP",604,0.782680528604611,-0.0785714285714286,"two.sided","Environment","Past Stability Energy"
"254","mntd","Asterales","Persistent LGM",628,0.666889120976749,-0.121428571428571,"two.sided","Environment","Past Stability Energy"
"255","mntd","Asterales","Summits",618,0.714423627861307,-0.103571428571429,"two.sided","Environment","Past Stability Energy"
"256","mntd","Caryophyllales","Ecrins NP",284,0.186181455780064,0.375824175824176,"two.sided","Environment","Past Stability Energy"
"257","mntd","Caryophyllales","Persistent LGM",262,0.132341658327931,0.424175824175824,"two.sided","Environment","Past Stability Energy"
"258","mntd","Caryophyllales","Summits",328,0.333132291388399,0.279120879120879,"two.sided","Environment","Past Stability Energy"
"259","mntd","Lamiales","Ecrins NP",352,0.435614332566636,0.226373626373626,"two.sided","Environment","Past Stability Energy"
"260","mntd","Lamiales","Persistent LGM",372,0.949418436540724,-0.021978021978022,"two.sided","Environment","Past Stability Energy"
"261","mntd","Lamiales","Summits",414,0.761584492880022,0.0901098901098901,"two.sided","Environment","Past Stability Energy"
"262","mntd","Poales","Ecrins NP",324,0.317559280210174,0.287912087912088,"two.sided","Environment","Past Stability Energy"
"263","mntd","Poales","Persistent LGM",382,0.583826187585235,0.16043956043956,"two.sided","Environment","Past Stability Energy"
"264","mntd","Poales","Summits",390,0.626627046051523,0.142857142857143,"two.sided","Environment","Past Stability Energy"
"265","mntd","Rosales","Ecrins NP",260,0.59521871798588,-0.181818181818182,"two.sided","Environment","Past Stability Energy"
"266","mntd","Rosales","Persistent LGM",280,0.418166994020656,-0.272727272727273,"two.sided","Environment","Past Stability Energy"
"267","mntd","Rosales","Summits",272,0.485475943733222,-0.236363636363636,"two.sided","Environment","Past Stability Energy"
"268","mntd","Spermatophyta","Ecrins NP",418,0.360721478070494,0.253571428571429,"two.sided","Environment","Past Stability Energy"
"269","mntd","Spermatophyta","Persistent LGM",584,0.88279576093661,-0.0428571428571429,"two.sided","Environment","Past Stability Energy"
"270","mntd","Spermatophyta","Summits",490,0.657520919334464,0.125,"two.sided","Environment","Past Stability Energy"
"271","mpd","Asterales","Ecrins NP",778,0.152477188732099,-0.389285714285714,"two.sided","Environment","Past Stability Energy"
"272","mpd","Asterales","Persistent LGM",738,0.247927883409865,-0.317857142857143,"two.sided","Environment","Past Stability Energy"
"273","mpd","Asterales","Summits",800,0.112629714701313,-0.428571428571428,"two.sided","Environment","Past Stability Energy"
"274","mpd","Caryophyllales","Ecrins NP",322,0.309937985690013,0.292307692307692,"two.sided","Environment","Past Stability Energy"
"275","mpd","Caryophyllales","Persistent LGM",304,0.246339176413268,0.331868131868132,"two.sided","Environment","Past Stability Energy"
"276","mpd","Caryophyllales","Summits",378,0.562902903487392,0.169230769230769,"two.sided","Environment","Past Stability Energy"
"277","mpd","Lamiales","Ecrins NP",298,0.227138790741402,0.345054945054945,"two.sided","Environment","Past Stability Energy"
"278","mpd","Lamiales","Persistent LGM",352,0.920585447351698,0.032967032967033,"two.sided","Environment","Past Stability Energy"
"279","mpd","Lamiales","Summits",448,0.963748772502748,0.0153846153846154,"two.sided","Environment","Past Stability Energy"
"280","mpd","Poales","Ecrins NP",274,0.160153381461374,0.397802197802198,"two.sided","Environment","Past Stability Energy"
"281","mpd","Poales","Persistent LGM",276,0.165148135976131,0.393406593406593,"two.sided","Environment","Past Stability Energy"
"282","mpd","Poales","Summits",264,0.136724305031458,0.41978021978022,"two.sided","Environment","Past Stability Energy"
"283","mpd","Rosales","Ecrins NP",260,0.59521871798588,-0.181818181818182,"two.sided","Environment","Past Stability Energy"
"284","mpd","Rosales","Persistent LGM",282,0.402135894917861,-0.281818181818182,"two.sided","Environment","Past Stability Energy"
"285","mpd","Rosales","Summits",286,0.371067789395024,-0.3,"two.sided","Environment","Past Stability Energy"
"286","mpd","Spermatophyta","Ecrins NP",570,0.954008355053701,-0.0178571428571429,"two.sided","Environment","Past Stability Energy"
"287","mpd","Spermatophyta","Persistent LGM",798,0.115905942942724,-0.425,"two.sided","Environment","Past Stability Energy"
"288","mpd","Spermatophyta","Summits",588,0.862584774457332,-0.05,"two.sided","Environment","Past Stability Energy"
"289","mntd","Asterales","Ecrins NP",710,0.333445516507358,-0.267857142857143,"two.sided","Environment","Past Stability Stress"
"290","mntd","Asterales","Persistent LGM",736,0.253519673210499,-0.314285714285714,"two.sided","Environment","Past Stability Stress"
"291","mntd","Asterales","Summits",698,0.37482475819644,-0.246428571428571,"two.sided","Environment","Past Stability Stress"
"292","mntd","Caryophyllales","Ecrins NP",760,0.0107963859706298,-0.67032967032967,"two.sided","Environment","Past Stability Stress"
"293","mntd","Caryophyllales","Persistent LGM",780,0.00556164999027656,-0.714285714285714,"two.sided","Environment","Past Stability Stress"
"294","mntd","Caryophyllales","Summits",768,0.00838258399254918,-0.687912087912088,"two.sided","Environment","Past Stability Stress"
"295","mntd","Lamiales","Ecrins NP",454,1,0.0021978021978022,"two.sided","Environment","Past Stability Stress"
"296","mntd","Lamiales","Persistent LGM",296,0.541341049536417,0.186813186813187,"two.sided","Environment","Past Stability Stress"
"297","mntd","Lamiales","Summits",422,0.808313874049904,0.0725274725274725,"two.sided","Environment","Past Stability Stress"
"298","mntd","Poales","Ecrins NP",448,0.963748772502748,0.0153846153846154,"two.sided","Environment","Past Stability Stress"
"299","mntd","Poales","Persistent LGM",360,0.473080171321481,0.208791208791209,"two.sided","Environment","Past Stability Stress"
"300","mntd","Poales","Summits",380,0.573323360987644,0.164835164835165,"two.sided","Environment","Past Stability Stress"
"301","mntd","Rosales","Ecrins NP",196,0.754880444355198,0.109090909090909,"two.sided","Environment","Past Stability Stress"
"302","mntd","Rosales","Persistent LGM",186,0.653538937959263,0.154545454545455,"two.sided","Environment","Past Stability Stress"
"303","mntd","Rosales","Summits",204,0.83882493483871,0.0727272727272727,"two.sided","Environment","Past Stability Stress"
"304","mntd","Spermatophyta","Ecrins NP",592,0.842456020796488,-0.0571428571428571,"two.sided","Environment","Past Stability Stress"
"305","mntd","Spermatophyta","Persistent LGM",408,0.326822107241016,0.271428571428571,"two.sided","Environment","Past Stability Stress"
"306","mntd","Spermatophyta","Summits",566,0.974440096881549,-0.0107142857142857,"two.sided","Environment","Past Stability Stress"
"307","mpd","Asterales","Ecrins NP",456,0.506673970534301,0.185714285714286,"two.sided","Environment","Past Stability Stress"
"308","mpd","Asterales","Persistent LGM",488,0.648201799187281,0.128571428571429,"two.sided","Environment","Past Stability Stress"
"309","mpd","Asterales","Summits",420,0.367734618943773,0.25,"two.sided","Environment","Past Stability Stress"
"310","mpd","Caryophyllales","Ecrins NP",724,0.0288937236498446,-0.591208791208791,"two.sided","Environment","Past Stability Stress"
"311","mpd","Caryophyllales","Persistent LGM",774,0.00686211373106961,-0.701098901098901,"two.sided","Environment","Past Stability Stress"
"312","mpd","Caryophyllales","Summits",726,0.027508385456238,-0.595604395604396,"two.sided","Environment","Past Stability Stress"
"313","mpd","Lamiales","Ecrins NP",538,0.532151855360508,-0.182417582417582,"two.sided","Environment","Past Stability Stress"
"314","mpd","Lamiales","Persistent LGM",318,0.682631671519805,0.126373626373626,"two.sided","Environment","Past Stability Stress"
"315","mpd","Lamiales","Summits",418,0.784860840614789,0.0813186813186813,"two.sided","Environment","Past Stability Stress"
"316","mpd","Poales","Ecrins NP",488,0.808313874049905,-0.0725274725274725,"two.sided","Environment","Past Stability Stress"
"317","mpd","Poales","Persistent LGM",496,0.761584492880023,-0.0901098901098901,"two.sided","Environment","Past Stability Stress"
"318","mpd","Poales","Summits",522,0.615811916244492,-0.147252747252747,"two.sided","Environment","Past Stability Stress"
"319","mpd","Rosales","Ecrins NP",210,0.902917866811604,0.0454545454545455,"two.sided","Environment","Past Stability Stress"
"320","mpd","Rosales","Persistent LGM",176,0.557553078061045,0.2,"two.sided","Environment","Past Stability Stress"
"321","mpd","Rosales","Summits",162,0.434522554208937,0.263636363636364,"two.sided","Environment","Past Stability Stress"
"322","mpd","Spermatophyta","Ecrins NP",674,0.465749711122254,-0.203571428571429,"two.sided","Environment","Past Stability Stress"
"323","mpd","Spermatophyta","Persistent LGM",504,0.724060433819824,0.1,"two.sided","Environment","Past Stability Stress"
"324","mpd","Spermatophyta","Summits",664,0.506673970534301,-0.185714285714286,"two.sided","Environment","Past Stability Stress"
"325","mntd","Asterales","Ecrins NP",734,0.259190923772765,-0.310714285714286,"two.sided","Environment","Past Stability"
"326","mntd","Asterales","Persistent LGM",562,0.994887248557189,-0.00357142857142857,"two.sided","Environment","Past Stability"
"327","mntd","Asterales","Summits",630,0.657520919334464,-0.125,"two.sided","Environment","Past Stability"
"328","mntd","Caryophyllales","Ecrins NP",380,0.573323360987644,0.164835164835165,"two.sided","Environment","Past Stability"
"329","mntd","Caryophyllales","Persistent LGM",430,0.855675102870577,0.0549450549450549,"two.sided","Environment","Past Stability"
"330","mntd","Caryophyllales","Summits",378,0.562902903487392,0.169230769230769,"two.sided","Environment","Past Stability"
"331","mntd","Lamiales","Ecrins NP",424,0.820100837854584,0.0681318681318681,"two.sided","Environment","Past Stability"
"332","mntd","Lamiales","Persistent LGM",284,0.470352562207021,0.21978021978022,"two.sided","Environment","Past Stability"
"333","mntd","Lamiales","Summits",272,0.155262653539158,0.402197802197802,"two.sided","Environment","Past Stability"
"334","mntd","Poales","Ecrins NP",400,0.681768230694678,0.120879120879121,"two.sided","Environment","Past Stability"
"335","mntd","Poales","Persistent LGM",322,0.309937985690013,0.292307692307692,"two.sided","Environment","Past Stability"
"336","mntd","Poales","Summits",280,0.175452601385176,0.384615384615385,"two.sided","Environment","Past Stability"
"337","mntd","Rosales","Ecrins NP",296,0.299387684486896,-0.345454545454545,"two.sided","Environment","Past Stability"
"338","mntd","Rosales","Persistent LGM",308,0.225014088667236,-0.4,"two.sided","Environment","Past Stability"
"339","mntd","Rosales","Summits",308,0.225014088667236,-0.4,"two.sided","Environment","Past Stability"
"340","mntd","Spermatophyta","Ecrins NP",780,0.148499766564763,-0.392857142857143,"two.sided","Environment","Past Stability"
"341","mntd","Spermatophyta","Persistent LGM",418,0.360721478070494,0.253571428571429,"two.sided","Environment","Past Stability"
"342","mntd","Spermatophyta","Summits",602,0.792571061577752,-0.075,"two.sided","Environment","Past Stability"
"343","mpd","Asterales","Ecrins NP",330,0.129691512990006,0.410714285714286,"two.sided","Environment","Past Stability"
"344","mpd","Asterales","Persistent LGM",254,0.0377005547982203,0.546428571428571,"two.sided","Environment","Past Stability"
"345","mpd","Asterales","Summits",272,0.0524250137509508,0.514285714285714,"two.sided","Environment","Past Stability"
"346","mpd","Caryophyllales","Ecrins NP",372,0.532151855360508,0.182417582417582,"two.sided","Environment","Past Stability"
"347","mpd","Caryophyllales","Persistent LGM",434,0.879545024083646,0.0461538461538462,"two.sided","Environment","Past Stability"
"348","mpd","Caryophyllales","Summits",430,0.855675102870577,0.0549450549450549,"two.sided","Environment","Past Stability"
"349","mpd","Lamiales","Ecrins NP",478,0.867596308123435,-0.0505494505494506,"two.sided","Environment","Past Stability"
"350","mpd","Lamiales","Persistent LGM",278,0.436693258252511,0.236263736263736,"two.sided","Environment","Past Stability"
"351","mpd","Lamiales","Summits",244,0.097233961205613,0.463736263736264,"two.sided","Environment","Past Stability"
"352","mpd","Poales","Ecrins NP",600,0.266538195204492,-0.318681318681319,"two.sided","Environment","Past Stability"
"353","mpd","Poales","Persistent LGM",548,0.482691177195478,-0.204395604395604,"two.sided","Environment","Past Stability"
"354","mpd","Poales","Summits",564,0.408572167756221,-0.23956043956044,"two.sided","Environment","Past Stability"
"355","mpd","Rosales","Ecrins NP",292,0.327015951002671,-0.327272727272727,"two.sided","Environment","Past Stability"
"356","mpd","Rosales","Persistent LGM",318,0.172786506584626,-0.445454545454545,"two.sided","Environment","Past Stability"
"357","mpd","Rosales","Summits",246,0.734251788754801,-0.118181818181818,"two.sided","Environment","Past Stability"
"358","mpd","Spermatophyta","Ecrins NP",894,0.0213320067793222,-0.596428571428571,"two.sided","Environment","Past Stability"
"359","mpd","Spermatophyta","Persistent LGM",638,0.620550663675233,-0.139285714285714,"two.sided","Environment","Past Stability"
"360","mpd","Spermatophyta","Summits",878,0.0298044733892531,-0.567857142857143,"two.sided","Environment","Past Stability"
