"","Ecrins NP","Summits","Persistent","Under Ice","Plat de la Selle","Barre des Ecrins","La Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale Ailefroide","Brevoort","Burlan","Rocher de la Selle","Choisy","Muraillette","Rateau","Lauvitel"
"Ecrins NP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Summits",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Persistent",0,0,0,0.175295448749955,0,0.00356189743442746,0.0311989760825731,0.011720949399352,0,0.114266189042586,0.306492651640726,0.0275588266584527,0.00688443499702002,0.00709041813889447,0.140440393577417,0.0054833900642377,0,0.166938813857348,0.00354080859911979
"Under Ice",0,0,0.175295448749955,0,0.0940970646109355,0.0383424445812707,0.0551777843760064,0.179178830944568,0.0413403430894155,0.199378092189336,0.185890754259036,0,0.0319554114033284,0,0.115361536103248,0.0278444724932873,0.150969689331171,0.0619487695476979,0.220201891829517
"Plat de la Selle",0,0,0,0.0940970646109355,0,0.240584655381795,0.30242010411611,0.0895743770811928,0.176652206048485,0.0592966484927149,0.553000612323378,0.344334820604224,0.283196280995022,0.347523655334802,0.0197271094892207,0.26643248599045,0.169151721380427,0.103297343650063,0.102530769599317
"Barre des Ecrins",0,0,0.00356189743442746,0.0383424445812707,0.240584655381795,0,0.18880514607634,0.145537544378854,0.157134827621108,0.0813181388552004,0.457748698910953,0.200025026578442,0.0140663962725418,0.203077815183791,0.00257304724882824,0.0373569439725938,0.120014316842688,0.0472643110567862,0.0376581600097701
"La Meije",0,0,0.0311989760825731,0.0551777843760064,0.30242010411611,0.18880514607634,0,0.184326998563665,0.0979363021371797,0.178907549212396,0.510948458787727,0.261601673804407,0.0292315553174017,0.248657703794649,0.0330879810936987,0.066321623481756,0.107550472652996,0.05250918451914,0.0664129818831495
"Sirac",0,0,0.011720949399352,0.179178830944568,0.0895743770811928,0.145537544378854,0.184326998563665,0,0.201425305635439,0.197417230401313,0.387296523797312,0.161801974772069,0.125927105031166,0.156157024286522,0.064899695094861,0.152377431441517,0.27123653794934,0.205237760530722,0.172230893147034
"Rouies",0,0,0,0.0413403430894155,0.176652206048485,0.157134827621108,0.0979363021371797,0.201425305635439,0,0.122647722507741,0.493798932152654,0.173761820259839,0.021829663057364,0.248187439513816,0.0214811264987322,0.0302926890664248,0.135577375811783,0.0338886467475411,0.0352909905935946
"Olan",0,0,0.114266189042586,0.199378092189336,0.0592966484927149,0.0813181388552004,0.178907549212396,0.197417230401313,0.122647722507741,0,0.146460214817143,0.11581809501529,0.000879030907651049,0.155749072715252,0.0455745593350425,0.00070014014908384,0.224194413365893,0.216279809851066,0.215866254217204
"Pelvoux",0,0,0.306492651640726,0.185890754259036,0.553000612323378,0.457748698910953,0.510948458787727,0.387296523797312,0.493798932152654,0.146460214817143,0,0.467986312310772,0.328414542853514,0.452464707256912,0.138564399292377,0.386086941944161,0.480858579323108,0.201866496519265,0.366165647188316
"Occidentale Ailefroide",0,0,0.0275588266584527,0,0.344334820604224,0.200025026578442,0.261601673804407,0.161801974772069,0.173761820259839,0.11581809501529,0.467986312310772,0,0.160018660174416,0.265706222734049,0.0308172614726883,0.200314638169203,0.164473001306385,0.0930462634771392,0.0822549374153729
"Brevoort",0,0,0.00688443499702002,0.0319554114033284,0.283196280995022,0.0140663962725418,0.0292315553174017,0.125927105031166,0.021829663057364,0.000879030907651049,0.328414542853514,0.160018660174416,0,0.109757751141669,0,0,0.0348226197799519,0.0266218555743057,0.00688443499702002
"Burlan",0,0,0.00709041813889447,0,0.347523655334802,0.203077815183791,0.248657703794649,0.156157024286522,0.248187439513816,0.155749072715252,0.452464707256912,0.265706222734049,0.109757751141669,0,0.0303673382168927,0.130148885433095,0.113741573091279,0.104067718147125,0.0651053774706439
"Rocher de la Selle",0,0,0.140440393577417,0.115361536103248,0.0197271094892207,0.00257304724882824,0.0330879810936987,0.064899695094861,0.0214811264987322,0.0455745593350425,0.138564399292377,0.0308172614726883,0,0.0303673382168927,0,0.00239227700251922,0.0503497266755191,0.122914227522864,0.0610234042928027
"Choisy",0,0,0.0054833900642377,0.0278444724932873,0.26643248599045,0.0373569439725938,0.066321623481756,0.152377431441517,0.0302926890664248,0.00070014014908384,0.386086941944161,0.200314638169203,0,0.130148885433095,0.00239227700251922,0,0.0735091988270201,0.0312070444098174,0.018731016586574
"Muraillette",0,0,0,0.150969689331171,0.169151721380427,0.120014316842688,0.107550472652996,0.27123653794934,0.135577375811783,0.224194413365893,0.480858579323108,0.164473001306385,0.0348226197799519,0.113741573091279,0.0503497266755191,0.0735091988270201,0,0.210347493010539,0.0894945883941531
"Rateau",0,0,0.166938813857348,0.0619487695476979,0.103297343650063,0.0472643110567862,0.05250918451914,0.205237760530722,0.0338886467475411,0.216279809851066,0.201866496519265,0.0930462634771392,0.0266218555743057,0.104067718147125,0.122914227522864,0.0312070444098174,0.210347493010539,0,0.246511782940688
"Lauvitel",0,0,0.00354080859911979,0.220201891829517,0.102530769599317,0.0376581600097701,0.0664129818831495,0.172230893147034,0.0352909905935946,0.215866254217204,0.366165647188316,0.0822549374153729,0.00688443499702002,0.0651053774706439,0.0610234042928027,0.018731016586574,0.0894945883941531,0.246511782940688,0
