"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"EcrinsNP",74,23.9099178918919,23.9099178918919,0,501,NA,0.500499500499501,1000
"Summits",19,44.4506242105263,47.779850601,8.12822811400478,345,-0.409588208374405,0.344655344655345,1000
