"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"EcrinsNP",153,133.741144893533,133.741144893533,0,501,NA,0.500499500499501,1000
"Summits",37,125.793363153153,133.607095579177,4.32285210664494,40,-1.8075410014636,0.03996003996004,1000
