"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"EcrinsNP",109,73.2311014614339,73.2311014614339,0,501,NA,0.500499500499501,1000
"Summits",21,69.2579570857143,73.2011581847238,2.66230872894744,46,-1.48112089936635,0.045954045954046,1000
