"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"EcrinsNP",153,15.146776503268,15.146776503268,0,501,NA,0.500499500499501,1000
"Summits",37,24.4117922432432,31.2237614032162,4.47933765093108,72,-1.5207536673546,0.0719280719280719,1000
