"","ntaxa","obs","rand.mean","rand.sd","obs.rank","obs.z","obs.p","runs","summits","metric","clade","sig","pool"
"1",40,60.1690311,108.80031210503,15.0836089050297,1,-3.22411442190162,0.001,999,"Barre des Ecrins","mntd","Spermatophyta",1,"Ecrins NP"
"2",11,133.958141,174.017100090363,31.7773965512782,108,-1.26061173783451,0.108,999,"Brevoort","mntd","Spermatophyta",0,"Ecrins NP"
"3",33,84.8327668484848,117.345655094094,16.5118844729998,19,-1.96905981862787,0.019,999,"Burlan","mntd","Spermatophyta",1,"Ecrins NP"
"4",17,97.5777625882353,146.990399953718,25.1209966866604,21,-1.96698554527185,0.021,999,"Choisy","mntd","Spermatophyta",1,"Ecrins NP"
"6",36,71.64471025,112.607223349961,15.0093669852884,2,-2.72912995865255,0.002,999,"La Meije","mntd","Spermatophyta",1,"Ecrins NP"
"7",96,43.750032875,76.2678045498519,7.61420420914368,1,-4.27067238829795,0.001,999,"Lauvitel","mntd","Spermatophyta",1,"Ecrins NP"
"8",62,54.293200016129,91.7285711211373,10.4067725060859,1,-3.59721240020533,0.001,999,"Muraillette","mntd","Spermatophyta",1,"Ecrins NP"
"9",29,82.6647652413793,123.359098718512,17.6432933456863,10,-2.30650438553649,0.01,999,"Occidentale Ailefroide","mntd","Spermatophyta",1,"Ecrins NP"
"10",63,78.9228341428571,90.5674936067178,10.2669952725721,134,-1.13418377575073,0.134,999,"Olan","mntd","Spermatophyta",0,"Ecrins NP"
"11",16,182.4679245,151.14986957958,26.5830922721897,883,1.17811933238423,0.883,999,"Pelvoux","mntd","Spermatophyta",0,"Ecrins NP"
"12",164,39.5226386463415,59.3845520519605,4.76142966199827,1,-4.17141800164353,0.001,999,"Persistent","mntd","Spermatophyta",1,"Ecrins NP"
"13",31,71.590894483871,119.96807181517,16.6904897776825,2,-2.8984875803936,0.002,999,"Plat de la Selle","mntd","Spermatophyta",1,"Ecrins NP"
"14",100,55.92053351,74.6264017947748,7.30942192796803,3,-2.55914468601143,0.003,999,"Rateau","mntd","Spermatophyta",1,"Ecrins NP"
"15",150,47.9580126333333,62.0532847371371,5.07651643871828,4,-2.77656386499609,0.004,999,"Rocher de la Selle","mntd","Spermatophyta",1,"Ecrins NP"
"16",40,75.866448975,108.261756540791,14.8752802424343,10,-2.17779477346434,0.01,999,"Rouies","mntd","Spermatophyta",1,"Ecrins NP"
"17",76,49.7230208026316,84.5526948608345,9.40620417127689,1,-3.70284053205649,0.001,999,"Sirac","mntd","Spermatophyta",1,"Ecrins NP"
"18",215,39.0052656,51.9182231765021,3.89835360143448,1,-3.31241310992171,0.001,999,"Summits","mntd","Spermatophyta",1,"Ecrins NP"
"19",103,55.1787561456311,73.4890328707251,6.72380486926659,1,-2.72320168135564,0.001,999,"Under Ice","mntd","Spermatophyta",1,"Ecrins NP"
"20",7,46.9496258571429,61.6528903743744,14.6381529731293,160,-1.0044480710252,0.16,999,"Barre des Ecrins","mntd","Asterales",0,"Ecrins NP"
"21",2,33.908879,104.032213506507,42.3727877806062,64,-1.65491434902949,0.064,999,"Brevoort","mntd","Asterales",0,"Ecrins NP"
"22",5,33.410541,71.8240967513513,19.656954397611,20,-1.95419671706722,0.02,999,"Burlan","mntd","Asterales",1,"Ecrins NP"
"23",3,49.7552243333333,87.6026117560894,26.5550768486316,90,-1.42524111824238,0.09,999,"Choisy","mntd","Asterales",0,"Ecrins NP"
"25",4,84.09802675,76.9478920197698,22.697324978074,650.5,0.315021031647447,0.6505,999,"La Meije","mntd","Asterales",0,"Ecrins NP"
"26",12,39.8163636666667,46.42073982666,9.42193719748247,245,-0.700957353203118,0.245,999,"Lauvitel","mntd","Asterales",0,"Ecrins NP"
"27",11,26.7429084545455,49.0380252258622,9.78679941777127,12,-2.2780804857237,0.012,999,"Muraillette","mntd","Asterales",1,"Ecrins NP"
"28",5,47.3549076,70.7032043705706,19.8550951676718,119,-1.17593477006277,0.119,999,"Occidentale Ailefroide","mntd","Asterales",0,"Ecrins NP"
"29",10,53.1066916,51.0720090437437,11.3528849208276,571,0.179221631369089,0.571,999,"Olan","mntd","Asterales",0,"Ecrins NP"
"30",2,88.063174,102.090494752753,42.760034264936,248.5,-0.328047462867807,0.2485,999,"Pelvoux","mntd","Asterales",0,"Ecrins NP"
"31",28,22.0372388928571,28.6026897516088,4.18238182125843,63,-1.56978753718285,0.063,999,"Persistent","mntd","Asterales",0,"Ecrins NP"
"32",5,78.4294584,71.959826231031,19.5883725137902,617.5,0.330279208464836,0.6175,999,"Plat de la Selle","mntd","Asterales",0,"Ecrins NP"
"33",16,49.5739375625,39.0556938412788,6.82387178834417,944,1.54138941168083,0.944,999,"Rateau","mntd","Asterales",0,"Ecrins NP"
"34",31,23.3665795806452,26.9500155368594,3.70473213130599,164,-0.967259124062784,0.164,999,"Rocher de la Selle","mntd","Asterales",0,"Ecrins NP"
"35",10,52.50592,51.0823973777778,11.3771233897726,547,0.1251214892775,0.547,999,"Rouies","mntd","Asterales",0,"Ecrins NP"
"36",13,32.6605934615385,44.5964684607685,8.54218044612036,96,-1.39728668511691,0.096,999,"Sirac","mntd","Asterales",0,"Ecrins NP"
"37",39,21.0016260769231,23.8631710614461,2.90534803383312,169,-0.984923303920893,0.169,999,"Summits","mntd","Asterales",0,"Ecrins NP"
