"","ntaxa","obs","rand.mean","rand.sd","obs.rank","obs.z","obs.p","runs","summits","metric","clade","sig","pool"
"1",40,60.1690311,108.222813609635,14.3854082364947,1,-3.34045316751776,0.001,999,"Barre des Ecrins","mntd","Spermatophyta",1,"Ecrins NP"
"2",11,133.958141,172.241279178542,31.7822079116729,116,-1.20454621292946,0.116,999,"Brevoort","mntd","Spermatophyta",0,"Ecrins NP"
"3",33,84.8327668484848,117.282059784967,15.6028780806273,15,-2.07969919195685,0.015,999,"Burlan","mntd","Spermatophyta",1,"Ecrins NP"
"4",17,97.5777625882353,148.630264764647,26.0432216203941,20,-1.9602990336815,0.02,999,"Choisy","mntd","Spermatophyta",1,"Ecrins NP"
"6",36,71.64471025,112.365242766322,15.2307342404552,5,-2.67357645885264,0.005,999,"La Meije","mntd","Spermatophyta",1,"Ecrins NP"
"7",96,43.750032875,76.4252956119557,7.19286418396206,1,-4.54273317294268,0.001,999,"Lauvitel","mntd","Spermatophyta",1,"Ecrins NP"
"8",62,54.293200016129,91.0511779864058,10.2844417714195,1,-3.57413448267335,0.001,999,"Muraillette","mntd","Spermatophyta",1,"Ecrins NP"
"9",29,82.6647652413793,122.715161461358,17.937255635227,10,-2.23280511993839,0.01,999,"Occidentale Ailefroide","mntd","Spermatophyta",1,"Ecrins NP"
"10",63,78.9228341428571,91.0277452730032,10.4891229463879,133,-1.15404416479974,0.133,999,"Olan","mntd","Spermatophyta",0,"Ecrins NP"
"11",16,182.4679245,152.290735361174,25.8417125641577,882,1.16777048208027,0.882,999,"Pelvoux","mntd","Spermatophyta",0,"Ecrins NP"
"12",164,39.5226386463415,59.5094352247125,4.63183058810668,1,-4.31509663364889,0.001,999,"Persistent","mntd","Spermatophyta",1,"Ecrins NP"
"13",31,71.590894483871,120.548510615712,17.2227390776568,1,-2.84261498191973,0.001,999,"Plat de la Selle","mntd","Spermatophyta",1,"Ecrins NP"
"14",100,55.92053351,74.2607012308008,7.11196168323515,4,-2.57877763374817,0.004,999,"Rateau","mntd","Spermatophyta",1,"Ecrins NP"
"15",150,47.9580126333333,62.0694635571438,5.07282741492413,5,-2.78177232726171,0.005,999,"Rocher de la Selle","mntd","Spermatophyta",1,"Ecrins NP"
"16",40,75.866448975,108.107425517518,13.6753132991636,5,-2.35760423452159,0.005,999,"Rouies","mntd","Spermatophyta",1,"Ecrins NP"
"17",76,49.7230208026316,83.6220134397424,8.76291609619897,1,-3.86846025512157,0.001,999,"Sirac","mntd","Spermatophyta",1,"Ecrins NP"
"18",215,39.0052656,51.7797801851898,3.6896700532095,1,-3.4622376529516,0.001,999,"Summits","mntd","Spermatophyta",1,"Ecrins NP"
"19",103,55.1787561456311,73.8378691266023,7.08904777028559,4,-2.63210428051884,0.004,999,"Under Ice","mntd","Spermatophyta",1,"Ecrins NP"
"20",7,46.9496258571429,61.9546684148434,15.9342359762939,185,-0.941685725002709,0.185,999,"Barre des Ecrins","mntd","Asterales",0,"Ecrins NP"
"21",2,33.908879,103.34759938038,41.9870873529925,63,-1.65381132052808,0.063,999,"Brevoort","mntd","Asterales",0,"Ecrins NP"
"22",5,33.410541,71.8410434766767,20.3160653769885,23,-1.89163116792319,0.023,999,"Burlan","mntd","Asterales",1,"Ecrins NP"
"23",3,49.7552243333333,88.1436924928262,27.4727915877571,92,-1.39732680739296,0.092,999,"Choisy","mntd","Asterales",0,"Ecrins NP"
"25",4,84.09802675,77.7590988190691,23.912414043812,616,0.265089418379794,0.616,999,"La Meije","mntd","Asterales",0,"Ecrins NP"
"26",12,39.8163636666667,45.9961858783784,9.41968272788432,264,-0.656054178281195,0.264,999,"Lauvitel","mntd","Asterales",0,"Ecrins NP"
