"","ntaxa","obs","rand.mean","rand.sd","obs.rank","obs.z","obs.p","runs","summits","metric","clade","sig","pool"
"1",40,60.1690311,109.662797022773,14.254946487493,1,-3.47204150967509,0.001,999,"Barre des Ecrins","mntd","Spermatophyta",1,"Ecrins NP"
"2",11,133.958141,170.509786154245,31.6982566478596,127,-1.15311215882635,0.127,999,"Brevoort","mntd","Spermatophyta",0,"Ecrins NP"
"3",33,84.8327668484848,118.015175540116,16.2714550797102,13,-2.03930186508077,0.013,999,"Burlan","mntd","Spermatophyta",1,"Ecrins NP"
"4",17,97.5777625882353,148.299304580875,25.2844157321978,17,-2.00603970959272,0.017,999,"Choisy","mntd","Spermatophyta",1,"Ecrins NP"
"6",36,71.64471025,112.619995916111,15.3453646066502,3,-2.67020606655076,0.003,999,"La Meije","mntd","Spermatophyta",1,"Ecrins NP"
"7",96,43.750032875,76.1515433786808,7.08286775915462,1,-4.57463157656752,0.001,999,"Lauvitel","mntd","Spermatophyta",1,"Ecrins NP"
"8",62,54.293200016129,91.6214872817172,10.532230355825,1,-3.54419586397892,0.001,999,"Muraillette","mntd","Spermatophyta",1,"Ecrins NP"
"9",29,82.6647652413793,123.140335792379,17.3937349708877,7,-2.32702008043379,0.007,999,"Occidentale Ailefroide","mntd","Spermatophyta",1,"Ecrins NP"
"10",63,78.9228341428571,90.8123225419864,10.0905848295356,128,-1.17827545181803,0.128,999,"Olan","mntd","Spermatophyta",0,"Ecrins NP"
"11",16,182.4679245,151.061246490053,25.7941869745223,884,1.21758743708296,0.884,999,"Pelvoux","mntd","Spermatophyta",0,"Ecrins NP"
"12",164,39.5226386463415,59.4738728083144,4.84470136460904,1,-4.11815562208198,0.001,999,"Persistent","mntd","Spermatophyta",1,"Ecrins NP"
"13",31,71.590894483871,119.777904447835,17.2056113678053,2,-2.80065665403383,0.002,999,"Plat de la Selle","mntd","Spermatophyta",1,"Ecrins NP"
"14",100,55.92053351,74.8172795774274,7.19032143275161,4,-2.62808085064926,0.004,999,"Rateau","mntd","Spermatophyta",1,"Ecrins NP"
"15",150,47.9580126333333,61.9579290860127,5.13652089206218,3,-2.72556400467764,0.003,999,"Rocher de la Selle","mntd","Spermatophyta",1,"Ecrins NP"
"16",40,75.866448975,108.403010380856,14.7348574088538,9,-2.20813547787069,0.009,999,"Rouies","mntd","Spermatophyta",1,"Ecrins NP"
"17",76,49.7230208026316,84.0596054199331,8.9480502215197,1,-3.83732587181098,0.001,999,"Sirac","mntd","Spermatophyta",1,"Ecrins NP"
"18",215,39.0052656,51.6209253046442,3.55474063833864,1,-3.54896769924129,0.001,999,"Summits","mntd","Spermatophyta",1,"Ecrins NP"
"19",103,55.1787561456311,74.0011835894244,7.00665542908601,3,-2.68636407688292,0.003,999,"Under Ice","mntd","Spermatophyta",1,"Ecrins NP"
"20",7,46.9496258571429,60.9838135070785,16.0115261098902,205,-0.876505309588624,0.205,999,"Barre des Ecrins","mntd","Asterales",0,"Ecrins NP"
"21",2,33.908879,105.688309496497,42.5189649722986,55,-1.68817445446429,0.055,999,"Brevoort","mntd","Asterales",0,"Ecrins NP"
"22",5,33.410541,70.5758955063063,20.4229709420262,34,-1.81978198038894,0.034,999,"Burlan","mntd","Asterales",1,"Ecrins NP"
