"","ntaxa","obs","rand.mean","rand.sd","obs.rank","obs.z","obs.p","runs","summits","metric","clade","sig","pool"
"1",40,60.1690311,108.35406994452,14.3348758150447,1,-3.36138516065473,0.001,999,"Barre des Ecrins","mntd","Spermatophyta",1,"Ecrins NP"
"2",11,133.958141,171.409508834926,32.5285936845262,117,-1.15133682685893,0.117,999,"Brevoort","mntd","Spermatophyta",0,"Ecrins NP"
"3",33,84.8327668484848,116.997874097946,16.9856895590375,25,-1.89365919691777,0.025,999,"Burlan","mntd","Spermatophyta",1,"Ecrins NP"
"4",17,97.5777625882353,148.543557350468,25.689791206554,29,-1.98389291498914,0.029,999,"Choisy","mntd","Spermatophyta",1,"Ecrins NP"
"6",36,71.64471025,112.382064953592,15.5658142134215,3,-2.61710400400815,0.003,999,"La Meije","mntd","Spermatophyta",1,"Ecrins NP"
"7",96,43.750032875,76.0961311212462,7.26846238046664,1,-4.45019820604336,0.001,999,"Lauvitel","mntd","Spermatophyta",1,"Ecrins NP"
"8",62,54.293200016129,91.1275077853014,10.3862856625164,1,-3.5464370002941,0.001,999,"Muraillette","mntd","Spermatophyta",1,"Ecrins NP"
"9",29,82.6647652413793,121.211553975665,17.7356907519383,12,-2.17340216817173,0.012,999,"Occidentale Ailefroide","mntd","Spermatophyta",1,"Ecrins NP"
"10",63,78.9228341428571,90.6595668385369,10.0317603000051,127,-1.1699574496087,0.127,999,"Olan","mntd","Spermatophyta",0,"Ecrins NP"
"11",16,182.4679245,151.852941419419,25.9549365350617,877,1.179543746494,0.877,999,"Pelvoux","mntd","Spermatophyta",0,"Ecrins NP"
"12",164,39.5226386463415,59.5309460761676,4.66560034159304,1,-4.28847435804895,0.001,999,"Persistent","mntd","Spermatophyta",1,"Ecrins NP"
"13",31,71.590894483871,120.215795260163,17.0632521100588,2,-2.84968542119986,0.002,999,"Plat de la Selle","mntd","Spermatophyta",1,"Ecrins NP"
"14",100,55.92053351,74.8666806105405,7.12509079102798,5,-2.65907448146455,0.005,999,"Rateau","mntd","Spermatophyta",1,"Ecrins NP"
"15",150,47.9580126333333,62.0184171046713,5.07940159163262,1,-2.76812223205583,0.001,999,"Rocher de la Selle","mntd","Spermatophyta",1,"Ecrins NP"
"16",40,75.866448975,109.242501936737,14.1017426746111,6,-2.36680343216214,0.006,999,"Rouies","mntd","Spermatophyta",1,"Ecrins NP"
"17",76,49.7230208026316,84.2024409454454,8.97538206271997,1,-3.84155458808011,0.001,999,"Sirac","mntd","Spermatophyta",1,"Ecrins NP"
"18",215,39.0052656,51.8899713146169,3.76817025447715,2,-3.41935338492415,0.002,999,"Summits","mntd","Spermatophyta",1,"Ecrins NP"
"19",103,55.1787561456311,73.7926085531648,7.21948802241468,4,-2.5782787297025,0.004,999,"Under Ice","mntd","Spermatophyta",1,"Ecrins NP"
